"Step","Group: protoss_10_vs_11_QMIX - win_rate","Group: protoss_10_vs_11_QMIX - win_rate__MIN","Group: protoss_10_vs_11_QMIX - win_rate__MAX"
"1740020","0.03125","0.03125","0.03125"
"1740025","0.03125","0.03125","0.03125"
"1740046","0.03125","0.03125","0.03125"
"1750018","0","0","0"
"1750019","0.0625","0.0625","0.0625"
"1750024","0","0","0"
"1750029","0.046875","0.03125","0.0625"
"1750034","0","0","0"
"1760000","0","0","0"
"1760007","0","0","0"
"1760046","0","0","0"
"1760050","0.03125","0.03125","0.03125"
"1760052","0.0625","0.0625","0.0625"
"1760055","0","0","0"
"1770002","0","0","0"
"1770021","0.015625","0","0.03125"
"1770026","0","0","0"
"1770040","0","0","0"
"1770045","0.0625","0.0625","0.0625"
"1780030","0.0625","0.0625","0.0625"
"1780040","0","0","0"
"1780048","0.03125","0.03125","0.03125"
"1780050","0","0","0"
"1780062","0","0","0"
"1780109","0.03125","0.03125","0.03125"
"1790032","0.09375","0.09375","0.09375"
"1790040","0.03125","0.03125","0.03125"
"1790042","0","0","0"
"1790044","0","0","0"
"1790083","0","0","0"
"1790110","0","0","0"
