"Step","Group: protoss_10_vs_11_ACORM - win_rate","Group: protoss_10_vs_11_ACORM - win_rate__MIN","Group: protoss_10_vs_11_ACORM - win_rate__MAX"
"1500254","0","0","0"
"1500302","0.0625","0.0625","0.0625"
"1510223","0.03125","0.03125","0.03125"
"1510228","0.09375","0.09375","0.09375"
"1510241","0.03125","0.03125","0.03125"
"1510259","0.03125","0.03125","0.03125"
"1510265","0.15625","0.15625","0.15625"
"1510267","0.0625","0.0625","0.0625"
"1520233","0.09375","0.09375","0.09375"
"1520234","0","0","0"
"1520238","0.15625","0.15625","0.15625"
"1520242","0.09375","0.09375","0.09375"
"1520250","0","0","0"
"1520278","0.09375","0.09375","0.09375"
"1530235","0.0625","0.0625","0.0625"
"1530249","0.03125","0.03125","0.03125"
"1530250","0.0625","0.0625","0.0625"
"1530256","0.03125","0.03125","0.03125"
"1530259","0","0","0"
"1530273","0.09375","0.09375","0.09375"
"1540226","0.0625","0.0625","0.0625"
"1540229","0.0625","0.0625","0.0625"
"1540234","0.0625","0.0625","0.0625"
"1540254","0","0","0"
"1540258","0","0","0"
"1540260","0.03125","0.03125","0.03125"
"1550240","0.03125","0.03125","0.03125"
"1550245","0.09375","0.09375","0.09375"
"1550260","0","0","0"
"1550261","0.125","0.125","0.125"
"1550264","0.03125","0.03125","0.03125"
"1550288","0.15625","0.15625","0.15625"
"1560224","0.03125","0.03125","0.03125"
"1560236","0","0","0"
"1560237","0.0625","0.0625","0.0625"
"1560273","0.125","0.125","0.125"
"1560278","0.03125","0.03125","0.03125"
"1560297","0.125","0.125","0.125"
"1570244","0.03125","0.03125","0.03125"
"1570246","0.078125","0","0.15625"
"1570256","0.09375","0.09375","0.09375"
"1570260","0.0625","0.0625","0.0625"
"1570263","0.03125","0.03125","0.03125"
"1580221","0.15625","0.15625","0.15625"
"1580224","0.09375","0.09375","0.09375"
"1580239","0.03125","0.03125","0.03125"
"1580246","0.03125","0.03125","0.03125"
"1580250","0.03125","0.03125","0.03125"
"1580271","0.125","0.125","0.125"
"1590237","0.0625","0.0625","0.0625"
"1590248","0.03125","0.03125","0.03125"
"1590249","0.0625","0.0625","0.0625"
"1590250","0.125","0.125","0.125"
"1590253","0.15625","0.15625","0.15625"
"1590258","0.15625","0.15625","0.15625"
"1600225","0.03125","0.03125","0.03125"
"1600232","0","0","0"
"1600236","0.09375","0.09375","0.09375"
"1600240","0.03125","0.03125","0.03125"
"1600254","0.15625","0.15625","0.15625"
"1600271","0.03125","0.03125","0.03125"
"1610240","0.0625","0.0625","0.0625"
"1610249","0.03125","0.03125","0.03125"
"1610257","0.03125","0.03125","0.03125"
"1610260","0.125","0.125","0.125"
"1610268","0.09375","0.09375","0.09375"
"1610274","0.09375","0.09375","0.09375"
"1620231","0.25","0.25","0.25"
"1620238","0.03125","0.03125","0.03125"
"1620248","0.015625","0","0.03125"
"1620256","0.03125","0.03125","0.03125"
"1620267","0.03125","0.03125","0.03125"
"1630224","0","0","0"
"1630233","0","0","0"
"1630239","0.125","0.125","0.125"
"1630256","0.125","0.125","0.125"
"1630262","0.15625","0.15625","0.15625"
"1630283","0.03125","0.03125","0.03125"
"1640220","0.03125","0.03125","0.03125"
"1640230","0.15625","0.15625","0.15625"
"1640247","0","0","0"
"1640262","0.125","0.125","0.125"
"1640271","0.03125","0.03125","0.03125"
"1640310","0.09375","0.09375","0.09375"
"1650220","0.0625","0.0625","0.0625"
"1650226","0.03125","0.03125","0.03125"
"1650239","0.09375","0.09375","0.09375"
"1650246","0","0","0"
"1650263","0.03125","0.03125","0.03125"
"1650267","0.125","0.125","0.125"
"1660237","0.03125","0.03125","0.03125"
"1660245","0.0625","0.0625","0.0625"
"1660265","0.03125","0.03125","0.03125"
"1660278","0.125","0.125","0.125"
"1660288","0.03125","0.03125","0.03125"
"1660290","0.1875","0.1875","0.1875"
"1670233","0","0","0"
"1670240","0","0","0"
"1670243","0.125","0.125","0.125"
"1670260","0.09375","0.09375","0.09375"
"1670268","0.15625","0.15625","0.15625"
"1670269","0.125","0.125","0.125"
"1680229","0","0","0"
"1680242","0.21875","0.21875","0.21875"
"1680245","0.03125","0.03125","0.03125"
"1680260","0.03125","0.03125","0.03125"
"1680261","0.0625","0.0625","0.0625"
"1680262","0.03125","0.03125","0.03125"
"1690223","0","0","0"
"1690228","0.15625","0.15625","0.15625"
"1690231","0.03125","0.03125","0.03125"
"1690233","0.03125","0.03125","0.03125"
"1690241","0","0","0"
"1690257","0.125","0.125","0.125"
"1700225","0.09375","0.09375","0.09375"
"1700229","0.125","0.125","0.125"
"1700237","0.09375","0.09375","0.09375"
"1700238","0","0","0"
"1700242","0.125","0.125","0.125"
"1700251","0.0625","0.0625","0.0625"
"1710222","0.03125","0.03125","0.03125"
"1710227","0.09375","0.09375","0.09375"
"1710254","0.15625","0.15625","0.15625"
"1710261","0.03125","0.03125","0.03125"
"1710277","0.0625","0.0625","0.0625"
"1710282","0.03125","0.03125","0.03125"
"1720220","0.03125","0.03125","0.03125"
"1720229","0","0","0"
"1720234","0","0","0"
"1720263","0.09375","0.09375","0.09375"
"1720267","0.0625","0.0625","0.0625"
"1720331","0.125","0.125","0.125"
"1730225","0.0625","0.0625","0.0625"
"1730238","0","0","0"
"1730252","0.125","0.125","0.125"
"1730255","0.03125","0.03125","0.03125"
"1730268","0.0625","0.0625","0.0625"
"1730276","0.09375","0.09375","0.09375"
"1740254","0.09375","0.09375","0.09375"
"1740263","0.03125","0.03125","0.03125"
"1740264","0.21875","0.21875","0.21875"
"1740271","0.0625","0.0625","0.0625"
"1740272","0.0625","0.0625","0.0625"
"1740274","0.09375","0.09375","0.09375"
"1750230","0.15625","0.15625","0.15625"
"1750235","0.0625","0.0625","0.0625"
"1750239","0.0625","0.0625","0.0625"
"1750245","0","0","0"
"1750270","0.125","0.125","0.125"
"1750281","0.03125","0.03125","0.03125"
"1760224","0","0","0"
"1760225","0.21875","0.21875","0.21875"
"1760234","0.0625","0.0625","0.0625"
"1760241","0.09375","0.09375","0.09375"
"1760243","0","0","0"
"1760250","0.0625","0.0625","0.0625"
"1770226","0.125","0.125","0.125"
"1770227","0.09375","0.09375","0.09375"
"1770236","0.21875","0.21875","0.21875"
"1770257","0.09375","0.09375","0.09375"
"1770262","0","0","0"
"1770280","0.03125","0.03125","0.03125"
"1780224","0.03125","0.03125","0.03125"
"1780228","0.0625","0.0625","0.0625"
"1780252","0.03125","0.03125","0.03125"
"1780281","0.09375","0.09375","0.09375"
"1780284","0.1875","0.1875","0.1875"
"1780285","0","0","0"
"1790237","0","0","0"
"1790238","0.0625","0.0625","0.0625"
"1790251","0","0","0"
"1790275","0.125","0.125","0.125"
"1790282","0.125","0.09375","0.15625"
"1800221","0.09375","0.09375","0.09375"
"1800223","0.03125","0.03125","0.03125"
"1800230","0","0","0"
"1800242","0.03125","0.03125","0.03125"
"1800273","0.15625","0.15625","0.15625"
"1800294","0.03125","0.03125","0.03125"
"1810222","0.125","0.125","0.125"
"1810242","0.21875","0.21875","0.21875"
"1810249","0.1875","0.1875","0.1875"
"1810272","0.03125","0.03125","0.03125"
"1810295","0.03125","0.03125","0.03125"
"1810308","0.0625","0.0625","0.0625"
"1820231","0.125","0.125","0.125"
"1820241","0.09375","0.09375","0.09375"
"1820242","0.03125","0.03125","0.03125"
"1820244","0","0","0"
"1820256","0.0625","0.0625","0.0625"
"1820264","0","0","0"
"1830232","0.1875","0.1875","0.1875"
"1830258","0.03125","0.03125","0.03125"
"1830263","0","0","0"
"1830265","0.0625","0.0625","0.0625"
"1830266","0.15625","0.15625","0.15625"
"1830340","0.0625","0.0625","0.0625"
"1840223","0.0625","0.0625","0.0625"
"1840238","0.0625","0.0625","0.0625"
"1840261","0.125","0.125","0.125"
"1840266","0.09375","0.09375","0.09375"
"1840284","0.0625","0.0625","0.0625"
"1840317","0.0625","0.0625","0.0625"
"1850223","0.1875","0.1875","0.1875"
"1850225","0.09375","0.09375","0.09375"
"1850229","0","0","0"
"1850233","0.1875","0.1875","0.1875"
"1850234","0.0625","0.0625","0.0625"
"1860238","0.09375","0.09375","0.09375"
"1860248","0.21875","0.21875","0.21875"
"1860252","0.09375","0.09375","0.09375"
"1860260","0.03125","0.03125","0.03125"
"1860264","0.0625","0.0625","0.0625"
"1860266","0","0","0"
"1870231","0.03125","0.03125","0.03125"
"1870234","0.1875","0.1875","0.1875"
"1870238","0.0625","0.0625","0.0625"
"1870245","0.03125","0.03125","0.03125"
"1870251","0.09375","0.09375","0.09375"
"1870264","0.03125","0.03125","0.03125"
"1880225","0.125","0.125","0.125"
"1880234","0.1875","0.1875","0.1875"
"1880247","0","0","0"
"1880265","0.09375","0.09375","0.09375"
"1880279","0.0625","0.0625","0.0625"
"1880281","0.09375","0.09375","0.09375"
"1890239","0.03125","0.03125","0.03125"
"1890243","0.1875","0.1875","0.1875"
"1890249","0","0","0"
"1890257","0.046875","0.03125","0.0625"
"1890262","0.09375","0.09375","0.09375"
"1900236","0.0625","0.0625","0.0625"
"1900247","0.0625","0.0625","0.0625"
"1900260","0.015625","0","0.03125"
"1900276","0.0625","0.0625","0.0625"
"1900298","0","0","0"
"1910223","0.125","0.125","0.125"
"1910229","0","0","0"
"1910231","0.03125","0.03125","0.03125"
"1910237","0.09375","0.09375","0.09375"
"1910256","0","0","0"
"1910296","0.125","0.125","0.125"
"1920229","0.125","0.125","0.125"
"1920245","0.03125","0.03125","0.03125"
"1920253","0.03125","0.03125","0.03125"
"1920260","0.0625","0.0625","0.0625"
"1920261","0.21875","0.21875","0.21875"
"1920277","0.03125","0.03125","0.03125"
"1930224","0","0","0"
"1930225","0.125","0.125","0.125"
"1930231","0.125","0.125","0.125"
"1930245","0","0","0"
"1930252","0.125","0.125","0.125"
"1930257","0.15625","0.15625","0.15625"
"1940234","0.09375","0.09375","0.09375"
"1940239","0.21875","0.21875","0.21875"
"1940258","0.09375","0.09375","0.09375"
"1940268","0.0625","0.0625","0.0625"
"1940289","0","0","0"
"1940292","0.125","0.125","0.125"
"1950221","0.0625","0.0625","0.0625"
"1950228","0.09375","0.09375","0.09375"
"1950239","0.15625","0.15625","0.15625"
"1950251","0","0","0"
"1950278","0.03125","0.03125","0.03125"
"1950300","0.09375","0.09375","0.09375"
"1960226","0.046875","0","0.09375"
"1960230","0.21875","0.21875","0.21875"
"1960237","0.09375","0.09375","0.09375"
"1960265","0.0625","0.0625","0.0625"
"1960275","0","0","0"
"1970220","0.03125","0.03125","0.03125"
"1970221","0.125","0.125","0.125"
"1970232","0.15625","0.15625","0.15625"
"1970247","0.15625","0.15625","0.15625"
"1970274","0.03125","0.03125","0.03125"
"1970299","0","0","0"
"1980228","0.09375","0.09375","0.09375"
"1980250","0.0625","0.0625","0.0625"
"1980259","0.15625","0.15625","0.15625"
"1980266","0.15625","0.15625","0.15625"
"1980269","0.21875","0.21875","0.21875"
"1980276","0.03125","0.03125","0.03125"
"1990232","0.21875","0.21875","0.21875"
"1990234","0","0","0"
"1990260","0.1875","0.1875","0.1875"
"1990267","0.015625","0","0.03125"
"1990272","0.0625","0.0625","0.0625"
"2000230","0.125","0.125","0.125"
"2000236","0.0625","0.0625","0.0625"
"2000238","0","0","0"
"2000242","0.0625","0.0625","0.0625"
"2000244","0.15625","0.15625","0.15625"
"2000260","0.125","0.125","0.125"
"2010226","0.03125","0.03125","0.03125"
"2010249","0.09375","0.09375","0.09375"
"2010259","0.0625","0.0625","0.0625"
"2010263","0.125","0.125","0.125"
"2010272","0.03125","0.03125","0.03125"
"2010276","0.09375","0.09375","0.09375"
"2020220","0.15625","0.15625","0.15625"
"2020226","0.03125","0.03125","0.03125"
"2020250","0.09375","0.09375","0.09375"
"2020251","0","0","0"
"2020259","0.15625","0.15625","0.15625"
"2020264","0.15625","0.15625","0.15625"
"2030242","0.15625","0.15625","0.15625"
"2030246","0.03125","0.03125","0.03125"
"2030253","0.0625","0.0625","0.0625"
"2030255","0.125","0.125","0.125"
"2030300","0.125","0.125","0.125"
"2030338","0.09375","0.09375","0.09375"
"2040237","0.1875","0.1875","0.1875"
"2040238","0.03125","0.03125","0.03125"
"2040250","0.03125","0.03125","0.03125"
"2040256","0.0625","0.0625","0.0625"
"2040274","0.03125","0.03125","0.03125"
"2040308","0.15625","0.15625","0.15625"
"2050223","0.0625","0.0625","0.0625"
"2050234","0.125","0.125","0.125"
"2050236","0.03125","0.03125","0.03125"
"2050242","0.21875","0.21875","0.21875"
"2050244","0.125","0.125","0.125"
"2050253","0.03125","0.03125","0.03125"
"2060232","0.125","0.125","0.125"
"2060233","0.09375","0.09375","0.09375"
"2060235","0.03125","0.03125","0.03125"
"2060243","0","0","0"
"2060284","0.1875","0.1875","0.1875"
"2060293","0","0","0"
"2070228","0.09375","0.09375","0.09375"
"2070229","0.0625","0.0625","0.0625"
"2070236","0.25","0.25","0.25"
"2070239","0","0","0"
"2070246","0.03125","0.03125","0.03125"
"2070266","0.09375","0.09375","0.09375"
"2080230","0.09375","0.09375","0.09375"
"2080237","0","0","0"
"2080240","0.15625","0.15625","0.15625"
"2080265","0.03125","0.03125","0.03125"
"2080277","0.0625","0.0625","0.0625"
"2080278","0.09375","0.09375","0.09375"
"2090223","0.03125","0.03125","0.03125"
"2090247","0.03125","0.03125","0.03125"
"2090254","0.0625","0.0625","0.0625"
"2090263","0.09375","0.09375","0.09375"
"2090275","0.15625","0.15625","0.15625"
"2090280","0.125","0.125","0.125"
"2100224","0.0625","0.0625","0.0625"
"2100248","0.125","0.125","0.125"
"2100258","0.28125","0.28125","0.28125"
"2100264","0.0625","0.0625","0.0625"
"2100271","0","0","0"
"2100312","0","0","0"
"2110220","0.03125","0.03125","0.03125"
"2110228","0.0625","0.0625","0.0625"
"2110237","0.0625","0.0625","0.0625"
"2110258","0.1875","0.1875","0.1875"
"2110259","0.125","0.125","0.125"
"2110260","0.15625","0.15625","0.15625"
"2120221","0.09375","0.09375","0.09375"
"2120249","0.21875","0.21875","0.21875"
"2120255","0.125","0.125","0.125"
"2120261","0.03125","0.03125","0.03125"
"2120270","0.03125","0.03125","0.03125"
"2120312","0.125","0.125","0.125"
"2130221","0.21875","0.21875","0.21875"
"2130224","0.0625","0.0625","0.0625"
"2130231","0.0625","0.0625","0.0625"
"2130266","0.0625","0.0625","0.0625"
"2130276","0.03125","0.03125","0.03125"
"2130286","0.09375","0.09375","0.09375"
"2140235","0.03125","0.03125","0.03125"
"2140236","0.09375","0.09375","0.09375"
"2140253","0.1875","0.1875","0.1875"
"2140261","0.03125","0.03125","0.03125"
"2140263","0.0625","0.0625","0.0625"
"2140293","0.09375","0.09375","0.09375"
"2150225","0.15625","0.15625","0.15625"
"2150233","0.03125","0.03125","0.03125"
"2150236","0.03125","0.03125","0.03125"
"2150239","0.15625","0.15625","0.15625"
"2150245","0.046875","0.03125","0.0625"
"2160221","0.1875","0.1875","0.1875"
"2160225","0.125","0.125","0.125"
"2160233","0.0625","0.0625","0.0625"
"2160236","0.0625","0.0625","0.0625"
"2160249","0.09375","0.09375","0.09375"
"2160287","0.15625","0.15625","0.15625"
"2170230","0.03125","0.03125","0.03125"
"2170234","0","0","0"
"2170246","0.03125","0.03125","0.03125"
"2170249","0.15625","0.15625","0.15625"
"2170284","0.28125","0.28125","0.28125"
"2170303","0.15625","0.15625","0.15625"
"2180221","0.125","0.125","0.125"
"2180235","0.15625","0.15625","0.15625"
"2180249","0.03125","0.03125","0.03125"
"2180281","0.0625","0.0625","0.0625"
"2180291","0.125","0.125","0.125"
"2180301","0.15625","0.15625","0.15625"
"2190231","0.03125","0.03125","0.03125"
"2190238","0.15625","0.15625","0.15625"
"2190248","0.125","0.125","0.125"
"2190255","0.03125","0.03125","0.03125"
"2190257","0.1875","0.1875","0.1875"
"2190280","0.125","0.125","0.125"
"2200230","0.09375","0.09375","0.09375"
"2200232","0.03125","0.03125","0.03125"
"2200242","0.03125","0.03125","0.03125"
"2200251","0.21875","0.21875","0.21875"
"2200261","0.25","0.25","0.25"
"2200267","0.09375","0.09375","0.09375"
"2210232","0","0","0"
"2210253","0.03125","0.03125","0.03125"
"2210256","0.15625","0.15625","0.15625"
"2210267","0.15625","0.15625","0.15625"
"2210275","0.1875","0.1875","0.1875"
"2210290","0.09375","0.09375","0.09375"
"2220229","0.125","0.03125","0.21875"
"2220236","0.15625","0.15625","0.15625"
"2220245","0.09375","0.09375","0.09375"
"2220250","0.0625","0.0625","0.0625"
"2220257","0","0","0"
"2230224","0.28125","0.28125","0.28125"
"2230231","0.125","0.09375","0.15625"
"2230232","0.15625","0.15625","0.15625"
"2230234","0.03125","0.03125","0.03125"
"2230290","0.09375","0.09375","0.09375"
"2240239","0.15625","0.0625","0.25"
"2240242","0.03125","0.03125","0.03125"
"2240244","0.09375","0.09375","0.09375"
"2240246","0.03125","0.03125","0.03125"
"2240292","0.09375","0.09375","0.09375"
"2250238","0.09375","0.09375","0.09375"
"2250256","0.21875","0.21875","0.21875"
"2250262","0.0625","0.0625","0.0625"
"2250276","0","0","0"
"2250277","0.03125","0.03125","0.03125"
"2250300","0.15625","0.15625","0.15625"
"2260230","0.09375","0.09375","0.09375"
"2260237","0.0625","0.0625","0.0625"
"2260241","0.0625","0.0625","0.0625"
"2260245","0.21875","0.21875","0.21875"
"2260254","0.125","0.125","0.125"
"2260265","0.15625","0.15625","0.15625"
"2270220","0.15625","0.15625","0.15625"
"2270240","0.03125","0.03125","0.03125"
"2270250","0.03125","0.03125","0.03125"
"2270252","0.0625","0.0625","0.0625"
"2270269","0.1875","0.1875","0.1875"
"2270271","0.125","0.125","0.125"
"2280224","0.0625","0.0625","0.0625"
"2280257","0.15625","0.15625","0.15625"
"2280260","0.125","0.125","0.125"
"2280264","0.0625","0.0625","0.0625"
"2280291","0.09375","0.09375","0.09375"
"2280315","0.09375","0.09375","0.09375"
"2290223","0.21875","0.21875","0.21875"
"2290245","0.09375","0.09375","0.09375"
"2290254","0.03125","0.03125","0.03125"
"2290278","0.03125","0.03125","0.03125"
"2290283","0.15625","0.15625","0.15625"
"2290311","0.125","0.125","0.125"
"2300224","0.1875","0.1875","0.1875"
"2300226","0.125","0.125","0.125"
"2300249","0.25","0.25","0.25"
"2300252","0.125","0.125","0.125"
"2300257","0","0","0"
"2300260","0.0625","0.0625","0.0625"
"2310255","0.03125","0.03125","0.03125"
"2310257","0.171875","0.09375","0.25"
"2310270","0.125","0.125","0.125"
"2310271","0.125","0.125","0.125"
"2310287","0.0625","0.0625","0.0625"
"2320238","0.125","0.125","0.125"
"2320240","0.140625","0.03125","0.25"
"2320245","0.09375","0.09375","0.09375"
"2320247","0.125","0.125","0.125"
"2320288","0.09375","0.09375","0.09375"
"2330239","0.03125","0.03125","0.03125"
"2330252","0.3125","0.3125","0.3125"
"2330257","0.125","0.125","0.125"
"2330267","0.0625","0.0625","0.0625"
"2330293","0.15625","0.15625","0.15625"
"2330366","0.25","0.25","0.25"
"2340227","0.03125","0.03125","0.03125"
"2340246","0.125","0.125","0.125"
"2340251","0.03125","0.03125","0.03125"
"2340257","0.03125","0.03125","0.03125"
"2340275","0.125","0.125","0.125"
"2340352","0.125","0.125","0.125"
"2350237","0.0625","0.0625","0.0625"
"2350242","0.03125","0.03125","0.03125"
"2350248","0.125","0.125","0.125"
"2350258","0.09375","0.09375","0.09375"
"2350280","0.125","0.125","0.125"
"2350287","0.15625","0.15625","0.15625"
"2360220","0.0625","0.0625","0.0625"
"2360225","0","0","0"
"2360244","0.15625","0.15625","0.15625"
"2360254","0.03125","0.03125","0.03125"
"2360261","0.125","0.125","0.125"
"2360309","0.21875","0.21875","0.21875"
"2370230","0.0625","0.0625","0.0625"
"2370239","0","0","0"
"2370245","0.15625","0.15625","0.15625"
"2370255","0.1875","0.1875","0.1875"
"2370261","0.125","0.125","0.125"
"2370268","0.09375","0.09375","0.09375"
"2380224","0.125","0.125","0.125"
"2380230","0.0625","0.0625","0.0625"
"2380231","0.125","0.125","0.125"
"2380240","0","0","0"
"2380243","0.125","0.125","0.125"
"2380272","0.09375","0.09375","0.09375"
"2390248","0.15625","0.15625","0.15625"
"2390250","0.03125","0.03125","0.03125"
"2390255","0.1875","0.1875","0.1875"
"2390267","0.0625","0.0625","0.0625"
"2390276","0.09375","0.09375","0.09375"
"2390332","0.125","0.125","0.125"
"2400250","0.1875","0.1875","0.1875"
"2400256","0.15625","0.15625","0.15625"
"2400271","0.0625","0.0625","0.0625"
"2400272","0.09375","0.09375","0.09375"
"2400274","0","0","0"
"2400298","0.03125","0.03125","0.03125"
"2410243","0.09375","0.09375","0.09375"
"2410247","0.03125","0.03125","0.03125"
"2410252","0.21875","0.21875","0.21875"
"2410259","0.03125","0.03125","0.03125"
"2410265","0.0625","0.0625","0.0625"
"2410266","0.0625","0.0625","0.0625"
"2420241","0.0625","0.0625","0.0625"
"2420244","0.203125","0.15625","0.25"
"2420266","0.15625","0.15625","0.15625"
"2420274","0.125","0.125","0.125"
"2420282","0","0","0"
"2430220","0.125","0.125","0.125"
"2430242","0","0","0"
"2430250","0.09375","0.09375","0.09375"
"2430253","0.09375","0.09375","0.09375"
"2430257","0.09375","0.09375","0.09375"
"2430284","0.25","0.25","0.25"
"2440242","0.125","0.125","0.125"
"2440251","0.03125","0.03125","0.03125"
"2440253","0.125","0.125","0.125"
"2440266","0.125","0.125","0.125"
"2440274","0.09375","0.09375","0.09375"
"2450241","0.0625","0.0625","0.0625"
"2450250","0.1875","0.1875","0.1875"
"2450270","0.15625","0.15625","0.15625"
"2450285","0.109375","0.0625","0.15625"
"2450286","0.03125","0.03125","0.03125"
"2460231","0.15625","0.15625","0.15625"
"2460242","0.03125","0.03125","0.03125"
"2460255","0.03125","0.03125","0.03125"
"2460256","0.21875","0.21875","0.21875"
"2460261","0.09375","0.09375","0.09375"
"2460269","0.15625","0.15625","0.15625"
"2470236","0.15625","0.15625","0.15625"
"2470254","0.15625","0.15625","0.15625"
"2470257","0.09375","0.09375","0.09375"
"2470260","0","0","0"
"2470270","0.21875","0.21875","0.21875"
"2470272","0.15625","0.15625","0.15625"
"2480221","0","0","0"
"2480238","0.15625","0.15625","0.15625"
"2480241","0.03125","0.03125","0.03125"
"2480249","0.03125","0.03125","0.03125"
"2480252","0.25","0.25","0.25"
"2480263","0.0625","0.0625","0.0625"
"2490245","0.03125","0.03125","0.03125"
"2490255","0.0625","0.0625","0.0625"
"2490259","0.125","0.125","0.125"
"2490268","0.125","0.125","0.125"
"2490270","0.0625","0.0625","0.0625"
"2490292","0.25","0.25","0.25"
"2500226","0.03125","0.03125","0.03125"
"2500244","0.09375","0.09375","0.09375"
"2500257","0.21875","0.21875","0.21875"
"2500258","0.125","0.125","0.125"
"2500267","0.21875","0.21875","0.21875"
"2500270","0","0","0"
"2510234","0.0625","0.0625","0.0625"
"2510241","0.25","0.25","0.25"
"2510262","0.09375","0.09375","0.09375"
"2510265","0.03125","0.03125","0.03125"
"2510272","0.03125","0.03125","0.03125"
"2510273","0.09375","0.09375","0.09375"
"2520223","0.21875","0.21875","0.21875"
"2520231","0","0","0"
"2520233","0.15625","0.15625","0.15625"
"2520260","0.0625","0.0625","0.0625"
"2520262","0.25","0.25","0.25"
"2520287","0.125","0.125","0.125"
"2530222","0.09375","0.09375","0.09375"
"2530226","0.0625","0.0625","0.0625"
"2530228","0.21875","0.21875","0.21875"
"2530234","0.15625","0.15625","0.15625"
"2530259","0.125","0.125","0.125"
"2530284","0.09375","0.09375","0.09375"
"2540222","0.0625","0.0625","0.0625"
"2540239","0.09375","0.09375","0.09375"
"2540249","0.09375","0.09375","0.09375"
"2540251","0.1875","0.1875","0.1875"
"2540264","0.125","0.125","0.125"
"2540265","0.125","0.125","0.125"
"2550231","0.21875","0.21875","0.21875"
"2550244","0.09375","0.09375","0.09375"
"2550246","0.1875","0.1875","0.1875"
"2550250","0.0625","0.0625","0.0625"
"2550259","0.078125","0.0625","0.09375"
"2560221","0.15625","0.15625","0.15625"
"2560225","0.09375","0.09375","0.09375"
"2560235","0.15625","0.15625","0.15625"
"2560249","0","0","0"
"2560305","0.21875","0.21875","0.21875"
"2560310","0.15625","0.15625","0.15625"
"2570225","0.21875","0.21875","0.21875"
"2570247","0.109375","0.0625","0.15625"
"2570262","0.09375","0","0.1875"
"2570294","0.3125","0.3125","0.3125"
"2580220","0.15625","0.15625","0.15625"
"2580230","0.25","0.25","0.25"
"2580231","0.09375","0.09375","0.09375"
"2580275","0.15625","0.15625","0.15625"
"2580287","0.21875","0.21875","0.21875"
"2580294","0.09375","0.09375","0.09375"
"2590221","0.0625","0.0625","0.0625"
"2590225","0.15625","0.15625","0.15625"
"2590238","0.125","0.125","0.125"
"2590256","0.21875","0.21875","0.21875"
"2590265","0.34375","0.34375","0.34375"
"2590274","0.09375","0.09375","0.09375"
"2600236","0.28125","0.28125","0.28125"
"2600254","0.0625","0.0625","0.0625"
"2600258","0.09375","0.09375","0.09375"
"2600259","0.0625","0.0625","0.0625"
"2600261","0.03125","0.03125","0.03125"
"2600262","0.28125","0.28125","0.28125"
"2610226","0.125","0.125","0.125"
"2610237","0.09375","0.09375","0.09375"
"2610245","0.125","0.125","0.125"
"2610247","0.09375","0.09375","0.09375"
"2610259","0.0625","0.0625","0.0625"
"2610275","0.03125","0.03125","0.03125"
"2620223","0.0625","0.0625","0.0625"
"2620234","0.125","0.125","0.125"
"2620242","0.15625","0.15625","0.15625"
"2620250","0.125","0.125","0.125"
"2620259","0.0625","0.0625","0.0625"
"2620260","0.0625","0.0625","0.0625"
"2630225","0.15625","0.15625","0.15625"
"2630236","0.15625","0.15625","0.15625"
"2630238","0.0625","0.0625","0.0625"
"2630244","0.03125","0.03125","0.03125"
"2630254","0.0625","0.0625","0.0625"
"2630260","0.15625","0.15625","0.15625"
"2640236","0.125","0.125","0.125"
"2640240","0.09375","0.09375","0.09375"
"2640251","0.1875","0.1875","0.1875"
"2640270","0","0","0"
"2640276","0.09375","0.09375","0.09375"
"2640280","0.1875","0.1875","0.1875"
"2650223","0.125","0.125","0.125"
"2650233","0.09375","0.09375","0.09375"
"2650247","0.21875","0.21875","0.21875"
"2650257","0.09375","0.09375","0.09375"
"2650264","0.15625","0.15625","0.15625"
"2650272","0.125","0.125","0.125"
"2660221","0.125","0.125","0.125"
"2660235","0","0","0"
"2660256","0.125","0.125","0.125"
"2660262","0.09375","0.09375","0.09375"
"2660269","0.09375","0.09375","0.09375"
"2660292","0.125","0.125","0.125"
"2670223","0.09375","0.09375","0.09375"
"2670240","0.1875","0.1875","0.1875"
"2670242","0.15625","0.15625","0.15625"
"2670251","0.25","0.25","0.25"
"2670278","0.109375","0.0625","0.15625"
"2680228","0.1875","0.1875","0.1875"
"2680248","0.25","0.25","0.25"
"2680252","0.1875","0.1875","0.1875"
"2680253","0.0625","0.0625","0.0625"
"2680269","0.03125","0.03125","0.03125"
"2680281","0.15625","0.15625","0.15625"
"2690241","0.125","0.125","0.125"
"2690262","0.125","0.125","0.125"
"2690267","0.03125","0.03125","0.03125"
"2690274","0.09375","0.09375","0.09375"
"2690275","0.09375","0.09375","0.09375"
"2690317","0.03125","0.03125","0.03125"
"2700236","0.0625","0.0625","0.0625"
"2700246","0.0625","0.0625","0.0625"
"2700255","0.203125","0.1875","0.21875"
"2700259","0.1875","0.1875","0.1875"
"2700261","0.03125","0.03125","0.03125"
"2710229","0.03125","0.03125","0.03125"
"2710242","0.125","0.125","0.125"
"2710245","0.09375","0.09375","0.09375"
"2710260","0.15625","0.15625","0.15625"
"2710264","0.0625","0.0625","0.0625"
"2710275","0.1875","0.1875","0.1875"
"2720222","0.1875","0.1875","0.1875"
"2720223","0.1875","0.1875","0.1875"
"2720225","0.03125","0.03125","0.03125"
"2720238","0.125","0.125","0.125"
"2720249","0","0","0"
