"Step","Group: 3s5z_vs_3s6z_ACORM_WM - win_rate","Group: 3s5z_vs_3s6z_ACORM_WM - win_rate__MIN","Group: 3s5z_vs_3s6z_ACORM_WM - win_rate__MAX"
"0","0","0","0"
"10222","0","0","0"
"10227","0","0","0"
"10240","0","0","0"
"10243","0","0","0"
"10244","0","0","0"
"20222","0","0","0"
"20234","0","0","0"
"20245","0","0","0"
"20251","0","0","0"
"20256","0","0","0"
"30232","0","0","0"
"30235","0","0","0"
"30239","0","0","0"
"30249","0","0","0"
"30258","0","0","0"
"40227","0","0","0"
"40232","0","0","0"
"40233","0","0","0"
"40255","0","0","0"
"40261","0","0","0"
"50229","0","0","0"
"50250","0","0","0"
"50253","0","0","0"
"50259","0","0","0"
"50265","0","0","0"
"60245","0","0","0"
"60251","0","0","0"
"60253","0","0","0"
"60260","0","0","0"
"60261","0","0","0"
"70223","0","0","0"
"70240","0","0","0"
"70241","0","0","0"
"70247","0","0","0"
"70254","0","0","0"
"80221","0","0","0"
"80239","0","0","0"
"80240","0","0","0"
"80243","0","0","0"
"90226","0","0","0"
"90239","0","0","0"
"90254","0","0","0"
"90263","0","0","0"
"90326","0","0","0"
"100235","0","0","0"
"100237","0","0","0"
"100246","0","0","0"
"100250","0","0","0"
"100278","0","0","0"
"110226","0","0","0"
"110230","0","0","0"
"110251","0","0","0"
"110252","0","0","0"
"110261","0","0","0"
"120221","0","0","0"
"120250","0","0","0"
"120253","0","0","0"
"120262","0","0","0"
"120306","0","0","0"
"130220","0","0","0"
"130231","0","0","0"
"130233","0","0","0"
"130237","0","0","0"
"140235","0","0","0"
"140236","0","0","0"
"140238","0","0","0"
"140249","0","0","0"
"140350","0","0","0"
"150229","0","0","0"
"150245","0","0","0"
"150254","0","0","0"
"150257","0","0","0"
"150280","0","0","0"
"160221","0","0","0"
"160227","0","0","0"
"160234","0","0","0"
"160237","0","0","0"
"160265","0","0","0"
"170224","0","0","0"
"170243","0","0","0"
"170246","0","0","0"
"170264","0","0","0"
"170331","0","0","0"
"180231","0","0","0"
"180250","0","0","0"
"180259","0","0","0"
"180264","0","0","0"
"190235","0","0","0"
"190237","0","0","0"
"190244","0","0","0"
"190256","0","0","0"
"200221","0","0","0"
"200225","0","0","0"
"200229","0","0","0"
"200239","0","0","0"
"200275","0","0","0"
"210226","0","0","0"
"210240","0","0","0"
"210247","0","0","0"
"210262","0","0","0"
"210269","0","0","0"
"220229","0","0","0"
"220236","0","0","0"
"220243","0","0","0"
"220268","0","0","0"
"220335","0","0","0"
"230220","0","0","0"
