"Step","Group: terran_10_vs_11_ACORM_WM - win_rate","Group: terran_10_vs_11_ACORM_WM - win_rate__MIN","Group: terran_10_vs_11_ACORM_WM - win_rate__MAX"
"320255","0","0","0"
"330226","0.03125","0.03125","0.03125"
"330249","0","0","0"
"330250","0.03125","0.03125","0.03125"
"330269","0.03125","0.03125","0.03125"
"330325","0","0","0"
"340220","0.03125","0.03125","0.03125"
"340233","0","0","0"
"340240","0","0","0"
"340260","0.03125","0.03125","0.03125"
"340266","0","0","0"
"350220","0","0","0"
"350237","0.0625","0.0625","0.0625"
"350242","0.03125","0.03125","0.03125"
"350252","0","0","0"
"350293","0","0","0"
"360227","0.03125","0.03125","0.03125"
"360231","0.03125","0.03125","0.03125"
"360236","0","0","0"
"360254","0","0","0"
"370222","0.0625","0.0625","0.0625"
"370239","0","0","0"
"370257","0.03125","0.03125","0.03125"
"370267","0.03125","0.03125","0.03125"
"370284","0.0625","0.0625","0.0625"
"380220","0.0625","0.0625","0.0625"
"380237","0.03125","0.03125","0.03125"
"380261","0.0625","0.0625","0.0625"
"380262","0.03125","0.03125","0.03125"
"380279","0.03125","0.03125","0.03125"
"390222","0.0625","0.0625","0.0625"
"390234","0.03125","0.03125","0.03125"
"390236","0.03125","0.03125","0.03125"
"390249","0.03125","0.03125","0.03125"
"390254","0.03125","0.03125","0.03125"
"400236","0","0","0"
"400238","0","0","0"
"400244","0.03125","0.03125","0.03125"
"400246","0","0","0"
"400248","0.125","0.125","0.125"
"410248","0.125","0.125","0.125"
"410250","0","0","0"
"410260","0.09375","0.09375","0.09375"
"410263","0","0","0"
"410277","0.03125","0.03125","0.03125"
"420233","0.015625","0","0.03125"
"420236","0.03125","0.03125","0.03125"
"420248","0.0625","0.0625","0.0625"
"420252","0.03125","0.03125","0.03125"
"430231","0.03125","0.03125","0.03125"
"430234","0.09375","0.09375","0.09375"
"430246","0.09375","0.09375","0.09375"
"430251","0.03125","0.03125","0.03125"
"430270","0.03125","0.03125","0.03125"
"440223","0.03125","0.03125","0.03125"
"440229","0.03125","0.03125","0.03125"
"440234","0.03125","0.03125","0.03125"
"440255","0.0625","0.0625","0.0625"
"440272","0.03125","0.03125","0.03125"
"450228","0.125","0.125","0.125"
"450231","0.03125","0.03125","0.03125"
"450234","0.0625","0.0625","0.0625"
"450237","0","0","0"
"450246","0.03125","0.03125","0.03125"
"460224","0.09375","0.09375","0.09375"
"460239","0.03125","0.03125","0.03125"
"460249","0.0625","0.0625","0.0625"
"460253","0.125","0.125","0.125"
"460256","0","0","0"
"470220","0.125","0.125","0.125"
"470225","0.0625","0.0625","0.0625"
"470245","0.03125","0.03125","0.03125"
"470262","0.03125","0.03125","0.03125"
"470264","0.03125","0.03125","0.03125"
"480223","0.0625","0.0625","0.0625"
"480236","0.15625","0.15625","0.15625"
"480245","0","0","0"
"480252","0.125","0.125","0.125"
"480295","0.03125","0.03125","0.03125"
"490225","0.03125","0.03125","0.03125"
"490236","0.03125","0.03125","0.03125"
"490241","0.03125","0.03125","0.03125"
"490245","0.03125","0.03125","0.03125"
"490249","0","0","0"
"500223","0.03125","0.03125","0.03125"
"500248","0.25","0.25","0.25"
"500251","0.09375","0.09375","0.09375"
"500264","0.09375","0.09375","0.09375"
"500273","0.03125","0.03125","0.03125"
"510220","0.09375","0.09375","0.09375"
"510233","0","0","0"
"510291","0","0","0"
"510310","0.03125","0.03125","0.03125"
"510316","0.03125","0.03125","0.03125"
"520221","0.125","0.125","0.125"
"520227","0","0","0"
"520234","0","0","0"
"520237","0.09375","0.09375","0.09375"
"520272","0.09375","0.09375","0.09375"
"530225","0.1875","0.1875","0.1875"
"530234","0.1875","0.1875","0.1875"
"530236","0.125","0.125","0.125"
"530240","0.09375","0.09375","0.09375"
"530243","0.0625","0.0625","0.0625"
"540220","0.09375","0.09375","0.09375"
"540233","0.09375","0.09375","0.09375"
"540243","0.09375","0.09375","0.09375"
"540255","0.03125","0.03125","0.03125"
"540272","0.125","0.125","0.125"
"550222","0","0","0"
"550227","0.03125","0.03125","0.03125"
"550242","0.03125","0.03125","0.03125"
"550243","0","0","0"
"550276","0.0625","0.0625","0.0625"
"560222","0.03125","0.03125","0.03125"
"560233","0.03125","0.03125","0.03125"
"560236","0.1875","0.1875","0.1875"
"560237","0.09375","0.09375","0.09375"
"560295","0.25","0.25","0.25"
"570220","0.09375","0.09375","0.09375"
"570252","0.09375","0.09375","0.09375"
"570269","0.03125","0.03125","0.03125"
"570274","0.125","0.125","0.125"
"570284","0.1875","0.1875","0.1875"
"580226","0.0625","0.0625","0.0625"
"580227","0.03125","0.03125","0.03125"
"580228","0","0","0"
"580230","0.15625","0.15625","0.15625"
"580249","0.0625","0.0625","0.0625"
"590231","0.03125","0.03125","0.03125"
"590254","0","0","0"
"590260","0.125","0.125","0.125"
"590275","0.0625","0.0625","0.0625"
"590278","0.03125","0.03125","0.03125"
"600221","0.1875","0.1875","0.1875"
"600223","0.03125","0.03125","0.03125"
"600233","0.125","0.125","0.125"
"600244","0.125","0.125","0.125"
"600255","0.15625","0.15625","0.15625"
"610240","0.21875","0.21875","0.21875"
"610241","0","0","0"
"610247","0","0","0"
"610253","0.125","0.125","0.125"
"610270","0.09375","0.09375","0.09375"
"620224","0.0625","0.0625","0.0625"
"620230","0.09375","0.09375","0.09375"
"620236","0.125","0.125","0.125"
"620268","0.03125","0.03125","0.03125"
"620270","0.09375","0.09375","0.09375"
"630220","0.3125","0.3125","0.3125"
"630229","0.125","0.125","0.125"
"630240","0.03125","0.03125","0.03125"
"630262","0.15625","0.15625","0.15625"
"630273","0.21875","0.21875","0.21875"
"640226","0.09375","0.09375","0.09375"
"640232","0.0625","0.0625","0.0625"
"640243","0.09375","0.09375","0.09375"
"640256","0.25","0.25","0.25"
"640291","0.125","0.125","0.125"
"650220","0","0","0"
"650247","0.140625","0.125","0.15625"
"650271","0.15625","0.15625","0.15625"
"650280","0.09375","0.09375","0.09375"
"660225","0","0","0"
"660249","0.0625","0.0625","0.0625"
"660253","0.15625","0.15625","0.15625"
"660270","0.09375","0.09375","0.09375"
"660288","0.09375","0.09375","0.09375"
"670223","0.1875","0.15625","0.21875"
"670235","0.1875","0.1875","0.1875"
"670270","0.15625","0.15625","0.15625"
"670295","0.15625","0.15625","0.15625"
"680226","0.15625","0.15625","0.15625"
"680230","0.0625","0.0625","0.0625"
"680237","0.21875","0.21875","0.21875"
"680251","0.15625","0.15625","0.15625"
"680256","0.09375","0.09375","0.09375"
"690244","0.21875","0.21875","0.21875"
"690245","0.15625","0.15625","0.15625"
"690255","0.125","0.125","0.125"
"690260","0.15625","0.15625","0.15625"
"690290","0.125","0.125","0.125"
"700230","0.21875","0.21875","0.21875"
"700254","0.09375","0.09375","0.09375"
"700255","0.125","0.125","0.125"
"700292","0.1875","0.1875","0.1875"
"700320","0.09375","0.09375","0.09375"
"710231","0.09375","0.09375","0.09375"
"710258","0.125","0.125","0.125"
"710263","0.15625","0.15625","0.15625"
"710283","0.03125","0.03125","0.03125"
"710313","0.0625","0.0625","0.0625"
"720221","0.21875","0.21875","0.21875"
"720224","0.25","0.25","0.25"
"720228","0.125","0.125","0.125"
"720246","0.09375","0.03125","0.15625"
"730226","0.125","0.125","0.125"
"730227","0.09375","0.09375","0.09375"
"730238","0.0625","0.0625","0.0625"
"730255","0.09375","0.09375","0.09375"
"730269","0.21875","0.21875","0.21875"
"740227","0.34375","0.34375","0.34375"
"740248","0.21875","0.21875","0.21875"
"740260","0.125","0.125","0.125"
"740273","0.1875","0.1875","0.1875"
"740418","0.21875","0.21875","0.21875"
"750223","0.21875","0.21875","0.21875"
"750230","0.125","0.125","0.125"
"750233","0.09375","0.09375","0.09375"
"750243","0.1875","0.1875","0.1875"
"750256","0.21875","0.21875","0.21875"
"760225","0.09375","0.09375","0.09375"
"760240","0.125","0.125","0.125"
"760244","0.03125","0.03125","0.03125"
"760246","0.28125","0.28125","0.28125"
"760271","0.125","0.125","0.125"
"770231","0.15625","0.15625","0.15625"
"770236","0.15625","0.15625","0.15625"
"770237","0.15625","0.15625","0.15625"
"770247","0.21875","0.21875","0.21875"
"770254","0.09375","0.09375","0.09375"
"780220","0.0625","0.0625","0.0625"
"780221","0.265625","0.21875","0.3125"
"780255","0.34375","0.34375","0.34375"
"780277","0.15625","0.15625","0.15625"
"790246","0.21875","0.21875","0.21875"
"790247","0.1875","0.1875","0.1875"
"790249","0.125","0.125","0.125"
"790254","0.21875","0.21875","0.21875"
"790266","0.0625","0.0625","0.0625"
"800225","0.15625","0.15625","0.15625"
"800232","0.25","0.25","0.25"
"800238","0.40625","0.40625","0.40625"
"800243","0.15625","0.15625","0.15625"
"800260","0.21875","0.21875","0.21875"
"810224","0.21875","0.21875","0.21875"
"810226","0.09375","0.09375","0.09375"
"810248","0.15625","0.125","0.1875"
"810290","0.1875","0.1875","0.1875"
"820225","0.21875","0.21875","0.21875"
"820230","0.1875","0.1875","0.1875"
"820231","0.1875","0.1875","0.1875"
"820244","0.25","0.25","0.25"
"820254","0.125","0.125","0.125"
"830227","0.09375","0.09375","0.09375"
"830239","0.09375","0.09375","0.09375"
"830253","0.15625","0.15625","0.15625"
"830277","0.15625","0.15625","0.15625"
"830278","0.1875","0.1875","0.1875"
"840242","0.09375","0.09375","0.09375"
"840252","0.1875","0.1875","0.1875"
"840255","0.21875","0.21875","0.21875"
"840260","0.21875","0.21875","0.21875"
"840263","0.21875","0.21875","0.21875"
"850228","0.15625","0.15625","0.15625"
"850241","0.3125","0.3125","0.3125"
"850243","0.0625","0.0625","0.0625"
"850249","0.1875","0.1875","0.1875"
"850312","0.09375","0.09375","0.09375"
"860232","0.03125","0.03125","0.03125"
"860256","0.28125","0.28125","0.28125"
"860263","0.1875","0.1875","0.1875"
"860267","0.21875","0.21875","0.21875"
"860282","0.25","0.25","0.25"
"870223","0.03125","0.03125","0.03125"
"870226","0.09375","0.09375","0.09375"
"870228","0.125","0.125","0.125"
"870243","0.1875","0.1875","0.1875"
"870245","0.28125","0.28125","0.28125"
"880238","0.25","0.25","0.25"
"880246","0","0","0"
"880261","0.21875","0.21875","0.21875"
"880320","0.21875","0.21875","0.21875"
"880378","0.1875","0.1875","0.1875"
"890224","0.21875","0.21875","0.21875"
"890233","0.21875","0.21875","0.21875"
"890241","0.0625","0.0625","0.0625"
"890242","0.09375","0.09375","0.09375"
"890248","0.15625","0.15625","0.15625"
"900221","0.21875","0.21875","0.21875"
"900225","0.21875","0.21875","0.21875"
"900237","0.25","0.25","0.25"
"900253","0.1875","0.1875","0.1875"
"900270","0.0625","0.0625","0.0625"
"910223","0.15625","0.15625","0.15625"
"910227","0.21875","0.21875","0.21875"
"910260","0.40625","0.40625","0.40625"
"910273","0.09375","0.09375","0.09375"
"920229","0.1875","0.1875","0.1875"
"920242","0.3125","0.3125","0.3125"
"920246","0.09375","0.09375","0.09375"
"920247","0.21875","0.21875","0.21875"
"920249","0.1875","0.1875","0.1875"
"930222","0.09375","0.09375","0.09375"
"930223","0.28125","0.28125","0.28125"
"930241","0.1875","0.1875","0.1875"
"930244","0.21875","0.21875","0.21875"
"930266","0.15625","0.15625","0.15625"
"940236","0.28125","0.28125","0.28125"
"940238","0.15625","0.15625","0.15625"
"940244","0.1875","0.1875","0.1875"
"940254","0.1875","0.1875","0.1875"
"940258","0.28125","0.28125","0.28125"
"950241","0.203125","0.1875","0.21875"
"950261","0.25","0.25","0.25"
"950262","0.25","0.25","0.25"
"950264","0.15625","0.15625","0.15625"
"960220","0.1875","0.1875","0.1875"
"960227","0.15625","0.15625","0.15625"
"960229","0.25","0.25","0.25"
"960269","0.125","0.125","0.125"
"960316","0.25","0.25","0.25"
"970226","0.34375","0.34375","0.34375"
"970229","0.1875","0.1875","0.1875"
"970240","0.1875","0.1875","0.1875"
"970248","0.09375","0.09375","0.09375"
"970265","0.125","0.125","0.125"
"980224","0.28125","0.28125","0.28125"
"980230","0.125","0.125","0.125"
"980237","0.1875","0.1875","0.1875"
"980243","0.125","0.125","0.125"
"980272","0.25","0.25","0.25"
"990238","0.25","0.25","0.25"
"990241","0.1875","0.1875","0.1875"
"990245","0.125","0.125","0.125"
"990246","0.1875","0.1875","0.1875"
"990253","0.375","0.375","0.375"
"1000222","0.21875","0.21875","0.21875"
"1000240","0.34375","0.34375","0.34375"
"1000271","0.3125","0.3125","0.3125"
"1000279","0.21875","0.21875","0.21875"
"1000310","0.21875","0.21875","0.21875"
"1010234","0.21875","0.21875","0.21875"
"1010241","0.21875","0.21875","0.21875"
"1010264","0.1875","0.1875","0.1875"
"1010275","0.15625","0.15625","0.15625"
"1010281","0.09375","0.09375","0.09375"
"1020235","0.21875","0.21875","0.21875"
"1020241","0.25","0.25","0.25"
"1020250","0.21875","0.21875","0.21875"
"1020264","0.0625","0.0625","0.0625"
"1020266","0.40625","0.40625","0.40625"
"1030226","0.09375","0.09375","0.09375"
"1030228","0.3125","0.3125","0.3125"
"1030237","0.3125","0.3125","0.3125"
"1030248","0.21875","0.21875","0.21875"
"1030279","0.1875","0.1875","0.1875"
"1040228","0.375","0.375","0.375"
"1040241","0.3125","0.3125","0.3125"
"1040242","0.375","0.375","0.375"
"1040243","0.125","0.125","0.125"
"1040287","0.21875","0.21875","0.21875"
"1050233","0.21875","0.21875","0.21875"
"1050234","0.21875","0.21875","0.21875"
"1050241","0.1875","0.1875","0.1875"
"1050269","0.375","0.375","0.375"
"1050284","0.15625","0.15625","0.15625"
"1060223","0.3125","0.3125","0.3125"
"1060231","0.3125","0.3125","0.3125"
"1060237","0.3125","0.3125","0.3125"
"1060264","0.21875","0.21875","0.21875"
"1060268","0.25","0.25","0.25"
"1070232","0.09375","0.09375","0.09375"
"1070233","0.25","0.25","0.25"
"1070235","0.25","0.25","0.25"
"1070247","0.34375","0.34375","0.34375"
"1070251","0.125","0.125","0.125"
"1080227","0.21875","0.21875","0.21875"
"1080240","0.21875","0.21875","0.21875"
"1080283","0.25","0.25","0.25"
"1080285","0.375","0.375","0.375"
"1080329","0.4375","0.4375","0.4375"
"1090224","0.1875","0.1875","0.1875"
"1090264","0.15625","0.15625","0.15625"
"1090268","0.1875","0.1875","0.1875"
"1090296","0.25","0.25","0.25"
"1090301","0.1875","0.1875","0.1875"
"1100223","0.3125","0.3125","0.3125"
"1100224","0.28125","0.28125","0.28125"
"1100228","0.1875","0.1875","0.1875"
"1100272","0.125","0.125","0.125"
"1100276","0.375","0.375","0.375"
"1110236","0.21875","0.21875","0.21875"
"1110248","0.1875","0.1875","0.1875"
"1110260","0.3125","0.3125","0.3125"
"1110263","0.28125","0.28125","0.28125"
"1110273","0.1875","0.1875","0.1875"
"1120223","0.21875","0.21875","0.21875"
"1120234","0.25","0.25","0.25"
"1120235","0.25","0.25","0.25"
"1120253","0.3125","0.3125","0.3125"
"1120329","0.25","0.25","0.25"
"1130221","0.25","0.25","0.25"
"1130223","0.15625","0.15625","0.15625"
"1130246","0.15625","0.15625","0.15625"
"1130258","0.34375","0.34375","0.34375"
"1130286","0.21875","0.21875","0.21875"
"1140227","0.375","0.375","0.375"
"1140237","0.21875","0.21875","0.21875"
"1140240","0.3125","0.3125","0.3125"
"1140246","0.15625","0.15625","0.15625"
"1140271","0.21875","0.21875","0.21875"
"1150236","0.21875","0.21875","0.21875"
"1150245","0.25","0.25","0.25"
"1150246","0.25","0.25","0.25"
"1150247","0.28125","0.25","0.3125"
"1160220","0.3125","0.3125","0.3125"
"1160259","0.09375","0.09375","0.09375"
"1160279","0.375","0.375","0.375"
"1160298","0.21875","0.21875","0.21875"
"1160340","0.21875","0.21875","0.21875"
"1170238","0.34375","0.34375","0.34375"
"1170242","0.21875","0.21875","0.21875"
"1170249","0.15625","0.15625","0.15625"
"1170264","0.1875","0.1875","0.1875"
"1170287","0.25","0.25","0.25"
"1180226","0.21875","0.21875","0.21875"
"1180228","0.125","0.125","0.125"
"1180241","0.3125","0.3125","0.3125"
"1180250","0.1875","0.1875","0.1875"
"1180288","0.1875","0.1875","0.1875"
"1190242","0.28125","0.28125","0.28125"
"1190253","0.28125","0.28125","0.28125"
"1190258","0.21875","0.21875","0.21875"
"1190261","0.125","0.125","0.125"
"1190306","0.1875","0.1875","0.1875"
"1200222","0.25","0.25","0.25"
"1200229","0.3125","0.3125","0.3125"
"1200236","0.25","0.25","0.25"
"1200244","0.1875","0.1875","0.1875"
"1200338","0.3125","0.3125","0.3125"
"1210224","0.21875","0.21875","0.21875"
"1210226","0.21875","0.21875","0.21875"
"1210260","0.21875","0.21875","0.21875"
"1210270","0.1875","0.1875","0.1875"
"1210399","0.25","0.25","0.25"
"1220221","0.28125","0.28125","0.28125"
"1220232","0.15625","0.15625","0.15625"
"1220248","0.09375","0.09375","0.09375"
"1220275","0.21875","0.21875","0.21875"
"1220301","0.34375","0.34375","0.34375"
"1230234","0.21875","0.21875","0.21875"
"1230259","0.21875","0.15625","0.3125"
"1230261","0.25","0.25","0.25"
"1240223","0.1875","0.1875","0.1875"
"1240230","0.15625","0.15625","0.15625"
"1240254","0.1875","0.1875","0.1875"
"1240269","0.34375","0.34375","0.34375"
"1240296","0.15625","0.15625","0.15625"
"1250250","0.375","0.375","0.375"
"1250253","0.125","0.125","0.125"
"1250266","0.15625","0.15625","0.15625"
"1250289","0.28125","0.28125","0.28125"
"1250407","0.28125","0.28125","0.28125"
"1260222","0.21875","0.21875","0.21875"
"1260229","0.1875","0.1875","0.1875"
"1260232","0.125","0.125","0.125"
"1260237","0.40625","0.40625","0.40625"
"1260242","0.15625","0.15625","0.15625"
"1270220","0.21875","0.21875","0.21875"
"1270226","0.25","0.25","0.25"
"1270227","0.28125","0.28125","0.28125"
"1270233","0.34375","0.34375","0.34375"
"1270283","0.25","0.25","0.25"
"1280226","0.1875","0.1875","0.1875"
"1280232","0.21875","0.21875","0.21875"
"1280263","0.25","0.25","0.25"
"1280291","0.3125","0.3125","0.3125"
"1280372","0.25","0.25","0.25"
"1290228","0.21875","0.21875","0.21875"
"1290241","0.1875","0.1875","0.1875"
"1290254","0.375","0.375","0.375"
"1290279","0.25","0.15625","0.34375"
"1300241","0.3125","0.3125","0.3125"
"1300259","0.3125","0.3125","0.3125"
"1300273","0.28125","0.28125","0.28125"
"1300292","0.375","0.375","0.375"
"1300308","0.3125","0.3125","0.3125"
"1310255","0.34375","0.34375","0.34375"
"1310258","0.375","0.375","0.375"
"1310266","0.15625","0.15625","0.15625"
"1310269","0.34375","0.34375","0.34375"
"1310300","0.15625","0.15625","0.15625"
"1320230","0.28125","0.28125","0.28125"
"1320231","0.3125","0.3125","0.3125"
"1320237","0.1875","0.1875","0.1875"
"1320261","0.25","0.25","0.25"
"1320286","0.25","0.25","0.25"
"1330234","0.4375","0.4375","0.4375"
"1330247","0.15625","0.15625","0.15625"
"1330250","0.21875","0.21875","0.21875"
"1330323","0.375","0.375","0.375"
"1330344","0.34375","0.34375","0.34375"
"1340238","0.25","0.25","0.25"
"1340241","0.21875","0.21875","0.21875"
"1340264","0.265625","0.25","0.28125"
"1340311","0.21875","0.21875","0.21875"
"1350255","0.15625","0.15625","0.15625"
"1350261","0.15625","0.15625","0.15625"
"1350276","0.375","0.375","0.375"
"1350281","0.3125","0.3125","0.3125"
"1350282","0.1875","0.1875","0.1875"
"1360220","0.15625","0.15625","0.15625"
"1360221","0.15625","0.15625","0.15625"
"1360242","0.28125","0.28125","0.28125"
"1360261","0.28125","0.28125","0.28125"
"1360379","0.3125","0.3125","0.3125"
"1370221","0.34375","0.34375","0.34375"
"1370236","0.125","0.125","0.125"
"1370250","0.3125","0.3125","0.3125"
"1370262","0.25","0.25","0.25"
"1370283","0.3125","0.3125","0.3125"
"1380221","0.21875","0.21875","0.21875"
"1380239","0.28125","0.28125","0.28125"
"1380256","0.21875","0.21875","0.21875"
"1380257","0.1875","0.1875","0.1875"
"1380329","0.21875","0.21875","0.21875"
"1390223","0.21875","0.21875","0.21875"
"1390230","0.21875","0.21875","0.21875"
"1390252","0.21875","0.21875","0.21875"
"1390263","0.40625","0.40625","0.40625"
"1390267","0.21875","0.21875","0.21875"
"1400231","0.15625","0.15625","0.15625"
"1400235","0.34375","0.34375","0.34375"
"1400238","0.28125","0.28125","0.28125"
"1400279","0.21875","0.21875","0.21875"
"1400380","0.15625","0.15625","0.15625"
"1410228","0.40625","0.40625","0.40625"
"1410238","0.25","0.25","0.25"
"1410239","0.1875","0.1875","0.1875"
"1410266","0.21875","0.21875","0.21875"
"1410269","0.1875","0.1875","0.1875"
"1420246","0.28125","0.28125","0.28125"
"1420249","0.125","0.125","0.125"
"1420252","0.25","0.25","0.25"
"1420262","0.40625","0.40625","0.40625"
"1420267","0.3125","0.3125","0.3125"
"1430251","0.25","0.25","0.25"
"1430257","0.3125","0.3125","0.3125"
"1430266","0.28125","0.28125","0.28125"
"1430278","0.25","0.25","0.25"
"1430296","0.15625","0.15625","0.15625"
"1440233","0.15625","0.15625","0.15625"
"1440248","0.15625","0.15625","0.15625"
"1440258","0.3125","0.3125","0.3125"
"1440265","0.3125","0.3125","0.3125"
"1440271","0.28125","0.28125","0.28125"
"1450242","0.25","0.25","0.25"
"1450251","0.25","0.25","0.25"
"1450271","0.21875","0.21875","0.21875"
"1450272","0.25","0.25","0.25"
"1450317","0.34375","0.34375","0.34375"
"1460224","0.25","0.25","0.25"
"1460238","0.25","0.25","0.25"
"1460243","0.28125","0.28125","0.28125"
"1460252","0.28125","0.28125","0.28125"
"1460256","0.3125","0.3125","0.3125"
"1470230","0.34375","0.34375","0.34375"
"1470236","0.15625","0.15625","0.15625"
"1470250","0.375","0.375","0.375"
"1470267","0.375","0.375","0.375"
"1470279","0.40625","0.40625","0.40625"
"1480223","0.21875","0.21875","0.21875"
"1480228","0.25","0.25","0.25"
"1480270","0.40625","0.40625","0.40625"
"1480273","0.1875","0.1875","0.1875"
"1480275","0.34375","0.34375","0.34375"
"1490220","0.1875","0.1875","0.1875"
"1490222","0.4375","0.4375","0.4375"
"1490228","0.28125","0.28125","0.28125"
"1490252","0.375","0.375","0.375"
"1490297","0.1875","0.1875","0.1875"
"1500236","0.34375","0.34375","0.34375"
"1500242","0.46875","0.46875","0.46875"
"1500251","0.1875","0.1875","0.1875"
"1500263","0.3125","0.3125","0.3125"
"1500272","0.34375","0.34375","0.34375"
"1510221","0.21875","0.21875","0.21875"
"1510230","0.1875","0.1875","0.1875"
"1510246","0.34375","0.34375","0.34375"
"1510254","0.25","0.25","0.25"
"1510324","0.15625","0.15625","0.15625"
"1520239","0.34375","0.34375","0.34375"
"1520246","0.28125","0.28125","0.28125"
"1520259","0.3125","0.3125","0.3125"
"1520264","0.25","0.25","0.25"
"1520277","0.375","0.375","0.375"
"1530222","0.21875","0.21875","0.21875"
"1530258","0.3125","0.3125","0.3125"
"1530271","0.21875","0.21875","0.21875"
"1530297","0.21875","0.21875","0.21875"
"1530321","0.28125","0.28125","0.28125"
"1540235","0.265625","0.25","0.28125"
"1540249","0.25","0.25","0.25"
"1540264","0.1875","0.1875","0.1875"
"1540267","0.3125","0.3125","0.3125"
"1550225","0.25","0.25","0.25"
"1550238","0.28125","0.28125","0.28125"
"1550261","0.34375","0.34375","0.34375"
"1550277","0.21875","0.21875","0.21875"
"1550288","0.21875","0.21875","0.21875"
"1560236","0.40625","0.40625","0.40625"
"1560257","0.3125","0.3125","0.3125"
"1560273","0.34375","0.34375","0.34375"
