"Step","Group: terran_10_vs_11_ACORM_WM - win_rate","Group: terran_10_vs_11_ACORM_WM - win_rate__MIN","Group: terran_10_vs_11_ACORM_WM - win_rate__MAX"
"1560278","0.28125","0.25","0.3125"
"1570222","0.28125","0.28125","0.28125"
"1570237","0.25","0.25","0.25"
"1570255","0.375","0.375","0.375"
"1570267","0.4375","0.4375","0.4375"
"1570351","0.34375","0.34375","0.34375"
"1580239","0.40625","0.40625","0.40625"
"1580240","0.28125","0.28125","0.28125"
"1580245","0.15625","0.15625","0.15625"
"1580281","0.28125","0.28125","0.28125"
"1580300","0.21875","0.21875","0.21875"
"1590234","0.40625","0.40625","0.40625"
"1590235","0.21875","0.21875","0.21875"
"1590256","0.09375","0.09375","0.09375"
"1590263","0.1875","0.1875","0.1875"
"1590300","0.25","0.25","0.25"
"1600227","0.21875","0.21875","0.21875"
"1600235","0.28125","0.28125","0.28125"
"1600244","0.40625","0.40625","0.40625"
"1600259","0.1875","0.1875","0.1875"
"1600309","0.40625","0.40625","0.40625"
"1610241","0.265625","0.25","0.28125"
"1610244","0.46875","0.46875","0.46875"
"1610249","0.28125","0.28125","0.28125"
"1610265","0.28125","0.28125","0.28125"
"1620222","0.1875","0.1875","0.1875"
"1620250","0.40625","0.40625","0.40625"
"1620254","0.1875","0.1875","0.1875"
"1620286","0.3125","0.3125","0.3125"
"1620298","0.1875","0.1875","0.1875"
"1630225","0.1875","0.1875","0.1875"
"1630237","0.21875","0.21875","0.21875"
"1630239","0.1875","0.1875","0.1875"
"1630280","0.21875","0.21875","0.21875"
"1630378","0.40625","0.40625","0.40625"
"1640235","0.28125","0.28125","0.28125"
"1640244","0.28125","0.28125","0.28125"
"1640245","0.3125","0.3125","0.3125"
"1640249","0.375","0.375","0.375"
"1640254","0.3125","0.3125","0.3125"
"1650221","0.375","0.375","0.375"
"1650247","0.234375","0.21875","0.25"
"1650254","0.328125","0.25","0.40625"
"1660240","0.1875","0.1875","0.1875"
"1660242","0.28125","0.28125","0.28125"
"1660244","0.4375","0.4375","0.4375"
"1660265","0.15625","0.15625","0.15625"
"1660284","0.25","0.25","0.25"
"1670226","0.21875","0.21875","0.21875"
"1670233","0.25","0.25","0.25"
"1670247","0.34375","0.34375","0.34375"
"1670267","0.21875","0.21875","0.21875"
"1670274","0.21875","0.21875","0.21875"
"1680237","0.21875","0.1875","0.25"
"1680256","0.375","0.375","0.375"
"1680269","0.1875","0.1875","0.1875"
"1680356","0.21875","0.21875","0.21875"
"1690222","0.25","0.25","0.25"
"1690230","0.25","0.25","0.25"
"1690235","0.28125","0.28125","0.28125"
"1690259","0.15625","0.09375","0.21875"
"1700238","0.21875","0.21875","0.21875"
"1700245","0.3125","0.3125","0.3125"
"1700249","0.375","0.375","0.375"
"1700259","0.28125","0.28125","0.28125"
"1700265","0.4375","0.4375","0.4375"
"1710236","0.28125","0.28125","0.28125"
"1710240","0.4375","0.4375","0.4375"
"1710241","0.1875","0.1875","0.1875"
"1710283","0.4375","0.4375","0.4375"
"1710291","0.21875","0.21875","0.21875"
"1720244","0.28125","0.28125","0.28125"
"1720248","0.28125","0.28125","0.28125"
"1720259","0.3125","0.3125","0.3125"
"1720264","0.25","0.25","0.25"
"1720370","0.3125","0.3125","0.3125"
"1730227","0.34375","0.34375","0.34375"
"1730237","0.46875","0.46875","0.46875"
"1730247","0.3125","0.3125","0.3125"
"1730260","0.21875","0.21875","0.21875"
"1730288","0.375","0.375","0.375"
"1740220","0.40625","0.40625","0.40625"
"1740227","0.34375","0.34375","0.34375"
"1740259","0.4375","0.4375","0.4375"
"1740262","0.34375","0.34375","0.34375"
"1740286","0.4375","0.4375","0.4375"
"1750245","0.21875","0.21875","0.21875"
"1750251","0.34375","0.34375","0.34375"
"1750261","0.1875","0.1875","0.1875"
"1750267","0.28125","0.28125","0.28125"
"1750336","0.3125","0.3125","0.3125"
"1760233","0.34375","0.34375","0.34375"
"1760238","0.25","0.25","0.25"
"1760247","0.3125","0.3125","0.3125"
"1760253","0.21875","0.21875","0.21875"
"1760276","0.21875","0.21875","0.21875"
"1770225","0.34375","0.34375","0.34375"
"1770239","0.25","0.25","0.25"
"1770253","0.3125","0.3125","0.3125"
"1770264","0.34375","0.34375","0.34375"
"1770278","0.375","0.375","0.375"
"1780222","0.21875","0.21875","0.21875"
"1780242","0.34375","0.34375","0.34375"
"1780254","0.3125","0.3125","0.3125"
"1780255","0.34375","0.34375","0.34375"
"1780285","0.53125","0.53125","0.53125"
"1790229","0.34375","0.34375","0.34375"
"1790233","0.3125","0.3125","0.3125"
"1790244","0.3125","0.3125","0.3125"
"1790257","0.15625","0.15625","0.15625"
"1790405","0.21875","0.21875","0.21875"
"1800222","0.1875","0.1875","0.1875"
"1800234","0.28125","0.28125","0.28125"
"1800239","0.3125","0.3125","0.3125"
"1800249","0.3125","0.3125","0.3125"
"1800256","0.1875","0.1875","0.1875"
"1810244","0.375","0.375","0.375"
"1810254","0.25","0.25","0.25"
"1810255","0.28125","0.28125","0.28125"
"1810270","0.34375","0.34375","0.34375"
"1810281","0.375","0.375","0.375"
"1820223","0.15625","0.15625","0.15625"
"1820249","0.328125","0.28125","0.375"
"1820252","0.21875","0.21875","0.21875"
"1820260","0.1875","0.1875","0.1875"
"1830223","0.3125","0.3125","0.3125"
"1830229","0.28125","0.28125","0.28125"
"1830237","0.40625","0.40625","0.40625"
"1830251","0.375","0.375","0.375"
"1830271","0.34375","0.34375","0.34375"
"1840227","0.28125","0.28125","0.28125"
"1840244","0.375","0.375","0.375"
"1840247","0.40625","0.40625","0.40625"
"1840257","0.3125","0.3125","0.3125"
"1840266","0.375","0.375","0.375"
"1850226","0.4375","0.4375","0.4375"
"1850229","0.28125","0.28125","0.28125"
"1850236","0.125","0.125","0.125"
"1850251","0.34375","0.34375","0.34375"
"1850258","0.3125","0.3125","0.3125"
"1860228","0.3125","0.3125","0.3125"
"1860232","0.3125","0.3125","0.3125"
"1860234","0.40625","0.40625","0.40625"
"1860264","0.15625","0.15625","0.15625"
"1860280","0.28125","0.28125","0.28125"
"1870236","0.25","0.25","0.25"
"1870242","0.125","0.125","0.125"
"1870243","0.3125","0.3125","0.3125"
"1870269","0.28125","0.28125","0.28125"
"1870293","0.25","0.25","0.25"
"1880222","0.375","0.375","0.375"
"1880232","0.34375","0.34375","0.34375"
"1880252","0.28125","0.28125","0.28125"
"1880263","0.25","0.25","0.25"
"1880328","0.25","0.25","0.25"
"1890223","0.34375","0.34375","0.34375"
"1890224","0.21875","0.21875","0.21875"
"1890247","0.125","0.125","0.125"
"1890278","0.28125","0.28125","0.28125"
"1890327","0.34375","0.34375","0.34375"
"1900232","0.21875","0.21875","0.21875"
"1900265","0.375","0.375","0.375"
"1900283","0.25","0.25","0.25"
"1900288","0.28125","0.28125","0.28125"
"1900295","0.125","0.125","0.125"
"1910230","0.28125","0.28125","0.28125"
"1910232","0.15625","0.15625","0.15625"
"1910242","0.1875","0.1875","0.1875"
"1910243","0.40625","0.40625","0.40625"
"1910244","0.21875","0.21875","0.21875"
"1920223","0.1875","0.1875","0.1875"
"1920251","0.40625","0.40625","0.40625"
"1920260","0.3125","0.3125","0.3125"
"1920272","0.34375","0.34375","0.34375"
"1920305","0.3125","0.3125","0.3125"
"1930230","0.4375","0.4375","0.4375"
"1930234","0.1875","0.1875","0.1875"
"1930246","0.4375","0.4375","0.4375"
"1930250","0.25","0.25","0.25"
"1930289","0.34375","0.34375","0.34375"
"1940228","0.375","0.375","0.375"
"1940233","0.40625","0.40625","0.40625"
"1940245","0.3125","0.1875","0.4375"
"1940253","0.3125","0.3125","0.3125"
"1950224","0.15625","0.15625","0.15625"
"1950230","0.25","0.25","0.25"
"1950234","0.34375","0.34375","0.34375"
"1950245","0.4375","0.4375","0.4375"
"1950294","0.375","0.375","0.375"
"1960227","0.28125","0.28125","0.28125"
"1960269","0.28125","0.28125","0.28125"
"1960270","0.46875","0.46875","0.46875"
"1960272","0.21875","0.21875","0.21875"
"1960273","0.375","0.375","0.375"
"1970235","0.375","0.375","0.375"
"1970236","0.28125","0.28125","0.28125"
"1970245","0.34375","0.34375","0.34375"
"1970261","0.0625","0.0625","0.0625"
"1970269","0.28125","0.28125","0.28125"
"1980222","0.21875","0.21875","0.21875"
"1980274","0.25","0.25","0.25"
"1980276","0.28125","0.28125","0.28125"
"1980302","0.375","0.375","0.375"
"1980354","0.1875","0.1875","0.1875"
"1990233","0.34375","0.34375","0.34375"
"1990242","0.40625","0.40625","0.40625"
"1990245","0.21875","0.21875","0.21875"
"1990265","0.28125","0.28125","0.28125"
"1990273","0.25","0.25","0.25"
"2000228","0.21875","0.21875","0.21875"
"2000268","0.3125","0.3125","0.3125"
"2000274","0.34375","0.34375","0.34375"
"2000278","0.3125","0.3125","0.3125"
"2000289","0.375","0.375","0.375"
"2010222","0.40625","0.40625","0.40625"
"2010225","0.34375","0.34375","0.34375"
"2010233","0.4375","0.4375","0.4375"
"2010263","0.25","0.25","0.25"
"2010281","0.1875","0.1875","0.1875"
"2020252","0.28125","0.28125","0.28125"
"2020257","0.34375","0.34375","0.34375"
"2020265","0.28125","0.28125","0.28125"
"2020266","0.25","0.25","0.25"
"2020298","0.5","0.5","0.5"
"2030241","0.46875","0.46875","0.46875"
"2030261","0.3125","0.3125","0.3125"
"2030267","0.25","0.25","0.25"
"2030274","0.3125","0.3125","0.3125"
"2030288","0.375","0.375","0.375"
"2040240","0.3125","0.3125","0.3125"
"2040242","0.21875","0.21875","0.21875"
"2040253","0.359375","0.34375","0.375"
"2040260","0.3125","0.3125","0.3125"
"2050226","0.40625","0.40625","0.40625"
"2050233","0.375","0.375","0.375"
"2050242","0.53125","0.53125","0.53125"
"2050270","0.34375","0.34375","0.34375"
"2050302","0.3125","0.3125","0.3125"
"2060223","0.375","0.375","0.375"
"2060224","0.46875","0.46875","0.46875"
"2060237","0.21875","0.21875","0.21875"
"2060238","0.375","0.375","0.375"
"2060249","0.34375","0.34375","0.34375"
"2070221","0.4375","0.4375","0.4375"
"2070239","0.46875","0.46875","0.46875"
"2070254","0.3125","0.3125","0.3125"
"2070270","0.28125","0.28125","0.28125"
"2070284","0.34375","0.34375","0.34375"
"2080223","0.5","0.5","0.5"
"2080247","0.40625","0.40625","0.40625"
"2080272","0.34375","0.34375","0.34375"
"2080284","0.375","0.375","0.375"
"2080296","0.21875","0.21875","0.21875"
"2090243","0.34375","0.34375","0.34375"
"2090268","0.375","0.375","0.375"
"2090269","0.296875","0.28125","0.3125"
"2090343","0.28125","0.28125","0.28125"
"2100229","0.21875","0.21875","0.21875"
"2100246","0.375","0.375","0.375"
"2100248","0.375","0.375","0.375"
"2100299","0.34375","0.34375","0.34375"
"2100308","0.25","0.25","0.25"
"2110231","0.28125","0.28125","0.28125"
"2110245","0.3125","0.3125","0.3125"
"2110253","0.25","0.25","0.25"
"2110262","0.4375","0.4375","0.4375"
"2110268","0.375","0.375","0.375"
"2120227","0.21875","0.21875","0.21875"
"2120243","0.4375","0.4375","0.4375"
"2120254","0.34375","0.34375","0.34375"
"2120265","0.40625","0.40625","0.40625"
"2120268","0.3125","0.3125","0.3125"
"2130246","0.25","0.25","0.25"
"2130251","0.34375","0.34375","0.34375"
"2130262","0.46875","0.46875","0.46875"
"2130290","0.375","0.375","0.375"
"2130326","0.375","0.375","0.375"
"2140229","0.34375","0.34375","0.34375"
"2140230","0.25","0.25","0.25"
"2140232","0.21875","0.21875","0.21875"
"2140268","0.4375","0.4375","0.4375"
"2140270","0.21875","0.21875","0.21875"
"2150221","0.5625","0.5625","0.5625"
"2150222","0.53125","0.53125","0.53125"
"2150232","0.3125","0.3125","0.3125"
"2150283","0.3125","0.3125","0.3125"
"2150413","0.21875","0.21875","0.21875"
"2160221","0.3125","0.3125","0.3125"
"2160249","0.25","0.25","0.25"
"2160253","0.40625","0.40625","0.40625"
"2160257","0.21875","0.21875","0.21875"
"2160267","0.46875","0.46875","0.46875"
"2170225","0.375","0.375","0.375"
"2170227","0.34375","0.34375","0.34375"
"2170245","0.40625","0.40625","0.40625"
"2170246","0.21875","0.21875","0.21875"
"2170271","0.34375","0.34375","0.34375"
"2180227","0.28125","0.28125","0.28125"
"2180240","0.1875","0.1875","0.1875"
"2180243","0.40625","0.40625","0.40625"
"2180268","0.34375","0.34375","0.34375"
"2180314","0.375","0.375","0.375"
"2190221","0.28125","0.28125","0.28125"
"2190236","0.375","0.375","0.375"
"2190237","0.3125","0.3125","0.3125"
"2190267","0.3125","0.3125","0.3125"
"2190297","0.40625","0.40625","0.40625"
"2200220","0.46875","0.46875","0.46875"
"2200239","0.28125","0.28125","0.28125"
"2200258","0.5","0.5","0.5"
"2200268","0.21875","0.21875","0.21875"
"2200272","0.40625","0.40625","0.40625"
"2210236","0.28125","0.28125","0.28125"
"2210248","0.53125","0.53125","0.53125"
"2210262","0.28125","0.28125","0.28125"
"2210265","0.375","0.375","0.375"
"2210342","0.53125","0.53125","0.53125"
"2220225","0.3125","0.3125","0.3125"
"2220236","0.5","0.5","0.5"
"2220243","0.40625","0.375","0.4375"
"2220251","0.375","0.375","0.375"
"2230231","0.375","0.375","0.375"
"2230245","0.21875","0.21875","0.21875"
"2230286","0.21875","0.21875","0.21875"
"2230303","0.5","0.5","0.5"
"2230316","0.34375","0.34375","0.34375"
"2240221","0.34375","0.34375","0.34375"
"2240230","0.34375","0.34375","0.34375"
"2240265","0.4375","0.4375","0.4375"
"2240270","0.28125","0.28125","0.28125"
"2240274","0.4375","0.4375","0.4375"
"2250241","0.375","0.375","0.375"
"2250250","0.46875","0.46875","0.46875"
"2250252","0.390625","0.34375","0.4375"
"2250271","0.25","0.25","0.25"
"2260230","0.40625","0.40625","0.40625"
"2260257","0.46875","0.46875","0.46875"
"2260262","0.4375","0.4375","0.4375"
"2260265","0.4375","0.4375","0.4375"
"2260270","0.3125","0.3125","0.3125"
"2270256","0.28125","0.28125","0.28125"
"2270257","0.28125","0.28125","0.28125"
"2270267","0.34375","0.34375","0.34375"
"2270277","0.4375","0.4375","0.4375"
"2270378","0.40625","0.40625","0.40625"
"2280230","0.5","0.5","0.5"
"2280232","0.3125","0.3125","0.3125"
"2280233","0.21875","0.21875","0.21875"
"2280241","0.40625","0.40625","0.40625"
"2280270","0.25","0.25","0.25"
"2290222","0.34375","0.34375","0.34375"
"2290269","0.3125","0.3125","0.3125"
"2290270","0.3125","0.3125","0.3125"
"2290287","0.375","0.375","0.375"
"2290369","0.375","0.375","0.375"
"2300227","0.5","0.5","0.5"
"2300230","0.28125","0.28125","0.28125"
"2300243","0.25","0.25","0.25"
"2300277","0.375","0.375","0.375"
"2300284","0.375","0.375","0.375"
"2310221","0.4375","0.4375","0.4375"
"2310234","0.375","0.375","0.375"
"2310236","0.53125","0.53125","0.53125"
"2310276","0.28125","0.28125","0.28125"
"2310354","0.21875","0.21875","0.21875"
"2320231","0.375","0.375","0.375"
"2320249","0.46875","0.46875","0.46875"
"2320252","0.15625","0.15625","0.15625"
"2320256","0.34375","0.34375","0.34375"
"2320272","0.4375","0.4375","0.4375"
"2330252","0.40625","0.40625","0.40625"
"2330255","0.375","0.375","0.375"
"2330260","0.5","0.5","0.5"
"2330272","0.421875","0.3125","0.53125"
"2340234","0.5625","0.5625","0.5625"
"2340238","0.25","0.25","0.25"
"2340264","0.21875","0.21875","0.21875"
"2340282","0.46875","0.46875","0.46875"
"2340304","0.3125","0.3125","0.3125"
"2350225","0.3125","0.3125","0.3125"
"2350240","0.40625","0.40625","0.40625"
"2350241","0.34375","0.34375","0.34375"
"2350249","0.5","0.5","0.5"
"2350258","0.4375","0.4375","0.4375"
"2360235","0.34375","0.34375","0.34375"
"2360246","0.34375","0.34375","0.34375"
"2360267","0.375","0.375","0.375"
"2360326","0.21875","0.21875","0.21875"
"2360340","0.3125","0.3125","0.3125"
"2370220","0.34375","0.34375","0.34375"
"2370229","0.21875","0.21875","0.21875"
"2370241","0.375","0.375","0.375"
"2370258","0.25","0.25","0.25"
"2370351","0.4375","0.4375","0.4375"
"2380224","0.3125","0.3125","0.3125"
"2380227","0.21875","0.21875","0.21875"
"2380228","0.40625","0.40625","0.40625"
"2380235","0.5","0.5","0.5"
"2380246","0.4375","0.4375","0.4375"
"2390226","0.375","0.375","0.375"
"2390234","0.28125","0.28125","0.28125"
"2390249","0.28125","0.28125","0.28125"
"2390255","0.4375","0.4375","0.4375"
"2390314","0.3125","0.3125","0.3125"
"2400224","0.40625","0.40625","0.40625"
"2400229","0.28125","0.28125","0.28125"
"2400246","0.25","0.25","0.25"
"2400255","0.34375","0.34375","0.34375"
"2400266","0.3125","0.3125","0.3125"
"2410229","0.5","0.5","0.5"
"2410235","0.40625","0.40625","0.40625"
"2410273","0.3125","0.3125","0.3125"
"2410285","0.15625","0.15625","0.15625"
"2410312","0.25","0.25","0.25"
"2420238","0.375","0.375","0.375"
"2420240","0.28125","0.28125","0.28125"
"2420241","0.5","0.5","0.5"
"2420277","0.3125","0.3125","0.3125"
"2420281","0.28125","0.28125","0.28125"
"2430220","0.46875","0.46875","0.46875"
"2430227","0.34375","0.34375","0.34375"
"2430236","0.5","0.5","0.5"
"2430264","0.21875","0.21875","0.21875"
"2430278","0.34375","0.34375","0.34375"
"2440248","0.5","0.5","0.5"
"2440280","0.4375","0.4375","0.4375"
"2440281","0.5","0.5","0.5"
"2440291","0.25","0.25","0.25"
"2440294","0.3125","0.3125","0.3125"
"2450227","0.53125","0.53125","0.53125"
"2450245","0.28125","0.28125","0.28125"
"2450249","0.28125","0.28125","0.28125"
"2450262","0.375","0.375","0.375"
"2450287","0.34375","0.34375","0.34375"
"2460238","0.4375","0.4375","0.4375"
"2460246","0.375","0.375","0.375"
"2460251","0.40625","0.40625","0.40625"
"2460264","0.5","0.5","0.5"
"2460270","0.25","0.25","0.25"
"2470225","0.4375","0.4375","0.4375"
"2470226","0.3125","0.3125","0.3125"
"2470259","0.46875","0.46875","0.46875"
"2470263","0.40625","0.40625","0.40625"
"2470277","0.53125","0.53125","0.53125"
"2480225","0.1875","0.1875","0.1875"
"2480250","0.4375","0.4375","0.4375"
"2480283","0.46875","0.46875","0.46875"
"2480295","0.3125","0.3125","0.3125"
"2480372","0.46875","0.46875","0.46875"
"2490229","0.3125","0.3125","0.3125"
"2490233","0.34375","0.34375","0.34375"
"2490238","0.3125","0.3125","0.3125"
"2490258","0.375","0.375","0.375"
"2490374","0.28125","0.28125","0.28125"
"2500240","0.09375","0.09375","0.09375"
"2500256","0.46875","0.46875","0.46875"
"2500297","0.375","0.375","0.375"
"2500305","0.4375","0.4375","0.4375"
"2500335","0.46875","0.46875","0.46875"
"2510251","0.46875","0.46875","0.46875"
"2510254","0.4375","0.4375","0.4375"
"2510261","0.4375","0.4375","0.4375"
"2510346","0.53125","0.53125","0.53125"
"2510392","0.40625","0.40625","0.40625"
"2520231","0.3125","0.3125","0.3125"
"2520252","0.5","0.5","0.5"
"2520261","0.5","0.5","0.5"
"2520268","0.3125","0.3125","0.3125"
"2520360","0.40625","0.40625","0.40625"
"2530232","0.5","0.5","0.5"
"2530235","0.375","0.375","0.375"
"2530244","0.34375","0.34375","0.34375"
"2530293","0.34375","0.34375","0.34375"
"2530309","0.46875","0.46875","0.46875"
"2540235","0.375","0.375","0.375"
"2540239","0.375","0.375","0.375"
"2540244","0.25","0.25","0.25"
"2540269","0.34375","0.34375","0.34375"
"2540294","0.25","0.25","0.25"
"2550228","0.5","0.5","0.5"
"2550230","0.28125","0.28125","0.28125"
"2550238","0.3125","0.3125","0.3125"
"2550254","0.34375","0.34375","0.34375"
"2550336","0.40625","0.40625","0.40625"
"2560231","0.34375","0.34375","0.34375"
"2560237","0.25","0.25","0.25"
"2560266","0.40625","0.40625","0.40625"
"2560284","0.21875","0.21875","0.21875"
"2560319","0.21875","0.21875","0.21875"
"2570221","0.375","0.375","0.375"
"2570250","0.3125","0.3125","0.3125"
"2570255","0.375","0.375","0.375"
"2570267","0.46875","0.46875","0.46875"
"2570285","0.1875","0.1875","0.1875"
"2580228","0.34375","0.34375","0.34375"
"2580238","0.5","0.5","0.5"
"2580272","0.34375","0.34375","0.34375"
"2580278","0.40625","0.40625","0.40625"
"2590225","0.34375","0.34375","0.34375"
"2590229","0.40625","0.40625","0.40625"
"2590232","0.3125","0.3125","0.3125"
"2590233","0.34375","0.34375","0.34375"
"2590407","0.4375","0.4375","0.4375"
"2600222","0.28125","0.28125","0.28125"
"2600231","0.3125","0.3125","0.3125"
"2600243","0.3125","0.3125","0.3125"
"2600244","0.34375","0.34375","0.34375"
"2600277","0.34375","0.34375","0.34375"
"2610222","0.5","0.5","0.5"
"2610241","0.375","0.375","0.375"
"2610272","0.25","0.25","0.25"
"2610304","0.25","0.25","0.25"
"2610309","0.21875","0.21875","0.21875"
"2620255","0.375","0.375","0.375"
"2620264","0.46875","0.46875","0.46875"
"2620273","0.34375","0.3125","0.375"
"2620284","0.40625","0.40625","0.40625"
"2630249","0.3125","0.3125","0.3125"
"2630250","0.28125","0.28125","0.28125"
"2630258","0.4375","0.4375","0.4375"
"2630261","0.34375","0.34375","0.34375"
"2630309","0.40625","0.40625","0.40625"
"2640224","0.3125","0.3125","0.3125"
"2640234","0.34375","0.34375","0.34375"
"2640245","0.21875","0.21875","0.21875"
"2640256","0.4375","0.4375","0.4375"
"2640317","0.6875","0.6875","0.6875"
"2650223","0.375","0.375","0.375"
"2650235","0.4375","0.4375","0.4375"
"2650237","0.28125","0.28125","0.28125"
"2650247","0.4375","0.4375","0.4375"
"2650250","0.375","0.375","0.375"
"2660223","0.34375","0.34375","0.34375"
"2660238","0.40625","0.40625","0.40625"
"2660245","0.34375","0.34375","0.34375"
"2660278","0.34375","0.34375","0.34375"
"2660334","0.3125","0.3125","0.3125"
"2670222","0.4375","0.4375","0.4375"
"2670241","0.28125","0.28125","0.28125"
"2670242","0.40625","0.40625","0.40625"
"2670245","0.34375","0.34375","0.34375"
"2670291","0.28125","0.28125","0.28125"
"2680244","0.3125","0.3125","0.3125"
"2680275","0.40625","0.40625","0.40625"
"2680283","0.4375","0.4375","0.4375"
"2680317","0.40625","0.40625","0.40625"
"2690220","0.34375","0.34375","0.34375"
"2690238","0.28125","0.28125","0.28125"
"2690259","0.34375","0.34375","0.34375"
"2700260","0.4375","0.4375","0.4375"
"2700267","0.34375","0.34375","0.34375"
"2700321","0.3125","0.3125","0.3125"
"2710280","0.3125","0.3125","0.3125"
"2710316","0.28125","0.28125","0.28125"
"2720240","0.28125","0.28125","0.28125"
"2720241","0.15625","0.15625","0.15625"
"2730239","0.375","0.375","0.375"
"2740256","0.34375","0.34375","0.34375"
