"Step","Group: terran_10_vs_11_ACORM - win_rate","Group: terran_10_vs_11_ACORM - win_rate__MIN","Group: terran_10_vs_11_ACORM - win_rate__MAX"
"1370622","0.34375","0.34375","0.34375"
"1370633","0.0625","0.0625","0.0625"
"1370641","0.1875","0.125","0.25"
"1370644","0.3125","0.3125","0.3125"
"1370648","0.28125","0.28125","0.28125"
"1380608","0.125","0.125","0.125"
"1380621","0.03125","0.03125","0.03125"
"1380627","0.25","0.25","0.25"
"1380629","0.34375","0.34375","0.34375"
"1380640","0.09375","0.09375","0.09375"
"1380740","0.21875","0.21875","0.21875"
"1390620","0.3125","0.3125","0.3125"
"1390624","0.15625","0.15625","0.15625"
"1390630","0.1875","0.1875","0.1875"
"1390646","0.40625","0.40625","0.40625"
"1390650","0.21875","0.21875","0.21875"
"1390686","0.125","0.125","0.125"
"1400604","0.15625","0.15625","0.15625"
"1400619","0.375","0.375","0.375"
"1400628","0.28125","0.28125","0.28125"
"1400634","0.09375","0.09375","0.09375"
"1400660","0.28125","0.28125","0.28125"
"1400666","0.125","0.125","0.125"
"1410613","0.140625","0.125","0.15625"
"1410632","0.28125","0.28125","0.28125"
"1410636","0.28125","0.28125","0.28125"
"1410639","0.28125","0.28125","0.28125"
"1410646","0.15625","0.15625","0.15625"
"1420608","0.25","0.25","0.25"
"1420613","0.28125","0.28125","0.28125"
"1420625","0.09375","0.09375","0.09375"
"1420626","0.28125","0.28125","0.28125"
"1420642","0.1875","0.1875","0.1875"
"1420656","0.21875","0.21875","0.21875"
"1430611","0.34375","0.34375","0.34375"
"1430619","0.03125","0.03125","0.03125"
"1430621","0.1875","0.1875","0.1875"
"1430623","0.25","0.25","0.25"
"1430644","0.21875","0.21875","0.21875"
"1430645","0.21875","0.21875","0.21875"
"1440601","0.21875","0.21875","0.21875"
"1440607","0.25","0.25","0.25"
"1440619","0.15625","0.15625","0.15625"
"1440622","0.03125","0.03125","0.03125"
"1440643","0.1875","0.1875","0.1875"
"1440687","0.1875","0.1875","0.1875"
"1450610","0.28125","0.28125","0.28125"
"1450633","0.09375","0.09375","0.09375"
"1450638","0.3125","0.3125","0.3125"
"1450643","0.0625","0.0625","0.0625"
"1450651","0.25","0.25","0.25"
"1450655","0.3125","0.3125","0.3125"
"1460601","0.3125","0.3125","0.3125"
"1460602","0.15625","0.15625","0.15625"
"1460612","0.15625","0.15625","0.15625"
"1460617","0.125","0.125","0.125"
"1460626","0.21875","0.21875","0.21875"
"1460666","0.28125","0.28125","0.28125"
"1470603","0.15625","0.15625","0.15625"
"1470608","0.15625","0.15625","0.15625"
"1470631","0.1875","0.1875","0.1875"
"1470642","0.3125","0.3125","0.3125"
"1470663","0.15625","0.15625","0.15625"
"1470679","0.1875","0.1875","0.1875"
"1480624","0.28125","0.28125","0.28125"
"1480629","0.3125","0.3125","0.3125"
"1480634","0.25","0.25","0.25"
"1480646","0.21875","0.21875","0.21875"
"1480651","0.09375","0.09375","0.09375"
"1480701","0.09375","0.09375","0.09375"
"1490605","0.1875","0.1875","0.1875"
"1490615","0.28125","0.28125","0.28125"
"1490624","0.25","0.25","0.25"
"1490627","0.09375","0.09375","0.09375"
"1490628","0.09375","0.09375","0.09375"
"1490676","0.28125","0.28125","0.28125"
"1500628","0","0","0"
"1500629","0.25","0.25","0.25"
"1500640","0.28125","0.28125","0.28125"
"1500643","0.15625","0.15625","0.15625"
"1500658","0.3125","0.3125","0.3125"
"1500699","0.1875","0.1875","0.1875"
"1510600","0.0625","0.0625","0.0625"
"1510610","0.21875","0.1875","0.25"
"1510612","0.1875","0.1875","0.1875"
"1510629","0.0625","0.0625","0.0625"
"1510637","0.1875","0.1875","0.1875"
"1520606","0.1875","0.1875","0.1875"
"1520607","0.25","0.25","0.25"
"1520618","0.15625","0.15625","0.15625"
"1520620","0.15625","0.15625","0.15625"
"1520636","0.25","0.25","0.25"
"1520642","0.15625","0.15625","0.15625"
"1530601","0.15625","0.15625","0.15625"
"1530621","0.21875","0.21875","0.21875"
"1530623","0.125","0.125","0.125"
"1530670","0.25","0.25","0.25"
"1530683","0.34375","0.34375","0.34375"
"1530716","0.25","0.25","0.25"
"1540602","0.375","0.375","0.375"
"1540603","0.15625","0.15625","0.15625"
"1540623","0.25","0.25","0.25"
"1540636","0.28125","0.28125","0.28125"
"1540638","0.1875","0.1875","0.1875"
"1540648","0.15625","0.15625","0.15625"
"1550600","0.15625","0.15625","0.15625"
"1550622","0.125","0.125","0.125"
"1550623","0.375","0.375","0.375"
"1550641","0.09375","0.09375","0.09375"
"1550648","0.1875","0.1875","0.1875"
"1550695","0.0625","0.0625","0.0625"
"1560604","0.21875","0.21875","0.21875"
"1560628","0.03125","0.03125","0.03125"
"1560634","0.15625","0.15625","0.15625"
"1560651","0.09375","0.09375","0.09375"
"1560652","0.21875","0.21875","0.21875"
"1560656","0.1875","0.1875","0.1875"
"1570603","0.09375","0.09375","0.09375"
"1570607","0.21875","0.21875","0.21875"
"1570637","0.15625","0.15625","0.15625"
"1570653","0.09375","0.09375","0.09375"
"1570654","0.15625","0.15625","0.15625"
"1570663","0.25","0.25","0.25"
"1580601","0.15625","0.15625","0.15625"
"1580605","0.1875","0.1875","0.1875"
"1580615","0.21875","0.21875","0.21875"
"1580619","0.3125","0.3125","0.3125"
"1580620","0.21875","0.21875","0.21875"
"1580630","0.1875","0.1875","0.1875"
"1590609","0.21875","0.21875","0.21875"
"1590634","0.1875","0.1875","0.1875"
"1590639","0.1875","0.1875","0.1875"
"1590640","0.21875","0.21875","0.21875"
"1590647","0.15625","0.15625","0.15625"
"1590684","0.125","0.125","0.125"
"1600607","0.28125","0.28125","0.28125"
"1600609","0.1875","0.1875","0.1875"
"1600618","0.28125","0.15625","0.40625"
"1600636","0.28125","0.28125","0.28125"
"1600644","0.125","0.125","0.125"
"1610619","0.25","0.25","0.25"
"1610623","0.15625","0.15625","0.15625"
"1610635","0.25","0.25","0.25"
"1610646","0.28125","0.28125","0.28125"
"1610693","0.15625","0.15625","0.15625"
"1610762","0.25","0.25","0.25"
"1620603","0.1875","0.1875","0.1875"
"1620619","0.15625","0.15625","0.15625"
"1620641","0.1875","0.1875","0.1875"
"1620642","0.21875","0.21875","0.21875"
"1620663","0.21875","0.21875","0.21875"
"1620674","0.03125","0.03125","0.03125"
"1630614","0.3125","0.3125","0.3125"
"1630615","0.28125","0.28125","0.28125"
"1630619","0.1875","0.1875","0.1875"
"1630623","0.3125","0.3125","0.3125"
"1630633","0.15625","0.15625","0.15625"
"1630656","0.1875","0.1875","0.1875"
"1640600","0.28125","0.28125","0.28125"
"1640611","0.09375","0.09375","0.09375"
"1640613","0.09375","0.09375","0.09375"
"1640621","0.1875","0.1875","0.1875"
"1640624","0.25","0.25","0.25"
"1640628","0.25","0.25","0.25"
"1650611","0.125","0.125","0.125"
"1650616","0.25","0.25","0.25"
"1650623","0.09375","0.09375","0.09375"
"1650629","0.21875","0.21875","0.21875"
"1650636","0.09375","0.09375","0.09375"
"1650655","0.09375","0.09375","0.09375"
"1660600","0.25","0.21875","0.28125"
"1660603","0.28125","0.28125","0.28125"
"1660611","0.1875","0.1875","0.1875"
"1660632","0.21875","0.21875","0.21875"
"1660642","0.15625","0.15625","0.15625"
"1670616","0.34375","0.34375","0.34375"
"1670618","0.15625","0.15625","0.15625"
"1670623","0.15625","0.15625","0.15625"
"1670631","0.09375","0.09375","0.09375"
"1670632","0.3125","0.3125","0.3125"
"1670654","0.1875","0.1875","0.1875"
"1680610","0.125","0.125","0.125"
"1680611","0.34375","0.34375","0.34375"
"1680615","0.140625","0.125","0.15625"
"1680620","0.15625","0.15625","0.15625"
"1680658","0.21875","0.21875","0.21875"
"1690615","0.3125","0.3125","0.3125"
"1690616","0.28125","0.28125","0.28125"
"1690620","0.09375","0.09375","0.09375"
"1690642","0.09375","0.09375","0.09375"
"1690653","0.15625","0.15625","0.15625"
"1690654","0.125","0.125","0.125"
"1700622","0.25","0.25","0.25"
"1700627","0.3125","0.3125","0.3125"
"1700628","0.125","0.125","0.125"
"1700636","0.21875","0.21875","0.21875"
"1700652","0.0625","0.0625","0.0625"
"1700662","0.03125","0.03125","0.03125"
"1710608","0.125","0.125","0.125"
"1710611","0.34375","0.34375","0.34375"
"1710612","0.3125","0.3125","0.3125"
"1710618","0.28125","0.28125","0.28125"
"1710627","0.21875","0.21875","0.21875"
"1710631","0.03125","0.03125","0.03125"
"1720600","0.09375","0.09375","0.09375"
"1720601","0.46875","0.46875","0.46875"
"1720615","0.1875","0.1875","0.1875"
"1720617","0.1875","0.1875","0.1875"
"1720622","0.125","0.125","0.125"
"1720688","0.28125","0.28125","0.28125"
"1730607","0.21875","0.21875","0.21875"
"1730623","0.13541666666666666","0.09375","0.15625"
"1730662","0.375","0.375","0.375"
"1730670","0.46875","0.46875","0.46875"
"1740620","0.1875","0.1875","0.1875"
"1740621","0.34375","0.34375","0.34375"
"1740636","0.0625","0.0625","0.0625"
"1740641","0.21875","0.21875","0.21875"
"1740665","0.1875","0.09375","0.28125"
"1750603","0.34375","0.34375","0.34375"
"1750604","0.1875","0.1875","0.1875"
"1750631","0.28125","0.28125","0.28125"
"1750644","0.0625","0.0625","0.0625"
"1750659","0.15625","0.15625","0.15625"
"1750681","0.28125","0.28125","0.28125"
"1760601","0.1875","0.1875","0.1875"
"1760604","0.15625","0.15625","0.15625"
"1760616","0.28125","0.28125","0.28125"
"1760622","0.3125","0.3125","0.3125"
"1760631","0.1875","0.1875","0.1875"
"1760637","0.4375","0.4375","0.4375"
"1770601","0.1875","0.1875","0.1875"
"1770611","0.28125","0.28125","0.28125"
"1770627","0.15625","0.15625","0.15625"
"1770629","0.203125","0.1875","0.21875"
"1770652","0.25","0.25","0.25"
"1780604","0.15625","0.15625","0.15625"
"1780608","0.15625","0.15625","0.15625"
"1780621","0.375","0.375","0.375"
"1780626","0.125","0.125","0.125"
"1780649","0.40625","0.40625","0.40625"
"1780782","0.1875","0.1875","0.1875"
"1790618","0.1875","0.1875","0.1875"
"1790619","0.25","0.25","0.25"
"1790635","0.1875","0.1875","0.1875"
"1790638","0.1875","0.1875","0.1875"
"1790650","0.3125","0.3125","0.3125"
"1790658","0.3125","0.3125","0.3125"
"1800606","0.15625","0.15625","0.15625"
"1800607","0.28125","0.28125","0.28125"
"1800608","0.28125","0.28125","0.28125"
"1800645","0.34375","0.34375","0.34375"
"1800647","0.1875","0.1875","0.1875"
"1800677","0.15625","0.15625","0.15625"
"1810604","0.3125","0.3125","0.3125"
"1810609","0.25","0.25","0.25"
"1810623","0.09375","0.09375","0.09375"
"1810631","0.28125","0.28125","0.28125"
"1810634","0.15625","0.15625","0.15625"
"1810768","0.15625","0.15625","0.15625"
"1820604","0.21875","0.21875","0.21875"
"1820640","0.28125","0.28125","0.28125"
"1820642","0.15625","0.15625","0.15625"
"1820645","0.09375","0.09375","0.09375"
"1820655","0.1875","0.1875","0.1875"
"1820659","0.25","0.25","0.25"
"1830618","0.21875","0.21875","0.21875"
"1830626","0.21875","0.21875","0.21875"
"1830631","0.125","0.125","0.125"
"1830632","0.21875","0.21875","0.21875"
"1830645","0.1875","0.1875","0.1875"
"1830655","0.21875","0.21875","0.21875"
"1840620","0.3125","0.3125","0.3125"
"1840626","0.15625","0.15625","0.15625"
"1840627","0.25","0.25","0.25"
"1840639","0.21875","0.21875","0.21875"
"1840646","0.1875","0.1875","0.1875"
"1840707","0.25","0.25","0.25"
"1850610","0.21875","0.21875","0.21875"
"1850626","0.3125","0.3125","0.3125"
"1850642","0.21875","0.21875","0.21875"
"1850650","0.28125","0.28125","0.28125"
"1850654","0.1875","0.1875","0.1875"
"1850670","0.3125","0.3125","0.3125"
"1860600","0.3125","0.3125","0.3125"
"1860608","0.25","0.25","0.25"
"1860616","0.25","0.25","0.25"
"1860643","0.3125","0.3125","0.3125"
"1860644","0.21875","0.21875","0.21875"
"1860658","0.09375","0.09375","0.09375"
"1870607","0.25","0.125","0.375"
"1870631","0.3125","0.3125","0.3125"
"1870640","0.21875","0.21875","0.21875"
"1870642","0.1875","0.1875","0.1875"
"1870652","0.21875","0.21875","0.21875"
"1880600","0.125","0.125","0.125"
"1880601","0.3125","0.3125","0.3125"
"1880611","0.15625","0.15625","0.15625"
"1880622","0.09375","0.09375","0.09375"
"1880624","0.3125","0.3125","0.3125"
"1880678","0.15625","0.15625","0.15625"
"1890602","0.25","0.25","0.25"
"1890605","0.40625","0.40625","0.40625"
"1890630","0.34375","0.34375","0.34375"
"1890637","0.15625","0.125","0.1875"
"1890640","0.25","0.25","0.25"
"1900603","0.1875","0.1875","0.1875"
"1900612","0.28125","0.28125","0.28125"
"1900616","0.125","0.125","0.125"
"1900619","0.125","0.125","0.125"
"1900625","0.125","0.125","0.125"
"1900630","0.1875","0.1875","0.1875"
"1910603","0.21875","0.21875","0.21875"
"1910609","0.125","0.125","0.125"
"1910621","0.34375","0.34375","0.34375"
"1910624","0.28125","0.28125","0.28125"
"1910626","0.09375","0.09375","0.09375"
"1910650","0.28125","0.28125","0.28125"
"1920608","0.1875","0.1875","0.1875"
"1920614","0.234375","0.21875","0.25"
"1920616","0.15625","0.15625","0.15625"
"1920619","0.25","0.25","0.25"
"1920692","0.3125","0.3125","0.3125"
"1930606","0.203125","0.1875","0.21875"
"1930620","0.28125","0.28125","0.28125"
"1930626","0.15625","0.15625","0.15625"
"1930631","0.15625","0.15625","0.15625"
"1930648","0.25","0.25","0.25"
"1940605","0.5","0.5","0.5"
"1940618","0.15625","0.15625","0.15625"
"1940622","0.25","0.25","0.25"
"1940631","0.15625","0.15625","0.15625"
"1940701","0.1875","0.1875","0.1875"
"1940732","0.09375","0.09375","0.09375"
"1950602","0.34375","0.34375","0.34375"
"1950610","0.40625","0.40625","0.40625"
"1950614","0.09375","0.09375","0.09375"
"1950619","0.1875","0.1875","0.1875"
"1950620","0.25","0.25","0.25"
"1950648","0.25","0.25","0.25"
"1960610","0.25","0.25","0.25"
"1960615","0.375","0.375","0.375"
"1960616","0.3125","0.3125","0.3125"
"1960618","0.4375","0.4375","0.4375"
"1960632","0.125","0.125","0.125"
"1960635","0.1875","0.1875","0.1875"
"1970608","0.1875","0.1875","0.1875"
"1970612","0.21875","0.21875","0.21875"
"1970617","0.15625","0.15625","0.15625"
"1970648","0.3125","0.3125","0.3125"
"1970650","0.25","0.25","0.25"
"1970660","0.3125","0.3125","0.3125"
"1980620","0.234375","0.09375","0.375"
"1980631","0.28125","0.28125","0.28125"
"1980638","0.3125","0.3125","0.3125"
"1980643","0.3125","0.3125","0.3125"
"1980646","0.25","0.25","0.25"
"1990613","0.28125","0.28125","0.28125"
"1990615","0.15625","0.15625","0.15625"
"1990622","0.25","0.25","0.25"
"1990631","0.28125","0.28125","0.28125"
"1990640","0.15625","0.15625","0.15625"
"1990648","0.3125","0.3125","0.3125"
"2000605","0.4375","0.4375","0.4375"
"2000614","0.3125","0.3125","0.3125"
"2000627","0.1875","0.1875","0.1875"
"2000634","0.21875","0.21875","0.21875"
"2000636","0.25","0.25","0.25"
"2000663","0.375","0.375","0.375"
"2010603","0.28125","0.28125","0.28125"
"2010606","0.1875","0.1875","0.1875"
"2010619","0.3125","0.3125","0.3125"
"2010625","0.4375","0.4375","0.4375"
"2010637","0.34375","0.34375","0.34375"
"2010661","0.3125","0.3125","0.3125"
"2020602","0.1875","0.1875","0.1875"
"2020611","0.25","0.25","0.25"
"2020612","0.1875","0.1875","0.1875"
"2020645","0.25","0.25","0.25"
"2020654","0.28125","0.28125","0.28125"
"2020725","0.15625","0.15625","0.15625"
"2030601","0.34375","0.34375","0.34375"
"2030621","0.21875","0.21875","0.21875"
"2030630","0.09375","0.09375","0.09375"
"2030638","0.28125","0.28125","0.28125"
"2030666","0.34375","0.34375","0.34375"
"2030676","0.125","0.125","0.125"
"2040607","0.34375","0.34375","0.34375"
"2040611","0.15625","0.15625","0.15625"
"2040621","0.1875","0.1875","0.1875"
"2040641","0.28125","0.28125","0.28125"
"2040657","0.21875","0.21875","0.21875"
"2040664","0.1875","0.1875","0.1875"
"2050601","0.15625","0.15625","0.15625"
"2050620","0.1875","0.1875","0.1875"
"2050630","0.34375","0.34375","0.34375"
"2050644","0.3125","0.3125","0.3125"
"2050647","0.21875","0.21875","0.21875"
"2050661","0.25","0.25","0.25"
"2060604","0.25","0.25","0.25"
"2060608","0.4375","0.4375","0.4375"
"2060609","0.21875","0.21875","0.21875"
"2060628","0.28125","0.28125","0.28125"
"2060663","0.125","0.125","0.125"
"2060734","0.375","0.375","0.375"
"2070606","0.25","0.25","0.25"
"2070611","0.3125","0.3125","0.3125"
"2070617","0.21875","0.21875","0.21875"
"2070624","0.28125","0.28125","0.28125"
"2070635","0.34375","0.34375","0.34375"
"2070638","0.125","0.125","0.125"
"2080601","0.21875","0.21875","0.21875"
"2080603","0.125","0.125","0.125"
"2080607","0.25","0.25","0.25"
"2080619","0.28125","0.28125","0.28125"
"2080642","0.40625","0.40625","0.40625"
"2080665","0.1875","0.1875","0.1875"
"2090607","0.34375","0.34375","0.34375"
"2090612","0.125","0.125","0.125"
"2090617","0.28125","0.28125","0.28125"
"2090627","0.25","0.25","0.25"
"2090629","0.34375","0.34375","0.34375"
"2090637","0.15625","0.15625","0.15625"
"2100609","0.25","0.25","0.25"
"2100633","0.3125","0.3125","0.3125"
"2100634","0.375","0.375","0.375"
"2100645","0.34375","0.34375","0.34375"
"2100647","0.25","0.25","0.25"
"2100737","0.34375","0.34375","0.34375"
"2110615","0.296875","0.15625","0.4375"
"2110641","0.1875","0.1875","0.1875"
"2110651","0.28125","0.28125","0.28125"
"2110657","0.21875","0.21875","0.21875"
"2110692","0.125","0.125","0.125"
"2120603","0.28125","0.28125","0.28125"
"2120623","0.28125","0.28125","0.28125"
"2120631","0.3125","0.3125","0.3125"
"2120633","0.1875","0.1875","0.1875"
"2120636","0.125","0.125","0.125"
"2120638","0.15625","0.15625","0.15625"
"2130618","0.28125","0.28125","0.28125"
"2130636","0.15625","0.15625","0.15625"
"2130646","0.1875","0.1875","0.1875"
"2130647","0.28125","0.28125","0.28125"
"2130686","0.125","0.125","0.125"
"2130703","0.28125","0.28125","0.28125"
"2140609","0.40625","0.40625","0.40625"
"2140616","0.28125","0.21875","0.34375"
"2140625","0.21875","0.21875","0.21875"
"2140640","0.34375","0.34375","0.34375"
"2140719","0.25","0.25","0.25"
"2150601","0.21875","0.21875","0.21875"
"2150604","0.25","0.25","0.25"
"2150611","0.34375","0.34375","0.34375"
"2150625","0.296875","0.28125","0.3125"
"2150634","0.34375","0.34375","0.34375"
"2160607","0.21875","0.21875","0.21875"
"2160618","0.34375","0.34375","0.34375"
"2160628","0.21875","0.21875","0.21875"
"2160635","0.3125","0.3125","0.3125"
"2160637","0.25","0.25","0.25"
"2160645","0.3125","0.3125","0.3125"
"2170602","0.25","0.25","0.25"
"2170608","0.4375","0.4375","0.4375"
"2170634","0.25","0.25","0.25"
"2170644","0.3125","0.3125","0.3125"
"2170648","0.34375","0.34375","0.34375"
"2170670","0.25","0.25","0.25"
"2180605","0.40625","0.40625","0.40625"
"2180609","0.21875","0.21875","0.21875"
"2180615","0.28125","0.28125","0.28125"
"2180620","0.25","0.25","0.25"
"2180658","0.125","0.125","0.125"
"2180750","0.21875","0.21875","0.21875"
"2190602","0.40625","0.40625","0.40625"
"2190612","0.15625","0.15625","0.15625"
"2190624","0.3125","0.3125","0.3125"
"2190659","0.15625","0.15625","0.15625"
"2190660","0.28125","0.28125","0.28125"
"2190678","0.25","0.25","0.25"
"2200612","0.125","0.125","0.125"
"2200623","0.09375","0.09375","0.09375"
"2200628","0.21875","0.21875","0.21875"
"2200631","0.40625","0.40625","0.40625"
"2200654","0.40625","0.40625","0.40625"
"2200696","0.3125","0.3125","0.3125"
"2210602","0.28125","0.28125","0.28125"
"2210605","0.3125","0.3125","0.3125"
"2210625","0.15625","0.15625","0.15625"
"2210633","0.21875","0.21875","0.21875"
"2210639","0.40625","0.40625","0.40625"
"2210700","0.3125","0.3125","0.3125"
"2220602","0.375","0.375","0.375"
"2220603","0.28125","0.28125","0.28125"
"2220612","0.125","0.125","0.125"
"2220629","0.25","0.25","0.25"
"2220639","0.28125","0.28125","0.28125"
"2220645","0.28125","0.28125","0.28125"
"2230610","0.3125","0.3125","0.3125"
"2230613","0.5","0.5","0.5"
"2230614","0.28125","0.28125","0.28125"
"2230630","0.21875","0.21875","0.21875"
"2230634","0.21875","0.21875","0.21875"
"2230709","0.125","0.125","0.125"
"2240632","0.25","0.25","0.25"
"2240633","0.25","0.25","0.25"
"2240639","0.34375","0.34375","0.34375"
"2240642","0.125","0.125","0.125"
"2240648","0.34375","0.34375","0.34375"
"2240649","0.40625","0.40625","0.40625"
"2250604","0.203125","0.15625","0.25"
"2250612","0.21875","0.21875","0.21875"
"2250637","0.3125","0.3125","0.3125"
"2250645","0.375","0.375","0.375"
"2250659","0.21875","0.21875","0.21875"
"2260601","0.28125","0.28125","0.28125"
"2260617","0.3125","0.3125","0.3125"
"2260625","0.21875","0.21875","0.21875"
"2260641","0.21875","0.21875","0.21875"
"2260645","0.125","0.125","0.125"
"2260658","0.25","0.25","0.25"
"2270606","0.21875","0.21875","0.21875"
"2270617","0.25","0.25","0.25"
"2270618","0.3125","0.3125","0.3125"
"2270625","0.4375","0.4375","0.4375"
"2270651","0.21875","0.21875","0.21875"
"2270683","0.25","0.25","0.25"
"2280602","0.3125","0.3125","0.3125"
"2280616","0.25","0.25","0.25"
"2280620","0.15625","0.15625","0.15625"
"2280634","0.34375","0.34375","0.34375"
"2280635","0.25","0.25","0.25"
"2280646","0.28125","0.28125","0.28125"
"2290607","0.46875","0.46875","0.46875"
"2290608","0.28125","0.28125","0.28125"
"2290621","0.125","0.125","0.125"
"2290627","0.21875","0.21875","0.21875"
"2290650","0.21875","0.21875","0.21875"
"2290654","0.3125","0.3125","0.3125"
"2300602","0.1875","0.1875","0.1875"
"2300603","0.375","0.375","0.375"
"2300611","0.25","0.25","0.25"
"2300627","0.4375","0.4375","0.4375"
"2300637","0.375","0.375","0.375"
"2300697","0.3125","0.3125","0.3125"
"2310608","0.171875","0.15625","0.1875"
"2310632","0.15625","0.15625","0.15625"
"2310650","0.21875","0.21875","0.21875"
"2310695","0.25","0.25","0.25"
"2310757","0.375","0.375","0.375"
"2320603","0.21875","0.21875","0.21875"
"2320607","0.21875","0.21875","0.21875"
"2320623","0.125","0.125","0.125"
"2320627","0.1875","0.1875","0.1875"
"2320666","0.25","0.25","0.25"
"2320693","0.15625","0.15625","0.15625"
"2330603","0.21875","0.21875","0.21875"
"2330611","0.25","0.25","0.25"
"2330627","0.1875","0.1875","0.1875"
"2330667","0.3125","0.3125","0.3125"
"2330673","0.34375","0.34375","0.34375"
"2330677","0.28125","0.28125","0.28125"
"2340604","0.21875","0.21875","0.21875"
"2340624","0.25","0.25","0.25"
"2340653","0.296875","0.28125","0.3125"
"2340668","0.1875","0.1875","0.1875"
"2340694","0.25","0.25","0.25"
"2350604","0.5","0.5","0.5"
"2350609","0.1875","0.1875","0.1875"
"2350612","0.21875","0.21875","0.21875"
"2350626","0.46875","0.46875","0.46875"
"2350632","0.34375","0.34375","0.34375"
"2350662","0.21875","0.21875","0.21875"
"2360606","0.40625","0.40625","0.40625"
"2360611","0.34375","0.34375","0.34375"
"2360639","0.265625","0.1875","0.34375"
"2360646","0.34375","0.34375","0.34375"
"2360678","0.40625","0.40625","0.40625"
"2370607","0.5","0.5","0.5"
"2370609","0.3125","0.3125","0.3125"
"2370615","0.25","0.25","0.25"
"2370620","0.40625","0.40625","0.40625"
"2370644","0.21875","0.21875","0.21875"
"2370654","0.34375","0.34375","0.34375"
"2380614","0.375","0.375","0.375"
"2380620","0.296875","0.21875","0.375"
"2380629","0.40625","0.40625","0.40625"
"2380658","0.34375","0.34375","0.34375"
"2380705","0.25","0.25","0.25"
"2390600","0.1875","0.1875","0.1875"
"2390601","0.25","0.25","0.25"
"2390610","0.1875","0.1875","0.1875"
"2390624","0.25","0.25","0.25"
"2390654","0.21875","0.21875","0.21875"
"2390701","0.3125","0.3125","0.3125"
"2400600","0.21875","0.21875","0.21875"
"2400616","0.3125","0.3125","0.3125"
"2400621","0.5","0.5","0.5"
"2400638","0.328125","0.28125","0.375"
"2400652","0.09375","0.09375","0.09375"
"2410626","0.3125","0.3125","0.3125"
"2410647","0.125","0.125","0.125"
"2410650","0.34375","0.34375","0.34375"
"2410657","0.1875","0.1875","0.1875"
"2410666","0.34375","0.34375","0.34375"
"2410682","0.25","0.25","0.25"
"2420614","0.28125","0.28125","0.28125"
"2420643","0.15625","0.15625","0.15625"
"2420656","0.375","0.375","0.375"
"2420664","0.25","0.25","0.25"
"2420667","0.125","0.125","0.125"
"2420682","0.25","0.25","0.25"
"2430609","0.375","0.375","0.375"
"2430616","0.28125","0.28125","0.28125"
"2430620","0.15625","0.15625","0.15625"
"2430627","0.203125","0.125","0.28125"
"2430631","0.28125","0.28125","0.28125"
"2440600","0.25","0.25","0.25"
"2440635","0.40625","0.40625","0.40625"
"2440643","0.25","0.25","0.25"
"2440648","0.34375","0.34375","0.34375"
"2440686","0.25","0.25","0.25"
"2440695","0.3125","0.3125","0.3125"
"2450619","0.21875","0.21875","0.21875"
"2450622","0.3125","0.3125","0.3125"
"2450630","0.28125","0.28125","0.28125"
"2450645","0.1875","0.1875","0.1875"
"2450654","0.4375","0.4375","0.4375"
"2450667","0.4375","0.4375","0.4375"
"2460608","0.53125","0.53125","0.53125"
"2460615","0.25","0.25","0.25"
"2460627","0.25","0.25","0.25"
"2460629","0.3125","0.3125","0.3125"
"2460632","0.1875","0.1875","0.1875"
"2460640","0.21875","0.21875","0.21875"
"2470601","0.40625","0.40625","0.40625"
"2470612","0.1875","0.1875","0.1875"
"2470634","0.28125","0.28125","0.28125"
"2470642","0.21875","0.21875","0.21875"
"2470652","0.25","0.25","0.25"
"2470667","0.21875","0.21875","0.21875"
"2480603","0.3125","0.3125","0.3125"
"2480610","0.28125","0.28125","0.28125"
"2480612","0.40625","0.40625","0.40625"
"2480628","0.125","0.125","0.125"
"2480629","0.1875","0.1875","0.1875"
"2490604","0.28125","0.28125","0.28125"
"2490605","0.28125","0.28125","0.28125"
"2490620","0.3125","0.3125","0.3125"
"2490629","0.34375","0.34375","0.34375"
"2490664","0.15625","0.15625","0.15625"
"2490667","0.34375","0.34375","0.34375"
"2500603","0.125","0.125","0.125"
"2500604","0.1875","0.1875","0.1875"
"2500624","0.34375","0.34375","0.34375"
"2500632","0.15625","0.15625","0.15625"
"2500637","0.40625","0.40625","0.40625"
"2500663","0.34375","0.34375","0.34375"
"2510628","0.3125","0.3125","0.3125"
"2510638","0.1875","0.1875","0.1875"
"2510646","0.28125","0.25","0.3125"
"2510656","0.25","0.25","0.25"
"2510702","0.1875","0.1875","0.1875"
"2520603","0.28125","0.28125","0.28125"
"2520611","0.125","0.125","0.125"
"2520615","0.21875","0.21875","0.21875"
"2520616","0.25","0.25","0.25"
"2520624","0.28125","0.28125","0.28125"
"2520629","0.5625","0.5625","0.5625"
"2530611","0.15625","0.15625","0.15625"
"2530627","0.25","0.25","0.25"
"2530629","0.46875","0.46875","0.46875"
"2530641","0.28125","0.28125","0.28125"
"2530642","0.40625","0.40625","0.40625"
"2530652","0.25","0.25","0.25"
"2540600","0.21875","0.21875","0.21875"
"2540607","0.3125","0.3125","0.3125"
"2540608","0.28125","0.28125","0.28125"
"2540617","0.3125","0.3125","0.3125"
"2540680","0.28125","0.28125","0.28125"
"2540688","0.28125","0.28125","0.28125"
"2550609","0.3125","0.3125","0.3125"
"2550615","0.21875","0.21875","0.21875"
"2550632","0.3125","0.3125","0.3125"
"2550635","0.1875","0.1875","0.1875"
