"Step","Group: terran_10_vs_11_QMIX - win_rate","Group: terran_10_vs_11_QMIX - win_rate__MIN","Group: terran_10_vs_11_QMIX - win_rate__MAX"
"1590193","0.03125","0.03125","0.03125"
"1600000","0","0","0"
"1600005","0","0","0"
"1600009","0.03125","0.03125","0.03125"
"1600027","0.0625","0.0625","0.0625"
"1600037","0.03125","0.03125","0.03125"
"1610007","0","0","0"
"1610023","0.03125","0.03125","0.03125"
"1610027","0","0","0"
"1610029","0","0","0"
"1610066","0","0","0"
"1610074","0.09375","0.09375","0.09375"
"1620007","0","0","0"
"1620009","0","0","0"
"1620017","0.03125","0.03125","0.03125"
"1620018","0.03125","0.03125","0.03125"
"1620025","0.046875","0.03125","0.0625"
"1630006","0","0","0"
"1630012","0","0","0"
"1630022","0","0","0"
"1630031","0.03125","0.03125","0.03125"
"1630106","0.03125","0.03125","0.03125"
"1630141","0.0625","0.0625","0.0625"
"1640002","0.03125","0.03125","0.03125"
"1640011","0.09375","0.09375","0.09375"
"1640020","0.09375","0.09375","0.09375"
"1640031","0.0625","0.0625","0.0625"
"1640037","0.09375","0.09375","0.09375"
"1640079","0","0","0"
"1650010","0.03125","0.03125","0.03125"
"1650016","0.15625","0.15625","0.15625"
"1650020","0","0","0"
"1650021","0.015625","0","0.03125"
"1650036","0","0","0"
"1660021","0.03125","0.03125","0.03125"
"1660026","0","0","0"
"1660033","0","0","0"
"1660042","0","0","0"
"1660049","0","0","0"
"1660050","0","0","0"
"1670002","0","0","0"
"1670013","0.0625","0.0625","0.0625"
"1670018","0.0625","0.0625","0.0625"
"1670023","0.03125","0.03125","0.03125"
"1670043","0.03125","0.03125","0.03125"
"1670052","0.0625","0.0625","0.0625"
"1680010","0","0","0"
"1680014","0.03125","0.03125","0.03125"
"1680016","0.03125","0.03125","0.03125"
"1680023","0","0","0"
"1680032","0","0","0"
"1680042","0.03125","0.03125","0.03125"
"1690003","0","0","0"
"1690013","0","0","0"
"1690014","0","0","0"
"1690019","0","0","0"
"1690020","0","0","0"
"1690041","0.03125","0.03125","0.03125"
"1700000","0","0","0"
"1700017","0.0625","0.0625","0.0625"
"1700020","0","0","0"
"1700033","0.0625","0.0625","0.0625"
"1700050","0.03125","0.03125","0.03125"
"1700074","0.03125","0.03125","0.03125"
"1710004","0","0","0"
"1710006","0","0","0"
"1710012","0.03125","0","0.0625"
"1710019","0.03125","0.03125","0.03125"
"1710039","0.03125","0.03125","0.03125"
"1720003","0","0","0"
"1720011","0.03125","0.03125","0.03125"
"1720016","0","0","0"
"1720020","0.03125","0.03125","0.03125"
"1720149","0","0","0"
"1730011","0","0","0"
"1730018","0","0","0"
"1730030","0.03125","0.03125","0.03125"
"1730045","0.03125","0.03125","0.03125"
"1730052","0.03125","0.03125","0.03125"
"1730054","0.03125","0.03125","0.03125"
"1740001","0","0","0"
"1740016","0","0","0"
"1740017","0","0","0"
"1740023","0","0","0"
"1740026","0.015625","0","0.03125"
"1750015","0","0","0"
"1750019","0.03125","0.03125","0.03125"
"1750025","0.03125","0.03125","0.03125"
"1750028","0.0625","0.0625","0.0625"
"1750035","0.03125","0.03125","0.03125"
"1750073","0","0","0"
"1760010","0.015625","0","0.03125"
"1760021","0","0","0"
"1760025","0","0","0"
"1760027","0","0","0"
"1760032","0.0625","0.0625","0.0625"
"1770000","0","0","0"
"1770008","0","0","0"
"1770018","0","0","0"
"1770019","0.03125","0.03125","0.03125"
"1770022","0.03125","0.03125","0.03125"
"1770046","0.03125","0.03125","0.03125"
"1780007","0","0","0"
"1780024","0.125","0.125","0.125"
"1780032","0","0","0"
"1780034","0.0625","0.0625","0.0625"
"1780040","0.03125","0.03125","0.03125"
"1780075","0","0","0"
"1790007","0","0","0"
"1790019","0","0","0"
"1790020","0.03125","0.03125","0.03125"
"1790024","0","0","0"
"1790035","0.03125","0.03125","0.03125"
"1790036","0.0625","0.0625","0.0625"
"1800021","0.09375","0.09375","0.09375"
"1800024","0","0","0"
"1800027","0.0625","0.0625","0.0625"
"1800043","0.0625","0.0625","0.0625"
"1800044","0","0","0"
"1800045","0.0625","0.0625","0.0625"
"1810000","0","0","0"
"1810004","0.03125","0.03125","0.03125"
"1810006","0","0","0"
"1810027","0.03125","0.03125","0.03125"
"1810039","0.0625","0.0625","0.0625"
"1810045","0","0","0"
"1820011","0.03125","0.03125","0.03125"
"1820018","0.015625","0","0.03125"
"1820020","0.03125","0.03125","0.03125"
"1820036","0.03125","0.03125","0.03125"
"1820037","0","0","0"
"1830004","0","0","0"
"1830008","0","0","0"
"1830018","0","0","0"
"1830022","0.09375","0.09375","0.09375"
"1830034","0","0","0"
"1830080","0.03125","0.03125","0.03125"
"1840003","0","0","0"
"1840009","0","0","0"
"1840011","0","0","0"
"1840012","0.03125","0.03125","0.03125"
"1840058","0","0","0"
"1840189","0.03125","0.03125","0.03125"
"1850000","0","0","0"
"1850006","0.03125","0.03125","0.03125"
"1850031","0.0625","0.0625","0.0625"
"1850053","0","0","0"
"1850058","0","0","0"
"1860008","0.03125","0.03125","0.03125"
"1860012","0","0","0"
"1860013","0","0","0"
"1860029","0.03125","0.03125","0.03125"
"1860035","0.03125","0.03125","0.03125"
"1860054","0.03125","0.03125","0.03125"
"1870012","0.03125","0.03125","0.03125"
"1870023","0","0","0"
"1870025","0.03125","0","0.0625"
"1870028","0","0","0"
"1870063","0.0625","0.0625","0.0625"
"1880004","0","0","0"
"1880021","0","0","0"
"1880024","0","0","0"
"1880039","0.0625","0.0625","0.0625"
"1880040","0","0","0"
"1880045","0.03125","0.03125","0.03125"
"1890001","0.0625","0.0625","0.0625"
"1890023","0.03125","0.03125","0.03125"
"1890031","0.03125","0.03125","0.03125"
"1890038","0","0","0"
"1890039","0.0625","0.0625","0.0625"
"1890042","0","0","0"
"1900008","0.03125","0.03125","0.03125"
"1900031","0.03125","0.03125","0.03125"
"1900034","0","0","0"
"1900037","0.015625","0","0.03125"
"1900039","0","0","0"
"1910004","0","0","0"
"1910022","0","0","0"
"1910023","0.0625","0.0625","0.0625"
"1910028","0.09375","0.09375","0.09375"
"1910029","0","0","0"
"1910047","0.0625","0.0625","0.0625"
"1920001","0.0625","0.0625","0.0625"
"1920003","0","0","0"
"1920023","0","0","0"
"1920024","0","0","0"
"1920025","0","0","0"
"1920036","0","0","0"
"1930006","0.03125","0.03125","0.03125"
"1930017","0","0","0"
"1930025","0","0","0"
"1930028","0","0","0"
"1930037","0.03125","0.03125","0.03125"
"1930058","0.03125","0.03125","0.03125"
"1940002","0","0","0"
"1940003","0","0","0"
"1940009","0.03125","0.03125","0.03125"
"1940011","0","0","0"
"1940013","0.09375","0.09375","0.09375"
"1940054","0.0625","0.0625","0.0625"
"1950012","0","0","0"
"1950015","0","0","0"
"1950037","0","0","0"
"1950038","0.03125","0.03125","0.03125"
"1950039","0","0","0"
"1950076","0.0625","0.0625","0.0625"
"1960013","0.03125","0.03125","0.03125"
"1960024","0","0","0"
"1960025","0.03125","0.03125","0.03125"
"1960026","0","0","0"
"1960032","0.03125","0.03125","0.03125"
"1960088","0.09375","0.09375","0.09375"
"1970016","0.03125","0.03125","0.03125"
"1970019","0.09375","0.09375","0.09375"
"1970025","0.03125","0.03125","0.03125"
"1970026","0.03125","0.03125","0.03125"
"1970042","0","0","0"
"1970089","0","0","0"
"1980001","0.0625","0.0625","0.0625"
"1980011","0","0","0"
"1980020","0","0","0"
"1980027","0","0","0"
"1980034","0.03125","0.03125","0.03125"
"1980063","0","0","0"
"1990028","0","0","0"
"1990029","0","0","0"
"1990034","0","0","0"
"1990040","0.0625","0.0625","0.0625"
"2000018","0.03125","0.03125","0.03125"
"2000021","0","0","0"
"2000029","0","0","0"
"2000031","0","0","0"
"2000033","0.03125","0.03125","0.03125"
"2010002","0","0","0"
"2010006","0","0","0"
"2010024","0","0","0"
"2010025","0.046875","0.03125","0.0625"
"2010035","0.03125","0.03125","0.03125"
"2020001","0.0625","0.0625","0.0625"
"2020010","0.0625","0.0625","0.0625"
"2020020","0","0","0"
"2020030","0","0","0"
"2020044","0.0625","0.0625","0.0625"
"2020050","0","0","0"
"2030007","0.046875","0.03125","0.0625"
"2030012","0","0","0"
"2030021","0.125","0.125","0.125"
"2030032","0.03125","0.03125","0.03125"
"2030070","0.0625","0.0625","0.0625"
"2040037","0.09375","0.09375","0.09375"
"2040044","0.03125","0.03125","0.03125"
"2040057","0.125","0.125","0.125"
"2040063","0","0","0"
"2040074","0.03125","0.03125","0.03125"
"2040086","0.03125","0.03125","0.03125"
"2050009","0.0625","0.0625","0.0625"
"2050013","0","0","0"
"2050017","0.03125","0","0.0625"
"2050029","0.09375","0.09375","0.09375"
"2060002","0.03125","0.03125","0.03125"
"2060015","0.03125","0.03125","0.03125"
"2060028","0.0625","0.0625","0.0625"
"2060035","0","0","0"
"2060071","0","0","0"
"2060072","0.15625","0.15625","0.15625"
"2070009","0","0","0"
"2070020","0.09375","0.09375","0.09375"
"2070032","0","0","0"
"2070042","0.09375","0.09375","0.09375"
"2070068","0.078125","0.0625","0.09375"
"2080007","0","0","0"
"2080010","0.0625","0.0625","0.0625"
"2080016","0","0","0"
"2080019","0","0","0"
"2080028","0","0","0"
"2080030","0","0","0"
"2090014","0.0625","0.0625","0.0625"
"2090028","0","0","0"
"2090043","0.0625","0.0625","0.0625"
"2090046","0","0","0"
"2090048","0","0","0"
"2100000","0.03125","0.03125","0.03125"
"2100015","0","0","0"
"2100020","0","0","0"
"2100023","0.03125","0.03125","0.03125"
"2100032","0.03125","0.03125","0.03125"
"2100042","0.0625","0.0625","0.0625"
"2110010","0","0","0"
"2110030","0.03125","0.03125","0.03125"
"2110033","0","0","0"
"2110035","0.0625","0.0625","0.0625"
"2110038","0.15625","0.15625","0.15625"
"2110102","0.0625","0.0625","0.0625"
"2120008","0.046875","0","0.09375"
"2120009","0.0625","0.0625","0.0625"
"2120023","0.15625","0.15625","0.15625"
"2120063","0","0","0"
"2120084","0","0","0"
"2130019","0.0625","0.0625","0.0625"
"2130021","0","0","0"
"2130022","0","0","0"
"2130026","0.03125","0.03125","0.03125"
"2130027","0","0","0"
"2130030","0","0","0"
"2140004","0","0","0"
"2140016","0","0","0"
"2140026","0.03125","0.03125","0.03125"
"2140043","0.03125","0.03125","0.03125"
"2140046","0","0","0"
"2140047","0.03125","0.03125","0.03125"
"2150005","0","0","0"
"2150006","0.0625","0.0625","0.0625"
"2150030","0","0","0"
"2150036","0.09375","0.09375","0.09375"
"2150049","0","0","0"
"2150072","0.0625","0.0625","0.0625"
"2160010","0.0625","0.0625","0.0625"
"2160012","0","0","0"
"2160018","0","0","0"
"2160025","0.0625","0.0625","0.0625"
"2160030","0.03125","0.03125","0.03125"
"2160054","0","0","0"
"2170006","0.0625","0.0625","0.0625"
"2170017","0","0","0"
"2170022","0.03125","0.03125","0.03125"
"2170024","0","0","0"
"2170027","0","0","0"
"2170072","0.0625","0.0625","0.0625"
"2180000","0.03125","0.03125","0.03125"
"2180014","0.03125","0.03125","0.03125"
"2180015","0.125","0.125","0.125"
"2180026","0","0","0"
"2180035","0.03125","0.03125","0.03125"
"2180038","0","0","0"
"2190002","0.03125","0.03125","0.03125"
"2190005","0.03125","0.03125","0.03125"
"2190030","0","0","0"
"2190033","0.03125","0.03125","0.03125"
"2190047","0","0","0"
"2190066","0.03125","0.03125","0.03125"
"2200001","0","0","0"
"2200013","0","0","0"
"2200023","0","0","0"
"2200029","0.0625","0.0625","0.0625"
"2200033","0.09375","0.09375","0.09375"
"2200038","0","0","0"
"2210000","0.0625","0.0625","0.0625"
"2210018","0","0","0"
"2210033","0","0","0"
"2210038","0.03125","0.03125","0.03125"
"2210043","0","0","0"
"2210045","0.09375","0.09375","0.09375"
"2220006","0.03125","0.03125","0.03125"
"2220021","0.1875","0.1875","0.1875"
"2220023","0","0","0"
"2220043","0","0","0"
"2220068","0.03125","0.03125","0.03125"
"2220102","0.03125","0.03125","0.03125"
"2230004","0.03125","0.03125","0.03125"
"2230016","0.09375","0.09375","0.09375"
"2230024","0.03125","0.03125","0.03125"
"2230026","0","0","0"
"2230030","0","0","0"
"2230066","0.09375","0.09375","0.09375"
"2240008","0","0","0"
"2240028","0","0","0"
"2240037","0","0","0"
"2240045","0.0625","0.0625","0.0625"
"2240067","0","0","0"
"2240100","0.0625","0.0625","0.0625"
"2250000","0","0","0"
"2250006","0","0","0"
"2250007","0","0","0"
"2250012","0.03125","0.03125","0.03125"
"2250037","0","0","0"
"2260012","0.03125","0.03125","0.03125"
"2260019","0","0","0"
"2260032","0.09375","0.09375","0.09375"
"2260035","0.03125","0.03125","0.03125"
"2260041","0.0625","0.0625","0.0625"
"2260064","0.0625","0.0625","0.0625"
"2270001","0","0","0"
"2270003","0.03125","0.03125","0.03125"
"2270010","0.03125","0.03125","0.03125"
"2270018","0.03125","0.03125","0.03125"
"2270032","0","0","0"
"2270058","0","0","0"
"2280013","0.09375","0.09375","0.09375"
"2280024","0.0625","0.03125","0.09375"
"2280031","0","0","0"
"2280039","0","0","0"
"2280113","0.0625","0.0625","0.0625"
"2290007","0.03125","0.03125","0.03125"
"2290009","0","0","0"
"2290012","0","0","0"
"2290019","0.09375","0.09375","0.09375"
"2290025","0","0","0"
"2290043","0.03125","0.03125","0.03125"
"2300013","0","0","0"
"2300019","0","0","0"
"2300031","0.09375","0.09375","0.09375"
"2300034","0","0","0"
"2300056","0.03125","0.03125","0.03125"
"2300185","0.0625","0.0625","0.0625"
"2310005","0","0","0"
"2310014","0","0","0"
"2310025","0","0","0"
"2310029","0","0","0"
"2310034","0.09375","0.09375","0.09375"
"2310047","0.03125","0.03125","0.03125"
"2320007","0.0625","0.0625","0.0625"
"2320016","0","0","0"
"2320025","0","0","0"
"2320026","0.09375","0.09375","0.09375"
"2320035","0","0","0"
"2320049","0.0625","0.0625","0.0625"
"2330013","0","0","0"
"2330024","0","0","0"
"2330031","0.03125","0.03125","0.03125"
"2330047","0","0","0"
"2330048","0.03125","0.03125","0.03125"
"2330085","0","0","0"
"2340011","0.03125","0.03125","0.03125"
"2340022","0.09375","0.09375","0.09375"
"2340039","0","0","0"
"2340071","0","0","0"
"2340084","0.0625","0.0625","0.0625"
"2340087","0","0","0"
"2350000","0","0","0"
"2350005","0.09375","0.09375","0.09375"
"2350017","0.0625","0.0625","0.0625"
"2350030","0","0","0"
"2350032","0","0","0"
"2350046","0","0","0"
"2360010","0.03125","0.03125","0.03125"
"2360013","0","0","0"
"2360016","0.0625","0.0625","0.0625"
"2360021","0","0","0"
"2360028","0","0","0"
"2360034","0.03125","0.03125","0.03125"
"2370003","0","0","0"
"2370015","0.09375","0.09375","0.09375"
"2370016","0","0","0"
"2370020","0","0","0"
"2370032","0","0","0"
"2370043","0","0","0"
"2380013","0.03125","0.03125","0.03125"
"2380015","0","0","0"
"2380020","0","0","0"
"2380041","0","0","0"
"2380045","0.03125","0.03125","0.03125"
"2380068","0","0","0"
"2390013","0.03125","0.03125","0.03125"
"2390014","0","0","0"
"2390015","0.03125","0.03125","0.03125"
"2390030","0.03125","0.03125","0.03125"
"2390032","0.0625","0.0625","0.0625"
"2400005","0","0","0"
"2400007","0.010416666666666666","0","0.03125"
"2400029","0.0625","0.0625","0.0625"
"2400039","0.0625","0.0625","0.0625"
"2410007","0","0","0"
"2410012","0.03125","0.03125","0.03125"
"2410016","0","0","0"
"2410020","0","0","0"
"2410032","0","0","0"
"2410059","0.125","0.125","0.125"
"2420001","0.03125","0.03125","0.03125"
"2420003","0.03125","0.03125","0.03125"
"2420010","0","0","0"
"2420021","0.09375","0.09375","0.09375"
"2420027","0","0","0"
"2420075","0","0","0"
"2430001","0","0","0"
"2430002","0","0","0"
"2430006","0","0","0"
"2430007","0","0","0"
"2430030","0","0","0"
"2430047","0","0","0"
"2440021","0","0","0"
"2440034","0","0","0"
"2440035","0.03125","0.03125","0.03125"
"2440040","0.0625","0.0625","0.0625"
"2440042","0.09375","0.09375","0.09375"
"2440045","0.03125","0.03125","0.03125"
"2450000","0","0","0"
"2450004","0.125","0.125","0.125"
"2450005","0","0","0"
"2450012","0.0625","0.0625","0.0625"
"2450041","0","0","0"
"2450052","0","0","0"
"2460030","0.03125","0.03125","0.03125"
"2460031","0","0","0"
"2460038","0","0","0"
"2460048","0.03125","0.03125","0.03125"
"2460057","0","0","0"
"2460121","0","0","0"
"2470000","0","0","0"
"2470004","0","0","0"
"2470013","0.0625","0.0625","0.0625"
"2470015","0","0","0"
"2470034","0.03125","0.03125","0.03125"
"2470040","0","0","0"
"2480014","0","0","0"
"2480017","0","0","0"
"2480021","0","0","0"
"2480064","0.03125","0.03125","0.03125"
"2480093","0.03125","0.03125","0.03125"
"2480094","0","0","0"
"2490001","0","0","0"
"2490002","0.03125","0.03125","0.03125"
"2490013","0","0","0"
"2490028","0","0","0"
"2490032","0","0","0"
"2490059","0.03125","0.03125","0.03125"
"2500021","0","0","0"
"2500027","0","0","0"
"2500033","0","0","0"
"2500037","0","0","0"
"2500056","0","0","0"
"2500074","0.0625","0.0625","0.0625"
"2510003","0","0","0"
"2510019","0","0","0"
"2510021","0.03125","0.03125","0.03125"
"2510029","0.09375","0.09375","0.09375"
"2510050","0.03125","0.03125","0.03125"
"2510051","0.03125","0.03125","0.03125"
"2520001","0.03125","0.03125","0.03125"
"2520020","0.0625","0.0625","0.0625"
"2520027","0.03125","0.03125","0.03125"
"2520031","0.03125","0.03125","0.03125"
"2520048","0.03125","0.03125","0.03125"
"2520131","0.09375","0.09375","0.09375"
"2530017","0","0","0"
"2530026","0.03125","0.03125","0.03125"
"2530040","0.03125","0.03125","0.03125"
"2530042","0.0625","0.0625","0.0625"
"2530060","0","0","0"
"2530112","0.0625","0.0625","0.0625"
"2540001","0","0","0"
"2540014","0","0","0"
"2540016","0.03125","0.03125","0.03125"
"2540022","0","0","0"
"2540023","0","0","0"
"2540029","0","0","0"
"2550006","0","0","0"
"2550010","0.03125","0.03125","0.03125"
"2550028","0","0","0"
"2550032","0","0","0"
"2550034","0.03125","0.03125","0.03125"
"2550046","0","0","0"
"2560000","0","0","0"
"2560023","0","0","0"
"2560030","0.09375","0.09375","0.09375"
"2560042","0.09375","0.09375","0.09375"
"2560061","0.03125","0.03125","0.03125"
"2560093","0","0","0"
"2570008","0","0","0"
"2570011","0.03125","0.03125","0.03125"
"2570024","0","0","0"
"2570026","0","0","0"
"2570038","0","0","0"
"2570060","0.03125","0.03125","0.03125"
"2580007","0","0","0"
"2580011","0","0","0"
"2580031","0","0","0"
"2580033","0","0","0"
"2580040","0.0625","0.0625","0.0625"
"2580051","0.09375","0.09375","0.09375"
"2590002","0","0","0"
"2590005","0.125","0.125","0.125"
"2590013","0","0","0"
"2590016","0","0","0"
"2590017","0","0","0"
"2590032","0.03125","0.03125","0.03125"
"2600004","0","0","0"
"2600008","0","0","0"
"2600011","0.0625","0.0625","0.0625"
"2600015","0","0","0"
"2600025","0","0","0"
"2600034","0","0","0"
"2610001","0.09375","0.09375","0.09375"
"2610002","0","0","0"
"2610007","0","0","0"
"2610028","0","0","0"
"2610048","0","0","0"
"2610057","0","0","0"
"2620006","0","0","0"
"2620007","0","0","0"
"2620022","0","0","0"
"2620023","0.0625","0.0625","0.0625"
"2620031","0","0","0"
"2620040","0","0","0"
"2630002","0","0","0"
"2630012","0","0","0"
"2630022","0.052083333333333336","0","0.15625"
"2630047","0.03125","0.03125","0.03125"
"2640020","0","0","0"
"2640021","0","0","0"
"2640040","0.03125","0.03125","0.03125"
"2640055","0.0625","0.0625","0.0625"
"2640081","0","0","0"
"2640134","0","0","0"
"2650004","0","0","0"
"2650009","0.03125","0.03125","0.03125"
"2650022","0.03125","0.03125","0.03125"
"2650033","0","0","0"
"2650035","0","0","0"
"2650088","0","0","0"
"2660002","0","0","0"
"2660009","0","0","0"
"2660016","0","0","0"
"2660022","0","0","0"
"2660024","0.0625","0.0625","0.0625"
"2660042","0","0","0"
"2670000","0","0","0"
"2670011","0.03125","0.03125","0.03125"
"2670017","0","0","0"
"2670029","0","0","0"
"2670030","0","0","0"
"2670031","0.09375","0.09375","0.09375"
"2680016","0","0","0"
"2680023","0.03125","0.03125","0.03125"
"2680025","0.03125","0.03125","0.03125"
"2680027","0.0625","0.0625","0.0625"
"2680033","0.0625","0.0625","0.0625"
"2680036","0","0","0"
"2690015","0","0","0"
"2690021","0","0","0"
"2690025","0","0","0"
"2690033","0.03125","0.03125","0.03125"
"2690041","0.03125","0.03125","0.03125"
"2690043","0","0","0"
"2700000","0.03125","0.03125","0.03125"
"2700006","0","0","0"
"2700035","0","0","0"
"2700037","0","0","0"
"2700038","0","0","0"
"2700069","0.0625","0.0625","0.0625"
"2710001","0","0","0"
"2710002","0.03125","0.03125","0.03125"
"2710015","0.03125","0.03125","0.03125"
"2710032","0.015625","0","0.03125"
"2710037","0.03125","0.03125","0.03125"
"2720013","0","0","0"
"2720019","0","0","0"
"2720027","0","0","0"
"2720036","0.03125","0.03125","0.03125"
"2720040","0.03125","0.03125","0.03125"
"2720052","0.03125","0.03125","0.03125"
"2730000","0","0","0"
"2730019","0.03125","0.03125","0.03125"
"2730031","0","0","0"
"2730038","0.0625","0.0625","0.0625"
"2730052","0","0","0"
"2730065","0","0","0"
"2740005","0","0","0"
"2740016","0.03125","0.03125","0.03125"
"2740029","0.0625","0.0625","0.0625"
"2740030","0","0","0"
"2740031","0","0","0"
"2740044","0.03125","0.03125","0.03125"
"2750003","0.03125","0.03125","0.03125"
"2750004","0","0","0"
"2750014","0","0","0"
"2750028","0.03125","0.03125","0.03125"
"2750046","0","0","0"
"2750048","0","0","0"
"2760006","0","0","0"
"2760009","0","0","0"
"2760015","0","0","0"
"2760016","0","0","0"
"2760018","0","0","0"
"2760020","0","0","0"
"2770000","0.03125","0.03125","0.03125"
"2770005","0","0","0"
"2770018","0","0","0"
"2770020","0","0","0"
"2770053","0","0","0"
"2770090","0","0","0"
"2780001","0","0","0"
"2780004","0","0","0"
"2780007","0","0","0"
"2780014","0.0625","0.0625","0.0625"
"2780022","0.03125","0.03125","0.03125"
"2780039","0","0","0"
"2790006","0","0","0"
"2790010","0.0625","0.0625","0.0625"
"2790011","0","0","0"
"2790032","0.0625","0.0625","0.0625"
"2790050","0","0","0"
"2800002","0.03125","0.03125","0.03125"
"2800007","0.015625","0","0.03125"
"2800008","0","0","0"
"2800029","0","0","0"
"2800046","0.03125","0.03125","0.03125"
"2810007","0.0625","0.0625","0.0625"
"2810020","0.03125","0.03125","0.03125"
"2810039","0","0","0"
"2810042","0","0","0"
"2810052","0","0","0"
"2810083","0","0","0"
"2820000","0","0","0"
"2820011","0","0","0"
"2820012","0","0","0"
"2820023","0","0","0"
"2820029","0.15625","0.15625","0.15625"
"2820041","0","0","0"
"2830002","0.010416666666666666","0","0.03125"
"2830007","0","0","0"
"2830021","0.03125","0.03125","0.03125"
"2830023","0.09375","0.09375","0.09375"
"2840019","0","0","0"
"2840024","0","0","0"
"2840029","0","0","0"
"2840040","0.03125","0.03125","0.03125"
"2840072","0","0","0"
"2850008","0","0","0"
"2850018","0","0","0"
"2850034","0","0","0"
"2850037","0.03125","0.03125","0.03125"
"2850042","0.03125","0","0.0625"
"2860007","0.03125","0.03125","0.03125"
"2860009","0","0","0"
"2860015","0.078125","0.03125","0.125"
"2860022","0","0","0"
"2860056","0","0","0"
"2870007","0","0","0"
"2870028","0","0","0"
"2870029","0","0","0"
"2870030","0","0","0"
"2870041","0.0625","0.0625","0.0625"
"2880004","0","0","0"
"2880031","0","0","0"
"2880033","0","0","0"
"2880037","0","0","0"
"2880053","0.03125","0.03125","0.03125"
"2880058","0.03125","0.03125","0.03125"
"2890002","0","0","0"
"2890005","0","0","0"
"2890009","0.0625","0.0625","0.0625"
"2890019","0","0","0"
"2890021","0","0","0"
"2900005","0","0","0"
"2900026","0","0","0"
"2900036","0","0","0"
"2900040","0","0","0"
"2900043","0.03125","0.03125","0.03125"
"2900052","0.0625","0.0625","0.0625"
"2910009","0.046875","0","0.09375"
"2910013","0","0","0"
"2910019","0","0","0"
"2910032","0","0","0"
"2910053","0","0","0"
"2920010","0","0","0"
"2920024","0","0","0"
"2920026","0","0","0"
"2920029","0","0","0"
"2920039","0","0","0"
"2920046","0","0","0"
"2930008","0","0","0"
"2930017","0","0","0"
"2930021","0","0","0"
"2930030","0.09375","0.09375","0.09375"
"2930039","0","0","0"
"2930080","0","0","0"
"2940001","0","0","0"
"2940016","0","0","0"
"2940018","0","0","0"
"2940025","0","0","0"
"2940028","0.03125","0.03125","0.03125"
"2940095","0.03125","0.03125","0.03125"
"2950006","0.03125","0.03125","0.03125"
"2950011","0","0","0"
"2950012","0","0","0"
"2950013","0","0","0"
"2950027","0","0","0"
"2950034","0","0","0"
"2960004","0.0625","0.0625","0.0625"
"2960022","0","0","0"
"2960033","0.03125","0.03125","0.03125"
"2960039","0","0","0"
"2960059","0","0","0"
"2970003","0.0625","0.0625","0.0625"
"2970017","0","0","0"
"2970022","0.03125","0.03125","0.03125"
"2970026","0.03125","0.03125","0.03125"
"2970029","0","0","0"
"2970030","0","0","0"
"2980007","0","0","0"
"2980008","0","0","0"
"2980011","0","0","0"
"2980018","0.03125","0.03125","0.03125"
"2980025","0","0","0"
"2990006","0","0","0"
"2990017","0","0","0"
"2990023","0","0","0"
"2990026","0.0625","0.0625","0.0625"
"2990088","0","0","0"
"2990111","0","0","0"
"3000007","0","0","0"
"3000010","0","0","0"
"3000017","0.015625","0","0.03125"
"3000025","0","0","0"
"3000037","0.0625","0.0625","0.0625"
