Wall time,Step,Value
1726864236.741941,38,0.0
1726864445.662671,10069,0.0
1726864646.4990945,20093,0.0
1726864850.0594401,30114,0.0
1726865056.782534,40127,0.0
1726865265.001085,50131,0.0
1726865480.0474465,60136,0.0
1726865693.2655888,70142,0.0
1726865917.4550242,80146,0.0
1726866125.7651415,90159,0.0
1726866351.8710773,100163,0.0
1726866566.0037925,110195,0.0
1726866770.180661,120213,0.0
1726866972.0175986,130250,0.0
1726867187.5847135,140258,0.0
1726867394.7963226,150284,0.0
1726867596.1726558,160285,0.0
1726867806.648053,170317,0.0
1726868024.6808078,180626,0.0
1726868209.9170547,190700,0.0
1726868423.6402752,200741,0.0
1726868627.6551638,210765,0.0
1726868834.9819937,220781,0.0
1726869048.0385785,230791,0.0
1726869256.2025213,240820,0.0
1726869462.3548973,251083,0.0
1726869646.068781,261094,0.0
1726869855.8519628,271110,0.0
1726870059.1136577,281373,0.0
1726870272.8214533,291376,0.0
1726870477.5641315,301387,0.0
1726870685.7271302,311507,0.0
1726870880.2145767,321571,0.0
1726871089.6099873,331581,0.0
1726871250.5595143,341852,0.0
1726871474.7068522,352101,0.0
1726871681.4063668,362262,0.0
1726871873.0844913,372440,0.0
1726872082.6757627,382449,0.0
1726872312.9901254,392803,0.0
1726872537.1189685,402817,0.0
1726872756.1644583,412949,0.0
1726872967.3031278,423047,0.0
1726873144.4628627,433387,0.0
1726873385.9401305,443670,0.0
1726873597.4729514,453697,0.0
1726873796.314439,464012,0.0
1726873974.752422,474225,0.0
1726874184.187465,484308,0.0
1726874395.0827718,494311,0.0
1726874584.759236,504424,0.0
1726874792.6439714,514458,0.0
1726874975.1556454,524608,0.0
1726875138.4063861,534656,0.0
1726875330.6161995,545020,0.0
1726875535.7637038,555185,0.0
1726875747.1601703,565250,0.0
1726875935.9332457,575455,0.0
1726876126.3386786,585800,0.0
1726876329.4639914,595887,0.0
1726876536.0975268,606158,0.0
1726876681.6200948,616366,0.0
1726876870.9607165,626642,0.0
1726877065.652574,636688,0.0
1726877279.4391572,647076,0.0
1726877481.5518143,657287,0.0
1726877678.2468872,667313,0.0
1726877859.5276062,677511,0.0
1726878038.0020874,687775,0.0
1726878241.961867,698089,0.0
1726878476.1282163,708385,0.0
1726878678.8117325,718444,0.0
1726878904.4005191,728672,0.0
1726879089.623658,738773,0.0
1726879302.733916,748965,0.0
1726879494.4170105,758965,0.0
1726879699.9717093,769318,0.0
1726879920.716391,779605,0.0
1726880149.758976,789725,0.0
1726880366.4104013,799978,0.0
1726880573.091001,810208,0.0
1726880794.01446,820257,0.0
1726880972.8358333,830557,0.0
1726881196.421175,840557,0.0
1726881425.3740916,850629,0.0
1726881649.507297,860629,0.0
1726881872.494801,870629,0.0
1726882101.1397624,880629,0.0
1726882331.8322144,891000,0.0
1726882552.1533287,901124,0.0
1726882774.2053647,911124,0.0
