"Step","Group: 3s5z_vs_3s6z_ACORM_WMnocl - win_rate","Group: 3s5z_vs_3s6z_ACORM_WMnocl - win_rate__MIN","Group: 3s5z_vs_3s6z_ACORM_WMnocl - win_rate__MAX"
"1550237","0.625","0.625","0.625"
"1550262","0.09375","0.09375","0.09375"
"1550288","0.25","0.25","0.25"
"1550330","0.15625","0.15625","0.15625"
"1550342","0.53125","0.53125","0.53125"
"1560224","0.46875","0.46875","0.46875"
"1560231","0.0625","0.0625","0.0625"
"1560257","0.78125","0.78125","0.78125"
"1560296","0.09375","0.09375","0.09375"
"1560325","0.59375","0.59375","0.59375"
"1560346","0.0625","0.0625","0.0625"
"1570231","0.71875","0.71875","0.71875"
"1570249","0.6875","0.6875","0.6875"
"1570250","0.5625","0.5625","0.5625"
"1570270","0.03125","0.03125","0.03125"
"1570301","0.71875","0.71875","0.71875"
"1570327","0.0625","0.0625","0.0625"
"1580256","0.15625","0.15625","0.15625"
"1580274","0.59375","0.59375","0.59375"
"1580280","0.21875","0.21875","0.21875"
"1580284","0.75","0.75","0.75"
"1580305","0.375","0.375","0.375"
"1580310","0.21875","0.21875","0.21875"
"1590263","0.6875","0.6875","0.6875"
"1590265","0.03125","0.03125","0.03125"
"1590285","0.78125","0.78125","0.78125"
"1590297","0.46875","0.46875","0.46875"
"1590304","0.03125","0.03125","0.03125"
"1590365","0.65625","0.65625","0.65625"
"1600221","0.875","0.875","0.875"
"1600245","0.5","0.5","0.5"
"1600263","0.8125","0.8125","0.8125"
"1600282","0","0","0"
"1600288","0.5","0.5","0.5"
"1600350","0.03125","0.03125","0.03125"
"1610224","0.0625","0.0625","0.0625"
"1610231","0.34375","0.34375","0.34375"
"1610245","0.75","0.75","0.75"
"1610259","0.34375","0.34375","0.34375"
"1610284","0.09375","0.09375","0.09375"
"1610288","0.75","0.75","0.75"
"1620224","0.5625","0.5625","0.5625"
"1620249","0.8125","0.8125","0.8125"
"1620277","0.171875","0.03125","0.3125"
"1620283","0.6875","0.6875","0.6875"
"1620335","0.03125","0.03125","0.03125"
"1630229","0.09375","0.09375","0.09375"
"1630258","0.34375","0.34375","0.34375"
"1630273","0.03125","0.03125","0.03125"
"1630274","0.75","0.75","0.75"
"1630286","0.9375","0.9375","0.9375"
"1630315","0.0625","0.0625","0.0625"
"1640247","0.59375","0.59375","0.59375"
"1640271","0.65625","0.65625","0.65625"
"1640293","0.15625","0.15625","0.15625"
"1640315","0","0","0"
"1640318","0.3125","0.3125","0.3125"
"1640367","0.125","0.125","0.125"
"1650245","0.21875","0.21875","0.21875"
"1650249","0.5","0.5","0.5"
"1650256","0","0","0"
"1650257","0.125","0.125","0.125"
"1650274","0.5625","0.5625","0.5625"
"1650291","0.75","0.75","0.75"
"1660247","0.5","0.5","0.5"
"1660287","0.625","0.625","0.625"
"1660307","0.09375","0.09375","0.09375"
"1660308","0.46875","0.46875","0.46875"
"1660312","0.25","0.25","0.25"
"1660319","0.46875","0.46875","0.46875"
"1670246","0.34375","0.34375","0.34375"
"1670251","0.390625","0.0625","0.71875"
"1670262","0.3125","0.3125","0.3125"
"1670284","0.5","0.5","0.5"
"1670296","0.0625","0.0625","0.0625"
"1680226","0.53125","0.53125","0.53125"
"1680231","0.40625","0.40625","0.40625"
"1680246","0.359375","0.25","0.46875"
"1680300","0.375","0.375","0.375"
"1680347","0.125","0.125","0.125"
"1690239","0.59375","0.59375","0.59375"
"1690250","0.125","0.125","0.125"
"1690270","0.40625","0.40625","0.40625"
"1690278","0.09375","0.09375","0.09375"
"1690293","0.71875","0.71875","0.71875"
"1690366","0.5","0.5","0.5"
"1700230","0.84375","0.84375","0.84375"
"1700238","0.84375","0.84375","0.84375"
"1700282","0.0625","0.0625","0.0625"
"1700312","0.53125","0.53125","0.53125"
"1700330","0.09375","0.09375","0.09375"
"1700333","0.40625","0.40625","0.40625"
"1710249","0.84375","0.84375","0.84375"
"1710261","0.46875","0.46875","0.46875"
"1710275","0.5625","0.5625","0.5625"
"1710288","0.75","0.75","0.75"
"1710299","0","0","0"
"1710384","0.15625","0.15625","0.15625"
"1720228","0.15625","0.15625","0.15625"
"1720231","0.4375","0.4375","0.4375"
"1720251","0.1875","0.1875","0.1875"
"1720260","0.8125","0.8125","0.8125"
"1720298","0.09375","0.09375","0.09375"
"1720304","0.40625","0.40625","0.40625"
"1730223","0.40625","0.40625","0.40625"
"1730232","0.0625","0.0625","0.0625"
"1730238","0.75","0.75","0.75"
"1730239","0.0625","0.0625","0.0625"
"1730267","0.71875","0.71875","0.71875"
"1730371","0.1875","0.1875","0.1875"
"1740230","0.65625","0.65625","0.65625"
"1740232","0.6875","0.6875","0.6875"
"1740261","0.125","0.125","0.125"
"1740274","0.59375","0.59375","0.59375"
"1740350","0.09375","0.09375","0.09375"
"1740367","0.9375","0.9375","0.9375"
"1750222","0.8125","0.8125","0.8125"
"1750226","0.3125","0.3125","0.3125"
"1750253","0.8125","0.8125","0.8125"
"1750259","0.140625","0.125","0.15625"
"1750301","0.53125","0.53125","0.53125"
"1760222","0.5625","0.5625","0.5625"
"1760232","0.40625","0.40625","0.40625"
"1760254","0.71875","0.71875","0.71875"
"1760262","0.71875","0.71875","0.71875"
"1760280","0.15625","0.15625","0.15625"
"1760284","0.25","0.25","0.25"
"1770246","0.625","0.625","0.625"
"1770281","0.9375","0.9375","0.9375"
"1770289","0.40625","0.40625","0.40625"
"1770297","0.46875","0.46875","0.46875"
"1770372","0.21875","0.21875","0.21875"
"1770386","0.15625","0.15625","0.15625"
"1780232","0.578125","0.375","0.78125"
"1780248","0.03125","0.03125","0.03125"
"1780252","0.1875","0.1875","0.1875"
"1780269","0.8125","0.8125","0.8125"
"1780284","0.46875","0.46875","0.46875"
"1790221","0.21875","0.21875","0.21875"
"1790238","0.90625","0.90625","0.90625"
"1790264","0.125","0.125","0.125"
"1790277","0.59375","0.59375","0.59375"
"1790292","0.46875","0.46875","0.46875"
"1790325","0.875","0.875","0.875"
"1800232","0.65625","0.65625","0.65625"
"1800239","0.375","0.375","0.375"
"1800240","0.4375","0.4375","0.4375"
"1800259","0.6875","0.6875","0.6875"
"1800267","0.375","0.375","0.375"
"1800301","0.28125","0.28125","0.28125"
"1810222","0.875","0.875","0.875"
"1810234","0.84375","0.84375","0.84375"
"1810268","0.21875","0.21875","0.21875"
"1810312","0.3125","0.3125","0.3125"
"1810315","0.53125","0.53125","0.53125"
"1810316","0.5","0.5","0.5"
"1820240","0.125","0.125","0.125"
"1820268","0.75","0.75","0.75"
"1820270","0.78125","0.78125","0.78125"
"1820292","0.5625","0.5625","0.5625"
"1820305","0.21875","0.21875","0.21875"
"1820313","0.4375","0.4375","0.4375"
"1830237","0.9375","0.9375","0.9375"
"1830247","0.3125","0.3125","0.3125"
"1830251","0.59375","0.59375","0.59375"
"1830279","0.734375","0.625","0.84375"
"1830289","0.1875","0.1875","0.1875"
"1840257","0.875","0.875","0.875"
"1840265","0.84375","0.84375","0.84375"
"1840280","0.375","0.375","0.375"
"1840281","0.1875","0.1875","0.1875"
"1840311","0.4375","0.4375","0.4375"
"1840321","0.65625","0.65625","0.65625"
"1850228","0.375","0.375","0.375"
"1850232","0.375","0.375","0.375"
"1850239","0.53125","0.53125","0.53125"
"1850242","0.34375","0.34375","0.34375"
"1850246","0.75","0.75","0.75"
"1850277","0.71875","0.71875","0.71875"
"1860227","0.46875","0.46875","0.46875"
"1860268","0.625","0.625","0.625"
"1860272","0.1875","0.1875","0.1875"
"1860284","0.625","0.625","0.625"
"1860319","0.3125","0.3125","0.3125"
"1860359","0.625","0.625","0.625"
"1870227","0.65625","0.65625","0.65625"
"1870246","0.65625","0.65625","0.65625"
"1870266","0.75","0.75","0.75"
"1870293","0.5","0.5","0.5"
"1870295","0.09375","0.09375","0.09375"
"1870328","0.40625","0.40625","0.40625"
"1880222","0.5","0.5","0.5"
"1880230","0.71875","0.71875","0.71875"
"1880243","0.78125","0.78125","0.78125"
"1880265","0.125","0.125","0.125"
"1880289","0.59375","0.59375","0.59375"
"1880371","0.5","0.5","0.5"
"1890226","0.34375","0.34375","0.34375"
"1890246","0.8125","0.8125","0.8125"
"1890272","0.5","0.5","0.5"
"1890276","0.59375","0.59375","0.59375"
"1890287","0.5625","0.5625","0.5625"
"1890315","0.6875","0.6875","0.6875"
"1900252","0.71875","0.71875","0.71875"
"1900253","0.21875","0.21875","0.21875"
"1900276","0.65625","0.5","0.8125"
"1900296","0.125","0.125","0.125"
"1900325","0.8125","0.8125","0.8125"
"1910222","0.125","0.125","0.125"
"1910233","0.875","0.875","0.875"
"1910234","0.75","0.75","0.75"
"1910241","0.59375","0.59375","0.59375"
"1910256","0.78125","0.78125","0.78125"
"1910318","0.34375","0.34375","0.34375"
"1920232","0.46875","0.46875","0.46875"
"1920280","0.78125","0.78125","0.78125"
"1920289","0.1875","0.1875","0.1875"
"1920294","0.75","0.75","0.75"
"1920298","0.71875","0.71875","0.71875"
"1920315","0.53125","0.53125","0.53125"
"1930221","0.375","0.375","0.375"
"1930226","0.75","0.75","0.75"
"1930239","0.40625","0.40625","0.40625"
"1930252","0.40625","0.40625","0.40625"
"1930266","0.78125","0.78125","0.78125"
"1930341","0.15625","0.15625","0.15625"
"1940225","0.625","0.625","0.625"
"1940252","0.09375","0.09375","0.09375"
"1940266","0.78125","0.78125","0.78125"
"1940273","0.78125","0.78125","0.78125"
"1940307","0.3125","0.3125","0.3125"
"1940340","0.4375","0.4375","0.4375"
"1950223","0.90625","0.90625","0.90625"
"1950240","0.65625","0.65625","0.65625"
"1950242","0.3125","0.3125","0.3125"
"1950261","0.65625","0.65625","0.65625"
"1950263","0.71875","0.71875","0.71875"
"1950276","0.03125","0.03125","0.03125"
"1960223","0.125","0.125","0.125"
"1960267","0.875","0.875","0.875"
"1960270","0.59375","0.59375","0.59375"
"1960314","0.5","0.5","0.5"
"1960316","0.5625","0.5625","0.5625"
"1960343","0.46875","0.46875","0.46875"
"1970233","0.53125","0.53125","0.53125"
"1970250","0.65625","0.65625","0.65625"
"1970259","0.75","0.75","0.75"
"1970263","0.625","0.625","0.625"
"1970270","0.125","0.125","0.125"
"1970319","0.71875","0.71875","0.71875"
"1980227","0.46875","0.46875","0.46875"
"1980233","0.4375","0.4375","0.4375"
"1980248","0.09375","0.09375","0.09375"
"1980270","0.53125","0.53125","0.53125"
"1980277","0.6875","0.6875","0.6875"
"1980284","0.65625","0.65625","0.65625"
"1990238","0.8125","0.8125","0.8125"
"1990241","0.1875","0.1875","0.1875"
"1990252","0.78125","0.78125","0.78125"
"1990281","0.5","0.5","0.5"
"1990309","0.53125","0.53125","0.53125"
"1990312","0.46875","0.46875","0.46875"
"2000257","0.625","0.625","0.625"
"2000260","0.65625","0.65625","0.65625"
"2000268","0.625","0.625","0.625"
"2000275","0.8125","0.8125","0.8125"
"2000303","0.125","0.125","0.125"
"2000310","0.4375","0.4375","0.4375"
"2010225","0.65625","0.65625","0.65625"
"2010226","0.640625","0.5625","0.71875"
"2010227","0.75","0.75","0.75"
"2010260","0.1875","0.1875","0.1875"
"2010264","0.65625","0.65625","0.65625"
"2020229","0.75","0.75","0.75"
"2020235","0.03125","0.03125","0.03125"
"2020246","0.875","0.875","0.875"
"2020299","0.59375","0.59375","0.59375"
"2020310","0.78125","0.78125","0.78125"
"2020378","0.75","0.75","0.75"
"2030224","0.5625","0.5625","0.5625"
"2030226","0.75","0.75","0.75"
"2030253","0.875","0.875","0.875"
"2030268","0.0625","0.0625","0.0625"
"2030357","0.78125","0.78125","0.78125"
"2030385","0.65625","0.65625","0.65625"
"2040221","0.875","0.875","0.875"
"2040222","0.8125","0.8125","0.8125"
"2040273","0.71875","0.71875","0.71875"
"2040291","0.65625","0.65625","0.65625"
"2040346","0.25","0.25","0.25"
"2040359","0.59375","0.59375","0.59375"
"2050220","0.25","0.25","0.25"
"2050221","0.625","0.625","0.625"
"2050222","0.71875","0.71875","0.71875"
"2050235","0.5","0.5","0.5"
"2050271","0.875","0.875","0.875"
"2050357","0.8125","0.8125","0.8125"
"2060229","0.65625","0.65625","0.65625"
"2060234","0.6875","0.6875","0.6875"
"2060241","0.65625","0.65625","0.65625"
"2060270","0.3125","0.3125","0.3125"
"2060278","0.59375","0.59375","0.59375"
"2060282","0.15625","0.15625","0.15625"
"2070235","0.125","0.125","0.125"
"2070238","0.6875","0.6875","0.6875"
"2070287","0.46875","0.46875","0.46875"
"2070308","0.8125","0.8125","0.8125"
"2070328","0.34375","0.34375","0.34375"
"2070382","0.84375","0.84375","0.84375"
"2080237","0.78125","0.78125","0.78125"
"2080279","0.671875","0.40625","0.9375"
"2080287","0.0625","0.0625","0.0625"
"2080289","0.6875","0.6875","0.6875"
"2080346","0.28125","0.28125","0.28125"
"2090223","0.4375","0.4375","0.4375"
"2090260","0.09375","0.09375","0.09375"
"2090267","0.84375","0.84375","0.84375"
"2090286","0.71875","0.71875","0.71875"
"2090297","0.71875","0.71875","0.71875"
"2090302","0.75","0.75","0.75"
"2100228","0.84375","0.84375","0.84375"
"2100233","0.90625","0.90625","0.90625"
"2100247","0.8125","0.8125","0.8125"
"2100253","0.1875","0.1875","0.1875"
"2100285","0.71875","0.71875","0.71875"
"2100336","0.65625","0.65625","0.65625"
"2110234","0.8125","0.8125","0.8125"
"2110242","0.15625","0.15625","0.15625"
"2110250","0.6875","0.6875","0.6875"
"2110255","0.875","0.875","0.875"
"2110281","0.5625","0.5625","0.5625"
"2110286","0.6875","0.6875","0.6875"
"2120220","0.90625","0.90625","0.90625"
"2120224","0.71875","0.71875","0.71875"
"2120231","0.0625","0.0625","0.0625"
"2120237","0.875","0.875","0.875"
"2120287","0.75","0.75","0.75"
"2120366","0.65625","0.65625","0.65625"
"2130246","0.8125","0.8125","0.8125"
"2130269","0.375","0.375","0.375"
"2130295","0.359375","0.0625","0.65625"
"2130347","0.625","0.625","0.625"
"2130365","0.90625","0.90625","0.90625"
"2140221","0.84375","0.84375","0.84375"
"2140244","0.75","0.75","0.75"
"2140246","0.21875","0.21875","0.21875"
"2140264","0.40625","0.40625","0.40625"
"2140270","0.40625","0.40625","0.40625"
"2140341","0.09375","0.09375","0.09375"
"2150236","0.5","0.5","0.5"
"2150243","0.0625","0.0625","0.0625"
"2150246","0.84375","0.84375","0.84375"
"2150270","0.8125","0.8125","0.8125"
"2150300","0.5","0.5","0.5"
"2150309","0.5","0.5","0.5"
"2160220","0.1875","0.1875","0.1875"
"2160231","0.65625","0.65625","0.65625"
"2160250","0.78125","0.78125","0.78125"
"2160252","0.78125","0.78125","0.78125"
"2160269","0.6875","0.6875","0.6875"
"2160295","0.5625","0.5625","0.5625"
"2170222","0.875","0.875","0.875"
"2170238","0.71875","0.71875","0.71875"
"2170241","0.4375","0.4375","0.4375"
"2170257","0.3125","0.3125","0.3125"
"2170293","0.21875","0.21875","0.21875"
"2170367","0.90625","0.90625","0.90625"
"2180224","0.78125","0.78125","0.78125"
"2180240","0.4375","0.4375","0.4375"
"2180282","0.3125","0.3125","0.3125"
"2180293","0.53125","0.53125","0.53125"
"2180312","0.09375","0.09375","0.09375"
"2180365","0.8125","0.8125","0.8125"
"2190234","0.59375","0.59375","0.59375"
"2190247","0.5625","0.5625","0.5625"
"2190252","0.8125","0.8125","0.8125"
"2190301","0.53125","0.53125","0.53125"
"2190313","0.1875","0.1875","0.1875"
"2190322","0.53125","0.53125","0.53125"
"2200221","0.71875","0.71875","0.71875"
"2200258","0.90625","0.90625","0.90625"
"2200280","0.4375","0.4375","0.4375"
"2200295","0.484375","0.4375","0.53125"
"2200296","0.125","0.125","0.125"
"2210244","0.46875","0.46875","0.46875"
"2210253","0.84375","0.84375","0.84375"
"2210262","0.15625","0.15625","0.15625"
"2210268","0.71875","0.71875","0.71875"
"2210279","1","1","1"
"2210305","0.625","0.625","0.625"
"2220224","0.5625","0.5625","0.5625"
"2220243","0.125","0.125","0.125"
"2220261","0.75","0.75","0.75"
"2220264","0.75","0.75","0.75"
"2220279","0.8125","0.8125","0.8125"
"2220287","0.84375","0.84375","0.84375"
"2230243","0.0625","0.0625","0.0625"
"2230268","0.6875","0.6875","0.6875"
"2230282","0.84375","0.84375","0.84375"
"2230292","0.59375","0.59375","0.59375"
"2230294","0.84375","0.84375","0.84375"
"2230335","0.53125","0.53125","0.53125"
"2240233","0.125","0.125","0.125"
"2240256","0.6875","0.6875","0.6875"
"2240279","0.78125","0.78125","0.78125"
"2240281","0.71875","0.71875","0.71875"
"2240293","0.65625","0.65625","0.65625"
"2240298","0.5","0.5","0.5"
"2250235","0.6875","0.6875","0.6875"
"2250249","0.90625","0.90625","0.90625"
"2250255","0.46875","0.46875","0.46875"
"2250264","0","0","0"
"2250289","0.75","0.75","0.75"
"2250290","0.84375","0.84375","0.84375"
"2260248","0.3125","0.3125","0.3125"
"2260252","0.09375","0.09375","0.09375"
"2260273","0.625","0.625","0.625"
"2260284","0.90625","0.90625","0.90625"
"2260288","0.75","0.75","0.75"
"2260344","0.6875","0.6875","0.6875"
"2270247","0.8125","0.8125","0.8125"
"2270252","0.8125","0.8125","0.8125"
"2270261","0.1875","0.1875","0.1875"
"2270291","0.5","0.5","0.5"
"2270386","0.546875","0.46875","0.625"
"2280224","0.09375","0.09375","0.09375"
"2280258","0.84375","0.84375","0.84375"
"2280294","0.75","0.75","0.75"
"2280306","0.5625","0.5625","0.5625"
"2280363","0.53125","0.53125","0.53125"
"2280383","0.90625","0.90625","0.90625"
"2290223","0.84375","0.84375","0.84375"
"2290261","0.21875","0.21875","0.21875"
"2290262","0.59375","0.59375","0.59375"
"2290275","0.84375","0.84375","0.84375"
"2290299","0.8125","0.8125","0.8125"
"2290333","0.75","0.75","0.75"
"2300220","0.375","0.375","0.375"
"2300227","0.15625","0.15625","0.15625"
"2300233","0.6875","0.6875","0.6875"
"2300242","0.84375","0.84375","0.84375"
"2300246","0.625","0.625","0.625"
"2300259","0.875","0.875","0.875"
"2310222","0.71875","0.71875","0.71875"
"2310223","0.625","0.625","0.625"
"2310244","0.75","0.75","0.75"
"2310254","0.15625","0.15625","0.15625"
"2310265","0.90625","0.90625","0.90625"
"2310291","0.5","0.5","0.5"
"2320258","0.65625","0.65625","0.65625"
"2320260","0.78125","0.78125","0.78125"
"2320267","0.3125","0.3125","0.3125"
"2320281","0.8125","0.8125","0.8125"
"2320286","0.65625","0.65625","0.65625"
"2320359","0.71875","0.71875","0.71875"
"2330252","0.59375","0.59375","0.59375"
"2330254","0.71875","0.71875","0.71875"
"2330278","0.84375","0.84375","0.84375"
"2330293","0.65625","0.65625","0.65625"
"2330300","0.8125","0.8125","0.8125"
"2330323","0.09375","0.09375","0.09375"
"2340249","0.6875","0.6875","0.6875"
"2340252","0.8125","0.8125","0.8125"
"2340255","0.90625","0.90625","0.90625"
"2340276","0.75","0.75","0.75"
"2340284","0.6875","0.6875","0.6875"
"2340315","0.125","0.125","0.125"
"2350234","0.8125","0.8125","0.8125"
"2350276","0.65625","0.65625","0.65625"
"2350277","0.8125","0.8125","0.8125"
"2350309","0.625","0.625","0.625"
"2350322","0.65625","0.65625","0.65625"
"2350326","0.15625","0.15625","0.15625"
"2360238","0.59375","0.59375","0.59375"
"2360251","0.75","0.75","0.75"
"2360275","0.75","0.75","0.75"
"2360277","0.0625","0.0625","0.0625"
"2360291","0.8125","0.8125","0.8125"
"2360298","0.625","0.625","0.625"
"2370228","0.75","0.75","0.75"
"2370247","0.75","0.75","0.75"
"2370270","0.875","0.875","0.875"
"2370330","0.78125","0.78125","0.78125"
"2370342","0.0625","0.0625","0.0625"
"2370368","0.53125","0.53125","0.53125"
"2380260","0.0625","0.0625","0.0625"
"2380262","0.875","0.875","0.875"
"2380263","0.90625","0.90625","0.90625"
"2380267","0.71875","0.71875","0.71875"
"2380280","0.28125","0.28125","0.28125"
"2380284","0.8125","0.8125","0.8125"
"2390225","0.125","0.125","0.125"
"2390248","0.71875","0.71875","0.71875"
"2390249","0.875","0.875","0.875"
"2390259","0.625","0.625","0.625"
"2390282","0.90625","0.90625","0.90625"
"2390293","0.8125","0.8125","0.8125"
"2400229","0.875","0.875","0.875"
"2400260","0.5625","0.5625","0.5625"
"2400274","0.75","0.75","0.75"
"2400282","0.875","0.875","0.875"
"2400307","0.625","0.625","0.625"
"2400361","0.0625","0.0625","0.0625"
"2410224","0.9375","0.9375","0.9375"
"2410251","0.84375","0.84375","0.84375"
"2410253","0.5625","0.5625","0.5625"
"2410301","0.59375","0.59375","0.59375"
"2410342","0.1875","0.1875","0.1875"
"2410380","0.65625","0.65625","0.65625"
"2420228","0.875","0.875","0.875"
"2420263","0.75","0.75","0.75"
"2420264","0.875","0.875","0.875"
"2420283","0.75","0.75","0.75"
"2420293","0.90625","0.90625","0.90625"
"2420369","0.21875","0.21875","0.21875"
"2430229","0.84375","0.84375","0.84375"
"2430235","0.78125","0.78125","0.78125"
"2430269","0.9375","0.9375","0.9375"
"2430272","0.15625","0.15625","0.15625"
"2430278","0.875","0.875","0.875"
"2430283","0.78125","0.78125","0.78125"
"2440236","0.875","0.875","0.875"
"2440248","0.96875","0.96875","0.96875"
"2440252","0.15625","0.15625","0.15625"
"2440274","0.75","0.75","0.75"
"2440277","0.90625","0.90625","0.90625"
"2440289","0.78125","0.78125","0.78125"
"2450222","0.6875","0.6875","0.6875"
"2450243","0.46875","0.46875","0.46875"
"2450248","0.84375","0.84375","0.84375"
"2450256","0.71875","0.71875","0.71875"
"2450309","0.6875","0.6875","0.6875"
"2450341","0.15625","0.15625","0.15625"
"2460220","0.09375","0.09375","0.09375"
"2460224","0.78125","0.78125","0.78125"
"2460235","0.875","0.875","0.875"
"2460283","0.75","0.75","0.75"
"2460311","0.71875","0.71875","0.71875"
"2460335","0.71875","0.71875","0.71875"
"2470232","0.71875","0.71875","0.71875"
"2470233","0.96875","0.96875","0.96875"
"2470239","0.9375","0.9375","0.9375"
"2470269","0.6875","0.6875","0.6875"
"2470311","0.21875","0.21875","0.21875"
"2470348","0.59375","0.59375","0.59375"
"2480228","0.90625","0.90625","0.90625"
"2480230","0.15625","0.15625","0.15625"
"2480233","0.8125","0.8125","0.8125"
"2480259","0.59375","0.59375","0.59375"
"2480280","0.6875","0.6875","0.6875"
"2480282","0.78125","0.78125","0.78125"
"2490224","0.0625","0.0625","0.0625"
"2490239","0.875","0.875","0.875"
"2490242","0.84375","0.84375","0.84375"
"2490265","0.75","0.75","0.75"
"2490343","0.96875","0.96875","0.96875"
"2490345","0.5625","0.5625","0.5625"
"2500220","0.90625","0.90625","0.90625"
"2500225","0.78125","0.78125","0.78125"
"2500231","0.625","0.625","0.625"
"2500243","0.875","0.875","0.875"
"2500260","1","1","1"
"2500271","0.15625","0.15625","0.15625"
"2510251","0.8125","0.8125","0.8125"
"2510261","0.75","0.75","0.75"
"2510267","0.15625","0.15625","0.15625"
"2510314","0.90625","0.90625","0.90625"
"2510324","0.75","0.75","0.75"
"2520225","0.875","0.875","0.875"
"2520228","0.59375","0.59375","0.59375"
"2520246","0.21875","0.21875","0.21875"
"2520247","0.875","0.875","0.875"
"2520254","0.59375","0.59375","0.59375"
"2520284","0.90625","0.90625","0.90625"
"2530240","0.6875","0.6875","0.6875"
"2530265","0.5625","0.5625","0.5625"
"2530276","0.125","0.125","0.125"
"2530297","0.9375","0.9375","0.9375"
"2530323","0.78125","0.78125","0.78125"
"2530383","0.875","0.875","0.875"
"2540236","0.9375","0.9375","0.9375"
"2540258","0.78125","0.78125","0.78125"
"2540260","0.65625","0.65625","0.65625"
"2540275","0.90625","0.90625","0.90625"
"2540282","0.625","0.625","0.625"
"2540334","0.125","0.125","0.125"
"2550229","0.15625","0.15625","0.15625"
"2550255","0.53125","0.53125","0.53125"
"2550256","0.71875","0.71875","0.71875"
"2550265","1","1","1"
"2550290","0.75","0.75","0.75"
"2550300","0.375","0.375","0.375"
"2560223","0.125","0.125","0.125"
"2560231","0.71875","0.71875","0.71875"
"2560242","0.4375","0.4375","0.4375"
"2560260","0.75","0.75","0.75"
"2560272","0.78125","0.78125","0.78125"
"2560289","0.90625","0.90625","0.90625"
"2570223","0.59375","0.59375","0.59375"
"2570228","0.59375","0.59375","0.59375"
"2570233","0.625","0.625","0.625"
"2570267","0.71875","0.71875","0.71875"
"2570285","0.71875","0.71875","0.71875"
"2570377","0.1875","0.1875","0.1875"
"2580231","0.875","0.875","0.875"
"2580262","0.90625","0.90625","0.90625"
"2580272","0.71875","0.71875","0.71875"
"2580277","0.8125","0.8125","0.8125"
"2580281","0.9375","0.9375","0.9375"
"2580296","0.09375","0.09375","0.09375"
"2590229","0.15625","0.15625","0.15625"
"2590237","0.8125","0.8125","0.8125"
"2590248","0.78125","0.75","0.8125"
"2590253","0.75","0.75","0.75"
"2590314","0.9375","0.9375","0.9375"
"2600227","0.8125","0.8125","0.8125"
"2600233","0.8125","0.8125","0.8125"
"2600243","0.875","0.875","0.875"
"2600264","0.78125","0.78125","0.78125"
"2600289","0.09375","0.09375","0.09375"
"2600320","0.90625","0.90625","0.90625"
"2610253","0.75","0.75","0.75"
"2610263","0.84375","0.84375","0.84375"
"2610298","0.78125","0.78125","0.78125"
"2610335","0.875","0.875","0.875"
"2610349","0.03125","0.03125","0.03125"
"2610387","0.8125","0.8125","0.8125"
"2620231","0.78125","0.78125","0.78125"
"2620234","0.84375","0.84375","0.84375"
"2620257","0.5625","0.5625","0.5625"
"2620276","0.46875","0.46875","0.46875"
"2620279","0.8125","0.8125","0.8125"
"2620290","0.15625","0.15625","0.15625"
"2630233","0.15625","0.15625","0.15625"
"2630242","0.84375","0.84375","0.84375"
"2630246","0.71875","0.71875","0.71875"
"2630269","0.78125","0.78125","0.78125"
"2630281","0.875","0.875","0.875"
"2630287","0.75","0.75","0.75"
"2640238","0.71875","0.71875","0.71875"
"2640255","0.75","0.75","0.75"
"2640265","0.75","0.75","0.75"
"2640269","0.84375","0.84375","0.84375"
"2640271","0.1875","0.1875","0.1875"
"2640311","0.5","0.5","0.5"
"2650232","0.6875","0.6875","0.6875"
"2650242","0.78125","0.78125","0.78125"
"2650270","0.15625","0.15625","0.15625"
"2650272","0.8125","0.8125","0.8125"
"2650281","0.5625","0.5625","0.5625"
"2650357","0.84375","0.84375","0.84375"
"2660236","0.59375","0.59375","0.59375"
"2660239","0.75","0.75","0.75"
"2660250","0.53125","0.53125","0.53125"
"2660285","0.78125","0.78125","0.78125"
"2660290","0.1875","0.1875","0.1875"
"2660291","0.15625","0.15625","0.15625"
"2670237","0.21875","0.21875","0.21875"
"2670244","0.6875","0.6875","0.6875"
"2670265","0.4375","0.4375","0.4375"
"2670285","0.84375","0.84375","0.84375"
"2670307","0.75","0.75","0.75"
"2670353","0.5625","0.5625","0.5625"
"2680221","0.65625","0.65625","0.65625"
"2680231","0.65625","0.65625","0.65625"
"2680234","0.5625","0.5625","0.5625"
"2680235","0.90625","0.90625","0.90625"
"2680249","0.75","0.75","0.75"
"2680283","0.1875","0.1875","0.1875"
"2690230","0.78125","0.78125","0.78125"
"2690259","0.15625","0.15625","0.15625"
"2690268","0.5625","0.5625","0.5625"
"2690270","0.6875","0.6875","0.6875"
"2690271","0.9375","0.9375","0.9375"
"2690282","0.6875","0.6875","0.6875"
"2700228","0.78125","0.78125","0.78125"
"2700240","0.65625","0.65625","0.65625"
"2700252","0.84375","0.84375","0.84375"
"2700269","0.78125","0.78125","0.78125"
"2700275","0.71875","0.71875","0.71875"
"2700308","0.21875","0.21875","0.21875"
"2710224","0.5625","0.5625","0.5625"
"2710247","0.71875","0.71875","0.71875"
"2710249","0.875","0.875","0.875"
"2710267","0.84375","0.84375","0.84375"
"2710268","0.25","0.25","0.25"
"2710382","0.65625","0.65625","0.65625"
"2720226","0.8125","0.8125","0.8125"
"2720235","0.78125","0.78125","0.78125"
