"Step","Group: 3s5z_vs_3s6z_ACORM_WM - win_rate","Group: 3s5z_vs_3s6z_ACORM_WM - win_rate__MIN","Group: 3s5z_vs_3s6z_ACORM_WM - win_rate__MAX"
"0","0","0","0"
"10223","0","0","0"
"10235","0","0","0"
"10254","0","0","0"
"10255","0","0","0"
"10265","0","0","0"
"10268","0","0","0"
"20228","0","0","0"
"20242","0","0","0"
"20248","0","0","0"
"20250","0","0","0"
"20251","0","0","0"
"20252","0","0","0"
"30220","0","0","0"
"30228","0","0","0"
"30229","0","0","0"
"30233","0","0","0"
"30256","0","0","0"
"30269","0","0","0"
"40220","0","0","0"
"40248","0","0","0"
"40254","0","0","0"
"40260","0","0","0"
"40265","0","0","0"
"40266","0","0","0"
"50237","0","0","0"
"50251","0","0","0"
"50255","0","0","0"
"50258","0","0","0"
"50259","0","0","0"
"50261","0","0","0"
"60223","0","0","0"
"60239","0","0","0"
"60241","0","0","0"
"60251","0","0","0"
"60255","0","0","0"
"60307","0","0","0"
"70220","0","0","0"
"70227","0","0","0"
"70236","0","0","0"
"70241","0","0","0"
"70244","0","0","0"
"70259","0","0","0"
"80235","0","0","0"
"80238","0","0","0"
"80253","0","0","0"
"80257","0","0","0"
"80263","0","0","0"
"90225","0","0","0"
"90227","0","0","0"
"90256","0","0","0"
"90267","0","0","0"
"100257","0","0","0"
"100258","0","0","0"
"100264","0","0","0"
"100312","0","0","0"
"110223","0","0","0"
"110249","0","0","0"
"110259","0","0","0"
"110267","0","0","0"
"110273","0","0","0"
"110312","0","0","0"
"120223","0","0","0"
"120229","0","0","0"
"120236","0","0","0"
"120245","0","0","0"
"120259","0","0","0"
"120268","0","0","0"
"130242","0","0","0"
"130245","0","0","0"
"130246","0","0","0"
"130254","0","0","0"
"130266","0","0","0"
"130379","0","0","0"
"140223","0","0","0"
"140230","0","0","0"
"140243","0","0","0"
"140249","0","0","0"
"140258","0","0","0"
"140261","0","0","0"
"150221","0","0","0"
"150231","0","0","0"
"150238","0","0","0"
"150271","0","0","0"
"150294","0","0","0"
"150320","0","0","0"
"160241","0","0","0"
"160242","0","0","0"
"160246","0","0","0"
"160253","0","0","0"
"160272","0","0","0"
"160333","0","0","0"
"170221","0","0","0"
"170227","0","0","0"
"170239","0","0","0"
"170248","0","0","0"
"170273","0","0","0"
"170277","0","0","0"
"180227","0","0","0"
"180233","0","0","0"
"180237","0","0","0"
"180238","0","0","0"
"180261","0","0","0"
"180263","0","0","0"
"190221","0","0","0"
"190225","0","0","0"
"190227","0","0","0"
"190244","0","0","0"
"190264","0","0","0"
"190302","0","0","0"
"200231","0","0","0"
"200232","0","0","0"
"200237","0","0","0"
"200239","0","0","0"
"200258","0","0","0"
"200377","0","0","0"
"210229","0","0","0"
"210238","0","0","0"
"210257","0","0","0"
"210266","0","0","0"
"210333","0","0","0"
"210368","0","0","0"
"220222","0","0","0"
"220228","0","0","0"
"220233","0","0","0"
"220269","0","0","0"
"220294","0","0","0"
"220330","0","0","0"
"230235","0","0","0"
"230243","0","0","0"
"230250","0","0","0"
"230266","0","0","0"
"230327","0","0","0"
"230344","0","0","0"
"240240","0","0","0"
"240243","0","0","0"
"240260","0","0","0"
"240341","0","0","0"
"240359","0","0","0"
"240365","0","0","0"
"250240","0","0","0"
"250248","0","0","0"
"250249","0","0","0"
"250252","0","0","0"
"250270","0","0","0"
"250363","0","0","0"
"260221","0","0","0"
"260229","0","0","0"
"260232","0","0","0"
"260235","0","0","0"
"260244","0","0","0"
"260297","0","0","0"
"270243","0","0","0"
"270252","0","0","0"
"270259","0","0","0"
"270260","0","0","0"
"270284","0","0","0"
"270289","0","0","0"
"280245","0","0","0"
"280248","0","0","0"
"280250","0","0","0"
"280256","0","0","0"
"280268","0.03125","0.03125","0.03125"
"280270","0","0","0"
"290231","0","0","0"
"290242","0","0","0"
"290246","0","0","0"
"290248","0","0","0"
"290351","0","0","0"
"290356","0","0","0"
"300233","0","0","0"
"300246","0","0","0"
"300260","0","0","0"
"300265","0","0","0"
"300287","0","0","0"
"300370","0","0","0"
"310220","0","0","0"
"310221","0","0","0"
"310244","0","0","0"
"310247","0","0","0"
"310252","0","0","0"
"310255","0","0","0"
"320226","0","0","0"
"320239","0","0","0"
"320248","0","0","0"
"320274","0","0","0"
"320322","0","0","0"
"320358","0","0","0"
"330225","0","0","0"
"330233","0","0","0"
"330237","0","0","0"
"330268","0","0","0"
"330273","0","0","0"
