"Step","Group: zerg_10_vs_11_ACORM_WM - win_rate","Group: zerg_10_vs_11_ACORM_WM - win_rate__MIN","Group: zerg_10_vs_11_ACORM_WM - win_rate__MAX"
"1530252","0.21875","0.21875","0.21875"
"1540224","0.28125","0.28125","0.28125"
"1540236","0.1875","0.1875","0.1875"
"1540242","0.28125","0.28125","0.28125"
"1540246","0.3125","0.3125","0.3125"
"1540262","0.34375","0.34375","0.34375"
"1550226","0.34375","0.34375","0.34375"
"1550232","0.09375","0.09375","0.09375"
"1550244","0.25","0.25","0.25"
"1550247","0.46875","0.46875","0.46875"
"1550272","0.21875","0.21875","0.21875"
"1560221","0.53125","0.53125","0.53125"
"1560225","0.28125","0.28125","0.28125"
"1560228","0.359375","0.34375","0.375"
"1560254","0.40625","0.40625","0.40625"
"1570220","0.375","0.375","0.375"
"1570237","0.34375","0.34375","0.34375"
"1570240","0.28125","0.28125","0.28125"
"1570256","0.34375","0.34375","0.34375"
"1570284","0.21875","0.21875","0.21875"
"1580224","0.21875","0.21875","0.21875"
"1580232","0.25","0.25","0.25"
"1580239","0.15625","0.15625","0.15625"
"1580243","0.3125","0.3125","0.3125"
"1580291","0.1875","0.1875","0.1875"
"1590229","0.09375","0.09375","0.09375"
"1590233","0.375","0.375","0.375"
"1590247","0.21875","0.21875","0.21875"
"1590251","0.15625","0.15625","0.15625"
"1590262","0.3125","0.3125","0.3125"
"1600231","0.25","0.25","0.25"
"1600244","0.15625","0.15625","0.15625"
"1600245","0.125","0.125","0.125"
"1600247","0.25","0.25","0.25"
"1600251","0.28125","0.28125","0.28125"
"1610231","0.21875","0.21875","0.21875"
"1610232","0.28125","0.28125","0.28125"
"1610236","0.1875","0.1875","0.1875"
"1610237","0.25","0.25","0.25"
"1610259","0.3125","0.3125","0.3125"
"1620222","0.21875","0.21875","0.21875"
"1620240","0.28125","0.28125","0.28125"
"1620252","0.21875","0.21875","0.21875"
"1620257","0.40625","0.40625","0.40625"
"1620267","0.1875","0.1875","0.1875"
"1630220","0.34375","0.34375","0.34375"
"1630224","0.3125","0.3125","0.3125"
"1630241","0.21875","0.21875","0.21875"
"1630244","0.15625","0.15625","0.15625"
"1630247","0.40625","0.40625","0.40625"
"1640221","0.25","0.25","0.25"
"1640242","0.3125","0.3125","0.3125"
"1640247","0.375","0.375","0.375"
"1640252","0.3125","0.3125","0.3125"
"1640262","0.25","0.25","0.25"
"1650224","0.21875","0.21875","0.21875"
"1650231","0.3125","0.3125","0.3125"
"1650232","0.21875","0.21875","0.21875"
"1650241","0.34375","0.34375","0.34375"
"1650255","0.28125","0.28125","0.28125"
"1660222","0.28125","0.28125","0.28125"
"1660246","0.15625","0.15625","0.15625"
"1660248","0.1875","0.1875","0.1875"
"1660250","0.21875","0.21875","0.21875"
"1660254","0.34375","0.34375","0.34375"
"1670225","0.1875","0.1875","0.1875"
"1670228","0.34375","0.34375","0.34375"
"1670246","0.25","0.25","0.25"
"1670258","0.25","0.25","0.25"
"1670268","0.28125","0.28125","0.28125"
"1680229","0.3125","0.3125","0.3125"
"1680240","0.375","0.375","0.375"
"1680251","0.21875","0.21875","0.21875"
"1680263","0.25","0.25","0.25"
"1680279","0.1875","0.1875","0.1875"
"1690221","0.28125","0.28125","0.28125"
"1690226","0.125","0.125","0.125"
"1690250","0.375","0.375","0.375"
"1690260","0.1875","0.1875","0.1875"
"1690273","0.3125","0.3125","0.3125"
"1700221","0.34375","0.34375","0.34375"
"1700237","0.28125","0.28125","0.28125"
"1700250","0.21875","0.21875","0.21875"
"1700257","0.375","0.375","0.375"
"1700274","0.4375","0.4375","0.4375"
"1710230","0.34375","0.3125","0.375"
"1710244","0.40625","0.40625","0.40625"
"1710254","0.28125","0.28125","0.28125"
"1710278","0.25","0.25","0.25"
"1720220","0.375","0.375","0.375"
"1720224","0.1875","0.1875","0.1875"
"1720228","0.21875","0.21875","0.21875"
"1720248","0.21875","0.21875","0.21875"
"1720257","0.375","0.375","0.375"
"1730230","0.3125","0.3125","0.3125"
"1730231","0.3125","0.3125","0.3125"
"1730242","0.25","0.25","0.25"
"1730245","0.21875","0.21875","0.21875"
"1730255","0.25","0.25","0.25"
"1740227","0.15625","0.15625","0.15625"
"1740229","0.4375","0.4375","0.4375"
"1740238","0.375","0.375","0.375"
"1740242","0.28125","0.28125","0.28125"
"1740260","0.21875","0.21875","0.21875"
"1750222","0.4375","0.4375","0.4375"
"1750226","0.34375","0.34375","0.34375"
"1750230","0.25","0.25","0.25"
"1750239","0.375","0.375","0.375"
"1750246","0.3125","0.3125","0.3125"
"1760223","0.25","0.25","0.25"
"1760228","0.3125","0.3125","0.3125"
"1760234","0.125","0.125","0.125"
"1760236","0.15625","0.15625","0.15625"
"1760241","0.1875","0.1875","0.1875"
"1770231","0.40625","0.40625","0.40625"
"1770234","0.25","0.25","0.25"
"1770246","0.375","0.375","0.375"
"1770248","0.40625","0.40625","0.40625"
"1770262","0.28125","0.28125","0.28125"
"1780225","0.25","0.25","0.25"
"1780231","0.3125","0.3125","0.3125"
"1780247","0.28125","0.28125","0.28125"
"1780249","0.3125","0.3125","0.3125"
"1780253","0.25","0.25","0.25"
"1790220","0.40625","0.40625","0.40625"
"1790227","0.21875","0.21875","0.21875"
"1790245","0.125","0.125","0.125"
"1790257","0.375","0.375","0.375"
"1790267","0.25","0.25","0.25"
"1800234","0.28125","0.28125","0.28125"
"1800237","0.4375","0.4375","0.4375"
"1800238","0.28125","0.28125","0.28125"
"1800241","0.4375","0.4375","0.4375"
"1800247","0.125","0.125","0.125"
"1810221","0.40625","0.40625","0.40625"
"1810222","0.28125","0.28125","0.28125"
"1810244","0.1875","0.1875","0.1875"
"1810251","0.3125","0.3125","0.3125"
"1810260","0.34375","0.34375","0.34375"
"1820221","0.1875","0.1875","0.1875"
"1820230","0.25","0.25","0.25"
"1820239","0.34375","0.34375","0.34375"
"1820241","0.21875","0.21875","0.21875"
"1820257","0.21875","0.21875","0.21875"
"1830230","0.375","0.375","0.375"
"1830236","0.3125","0.3125","0.3125"
"1830237","0.34375","0.28125","0.40625"
"1830242","0.125","0.125","0.125"
"1840222","0.3125","0.3125","0.3125"
"1840227","0.21875","0.21875","0.21875"
"1840229","0.21875","0.21875","0.21875"
"1840231","0.15625","0.15625","0.15625"
"1840266","0.40625","0.40625","0.40625"
"1850222","0.21875","0.21875","0.21875"
"1850225","0.25","0.25","0.25"
"1850244","0.34375","0.34375","0.34375"
"1850252","0.15625","0.15625","0.15625"
"1850264","0.25","0.25","0.25"
"1860228","0.4375","0.4375","0.4375"
"1860237","0.34375","0.34375","0.34375"
"1860239","0.34375","0.3125","0.375"
"1860249","0.40625","0.40625","0.40625"
"1870230","0.4375","0.4375","0.4375"
"1870233","0.25","0.25","0.25"
"1870234","0.34375","0.34375","0.34375"
"1870239","0.3125","0.3125","0.3125"
"1870267","0.21875","0.21875","0.21875"
"1880220","0.125","0.125","0.125"
"1880248","0.1875","0.1875","0.1875"
"1880251","0.34375","0.34375","0.34375"
"1880252","0.3125","0.3125","0.3125"
"1880270","0.25","0.25","0.25"
"1890228","0.28125","0.28125","0.28125"
"1890231","0.3125","0.3125","0.3125"
"1890233","0.265625","0.25","0.28125"
"1890258","0.34375","0.34375","0.34375"
"1900231","0.40625","0.40625","0.40625"
"1900234","0.25","0.25","0.25"
"1900239","0.5","0.5","0.5"
"1900241","0.1875","0.1875","0.1875"
"1900260","0.34375","0.34375","0.34375"
"1910224","0.34375","0.34375","0.34375"
"1910225","0.3125","0.3125","0.3125"
"1910230","0.34375","0.34375","0.34375"
"1910237","0.125","0.125","0.125"
"1910250","0.4375","0.4375","0.4375"
"1920222","0.21875","0.21875","0.21875"
"1920232","0.40625","0.40625","0.40625"
"1920235","0.3125","0.3125","0.3125"
"1920243","0.15625","0.15625","0.15625"
"1920247","0.34375","0.34375","0.34375"
"1930226","0.5","0.5","0.5"
"1930230","0.40625","0.40625","0.40625"
"1930231","0.28125","0.28125","0.28125"
"1930233","0.28125","0.28125","0.28125"
"1930257","0.5","0.5","0.5"
"1940224","0.34375","0.34375","0.34375"
"1940238","0.375","0.375","0.375"
"1940241","0.375","0.34375","0.40625"
"1940266","0.34375","0.34375","0.34375"
"1950246","0.3125","0.3125","0.3125"
"1950252","0.375","0.3125","0.4375"
"1950258","0.375","0.375","0.375"
"1950270","0.15625","0.15625","0.15625"
"1960233","0.34375","0.34375","0.34375"
"1960238","0.328125","0.28125","0.375"
"1960252","0.3125","0.3125","0.3125"
"1960265","0.1875","0.1875","0.1875"
"1970232","0.1875","0.1875","0.1875"
"1970233","0.28125","0.28125","0.28125"
"1970237","0.25","0.25","0.25"
"1970246","0.40625","0.40625","0.40625"
"1970269","0.25","0.25","0.25"
"1980224","0.21875","0.21875","0.21875"
"1980244","0.15625","0.15625","0.15625"
"1980251","0.375","0.375","0.375"
"1980253","0.40625","0.40625","0.40625"
"1980255","0.25","0.25","0.25"
"1990220","0.28125","0.28125","0.28125"
"1990228","0.34375","0.34375","0.34375"
"1990233","0.3125","0.3125","0.3125"
"1990235","0.375","0.375","0.375"
"1990249","0.21875","0.21875","0.21875"
"2000225","0.40625","0.40625","0.40625"
"2000243","0.34375","0.34375","0.34375"
"2000249","0.21875","0.21875","0.21875"
"2000253","0.28125","0.28125","0.28125"
"2000282","0.34375","0.34375","0.34375"
"2010224","0.25","0.25","0.25"
"2010227","0.4375","0.4375","0.4375"
"2010236","0.28125","0.28125","0.28125"
"2010241","0.3125","0.3125","0.3125"
"2010265","0.34375","0.34375","0.34375"
"2020222","0.21875","0.21875","0.21875"
"2020225","0.359375","0.3125","0.40625"
"2020238","0.25","0.25","0.25"
"2020260","0.34375","0.34375","0.34375"
"2030226","0.21875","0.21875","0.21875"
"2030233","0.28125","0.28125","0.28125"
"2030254","0.21875","0.21875","0.21875"
"2030258","0.21875","0.21875","0.21875"
"2030267","0.375","0.375","0.375"
"2040223","0.3125","0.3125","0.3125"
"2040231","0.375","0.375","0.375"
"2040232","0.25","0.25","0.25"
"2040236","0.25","0.25","0.25"
"2040238","0.34375","0.34375","0.34375"
"2050222","0.1875","0.1875","0.1875"
"2050252","0.375","0.375","0.375"
"2050255","0.1875","0.1875","0.1875"
"2050264","0.21875","0.21875","0.21875"
"2050281","0.375","0.375","0.375"
"2060220","0.34375","0.34375","0.34375"
"2060224","0.1875","0.1875","0.1875"
"2060225","0.1875","0.1875","0.1875"
"2060231","0.375","0.375","0.375"
"2060262","0.3125","0.3125","0.3125"
"2070238","0.28125","0.28125","0.28125"
"2070241","0.34375","0.34375","0.34375"
"2070252","0.375","0.28125","0.46875"
"2070260","0.15625","0.15625","0.15625"
"2080224","0.21875","0.21875","0.21875"
"2080225","0.375","0.375","0.375"
"2080240","0.40625","0.40625","0.40625"
"2080243","0.5","0.5","0.5"
"2080262","0.3125","0.3125","0.3125"
"2090227","0.28125","0.28125","0.28125"
"2090234","0.21875","0.21875","0.21875"
"2090247","0.34375","0.34375","0.34375"
"2090253","0.34375","0.34375","0.34375"
"2090279","0.28125","0.28125","0.28125"
"2100222","0.3125","0.3125","0.3125"
"2100227","0.28125","0.28125","0.28125"
"2100232","0.28125","0.28125","0.28125"
"2100239","0.3125","0.3125","0.3125"
"2100252","0.21875","0.21875","0.21875"
"2110221","0.25","0.25","0.25"
"2110224","0.34375","0.34375","0.34375"
"2110225","0.28125","0.28125","0.28125"
"2110247","0.4375","0.4375","0.4375"
"2110257","0.25","0.25","0.25"
"2120224","0.375","0.375","0.375"
"2120235","0.34375","0.34375","0.34375"
"2120237","0.34375","0.34375","0.34375"
"2120246","0.1875","0.1875","0.1875"
"2120251","0.28125","0.28125","0.28125"
"2130225","0.34375","0.34375","0.34375"
"2130226","0.25","0.25","0.25"
"2130231","0.25","0.25","0.25"
"2130242","0.265625","0.25","0.28125"
"2140230","0.34375","0.34375","0.34375"
"2140231","0.375","0.375","0.375"
"2140244","0.34375","0.34375","0.34375"
"2140246","0.3125","0.3125","0.3125"
"2140256","0.28125","0.28125","0.28125"
"2150231","0.21875","0.21875","0.21875"
"2150241","0.46875","0.46875","0.46875"
"2150246","0.3125","0.3125","0.3125"
"2150265","0.375","0.375","0.375"
"2150272","0.34375","0.34375","0.34375"
"2160232","0.21875","0.21875","0.21875"
"2160243","0.28125","0.28125","0.28125"
"2160249","0.28125","0.25","0.3125"
"2160253","0.125","0.125","0.125"
"2170221","0.21875","0.21875","0.21875"
"2170237","0.21875","0.21875","0.21875"
"2170240","0.25","0.25","0.25"
"2170247","0.1875","0.1875","0.1875"
"2170254","0.21875","0.21875","0.21875"
"2180229","0.28125","0.28125","0.28125"
"2180231","0.25","0.25","0.25"
"2180242","0.34375","0.34375","0.34375"
"2180254","0.3125","0.3125","0.3125"
"2180274","0.28125","0.28125","0.28125"
"2190224","0.34375","0.34375","0.34375"
"2190227","0.3125","0.3125","0.3125"
"2190240","0.21875","0.21875","0.21875"
"2190241","0.375","0.375","0.375"
"2190253","0.34375","0.34375","0.34375"
"2200220","0.296875","0.1875","0.40625"
"2200241","0.34375","0.34375","0.34375"
"2200247","0.25","0.1875","0.3125"
"2210236","0.375","0.375","0.375"
"2210242","0.34375","0.34375","0.34375"
"2210251","0.28125","0.28125","0.28125"
"2210257","0.25","0.25","0.25"
"2210266","0.3125","0.3125","0.3125"
"2220229","0.21875","0.21875","0.21875"
"2220241","0.40625","0.40625","0.40625"
"2220245","0.15625","0.15625","0.15625"
"2220247","0.34375","0.34375","0.34375"
"2220250","0.375","0.375","0.375"
"2230220","0.4375","0.4375","0.4375"
"2230225","0.375","0.375","0.375"
"2230232","0.28125","0.28125","0.28125"
"2230250","0.40625","0.40625","0.40625"
"2230252","0.21875","0.21875","0.21875"
"2240223","0.34375","0.34375","0.34375"
"2240225","0.28125","0.28125","0.28125"
"2240230","0.21875","0.21875","0.21875"
"2240242","0.3125","0.3125","0.3125"
"2240246","0.28125","0.28125","0.28125"
"2250225","0.375","0.375","0.375"
"2250230","0.34375","0.34375","0.34375"
"2250234","0.25","0.25","0.25"
"2250235","0.28125","0.28125","0.28125"
"2250239","0.375","0.375","0.375"
"2260226","0.34375","0.34375","0.34375"
"2260231","0.28125","0.28125","0.28125"
"2260239","0.375","0.375","0.375"
"2260243","0.34375","0.34375","0.34375"
"2270221","0.3125","0.3125","0.3125"
"2270230","0.25","0.25","0.25"
"2270231","0.28125","0.28125","0.28125"
"2270241","0.25","0.25","0.25"
"2270257","0.34375","0.34375","0.34375"
"2280220","0.28125","0.28125","0.28125"
"2280228","0.359375","0.3125","0.40625"
"2280232","0.34375","0.34375","0.34375"
"2280248","0.46875","0.46875","0.46875"
"2290221","0.34375","0.34375","0.34375"
"2290222","0.34375","0.34375","0.34375"
"2290230","0.40625","0.40625","0.40625"
"2290233","0.28125","0.28125","0.28125"
"2290255","0.375","0.375","0.375"
"2300226","0.28125","0.28125","0.28125"
"2300227","0.3125","0.3125","0.3125"
"2300240","0.34375","0.34375","0.34375"
"2300245","0.40625","0.40625","0.40625"
"2300263","0.46875","0.46875","0.46875"
"2310220","0.3125","0.3125","0.3125"
"2310221","0.28125","0.28125","0.28125"
"2310228","0.40625","0.40625","0.40625"
"2310232","0.25","0.25","0.25"
"2310235","0.34375","0.34375","0.34375"
"2320223","0.25","0.25","0.25"
"2320226","0.375","0.375","0.375"
"2320229","0.375","0.375","0.375"
"2320246","0.25","0.25","0.25"
"2320249","0.125","0.125","0.125"
"2330223","0.3125","0.3125","0.3125"
"2330225","0.375","0.375","0.375"
"2330234","0.34375","0.34375","0.34375"
"2330258","0.28125","0.28125","0.28125"
"2330259","0.34375","0.34375","0.34375"
"2340227","0.5","0.5","0.5"
"2340230","0.34375","0.34375","0.34375"
"2340235","0.46875","0.46875","0.46875"
"2340237","0.5","0.5","0.5"
"2340257","0.3125","0.3125","0.3125"
"2350237","0.34375","0.34375","0.34375"
"2350259","0.3125","0.3125","0.3125"
"2350263","0.40625","0.40625","0.40625"
"2350264","0.4375","0.4375","0.4375"
"2350273","0.21875","0.21875","0.21875"
"2360220","0.40625","0.40625","0.40625"
"2360222","0.15625","0.15625","0.15625"
"2360230","0.34375","0.34375","0.34375"
"2360235","0.1875","0.1875","0.1875"
"2360253","0.1875","0.1875","0.1875"
"2370229","0.375","0.375","0.375"
"2370235","0.40625","0.40625","0.40625"
"2370243","0.40625","0.40625","0.40625"
"2370250","0.21875","0.21875","0.21875"
"2370275","0.28125","0.28125","0.28125"
"2380240","0.3125","0.3125","0.3125"
"2380245","0.25","0.25","0.25"
"2380246","0.34375","0.34375","0.34375"
"2380249","0.46875","0.46875","0.46875"
"2380271","0.40625","0.40625","0.40625"
"2390223","0.25","0.25","0.25"
"2390224","0.25","0.25","0.25"
"2390240","0.28125","0.28125","0.28125"
"2390249","0.375","0.375","0.375"
"2390252","0.28125","0.28125","0.28125"
"2400223","0.0625","0.0625","0.0625"
"2400226","0.34375","0.34375","0.34375"
"2400237","0.25","0.25","0.25"
"2400242","0.375","0.375","0.375"
"2400245","0.21875","0.21875","0.21875"
"2410220","0.40625","0.40625","0.40625"
"2410241","0.34375","0.34375","0.34375"
"2410248","0.46875","0.46875","0.46875"
"2410252","0.46875","0.46875","0.46875"
"2410258","0.40625","0.40625","0.40625"
"2420220","0.3125","0.3125","0.3125"
"2420223","0.375","0.375","0.375"
"2420236","0.25","0.25","0.25"
"2420244","0.25","0.25","0.25"
"2420264","0.4375","0.4375","0.4375"
"2430226","0.1875","0.1875","0.1875"
"2430241","0.25","0.25","0.25"
"2430253","0.375","0.375","0.375"
"2430260","0.25","0.25","0.25"
"2430264","0.34375","0.34375","0.34375"
"2440223","0.375","0.375","0.375"
"2440231","0.4375","0.4375","0.4375"
"2440244","0.3125","0.3125","0.3125"
"2440250","0.375","0.375","0.375"
"2440252","0.375","0.375","0.375"
"2450222","0.1875","0.1875","0.1875"
"2450236","0.125","0.125","0.125"
"2450251","0.375","0.375","0.375"
"2450256","0.1875","0.1875","0.1875"
"2450259","0.375","0.375","0.375"
"2460222","0.21875","0.21875","0.21875"
"2460239","0.375","0.34375","0.40625"
"2460248","0.3125","0.3125","0.3125"
"2460267","0.3125","0.3125","0.3125"
"2470229","0.34375","0.34375","0.34375"
"2470244","0.3125","0.3125","0.3125"
"2470245","0.34375","0.21875","0.46875"
"2470255","0.28125","0.28125","0.28125"
"2480220","0.28125","0.28125","0.28125"
"2480223","0.25","0.25","0.25"
"2480236","0.34375","0.34375","0.34375"
"2480241","0.25","0.25","0.25"
"2480257","0.21875","0.21875","0.21875"
"2490221","0.46875","0.46875","0.46875"
"2490234","0.21875","0.21875","0.21875"
"2490236","0.3125","0.3125","0.3125"
"2490240","0.40625","0.40625","0.40625"
"2490259","0.28125","0.28125","0.28125"
"2500221","0.28125","0.28125","0.28125"
"2500222","0.3125","0.3125","0.3125"
"2500232","0.3125","0.3125","0.3125"
"2500255","0.28125","0.28125","0.28125"
"2500259","0.3125","0.3125","0.3125"
"2510233","0.125","0.125","0.125"
"2510234","0.3125","0.3125","0.3125"
"2510236","0.34375","0.34375","0.34375"
"2510261","0.34375","0.34375","0.34375"
"2510268","0.3125","0.3125","0.3125"
"2520232","0.375","0.34375","0.40625"
"2520240","0.4375","0.4375","0.4375"
"2520245","0.21875","0.21875","0.21875"
"2520246","0.53125","0.53125","0.53125"
"2530220","0.3125","0.3125","0.3125"
"2530230","0.375","0.375","0.375"
"2530236","0.21875","0.21875","0.21875"
"2530238","0.34375","0.34375","0.34375"
"2530244","0.4375","0.4375","0.4375"
"2540225","0.1875","0.1875","0.1875"
"2540230","0.25","0.25","0.25"
"2540236","0.3125","0.3125","0.3125"
"2540253","0.40625","0.40625","0.40625"
"2550224","0.34375","0.34375","0.34375"
"2550227","0.34375","0.34375","0.34375"
"2550250","0.40625","0.40625","0.40625"
"2550256","0.40625","0.40625","0.40625"
"2550262","0.25","0.25","0.25"
"2560226","0.40625","0.40625","0.40625"
"2560229","0.3125","0.3125","0.3125"
"2560230","0.4375","0.4375","0.4375"
"2560235","0.25","0.25","0.25"
"2560237","0.15625","0.15625","0.15625"
"2570228","0.34375","0.34375","0.34375"
"2570229","0.375","0.375","0.375"
"2570244","0.28125","0.28125","0.28125"
"2570253","0.375","0.375","0.375"
"2570261","0.3125","0.3125","0.3125"
"2580225","0.375","0.375","0.375"
"2580230","0.40625","0.40625","0.40625"
"2580251","0.40625","0.40625","0.40625"
"2580256","0.34375","0.34375","0.34375"
"2580265","0.46875","0.46875","0.46875"
"2590225","0.40625","0.40625","0.40625"
"2590226","0.40625","0.40625","0.40625"
"2590232","0.15625","0.15625","0.15625"
"2590234","0.28125","0.28125","0.28125"
"2600235","0.28125","0.28125","0.28125"
"2600237","0.21875","0.21875","0.21875"
"2600246","0.25","0.25","0.25"
"2600258","0.3125","0.3125","0.3125"
"2600265","0.25","0.25","0.25"
"2610223","0.3125","0.3125","0.3125"
"2610224","0.40625","0.40625","0.40625"
"2610230","0.3125","0.3125","0.3125"
"2610239","0.34375","0.34375","0.34375"
"2610276","0.21875","0.21875","0.21875"
"2620228","0.34375","0.34375","0.34375"
"2620234","0.4375","0.4375","0.4375"
"2620236","0.40625","0.40625","0.40625"
"2620249","0.40625","0.40625","0.40625"
"2620256","0.21875","0.21875","0.21875"
"2630229","0.28125","0.28125","0.28125"
"2630239","0.28125","0.28125","0.28125"
"2630251","0.28125","0.28125","0.28125"
"2630257","0.46875","0.46875","0.46875"
"2630260","0.1875","0.1875","0.1875"
"2640227","0.28125","0.28125","0.28125"
"2640233","0.4375","0.4375","0.4375"
"2640241","0.34375","0.34375","0.34375"
"2640252","0.375","0.375","0.375"
"2640277","0.34375","0.34375","0.34375"
"2650226","0.296875","0.25","0.34375"
"2650243","0.375","0.375","0.375"
"2650245","0.3125","0.3125","0.3125"
"2650277","0.40625","0.40625","0.40625"
"2660222","0.28125","0.28125","0.28125"
"2660243","0.28125","0.28125","0.28125"
"2660246","0.4375","0.4375","0.4375"
"2660250","0.40625","0.40625","0.40625"
"2660261","0.4375","0.4375","0.4375"
"2670220","0.40625","0.40625","0.40625"
"2670221","0.375","0.375","0.375"
"2670239","0.375","0.375","0.375"
"2670240","0.3125","0.3125","0.3125"
"2670243","0.25","0.25","0.25"
"2680224","0.25","0.25","0.25"
"2680225","0.34375","0.34375","0.34375"
"2680230","0.4375","0.4375","0.4375"
"2680238","0.1875","0.1875","0.1875"
"2680270","0.21875","0.21875","0.21875"
"2690234","0.28125","0.28125","0.28125"
"2690235","0.28125","0.28125","0.28125"
"2690238","0.28125","0.28125","0.28125"
"2690244","0.375","0.375","0.375"
"2690265","0.375","0.375","0.375"
"2700225","0.21875","0.21875","0.21875"
"2700248","0.375","0.375","0.375"
"2700258","0.4375","0.4375","0.4375"
"2700259","0.375","0.375","0.375"
"2700272","0.375","0.375","0.375"
"2710222","0.28125","0.28125","0.28125"
"2710231","0.4375","0.4375","0.4375"
"2710232","0.34375","0.34375","0.34375"
"2710255","0.34375","0.34375","0.34375"
"2710278","0.40625","0.40625","0.40625"
"2720233","0.25","0.25","0.25"
"2720236","0.3125","0.3125","0.3125"
"2720249","0.46875","0.46875","0.46875"
"2720251","0.21875","0.21875","0.21875"
"2720254","0.40625","0.40625","0.40625"
"2730221","0.34375","0.34375","0.34375"
"2730223","0.3125","0.3125","0.3125"
"2730227","0.28125","0.28125","0.28125"
"2730229","0.375","0.375","0.375"
"2730231","0.28125","0.28125","0.28125"
"2740234","0.34375","0.34375","0.34375"
"2740238","0.40625","0.40625","0.40625"
"2740240","0.265625","0.25","0.28125"
"2740249","0.34375","0.34375","0.34375"
"2750224","0.4375","0.4375","0.4375"
"2750228","0.375","0.375","0.375"
"2750234","0.21875","0.21875","0.21875"
"2750238","0.46875","0.46875","0.46875"
"2750253","0.46875","0.46875","0.46875"
"2760223","0.34375","0.34375","0.34375"
"2760230","0.21875","0.21875","0.21875"
"2760241","0.46875","0.46875","0.46875"
"2760254","0.3125","0.3125","0.3125"
"2760274","0.25","0.25","0.25"
"2770231","0.375","0.375","0.375"
"2770233","0.28125","0.28125","0.28125"
"2770239","0.1875","0.1875","0.1875"
"2770241","0.21875","0.21875","0.21875"
"2770246","0.34375","0.34375","0.34375"
"2780226","0.375","0.375","0.375"
"2780233","0.40625","0.40625","0.40625"
"2780237","0.40625","0.40625","0.40625"
"2780244","0.3125","0.3125","0.3125"
"2780250","0.375","0.375","0.375"
"2790228","0.375","0.375","0.375"
"2790233","0.375","0.375","0.375"
"2790234","0.28125","0.28125","0.28125"
"2790241","0.53125","0.53125","0.53125"
"2790242","0.21875","0.21875","0.21875"
"2800230","0.28125","0.28125","0.28125"
"2800239","0.40625","0.40625","0.40625"
"2800242","0.375","0.375","0.375"
"2800244","0.28125","0.28125","0.28125"
"2800285","0.40625","0.40625","0.40625"
"2810222","0.3125","0.3125","0.3125"
"2810223","0.25","0.25","0.25"
"2810233","0.46875","0.46875","0.46875"
"2810235","0.34375","0.34375","0.34375"
"2810249","0.40625","0.40625","0.40625"
"2820220","0.40625","0.40625","0.40625"
"2820227","0.46875","0.46875","0.46875"
"2820235","0.375","0.375","0.375"
"2820238","0.4375","0.4375","0.4375"
"2820253","0.34375","0.34375","0.34375"
"2830220","0.25","0.25","0.25"
"2830232","0.46875","0.46875","0.46875"
"2830243","0.5","0.5","0.5"
"2830244","0.3125","0.3125","0.3125"
"2830269","0.3125","0.3125","0.3125"
"2840226","0.28125","0.28125","0.28125"
"2840234","0.25","0.25","0.25"
"2840243","0.375","0.375","0.375"
"2840244","0.46875","0.46875","0.46875"
"2840255","0.3125","0.3125","0.3125"
"2850220","0.25","0.25","0.25"
"2850231","0.25","0.25","0.25"
"2850240","0.3125","0.3125","0.3125"
"2850252","0.25","0.25","0.25"
"2850261","0.375","0.375","0.375"
"2860226","0.5625","0.5625","0.5625"
"2860227","0.3125","0.3125","0.3125"
"2860247","0.3125","0.3125","0.3125"
"2860258","0.28125","0.28125","0.28125"
"2860264","0.5","0.5","0.5"
"2870225","0.21875","0.21875","0.21875"
"2870230","0.21875","0.21875","0.21875"
"2870237","0.21875","0.21875","0.21875"
"2870239","0.25","0.25","0.25"
"2870255","0.3125","0.3125","0.3125"
"2880224","0.28125","0.28125","0.28125"
"2880228","0.421875","0.34375","0.5"
"2880233","0.1875","0.1875","0.1875"
"2880240","0.46875","0.46875","0.46875"
"2890232","0.25","0.25","0.25"
"2890235","0.28125","0.28125","0.28125"
"2890237","0.375","0.375","0.375"
"2890251","0.46875","0.46875","0.46875"
"2890259","0.1875","0.1875","0.1875"
"2900229","0.34375","0.21875","0.46875"
"2900239","0.375","0.375","0.375"
"2900242","0.359375","0.34375","0.375"
"2910227","0.5","0.5","0.5"
"2910230","0.15625","0.15625","0.15625"
"2910244","0.46875","0.46875","0.46875"
"2910247","0.4375","0.4375","0.4375"
"2910277","0.25","0.25","0.25"
"2920229","0.28125","0.28125","0.28125"
"2920235","0.359375","0.3125","0.40625"
"2920251","0.28125","0.28125","0.28125"
"2920276","0.40625","0.40625","0.40625"
"2930223","0.34375","0.34375","0.34375"
"2930228","0.46875","0.46875","0.46875"
"2930231","0.4375","0.4375","0.4375"
"2930232","0.5","0.5","0.5"
"2930266","0.34375","0.34375","0.34375"
"2940221","0.21875","0.21875","0.21875"
"2940225","0.4375","0.4375","0.4375"
"2940254","0.21875","0.21875","0.21875"
"2940262","0.34375","0.34375","0.34375"
"2940273","0.53125","0.53125","0.53125"
"2950221","0.3125","0.3125","0.3125"
"2950228","0.4375","0.4375","0.4375"
"2950231","0.40625","0.40625","0.40625"
"2950246","0.1875","0.1875","0.1875"
"2950272","0.28125","0.28125","0.28125"
"2960222","0.375","0.375","0.375"
"2960231","0.28125","0.28125","0.28125"
"2960236","0.25","0.25","0.25"
