"Step","Group: 3s5z_vs_3s6z_ACORM_WM - win_rate","Group: 3s5z_vs_3s6z_ACORM_WM - win_rate__MIN","Group: 3s5z_vs_3s6z_ACORM_WM - win_rate__MAX"
"1160257","0.59375","0.59375","0.59375"
"1160317","0.75","0.75","0.75"
"1160333","0","0","0"
"1160680","0","0","0"
"1170240","0.6875","0.6875","0.6875"
"1170248","0.78125","0.78125","0.78125"
"1170251","0.8125","0.8125","0.8125"
"1170260","0.625","0.625","0.625"
"1170267","0.46875","0.46875","0.46875"
"1170315","0","0","0"
"1170719","0","0","0"
"1180227","0.125","0.125","0.125"
"1180231","0.78125","0.78125","0.78125"
"1180273","0.59375","0.59375","0.59375"
"1180282","0.8125","0.8125","0.8125"
"1180292","0.5","0.5","0.5"
"1180360","0.0625","0.0625","0.0625"
"1180651","0","0","0"
"1190265","0.78125","0.78125","0.78125"
"1190271","0.8125","0.8125","0.8125"
"1190279","0.78125","0.78125","0.78125"
"1190282","0.09375","0.09375","0.09375"
"1190308","0.625","0.625","0.625"
"1190385","0","0","0"
"1190628","0","0","0"
"1200243","0","0","0"
"1200276","0.75","0.75","0.75"
"1200279","0.4375","0.4375","0.4375"
"1200283","0.5625","0.5625","0.5625"
"1200286","0.8125","0.8125","0.8125"
"1200289","0.84375","0.84375","0.84375"
"1200739","0","0","0"
"1210254","0.75","0.75","0.75"
"1210269","0.59375","0.59375","0.59375"
"1210283","0.90625","0.90625","0.90625"
"1210285","0.71875","0.71875","0.71875"
"1210304","0.59375","0.59375","0.59375"
"1210353","0","0","0"
"1210659","0.03125","0.03125","0.03125"
"1220230","0.625","0.625","0.625"
"1220234","0.8125","0.8125","0.8125"
"1220277","0.5","0.5","0.5"
"1220278","0.65625","0.625","0.6875"
"1220326","0","0","0"
"1220636","0.03125","0.03125","0.03125"
"1230226","0.875","0.875","0.875"
"1230244","0.4375","0.4375","0.4375"
"1230278","0.84375","0.84375","0.84375"
"1230283","0.40625","0","0.8125"
"1230286","0.71875","0.71875","0.71875"
"1230697","0","0","0"
"1240224","0.875","0.875","0.875"
"1240231","0.53125","0.53125","0.53125"
"1240240","0.75","0.75","0.75"
"1240259","0.625","0.625","0.625"
"1240262","0.71875","0.71875","0.71875"
"1240349","0","0","0"
"1240667","0","0","0"
"1250228","0.78125","0.78125","0.78125"
"1250238","0.6875","0.6875","0.6875"
"1250255","0.75","0.75","0.75"
"1250266","0.75","0.75","0.75"
"1250278","0.625","0.625","0.625"
"1250343","0.03125","0.03125","0.03125"
"1250686","0.03125","0.03125","0.03125"
"1260222","0.6875","0.6875","0.6875"
"1260240","0.78125","0.78125","0.78125"
"1260251","0.78125","0.78125","0.78125"
"1260276","0.8125","0.8125","0.8125"
"1260281","0.75","0.75","0.75"
"1260322","0","0","0"
"1260716","0","0","0"
"1270229","0.84375","0.84375","0.84375"
"1270234","0.53125","0.53125","0.53125"
"1270244","0.75","0.75","0.75"
"1270291","0.875","0.875","0.875"
"1270314","0.0625","0.0625","0.0625"
"1270388","0.5625","0.5625","0.5625"
"1270764","0","0","0"
"1280220","0.5","0.5","0.5"
"1280221","0.6875","0.6875","0.6875"
"1280224","0.625","0.625","0.625"
"1280273","0.890625","0.875","0.90625"
"1280330","0","0","0"
"1280712","0","0","0"
"1290228","0.90625","0.90625","0.90625"
"1290256","0.5625","0.5625","0.5625"
"1290257","0.6875","0.6875","0.6875"
"1290267","0.75","0.75","0.75"
"1290295","0.625","0.625","0.625"
"1290371","0.03125","0.03125","0.03125"
"1290611","0.15625","0.15625","0.15625"
"1300225","0.6875","0.59375","0.78125"
"1300240","0.78125","0.6875","0.875"
"1300283","0.5","0.5","0.5"
"1300366","0.03125","0.03125","0.03125"
"1300704","0","0","0"
"1310224","0.75","0.75","0.75"
"1310248","0.78125","0.78125","0.78125"
"1310253","0.59375","0.59375","0.59375"
"1310267","0.65625","0.65625","0.65625"
"1310336","0.84375","0.84375","0.84375"
"1310369","0.03125","0.03125","0.03125"
"1310688","0.0625","0.0625","0.0625"
"1320232","0.421875","0.0625","0.78125"
"1320242","0.78125","0.78125","0.78125"
"1320263","0.84375","0.84375","0.84375"
"1320266","0.78125","0.71875","0.84375"
"1320679","0.03125","0.03125","0.03125"
"1330220","0.5625","0.5625","0.5625"
"1330225","0.90625","0.90625","0.90625"
"1330240","0.125","0.125","0.125"
"1330260","0.6875","0.6875","0.6875"
"1330263","0.84375","0.84375","0.84375"
"1330284","0.6875","0.6875","0.6875"
"1330660","0.03125","0.03125","0.03125"
