"Step","Group: 3s5z_vs_3s6z_QMIX - win_rate","Group: 3s5z_vs_3s6z_QMIX - win_rate__MIN","Group: 3s5z_vs_3s6z_QMIX - win_rate__MAX"
"2000149","0","0","0"
"2010004","0","0","0"
"2010013","0","0","0"
"2010121","0","0","0"
"2010141","0","0","0"
"2010158","0","0","0"
"2020013","0","0","0"
"2020015","0","0","0"
"2020025","0","0","0"
"2020082","0","0","0"
"2020121","0","0","0"
"2020140","0","0","0"
"2030010","0","0","0"
"2030022","0","0","0"
"2030047","0","0","0"
"2030049","0","0","0"
"2030095","0","0","0"
"2030104","0","0","0"
"2040000","0","0","0"
"2040004","0","0","0"
"2040022","0","0","0"
"2040034","0","0","0"
"2040077","0","0","0"
"2040094","0.03125","0.03125","0.03125"
"2050007","0","0","0"
"2050049","0","0","0"
"2050072","0","0","0"
"2050085","0","0","0"
"2050086","0","0","0"
"2050133","0","0","0"
"2060036","0","0","0"
"2060056","0","0","0"
"2060061","0","0","0"
"2060091","0","0","0"
"2060127","0","0","0"
"2060141","0","0","0"
"2070039","0","0","0"
"2070045","0","0","0"
"2070046","0","0","0"
"2070071","0","0","0"
"2070104","0","0","0"
"2070160","0","0","0"
"2080003","0","0","0"
"2080025","0","0","0"
"2080049","0","0","0"
"2080056","0","0","0"
"2080113","0","0","0"
"2080135","0","0","0"
"2090007","0","0","0"
"2090016","0","0","0"
"2090022","0","0","0"
"2090064","0","0","0"
"2090078","0","0","0"
"2090094","0","0","0"
"2100033","0","0","0"
"2100036","0","0","0"
"2100097","0","0","0"
"2100102","0","0","0"
"2100105","0","0","0"
"2100157","0","0","0"
"2110035","0","0","0"
"2110045","0","0","0"
"2110059","0","0","0"
"2110066","0","0","0"
"2110069","0","0","0"
"2110072","0","0","0"
"2120001","0","0","0"
"2120002","0","0","0"
"2120028","0","0","0"
"2120073","0","0","0"
"2120139","0","0","0"
"2120154","0","0","0"
"2130011","0","0","0"
"2130040","0","0","0"
"2130099","0","0","0"
"2130103","0","0","0"
"2130159","0","0","0"
"2140036","0","0","0"
"2140046","0","0","0"
"2140076","0","0","0"
"2140083","0","0","0"
"2140103","0","0","0"
"2140142","0","0","0"
"2150037","0","0","0"
"2150057","0","0","0"
"2150069","0","0","0"
"2150085","0","0","0"
"2150113","0","0","0"
"2150138","0","0","0"
"2160014","0","0","0"
"2160027","0","0","0"
"2160036","0","0","0"
"2160060","0","0","0"
"2160070","0","0","0"
"2160074","0","0","0"
"2170015","0","0","0"
"2170025","0","0","0"
"2170045","0","0","0"
"2170046","0","0","0"
"2170056","0","0","0"
"2170080","0","0","0"
"2180009","0","0","0"
"2180016","0","0","0"
"2180029","0","0","0"
"2180068","0","0","0"
"2180085","0","0","0"
"2180090","0","0","0"
"2190000","0","0","0"
"2190016","0","0","0"
"2190069","0","0","0"
"2190111","0","0","0"
"2190132","0","0","0"
"2190148","0","0","0"
"2200006","0","0","0"
"2200033","0","0","0"
"2200036","0","0","0"
"2200038","0","0","0"
"2200113","0","0","0"
"2200169","0","0","0"
"2210024","0","0","0"
"2210056","0","0","0"
"2210094","0","0","0"
"2210099","0","0","0"
"2210168","0","0","0"
"2220034","0","0","0"
"2220056","0","0","0"
"2220069","0","0","0"
"2220100","0","0","0"
"2220128","0","0","0"
"2220137","0","0","0"
"2230005","0","0","0"
"2230030","0","0","0"
"2230053","0","0","0"
"2230055","0","0","0"
"2230076","0","0","0"
"2230121","0","0","0"
"2240012","0","0","0"
"2240051","0","0","0"
"2240090","0","0","0"
"2240108","0","0","0"
"2240151","0","0","0"
"2240159","0","0","0"
"2250009","0","0","0"
"2250035","0","0","0"
"2250041","0","0","0"
"2250083","0","0","0"
"2250156","0","0","0"
"2260001","0","0","0"
"2260017","0","0","0"
"2260023","0","0","0"
"2260049","0","0","0"
"2260074","0","0","0"
"2260077","0","0","0"
"2270022","0","0","0"
"2270027","0","0","0"
"2270030","0","0","0"
"2270108","0","0","0"
"2270122","0","0","0"
"2280088","0","0","0"
"2280129","0","0","0"
"2280142","0","0","0"
"2280152","0","0","0"
"2280162","0","0","0"
"2280169","0","0","0"
"2290011","0","0","0"
"2290029","0","0","0"
"2290054","0","0","0"
"2290067","0","0","0"
"2290160","0","0","0"
"2300009","0","0","0"
"2300017","0","0","0"
"2300027","0","0","0"
"2300029","0","0","0"
"2300043","0","0","0"
"2300142","0","0","0"
"2310015","0","0","0"
"2310034","0","0","0"
"2310051","0","0","0"
"2310053","0","0","0"
"2310083","0","0","0"
"2310139","0","0","0"
"2320004","0","0","0"
"2320028","0","0","0"
"2320048","0","0","0"
"2320056","0","0","0"
"2320058","0","0","0"
"2320125","0","0","0"
"2330005","0","0","0"
"2330008","0","0","0"
"2330023","0","0","0"
"2330027","0","0","0"
"2330083","0","0","0"
"2330164","0","0","0"
"2340009","0","0","0"
"2340038","0","0","0"
"2340057","0","0","0"
"2340086","0","0","0"
"2340111","0","0","0"
"2340143","0","0","0"
"2350012","0","0","0"
"2350014","0","0","0"
"2350019","0","0","0"
"2350050","0","0","0"
"2350088","0","0","0"
"2350141","0","0","0"
"2360014","0","0","0"
"2360033","0","0","0"
"2360058","0","0","0"
"2360077","0","0","0"
"2360086","0","0","0"
"2360132","0","0","0"
"2370004","0","0","0"
"2370008","0","0","0"
"2370032","0","0","0"
"2370036","0","0","0"
"2370088","0","0","0"
"2370095","0","0","0"
"2380040","0","0","0"
"2380042","0","0","0"
"2380061","0","0","0"
"2380090","0","0","0"
"2380101","0","0","0"
"2380145","0","0","0"
"2390007","0","0","0"
"2390030","0","0","0"
"2390112","0","0","0"
"2390134","0","0","0"
"2390142","0","0","0"
"2400000","0.03125","0.03125","0.03125"
"2400046","0","0","0"
"2400101","0","0","0"
"2400112","0","0","0"
"2400123","0","0","0"
"2400155","0","0","0"
"2410031","0","0","0"
"2410035","0","0","0"
"2410038","0","0","0"
"2410099","0","0","0"
"2410136","0","0","0"
"2410151","0","0","0"
"2420012","0","0","0"
"2420027","0","0","0"
"2420032","0","0","0"
"2420091","0","0","0"
"2420107","0","0","0"
"2420134","0","0","0"
"2430009","0","0","0"
"2430025","0","0","0"
"2430029","0","0","0"
"2430032","0","0","0"
"2430060","0","0","0"
"2430106","0","0","0"
"2440003","0","0","0"
"2440033","0","0","0"
"2440048","0","0","0"
"2440061","0","0","0"
"2440064","0","0","0"
"2440152","0","0","0"
"2450012","0","0","0"
"2450081","0","0","0"
"2450091","0","0","0"
"2450102","0","0","0"
"2450104","0","0","0"
"2450131","0","0","0"
"2460007","0","0","0"
"2460035","0","0","0"
"2460043","0","0","0"
"2460122","0","0","0"
"2460129","0","0","0"
"2460139","0","0","0"
"2470036","0","0","0"
"2470037","0","0","0"
"2470059","0","0","0"
"2470110","0","0","0"
"2470138","0","0","0"
"2470169","0","0","0"
"2480004","0","0","0"
"2480019","0","0","0"
"2480025","0","0","0"
"2480035","0","0","0"
"2480145","0","0","0"
"2480150","0","0","0"
"2490004","0","0","0"
"2490013","0","0","0"
"2490033","0","0","0"
"2490036","0","0","0"
"2490057","0","0","0"
"2490061","0","0","0"
"2500018","0","0","0"
"2500033","0","0","0"
"2500048","0","0","0"
"2500049","0","0","0"
"2500060","0","0","0"
"2500161","0","0","0"
"2510006","0","0","0"
"2510014","0","0","0"
"2510039","0","0","0"
"2510041","0","0","0"
"2510047","0","0","0"
"2510078","0","0","0"
"2520019","0","0","0"
"2520033","0","0","0"
"2520046","0","0","0"
"2520082","0","0","0"
"2520108","0","0","0"
"2520115","0","0","0"
"2530006","0","0","0"
"2530038","0","0","0"
"2530055","0","0","0"
"2530057","0","0","0"
"2530081","0","0","0"
"2530085","0","0","0"
"2540004","0","0","0"
"2540032","0","0","0"
"2540038","0","0","0"
"2540054","0","0","0"
"2540076","0","0","0"
"2540092","0","0","0"
"2550043","0","0","0"
"2550052","0","0","0"
"2550078","0","0","0"
"2550113","0","0","0"
"2550132","0","0","0"
"2550159","0","0","0"
"2560000","0","0","0"
"2560052","0","0","0"
"2560071","0","0","0"
"2560084","0","0","0"
"2560164","0","0","0"
"2560165","0","0","0"
"2570008","0","0","0"
"2570050","0","0","0"
"2570071","0","0","0"
"2570142","0","0","0"
"2570149","0","0","0"
"2570162","0","0","0"
"2580003","0","0","0"
"2580041","0","0","0"
"2580049","0","0","0"
"2580063","0","0","0"
"2580064","0","0","0"
"2580124","0","0","0"
"2590020","0","0","0"
"2590048","0","0","0"
"2590054","0","0","0"
"2590081","0","0","0"
"2590096","0","0","0"
"2590161","0","0","0"
"2600013","0","0","0"
"2600029","0","0","0"
"2600050","0","0","0"
"2600069","0","0","0"
"2600079","0","0","0"
"2600093","0","0","0"
"2610001","0","0","0"
"2610038","0","0","0"
"2610043","0","0","0"
"2610045","0","0","0"
"2610052","0","0","0"
"2610053","0","0","0"
"2620000","0","0","0"
"2620012","0","0","0"
"2620016","0","0","0"
"2620024","0","0","0"
"2620125","0","0","0"
"2620167","0","0","0"
"2630007","0","0","0"
"2630012","0","0","0"
"2630051","0","0","0"
"2630125","0","0","0"
"2630145","0","0","0"
"2630155","0","0","0"
"2640025","0","0","0"
"2640059","0","0","0"
"2640060","0","0","0"
"2640062","0","0","0"
"2640160","0","0","0"
"2640166","0","0","0"
"2650004","0","0","0"
"2650035","0","0","0"
"2650058","0","0","0"
"2650077","0","0","0"
"2650090","0","0","0"
"2650165","0","0","0"
"2660038","0","0","0"
"2660071","0","0","0"
"2660093","0","0","0"
"2660162","0","0","0"
"2660166","0","0","0"
"2660168","0","0","0"
"2670011","0","0","0"
"2670020","0","0","0"
"2670021","0","0","0"
"2670029","0","0","0"
"2670036","0","0","0"
"2670145","0","0","0"
"2680004","0","0","0"
"2680046","0","0","0"
"2680048","0","0","0"
"2680076","0","0","0"
"2680096","0","0","0"
"2680161","0","0","0"
"2690002","0","0","0"
"2690031","0","0","0"
"2690042","0","0","0"
"2690075","0","0","0"
"2690101","0","0","0"
"2700019","0","0","0"
"2700021","0","0","0"
"2700040","0","0","0"
"2700061","0","0","0"
"2700087","0","0","0"
"2700139","0","0","0"
"2710018","0","0","0"
"2710040","0","0","0"
"2710066","0","0","0"
"2710083","0","0","0"
"2710117","0","0","0"
"2710164","0","0","0"
"2720009","0","0","0"
"2720031","0","0","0"
"2720056","0","0","0"
"2720107","0","0","0"
"2720133","0","0","0"
"2720153","0","0","0"
"2730032","0","0","0"
"2730048","0","0","0"
"2730050","0","0","0"
"2730101","0","0","0"
"2730103","0","0","0"
"2730148","0","0","0"
"2740044","0","0","0"
"2740056","0","0","0"
"2740071","0","0","0"
"2740079","0","0","0"
"2740107","0","0","0"
"2740160","0","0","0"
"2750007","0","0","0"
"2750018","0","0","0"
"2750064","0","0","0"
"2750066","0","0","0"
"2750093","0","0","0"
"2760017","0","0","0"
"2760035","0","0","0"
"2760097","0.03125","0.03125","0.03125"
"2760113","0","0","0"
"2760127","0","0","0"
"2760143","0","0","0"
"2770012","0","0","0"
"2770023","0","0","0"
"2770033","0","0","0"
"2770043","0","0","0"
"2770093","0","0","0"
"2770111","0","0","0"
"2780007","0","0","0"
"2780026","0","0","0"
"2780037","0","0","0"
"2780052","0","0","0"
"2780080","0","0","0"
"2780101","0","0","0"
"2790018","0","0","0"
"2790024","0","0","0"
"2790062","0","0","0"
"2790069","0","0","0"
"2790070","0","0","0"
"2790139","0","0","0"
"2800018","0","0","0"
"2800030","0","0","0"
"2800044","0","0","0"
"2800060","0","0","0"
"2800121","0","0","0"
"2800152","0","0","0"
"2810003","0","0","0"
"2810034","0","0","0"
"2810038","0","0","0"
"2810072","0","0","0"
"2810119","0","0","0"
"2810133","0","0","0"
"2820029","0","0","0"
"2820047","0","0","0"
"2820053","0","0","0"
"2820111","0","0","0"
"2820157","0","0","0"
"2820165","0","0","0"
"2830003","0","0","0"
"2830018","0","0","0"
"2830065","0","0","0"
"2830069","0","0","0"
"2830073","0","0","0"
"2830139","0","0","0"
"2840043","0","0","0"
"2840086","0","0","0"
"2840088","0","0","0"
"2840099","0","0","0"
"2840103","0","0","0"
"2840140","0","0","0"
"2850024","0","0","0"
"2850033","0","0","0"
"2850038","0","0","0"
"2850092","0","0","0"
"2850162","0","0","0"
"2850168","0","0","0"
"2860008","0","0","0"
"2860018","0","0","0"
"2860022","0","0","0"
"2860049","0","0","0"
"2860110","0","0","0"
"2860163","0.03125","0.03125","0.03125"
"2870014","0","0","0"
"2870021","0","0","0"
"2870087","0","0","0"
"2870102","0","0","0"
"2870103","0","0","0"
"2870127","0","0","0"
"2880016","0","0","0"
"2880031","0","0","0"
"2880045","0","0","0"
"2880052","0","0","0"
"2880112","0","0","0"
"2880127","0","0","0"
"2890008","0","0","0"
"2890015","0","0","0"
"2890023","0","0","0"
"2890024","0","0","0"
"2890039","0","0","0"
"2890142","0","0","0"
"2900021","0.03125","0.03125","0.03125"
"2900036","0","0","0"
"2900058","0","0","0"
"2900065","0","0","0"
"2900165","0","0","0"
"2910005","0","0","0"
"2910022","0","0","0"
"2910068","0","0","0"
"2910111","0","0","0"
"2910147","0","0","0"
"2910159","0","0","0"
"2920043","0","0","0"
"2920053","0","0","0"
"2920075","0","0","0"
"2920081","0","0","0"
"2920103","0","0","0"
"2920104","0","0","0"
"2930024","0","0","0"
"2930027","0","0","0"
"2930029","0","0","0"
"2930038","0","0","0"
"2930099","0","0","0"
"2930119","0","0","0"
"2940051","0","0","0"
"2940054","0","0","0"
"2940098","0","0","0"
"2940099","0","0","0"
"2940118","0","0","0"
"2940138","0","0","0"
"2950033","0","0","0"
"2950060","0","0","0"
"2950063","0","0","0"
"2950094","0","0","0"
"2950109","0","0","0"
"2950143","0","0","0"
"2960010","0","0","0"
"2960015","0","0","0"
"2960034","0","0","0"
"2960039","0","0","0"
"2960040","0","0","0"
"2960167","0","0","0"
"2970006","0","0","0"
"2970026","0","0","0"
"2970043","0","0","0"
"2970044","0","0","0"
"2970116","0","0","0"
"2970132","0","0","0"
"2980012","0","0","0"
"2980016","0","0","0"
"2980043","0","0","0"
"2980051","0","0","0"
"2980099","0","0","0"
"2990006","0","0","0"
"2990033","0","0","0"
"2990036","0","0","0"
"2990055","0","0","0"
"2990059","0","0","0"
"2990163","0","0","0"
"3000012","0","0","0"
"3000027","0","0","0"
"3000040","0","0","0"
"3000096","0","0","0"
"3000097","0","0","0"
"3000158","0","0","0"
