"Step","Group: 5m_vs_6m_ACORM_WM - win_rate","Group: 5m_vs_6m_ACORM_WM - win_rate__MIN","Group: 5m_vs_6m_ACORM_WM - win_rate__MAX"
"1480617","0.78125","0.78125","0.78125"
"1480618","0.6875","0.65625","0.71875"
"1490601","0.734375","0.71875","0.75"
"1490605","0.71875","0.71875","0.71875"
"1490615","0.59375","0.59375","0.59375"
"1490618","0.625","0.625","0.625"
"1500602","0.71875","0.71875","0.71875"
"1500611","0.5625","0.5625","0.5625"
"1500612","0.625","0.625","0.625"
"1500618","0.65625","0.65625","0.65625"
"1500622","0.53125","0.53125","0.53125"
"1510605","0.71875","0.71875","0.71875"
"1510607","0.875","0.875","0.875"
"1510614","0.6875","0.6875","0.6875"
"1510620","0.40625","0.40625","0.40625"
"1510621","0.71875","0.71875","0.71875"
"1520613","0.59375","0.59375","0.59375"
"1520617","0.5625","0.5625","0.5625"
"1520618","0.59375","0.59375","0.59375"
"1520622","0.6875","0.6875","0.6875"
"1520624","0.65625","0.65625","0.65625"
"1530602","0.65625","0.65625","0.65625"
"1530612","0.78125","0.78125","0.78125"
"1530615","0.8125","0.8125","0.8125"
"1530618","0.71875","0.65625","0.78125"
"1540602","0.75","0.75","0.75"
"1540610","0.71875","0.71875","0.71875"
"1540612","0.46875","0.46875","0.46875"
"1540621","0.5625","0.5625","0.5625"
"1550605","0.8125","0.8125","0.8125"
"1550607","0.65625","0.65625","0.65625"
"1550616","0.75","0.75","0.75"
"1550618","0.71875","0.71875","0.71875"
"1560603","0.59375","0.59375","0.59375"
"1560613","0.75","0.75","0.75"
"1560616","0.59375","0.59375","0.59375"
"1560625","0.65625","0.65625","0.65625"
"1570601","0.625","0.625","0.625"
"1570605","0.875","0.875","0.875"
"1570610","0.4375","0.4375","0.4375"
"1570616","0.8125","0.8125","0.8125"
"1580600","0.59375","0.59375","0.59375"
"1580610","0.8125","0.8125","0.8125"
"1580617","0.6875","0.6875","0.6875"
"1580619","0.6875","0.6875","0.6875"
"1590601","0.71875","0.71875","0.71875"
"1590602","0.53125","0.53125","0.53125"
"1590614","0.6875","0.6875","0.6875"
"1590620","0.78125","0.78125","0.78125"
"1600600","0.5625","0.5625","0.5625"
"1600605","0.6875","0.6875","0.6875"
"1600607","0.75","0.75","0.75"
"1600618","0.71875","0.71875","0.71875"
"1610609","0.6875","0.6875","0.6875"
"1610620","0.53125","0.53125","0.53125"
"1610622","0.78125","0.78125","0.78125"
"1610625","0.65625","0.65625","0.65625"
"1620600","0.625","0.625","0.625"
"1620606","0.65625","0.65625","0.65625"
"1620612","0.78125","0.78125","0.78125"
"1620624","0.875","0.875","0.875"
"1630602","0.65625","0.65625","0.65625"
"1630605","0.6875","0.6875","0.6875"
"1630607","0.625","0.625","0.625"
"1630614","0.71875","0.71875","0.71875"
"1640606","0.6875","0.625","0.75"
"1640612","0.6875","0.6875","0.6875"
"1640624","0.75","0.75","0.75"
"1650602","0.625","0.625","0.625"
"1650606","0.6875","0.6875","0.6875"
"1650616","0.71875","0.71875","0.71875"
"1650626","0.6875","0.6875","0.6875"
"1660602","0.65625","0.65625","0.65625"
"1660612","0.75","0.75","0.75"
"1660622","0.6875","0.6875","0.6875"
"1660625","0.625","0.625","0.625"
"1670608","0.65625","0.65625","0.65625"
"1670613","0.8125","0.8125","0.8125"
"1670620","0.65625","0.65625","0.65625"
"1670621","0.59375","0.59375","0.59375"
"1680609","0.625","0.625","0.625"
"1680613","0.5625","0.5625","0.5625"
"1680614","0.625","0.625","0.625"
"1680619","0.625","0.625","0.625"
"1690600","0.78125","0.78125","0.78125"
"1690602","0.78125","0.78125","0.78125"
"1690606","0.78125","0.78125","0.78125"
"1690619","0.75","0.75","0.75"
"1700600","0.59375","0.59375","0.59375"
"1700607","0.78125","0.78125","0.78125"
"1700615","0.5625","0.5625","0.5625"
"1700621","0.8125","0.8125","0.8125"
"1710600","0.84375","0.84375","0.84375"
"1710605","0.625","0.625","0.625"
"1710614","0.78125","0.78125","0.78125"
"1710621","0.59375","0.59375","0.59375"
"1720602","0.71875","0.71875","0.71875"
"1720610","0.71875","0.71875","0.71875"
"1720611","0.84375","0.84375","0.84375"
"1720613","0.78125","0.78125","0.78125"
"1730604","0.75","0.75","0.75"
"1730616","0.78125","0.78125","0.78125"
"1730619","0.65625","0.65625","0.65625"
"1740605","0.78125","0.78125","0.78125"
"1740621","0.9375","0.9375","0.9375"
"1740623","0.71875","0.71875","0.71875"
"1750607","0.71875","0.71875","0.71875"
"1750610","0.625","0.625","0.625"
"1750618","0.8125","0.8125","0.8125"
"1760603","0.65625","0.65625","0.65625"
"1760613","0.84375","0.84375","0.84375"
"1760622","0.875","0.875","0.875"
"1770606","0.71875","0.65625","0.78125"
"1770621","0.6875","0.6875","0.6875"
"1780609","0.75","0.75","0.75"
"1780614","0.71875","0.71875","0.71875"
"1780621","0.75","0.75","0.75"
"1790604","0.78125","0.78125","0.78125"
"1790608","0.6875","0.6875","0.6875"
"1790610","0.6875","0.6875","0.6875"
"1800607","0.71875","0.71875","0.71875"
"1800613","0.59375","0.59375","0.59375"
"1800614","0.5","0.5","0.5"
"1810621","0.5625","0.5625","0.5625"
"1810622","0.84375","0.84375","0.84375"
"1810624","0.5625","0.5625","0.5625"
"1820600","0.78125","0.78125","0.78125"
"1820615","0.78125","0.78125","0.78125"
"1820619","0.625","0.625","0.625"
"1830603","0.71875","0.71875","0.71875"
"1830605","0.625","0.625","0.625"
"1830618","0.8125","0.8125","0.8125"
"1840601","0.625","0.625","0.625"
"1840612","0.59375","0.59375","0.59375"
"1840614","0.625","0.625","0.625"
"1850600","0.71875","0.71875","0.71875"
"1850606","0.75","0.75","0.75"
"1850622","0.65625","0.65625","0.65625"
"1860610","0.75","0.75","0.75"
"1860611","0.625","0.625","0.625"
"1860626","0.65625","0.65625","0.65625"
"1870602","0.78125","0.78125","0.78125"
"1870604","0.8125","0.8125","0.8125"
"1870613","0.78125","0.78125","0.78125"
"1880611","0.8125","0.8125","0.8125"
"1880617","0.8125","0.8125","0.8125"
"1880626","0.6875","0.6875","0.6875"
"1890612","0.65625","0.65625","0.65625"
"1890618","0.53125","0.53125","0.53125"
"1890624","0.71875","0.71875","0.71875"
"1900612","0.65625","0.65625","0.65625"
"1900618","0.71875","0.71875","0.71875"
"1900619","0.625","0.625","0.625"
"1910603","0.71875","0.71875","0.71875"
"1910607","0.65625","0.65625","0.65625"
"1910610","0.8125","0.8125","0.8125"
"1920616","0.59375","0.59375","0.59375"
"1920618","0.5625","0.5625","0.5625"
"1920620","0.65625","0.65625","0.65625"
"1930602","0.59375","0.59375","0.59375"
"1930613","0.8125","0.8125","0.8125"
"1930624","0.6875","0.6875","0.6875"
"1940602","0.875","0.875","0.875"
"1940604","0.5625","0.5625","0.5625"
"1940615","0.75","0.75","0.75"
"1950607","0.78125","0.78125","0.78125"
"1950616","0.6875","0.6875","0.6875"
"1950627","0.65625","0.65625","0.65625"
"1960602","0.625","0.625","0.625"
"1960612","0.59375","0.59375","0.59375"
"1960615","0.625","0.625","0.625"
"1970610","0.6875","0.6875","0.6875"
"1970616","0.6875","0.6875","0.6875"
"1970623","0.6875","0.6875","0.6875"
"1980604","0.6875","0.6875","0.6875"
"1980606","0.6875","0.6875","0.6875"
"1980618","0.75","0.75","0.75"
"1990602","0.78125","0.78125","0.78125"
"1990612","0.65625","0.65625","0.65625"
"1990617","0.78125","0.78125","0.78125"
"2000609","0.6875","0.6875","0.6875"
"2000614","0.71875","0.71875","0.71875"
"2000617","0.5625","0.5625","0.5625"
"2010605","0.6875","0.6875","0.6875"
"2010619","0.53125","0.53125","0.53125"
"2020600","0.53125","0.53125","0.53125"
"2020608","0.5","0.5","0.5"
"2030614","0.71875","0.71875","0.71875"
"2030616","0.5","0.5","0.5"
"2040601","0.6875","0.6875","0.6875"
"2040609","0.6875","0.6875","0.6875"
"2050606","0.75","0.75","0.75"
"2050608","0.6875","0.6875","0.6875"
"2060606","0.71875","0.71875","0.71875"
"2060616","0.90625","0.90625","0.90625"
"2070617","0.75","0.75","0.75"
"2070623","0.625","0.625","0.625"
"2080602","0.71875","0.71875","0.71875"
"2080625","0.71875","0.71875","0.71875"
"2090610","0.65625","0.65625","0.65625"
"2090616","0.59375","0.59375","0.59375"
"2100601","0.75","0.75","0.75"
"2100604","0.75","0.75","0.75"
