"Step","Group: 5m_vs_6m_QMIX - win_rate","Group: 5m_vs_6m_QMIX - win_rate__MIN","Group: 5m_vs_6m_QMIX - win_rate__MAX"
"1510022","0.09375","0","0.1875"
"1520001","0.234375","0.15625","0.3125"
"1520028","0.1875","0.09375","0.28125"
"1520033","0.09375","0.09375","0.09375"
"1520044","0","0","0"
"1530020","0.234375","0.125","0.34375"
"1530023","0.25","0.25","0.25"
"1530032","0.46875","0.46875","0.46875"
"1530042","0","0","0"
"1540007","0.09375","0.09375","0.09375"
"1540010","0.40625","0.40625","0.40625"
"1540013","0","0","0"
"1540018","0.09375","0.09375","0.09375"
"1540026","0.21875","0.21875","0.21875"
"1540039","0.0625","0.0625","0.0625"
"1550002","0.4375","0.4375","0.4375"
"1550004","0.09375","0.09375","0.09375"
"1550014","0.28125","0.28125","0.28125"
"1550019","0.09375","0.09375","0.09375"
"1550021","0.0625","0.0625","0.0625"
"1550031","0","0","0"
"1560009","0.0625","0.0625","0.0625"
"1560011","0","0","0"
"1560030","0.109375","0","0.21875"
"1560059","0.15625","0.15625","0.15625"
"1560062","0.03125","0.03125","0.03125"
"1570007","0","0","0"
"1570008","0.40625","0.40625","0.40625"
"1570021","0","0","0"
"1570024","0.03125","0.03125","0.03125"
"1570027","0.125","0.125","0.125"
"1570029","0.09375","0.09375","0.09375"
"1580000","0.03125","0.03125","0.03125"
"1580004","0.0625","0.0625","0.0625"
"1580011","0.625","0.625","0.625"
"1580013","0","0","0"
"1580027","0.0625","0.0625","0.0625"
"1580059","0","0","0"
"1590005","0.53125","0.53125","0.53125"
"1590007","0.03125","0.03125","0.03125"
"1590008","0.03125","0.03125","0.03125"
"1590011","0.03125","0.03125","0.03125"
"1590013","0","0","0"
"1590056","0","0","0"
"1600009","0","0","0"
"1600012","0.5","0.5","0.5"
"1600013","0.1875","0.1875","0.1875"
"1600016","0.03125","0.03125","0.03125"
"1600024","0.125","0.125","0.125"
"1600049","0","0","0"
"1610002","0.15625","0.15625","0.15625"
"1610004","0","0","0"
"1610005","0","0","0"
"1610020","0","0","0"
"1610023","0.53125","0.53125","0.53125"
"1610036","0","0","0"
"1620007","0.03125","0.03125","0.03125"
"1620009","0.34375","0.34375","0.34375"
"1620012","0.09375","0.09375","0.09375"
"1620021","0.15625","0.15625","0.15625"
"1620023","0.4375","0.4375","0.4375"
"1620032","0","0","0"
"1630000","0.125","0.125","0.125"
"1630012","0.375","0.375","0.375"
"1630015","0","0","0"
"1630026","0.15625","0.15625","0.15625"
"1630027","0.375","0.375","0.375"
"1630035","0","0","0"
"1640005","0.28125","0.28125","0.28125"
"1640010","0.1875","0.1875","0.1875"
"1640017","0.09375","0.09375","0.09375"
"1640021","0.40625","0.40625","0.40625"
"1640034","0.0625","0.0625","0.0625"
"1640045","0","0","0"
"1650006","0","0","0"
"1650011","0.28125","0.28125","0.28125"
"1650016","0.46875","0.46875","0.46875"
"1650022","0.1875","0.1875","0.1875"
"1650027","0.5","0.5","0.5"
"1650049","0","0","0"
"1660009","0.28125","0.28125","0.28125"
"1660015","0.0625","0.0625","0.0625"
"1660019","0.09375","0.09375","0.09375"
"1660024","0","0","0"
"1660026","0.15625","0.15625","0.15625"
"1660040","0.34375","0.34375","0.34375"
"1670000","0.0625","0.0625","0.0625"
"1670008","0.125","0.125","0.125"
"1670015","0.25","0.25","0.25"
"1670022","0","0","0"
"1670026","0.46875","0.46875","0.46875"
"1670063","0","0","0"
"1680001","0.0625","0.0625","0.0625"
"1680002","0.3125","0.3125","0.3125"
"1680012","0.375","0.375","0.375"
"1680026","0.0625","0.0625","0.0625"
"1680053","0","0","0"
"1680058","0","0","0"
"1690001","0.28125","0.28125","0.28125"
"1690005","0","0","0"
"1690007","0","0","0"
"1690012","0.0625","0.0625","0.0625"
"1690013","0.53125","0.53125","0.53125"
"1690051","0","0","0"
"1700005","0","0","0"
"1700009","0.59375","0.59375","0.59375"
"1700014","0.125","0.125","0.125"
"1700023","0.03125","0.03125","0.03125"
"1700028","0.3125","0.3125","0.3125"
"1700051","0","0","0"
"1710000","0","0","0"
"1710008","0","0","0"
"1710010","0","0","0"
"1710014","0.46875","0.46875","0.46875"
"1710024","0.34375","0.34375","0.34375"
"1710031","0.125","0.125","0.125"
"1720003","0.0625","0.0625","0.0625"
"1720011","0.3125","0.3125","0.3125"
"1720016","0.25","0.25","0.25"
"1720023","0.09375","0.09375","0.09375"
"1720028","0.28125","0.28125","0.28125"
"1720068","0","0","0"
"1730002","0.21875","0.15625","0.28125"
"1730015","0","0","0"
"1730018","0.25","0.25","0.25"
"1730021","0.21875","0.21875","0.21875"
"1730054","0","0","0"
"1740006","0.1875","0.1875","0.1875"
"1740009","0.03125","0.03125","0.03125"
"1740015","0.03125","0.03125","0.03125"
"1740021","0.25","0.25","0.25"
"1740028","0","0","0"
"1740031","0.34375","0.34375","0.34375"
"1750018","0.5","0.5","0.5"
"1750021","0.0625","0.0625","0.0625"
"1750025","0.15625","0.125","0.1875"
"1750040","0","0","0"
"1750053","0.125","0.125","0.125"
"1760012","0.125","0.125","0.125"
"1760016","0.09375","0.09375","0.09375"
"1760018","0.15625","0.15625","0.15625"
"1760020","0.09375","0.09375","0.09375"
"1760037","0","0","0"
"1760042","0.40625","0.40625","0.40625"
"1770003","0.25","0.25","0.25"
"1770005","0.0625","0.0625","0.0625"
"1770013","0.0625","0.0625","0.0625"
"1770014","0.4375","0.4375","0.4375"
"1770021","0.09375","0.09375","0.09375"
"1770067","0","0","0"
"1780001","0.15625","0.15625","0.15625"
"1780005","0.28125","0.28125","0.28125"
"1780007","0.09375","0.09375","0.09375"
"1780047","0","0","0"
"1780054","0","0","0"
"1780061","0.5","0.5","0.5"
"1790010","0.09375","0.03125","0.15625"
"1790012","0","0","0"
"1790013","0.046875","0.03125","0.0625"
"1790017","0.09375","0.09375","0.09375"
"1800003","0.25","0.25","0.25"
"1800019","0.03125","0.03125","0.03125"
"1800024","0.328125","0.0625","0.59375"
"1800033","0","0","0"
"1800051","0.0625","0.0625","0.0625"
"1810000","0.03125","0.03125","0.03125"
"1810015","0.125","0.125","0.125"
"1810017","0.25","0.25","0.25"
"1810028","0.09375","0.09375","0.09375"
"1810054","0","0","0"
"1820002","0.625","0.625","0.625"
"1820005","0.09375","0.09375","0.09375"
"1820009","0.03125","0.03125","0.03125"
"1820010","0.125","0.125","0.125"
"1820020","0.1875","0.1875","0.1875"
"1820064","0","0","0"
"1830011","0.46875","0.46875","0.46875"
"1830023","0.03125","0.03125","0.03125"
"1830024","0.03125","0.03125","0.03125"
"1830025","0.125","0","0.25"
"1830029","0.25","0.25","0.25"
"1840005","0.34375","0.34375","0.34375"
"1840015","0.09375","0.09375","0.09375"
"1840016","0.28125","0.28125","0.28125"
"1840044","0","0","0"
"1840051","0.5625","0.5625","0.5625"
"1840053","0.0625","0.0625","0.0625"
"1850005","0.015625","0","0.03125"
"1850018","0.03125","0.03125","0.03125"
"1850024","0.40625","0.40625","0.40625"
"1850028","0.59375","0.59375","0.59375"
"1850067","0","0","0"
"1860001","0.1875","0.1875","0.1875"
"1860006","0.03125","0.03125","0.03125"
"1860012","0.1875","0.1875","0.1875"
"1860014","0","0","0"
"1860020","0.59375","0.59375","0.59375"
"1860054","0.0625","0.0625","0.0625"
"1870000","0.03125","0.03125","0.03125"
"1870002","0.0625","0.0625","0.0625"
"1870004","0.53125","0.53125","0.53125"
"1870014","0.3125","0.3125","0.3125"
"1870023","0.1875","0.1875","0.1875"
"1870030","0","0","0"
"1880005","0.015625","0","0.03125"
"1880015","0.625","0.625","0.625"
"1880020","0.28125","0.28125","0.28125"
"1880065","0.21875","0.21875","0.21875"
"1880069","0","0","0"
"1890009","0.375","0.375","0.375"
"1890010","0.0625","0.0625","0.0625"
"1890013","0.25","0.25","0.25"
"1890016","0.3125","0.3125","0.3125"
"1890019","0","0","0"
"1890022","0.53125","0.53125","0.53125"
"1900012","0.625","0.625","0.625"
"1900014","0.1875","0.09375","0.28125"
"1900018","0.15625","0.15625","0.15625"
"1900021","0.34375","0.34375","0.34375"
"1900055","0","0","0"
"1910008","0.125","0.125","0.125"
"1910009","0.25","0.25","0.25"
"1910019","0","0","0"
"1910020","0.1875","0.1875","0.1875"
"1910023","0.625","0.625","0.625"
"1910055","0.125","0.125","0.125"
"1920008","0.28125","0.28125","0.28125"
"1920011","0.125","0.125","0.125"
"1920016","0.53125","0.53125","0.53125"
"1920030","0.09375","0.09375","0.09375"
"1920036","0","0","0"
"1920059","0","0","0"
"1930001","0.28125","0.28125","0.28125"
"1930004","0","0","0"
"1930007","0.09375","0.09375","0.09375"
"1930019","0","0","0"
"1930021","0.40625","0.40625","0.40625"
"1930066","0.125","0.125","0.125"
"1940002","0","0","0"
"1940005","0.171875","0.125","0.21875"
"1940012","0.1875","0.1875","0.1875"
"1940017","0.4375","0.4375","0.4375"
"1940020","0","0","0"
"1950003","0","0","0"
"1950006","0.03125","0.03125","0.03125"
"1950024","0.390625","0.28125","0.5"
"1950034","0.03125","0.03125","0.03125"
"1950036","0","0","0"
"1960002","0.15625","0.15625","0.15625"
"1960005","0.5625","0.5625","0.5625"
"1960008","0.25","0.25","0.25"
"1960012","0.03125","0.03125","0.03125"
"1960025","0.46875","0.46875","0.46875"
"1960026","0","0","0"
"1970012","0.34375","0.34375","0.34375"
"1970018","0.15625","0.15625","0.15625"
"1970022","0.1875","0.1875","0.1875"
"1970028","0.03125","0.03125","0.03125"
"1970037","0","0","0"
"1970039","0","0","0"
"1980003","0.09375","0.09375","0.09375"
"1980005","0.3125","0.3125","0.3125"
"1980010","0.1875","0.1875","0.1875"
"1980011","0","0","0"
"1980016","0","0","0"
"1980019","0.5","0.5","0.5"
"1990002","0.40625","0.40625","0.40625"
"1990016","0.125","0.125","0.125"
"1990025","0.5625","0.5625","0.5625"
"1990049","0","0","0"
"1990061","0.0625","0.0625","0.0625"
"1990068","0.375","0.375","0.375"
"2000000","0.65625","0.65625","0.65625"
"2000009","0.03125","0.03125","0.03125"
"2000010","0.125","0.125","0.125"
"2000013","0.03125","0.03125","0.03125"
"2000040","0.625","0.625","0.625"
"2000045","0","0","0"
