"Step","Group: protoss_5_vs_5_ACORM - win_rate","Group: protoss_5_vs_5_ACORM - win_rate__MIN","Group: protoss_5_vs_5_ACORM - win_rate__MAX"
"1210693","0.71875","0.71875","0.71875"
"1220601","0.5625","0.5625","0.5625"
"1220612","0.625","0.625","0.625"
"1220619","0.4375","0.4375","0.4375"
"1220623","0.59375","0.59375","0.59375"
"1220646","0.46875","0.46875","0.46875"
"1220665","0.625","0.625","0.625"
"1230603","0.625","0.625","0.625"
"1230613","0.59375","0.59375","0.59375"
"1230628","0.40625","0.40625","0.40625"
"1230637","0.375","0.375","0.375"
"1230640","0.46875","0.46875","0.46875"
"1230642","0.625","0.625","0.625"
"1240628","0.46875","0.46875","0.46875"
"1240632","0.5","0.5","0.5"
"1240640","0.625","0.5625","0.6875"
"1240645","0.53125","0.53125","0.53125"
"1240648","0.65625","0.65625","0.65625"
"1250603","0.75","0.75","0.75"
"1250617","0.59375","0.59375","0.59375"
"1250618","0.4375","0.4375","0.4375"
"1250621","0.53125","0.5","0.5625"
"1250686","0.5","0.5","0.5"
"1260619","0.5625","0.5625","0.5625"
"1260622","0.5","0.5","0.5"
"1260646","0.53125","0.53125","0.53125"
"1260648","0.46875","0.46875","0.46875"
"1260655","0.5","0.5","0.5"
"1260665","0.5625","0.5625","0.5625"
"1270601","0.625","0.5625","0.6875"
"1270631","0.53125","0.53125","0.53125"
"1270637","0.6875","0.6875","0.6875"
"1270642","0.6875","0.6875","0.6875"
"1270672","0.5625","0.5625","0.5625"
"1280604","0.5","0.5","0.5"
"1280610","0.65625","0.65625","0.65625"
"1280613","0.59375","0.59375","0.59375"
"1280646","0.6875","0.6875","0.6875"
"1280659","0.59375","0.59375","0.59375"
"1280672","0.5","0.5","0.5"
"1290600","0.46875","0.46875","0.46875"
"1290606","0.6875","0.6875","0.6875"
"1290617","0.625","0.625","0.625"
"1290624","0.5","0.5","0.5"
"1290645","0.65625","0.65625","0.65625"
"1290659","0.40625","0.40625","0.40625"
"1300606","0.46875","0.46875","0.46875"
"1300607","0.71875","0.71875","0.71875"
"1300624","0.59375","0.59375","0.59375"
"1300635","0.59375","0.59375","0.59375"
"1300643","0.71875","0.71875","0.71875"
"1300645","0.5625","0.5625","0.5625"
"1310602","0.5","0.5","0.5"
"1310608","0.53125","0.53125","0.53125"
"1310609","0.5","0.5","0.5"
"1310631","0.4375","0.4375","0.4375"
"1310646","0.53125","0.53125","0.53125"
"1310648","0.625","0.625","0.625"
"1320613","0.65625","0.65625","0.65625"
"1320628","0.6875","0.6875","0.6875"
"1320629","0.65625","0.65625","0.65625"
"1320634","0.5","0.5","0.5"
"1320638","0.625","0.625","0.625"
"1320665","0.46875","0.46875","0.46875"
"1330601","0.65625","0.65625","0.65625"
"1330610","0.71875","0.71875","0.71875"
"1330613","0.5","0.5","0.5"
"1330626","0.34375","0.34375","0.34375"
"1330637","0.5625","0.5625","0.5625"
"1330663","0.53125","0.53125","0.53125"
"1340602","0.4375","0.4375","0.4375"
"1340626","0.625","0.625","0.625"
"1340634","0.53125","0.53125","0.53125"
"1340637","0.5","0.5","0.5"
"1340641","0.46875","0.46875","0.46875"
"1340650","0.53125","0.53125","0.53125"
"1350601","0.625","0.625","0.625"
"1350606","0.6875","0.6875","0.6875"
"1350611","0.4375","0.4375","0.4375"
"1350612","0.5625","0.5625","0.5625"
"1350650","0.625","0.625","0.625"
"1350672","0.53125","0.53125","0.53125"
"1360621","0.625","0.625","0.625"
"1360627","0.625","0.625","0.625"
"1360631","0.59375","0.59375","0.59375"
"1360639","0.5","0.5","0.5"
"1360640","0.46875","0.46875","0.46875"
"1360661","0.5","0.5","0.5"
"1370604","0.4375","0.4375","0.4375"
"1370623","0.65625","0.65625","0.65625"
"1370625","0.625","0.625","0.625"
"1370629","0.65625","0.65625","0.65625"
"1370653","0.53125","0.53125","0.53125"
"1370664","0.5625","0.5625","0.5625"
"1380612","0.59375","0.59375","0.59375"
"1380621","0.375","0.375","0.375"
"1380623","0.625","0.625","0.625"
"1380640","0.5625","0.5625","0.5625"
"1380651","0.46875","0.46875","0.46875"
"1380653","0.40625","0.40625","0.40625"
"1390605","0.65625","0.65625","0.65625"
"1390610","0.5625","0.5625","0.5625"
"1390614","0.53125","0.53125","0.53125"
"1390618","0.625","0.625","0.625"
"1390634","0.5","0.5","0.5"
"1390639","0.59375","0.59375","0.59375"
"1400616","0.46875","0.4375","0.5"
"1400627","0.375","0.375","0.375"
"1400628","0.71875","0.71875","0.71875"
"1400643","0.59375","0.59375","0.59375"
"1400647","0.59375","0.59375","0.59375"
"1410606","0.5","0.5","0.5"
"1410622","0.5","0.5","0.5"
"1410636","0.5","0.5","0.5"
"1410648","0.75","0.75","0.75"
"1410653","0.59375","0.59375","0.59375"
"1410670","0.71875","0.71875","0.71875"
"1420602","0.5625","0.5625","0.5625"
"1420630","0.75","0.75","0.75"
"1420643","0.5625","0.5625","0.5625"
"1420644","0.4375","0.4375","0.4375"
"1420651","0.59375","0.59375","0.59375"
"1420655","0.59375","0.59375","0.59375"
"1430601","0.65625","0.65625","0.65625"
"1430628","0.71875","0.71875","0.71875"
"1430632","0.78125","0.78125","0.78125"
"1430634","0.65625","0.65625","0.65625"
"1430652","0.65625","0.65625","0.65625"
"1430657","0.8125","0.8125","0.8125"
"1440603","0.65625","0.65625","0.65625"
"1440625","0.28125","0.28125","0.28125"
"1440632","0.65625","0.65625","0.65625"
"1440638","0.625","0.625","0.625"
"1440646","0.6875","0.6875","0.6875"
"1440681","0.6875","0.6875","0.6875"
"1450603","0.625","0.625","0.625"
"1450609","0.71875","0.71875","0.71875"
"1450611","0.625","0.625","0.625"
"1450620","0.53125","0.53125","0.53125"
"1450630","0.5","0.5","0.5"
"1450656","0.625","0.625","0.625"
"1460607","0.59375","0.59375","0.59375"
"1460608","0.5625","0.5625","0.5625"
"1460610","0.5","0.5","0.5"
"1460618","0.46875","0.46875","0.46875"
"1460629","0.5","0.5","0.5"
"1460633","0.65625","0.65625","0.65625"
"1470612","0.40625","0.40625","0.40625"
"1470614","0.59375","0.59375","0.59375"
"1470624","0.59375","0.59375","0.59375"
"1470625","0.5625","0.5625","0.5625"
"1470640","0.59375","0.59375","0.59375"
"1470654","0.46875","0.46875","0.46875"
"1480607","0.4375","0.4375","0.4375"
"1480619","0.46875","0.46875","0.46875"
"1480627","0.46875","0.46875","0.46875"
"1480646","0.5","0.5","0.5"
"1480656","0.59375","0.59375","0.59375"
"1480662","0.59375","0.59375","0.59375"
"1490617","0.625","0.625","0.625"
"1490620","0.609375","0.46875","0.75"
"1490624","0.5","0.5","0.5"
"1490629","0.375","0.375","0.375"
"1490633","0.625","0.625","0.625"
"1500616","0.40625","0.40625","0.40625"
"1500618","0.34375","0.34375","0.34375"
"1500629","0.5","0.5","0.5"
"1500638","0.71875","0.71875","0.71875"
"1500654","0.4375","0.4375","0.4375"
"1510601","0.40625","0.40625","0.40625"
"1510609","0.5","0.5","0.5"
"1510638","0.5625","0.5625","0.5625"
"1510651","0.53125","0.53125","0.53125"
"1510655","0.59375","0.59375","0.59375"
"1510661","0.625","0.625","0.625"
"1520611","0.59375","0.59375","0.59375"
"1520612","0.65625","0.65625","0.65625"
"1520634","0.59375","0.59375","0.59375"
"1520646","0.40625","0.40625","0.40625"
"1520669","0.46875","0.46875","0.46875"
"1520678","0.71875","0.71875","0.71875"
"1530601","0.59375","0.59375","0.59375"
"1530602","0.625","0.625","0.625"
"1530612","0.65625","0.65625","0.65625"
"1530623","0.625","0.625","0.625"
"1530639","0.40625","0.40625","0.40625"
"1530654","0.5","0.5","0.5"
"1540603","0.375","0.375","0.375"
"1540608","0.5625","0.5625","0.5625"
"1540614","0.5625","0.5625","0.5625"
"1540621","0.65625","0.65625","0.65625"
"1540631","0.71875","0.71875","0.71875"
"1540661","0.65625","0.65625","0.65625"
"1550606","0.640625","0.625","0.65625"
"1550611","0.6875","0.6875","0.6875"
"1550633","0.59375","0.59375","0.59375"
"1550646","0.625","0.625","0.625"
"1550655","0.46875","0.46875","0.46875"
"1560609","0.75","0.75","0.75"
"1560643","0.625","0.625","0.625"
"1560652","0.53125","0.53125","0.53125"
"1560653","0.625","0.625","0.625"
"1560654","0.34375","0.34375","0.34375"
"1560657","0.59375","0.59375","0.59375"
"1570608","0.4375","0.4375","0.4375"
"1570614","0.59375","0.59375","0.59375"
"1570616","0.5","0.5","0.5"
"1570617","0.53125","0.53125","0.53125"
"1570628","0.84375","0.84375","0.84375"
"1570654","0.65625","0.65625","0.65625"
"1580609","0.625","0.625","0.625"
"1580611","0.4375","0.4375","0.4375"
"1580642","0.6875","0.6875","0.6875"
"1580646","0.53125","0.53125","0.53125"
"1580652","0.53125","0.53125","0.53125"
"1580653","0.625","0.625","0.625"
"1590636","0.625","0.625","0.625"
"1590637","0.5","0.5","0.5"
"1590639","0.6875","0.6875","0.6875"
"1590645","0.65625","0.65625","0.65625"
"1590650","0.5625","0.5625","0.5625"
"1600616","0.53125","0.53125","0.53125"
"1600617","0.59375","0.59375","0.59375"
"1600637","0.65625","0.65625","0.65625"
"1600665","0.65625","0.65625","0.65625"
"1600666","0.625","0.625","0.625"
"1600670","0.6875","0.6875","0.6875"
"1610608","0.5625","0.5625","0.5625"
"1610627","0.53125","0.53125","0.53125"
"1610637","0.46875","0.46875","0.46875"
"1610650","0.5","0.5","0.5"
"1610652","0.46875","0.46875","0.46875"
"1610659","0.5","0.5","0.5"
"1620602","0.5625","0.5625","0.5625"
"1620609","0.625","0.625","0.625"
"1620611","0.5625","0.5625","0.5625"
"1620636","0.65625","0.65625","0.65625"
"1620646","0.78125","0.78125","0.78125"
"1620672","0.65625","0.65625","0.65625"
"1630602","0.59375","0.59375","0.59375"
"1630616","0.53125","0.53125","0.53125"
"1630622","0.59375","0.59375","0.59375"
"1630623","0.5625","0.5625","0.5625"
"1630635","0.5625","0.5625","0.5625"
"1630647","0.46875","0.46875","0.46875"
"1640600","0.53125","0.53125","0.53125"
"1640609","0.71875","0.71875","0.71875"
"1640611","0.65625","0.65625","0.65625"
"1640645","0.71875","0.71875","0.71875"
"1640659","0.59375","0.59375","0.59375"
"1640664","0.46875","0.46875","0.46875"
"1650631","0.6875","0.6875","0.6875"
"1650635","0.65625","0.65625","0.65625"
"1650637","0.59375","0.59375","0.59375"
"1650639","0.59375","0.4375","0.75"
"1650648","0.5625","0.5625","0.5625"
"1660604","0.5","0.5","0.5"
"1660623","0.78125","0.78125","0.78125"
"1660632","0.75","0.75","0.75"
"1660640","0.6875","0.6875","0.6875"
"1660642","0.53125","0.53125","0.53125"
"1660668","0.625","0.625","0.625"
"1670603","0.59375","0.59375","0.59375"
"1670617","0.5","0.5","0.5"
"1670618","0.6875","0.6875","0.6875"
"1670631","0.53125","0.53125","0.53125"
"1670661","0.5","0.5","0.5"
"1670696","0.625","0.625","0.625"
"1680600","0.6875","0.6875","0.6875"
"1680611","0.5625","0.5625","0.5625"
"1680630","0.6875","0.6875","0.6875"
"1680637","0.625","0.625","0.625"
"1680642","0.5","0.5","0.5"
"1680647","0.40625","0.40625","0.40625"
"1690633","0.71875","0.71875","0.71875"
"1690641","0.71875","0.71875","0.71875"
"1690656","0.625","0.625","0.625"
"1690660","0.46875","0.46875","0.46875"
"1690664","0.59375","0.59375","0.59375"
"1690666","0.53125","0.53125","0.53125"
"1700608","0.59375","0.59375","0.59375"
"1700616","0.5625","0.5625","0.5625"
"1700623","0.53125","0.53125","0.53125"
"1700632","0.53125","0.53125","0.53125"
"1700647","0.65625","0.65625","0.65625"
"1700664","0.59375","0.59375","0.59375"
"1710624","0.5625","0.5625","0.5625"
"1710626","0.6875","0.6875","0.6875"
"1710644","0.75","0.75","0.75"
"1710651","0.5","0.5","0.5"
"1710653","0.4375","0.4375","0.4375"
"1710666","0.59375","0.59375","0.59375"
"1720605","0.5625","0.5625","0.5625"
"1720627","0.4375","0.4375","0.4375"
"1720632","0.625","0.625","0.625"
"1720636","0.53125","0.53125","0.53125"
"1720641","0.65625","0.65625","0.65625"
"1720669","0.59375","0.59375","0.59375"
"1730612","0.6875","0.625","0.75"
"1730616","0.40625","0.40625","0.40625"
"1730648","0.53125","0.53125","0.53125"
"1730651","0.625","0.625","0.625"
"1730672","0.5625","0.5625","0.5625"
"1740612","0.625","0.625","0.625"
"1740619","0.625","0.625","0.625"
"1740645","0.59375","0.59375","0.59375"
"1740655","0.59375","0.59375","0.59375"
"1740658","0.5625","0.5625","0.5625"
"1740663","0.625","0.625","0.625"
"1750605","0.59375","0.59375","0.59375"
"1750609","0.59375","0.59375","0.59375"
"1750621","0.6875","0.6875","0.6875"
"1750627","0.59375","0.59375","0.59375"
"1750636","0.59375","0.59375","0.59375"
"1750649","0.59375","0.59375","0.59375"
"1760606","0.71875","0.71875","0.71875"
"1760611","0.625","0.625","0.625"
"1760622","0.40625","0.40625","0.40625"
"1760649","0.59375","0.59375","0.59375"
"1760652","0.59375","0.5625","0.625"
"1770611","0.78125","0.78125","0.78125"
"1770614","0.59375","0.59375","0.59375"
"1770621","0.625","0.625","0.625"
"1770643","0.59375","0.59375","0.59375"
"1770659","0.625","0.625","0.625"
"1770664","0.625","0.625","0.625"
"1780600","0.75","0.75","0.75"
"1780615","0.53125","0.53125","0.53125"
"1780626","0.46875","0.46875","0.46875"
"1780640","0.625","0.53125","0.71875"
"1780644","0.5","0.5","0.5"
"1790603","0.28125","0.28125","0.28125"
"1790614","0.625","0.625","0.625"
"1790621","0.5625","0.5625","0.5625"
"1790645","0.59375","0.59375","0.59375"
"1790647","0.75","0.75","0.75"
"1790666","0.65625","0.65625","0.65625"
"1800606","0.5625","0.5625","0.5625"
"1800609","0.46875","0.46875","0.46875"
"1800637","0.59375","0.59375","0.59375"
"1800647","0.53125","0.53125","0.53125"
"1800649","0.59375","0.59375","0.59375"
"1800653","0.75","0.75","0.75"
"1810618","0.59375","0.59375","0.59375"
"1810622","0.5625","0.5625","0.5625"
"1810636","0.6875","0.6875","0.6875"
"1810650","0.40625","0.40625","0.40625"
"1810656","0.5","0.5","0.5"
"1810672","0.59375","0.59375","0.59375"
"1820600","0.59375","0.59375","0.59375"
"1820617","0.84375","0.84375","0.84375"
"1820618","0.46875","0.46875","0.46875"
"1820620","0.5625","0.5625","0.5625"
"1820631","0.625","0.625","0.625"
"1820653","0.6875","0.6875","0.6875"
"1830608","0.65625","0.65625","0.65625"
"1830619","0.625","0.625","0.625"
"1830648","0.6875","0.6875","0.6875"
"1830652","0.5","0.5","0.5"
"1830660","0.4375","0.4375","0.4375"
"1830699","0.625","0.625","0.625"
"1840600","0.53125","0.53125","0.53125"
"1840609","0.5625","0.5625","0.5625"
"1840613","0.53125","0.53125","0.53125"
"1840636","0.59375","0.59375","0.59375"
"1840638","0.53125","0.53125","0.53125"
"1840649","0.46875","0.46875","0.46875"
"1850608","0.59375","0.59375","0.59375"
"1850621","0.5625","0.5625","0.5625"
"1850624","0.53125","0.53125","0.53125"
"1850635","0.625","0.625","0.625"
"1850644","0.53125","0.53125","0.53125"
"1850655","0.59375","0.59375","0.59375"
"1860610","0.625","0.625","0.625"
"1860611","0.5","0.5","0.5"
"1860632","0.5","0.5","0.5"
"1860636","0.75","0.75","0.75"
"1860647","0.59375","0.59375","0.59375"
"1860689","0.625","0.625","0.625"
"1870607","0.40625","0.40625","0.40625"
"1870626","0.5","0.5","0.5"
"1870632","0.53125","0.53125","0.53125"
"1870651","0.625","0.625","0.625"
"1870658","0.59375","0.59375","0.59375"
"1870661","0.53125","0.53125","0.53125"
"1880610","0.59375","0.59375","0.59375"
"1880612","0.59375","0.59375","0.59375"
"1880632","0.65625","0.65625","0.65625"
"1880637","0.53125","0.53125","0.53125"
"1880649","0.46875","0.46875","0.46875"
"1880700","0.71875","0.71875","0.71875"
"1890615","0.6875","0.6875","0.6875"
"1890630","0.71875","0.71875","0.71875"
"1890648","0.71875","0.71875","0.71875"
"1890653","0.59375","0.59375","0.59375"
"1890655","0.5625","0.5625","0.5625"
"1900609","0.75","0.75","0.75"
"1900610","0.59375","0.59375","0.59375"
"1900615","0.53125","0.53125","0.53125"
"1900618","0.59375","0.59375","0.59375"
"1900638","0.375","0.375","0.375"
"1900657","0.59375","0.59375","0.59375"
"1910617","0.625","0.625","0.625"
"1910625","0.625","0.625","0.625"
"1910633","0.5625","0.5625","0.5625"
"1910637","0.65625","0.65625","0.65625"
"1910654","0.40625","0.40625","0.40625"
"1910657","0.625","0.625","0.625"
"1920615","0.5","0.5","0.5"
"1920617","0.5","0.5","0.5"
"1920619","0.5","0.5","0.5"
"1920633","0.6875","0.6875","0.6875"
"1920635","0.6875","0.6875","0.6875"
"1920675","0.46875","0.46875","0.46875"
"1930606","0.53125","0.53125","0.53125"
"1930638","0.5","0.5","0.5"
"1930641","0.75","0.75","0.75"
"1930643","0.4375","0.4375","0.4375"
"1930647","0.5625","0.5625","0.5625"
"1930648","0.6875","0.6875","0.6875"
"1940616","0.625","0.625","0.625"
"1940622","0.6875","0.6875","0.6875"
"1940634","0.5625","0.5625","0.5625"
"1940640","0.65625","0.65625","0.65625"
"1940641","0.625","0.625","0.625"
"1940650","0.625","0.625","0.625"
"1950623","0.53125","0.53125","0.53125"
"1950629","0.53125","0.53125","0.53125"
"1950638","0.6875","0.6875","0.6875"
"1950654","0.6875","0.6875","0.6875"
"1950677","0.5625","0.5625","0.5625"
"1950681","0.59375","0.59375","0.59375"
"1960604","0.71875","0.71875","0.71875"
"1960612","0.6875","0.6875","0.6875"
"1960622","0.5625","0.5625","0.5625"
"1960626","0.5","0.5","0.5"
"1960635","0.53125","0.53125","0.53125"
"1960675","0.6875","0.6875","0.6875"
"1970612","0.6875","0.6875","0.6875"
"1970624","0.59375","0.59375","0.59375"
"1970630","0.53125","0.53125","0.53125"
"1970640","0.625","0.625","0.625"
"1970652","0.6875","0.6875","0.6875"
"1970660","0.65625","0.65625","0.65625"
"1980610","0.65625","0.65625","0.65625"
"1980631","0.625","0.625","0.625"
"1980638","0.5625","0.5625","0.5625"
"1980649","0.5625","0.5625","0.5625"
"1980654","0.53125","0.53125","0.53125"
"1980659","0.625","0.625","0.625"
"1990607","0.53125","0.53125","0.53125"
"1990609","0.625","0.625","0.625"
"1990616","0.5","0.5","0.5"
"1990632","0.625","0.625","0.625"
"1990652","0.40625","0.40625","0.40625"
"1990656","0.65625","0.65625","0.65625"
"2000606","0.53125","0.53125","0.53125"
"2000608","0.5625","0.5625","0.5625"
"2000612","0.53125","0.53125","0.53125"
"2000628","0.65625","0.65625","0.65625"
"2000645","0.65625","0.65625","0.65625"
"2000671","0.59375","0.59375","0.59375"
"2010601","0.90625","0.90625","0.90625"
"2010606","0.625","0.625","0.625"
"2010622","0.75","0.75","0.75"
"2010644","0.65625","0.65625","0.65625"
"2010646","0.6875","0.6875","0.6875"
"2010650","0.5625","0.5625","0.5625"
"2020612","0.6875","0.6875","0.6875"
"2020624","0.578125","0.4375","0.71875"
"2020629","0.53125","0.53125","0.53125"
"2020641","0.5625","0.5625","0.5625"
"2020645","0.5625","0.5625","0.5625"
"2030602","0.46875","0.46875","0.46875"
"2030609","0.6875","0.6875","0.6875"
"2030618","0.59375","0.59375","0.59375"
"2030619","0.625","0.625","0.625"
"2030622","0.6875","0.6875","0.6875"
"2030634","0.78125","0.78125","0.78125"
"2040615","0.65625","0.65625","0.65625"
"2040622","0.71875","0.71875","0.71875"
"2040639","0.625","0.59375","0.65625"
"2040647","0.5625","0.5625","0.5625"
"2040652","0.625","0.625","0.625"
"2050614","0.5625","0.5625","0.5625"
"2050617","0.59375","0.59375","0.59375"
"2050634","0.625","0.625","0.625"
"2050640","0.625","0.625","0.625"
"2050643","0.46875","0.46875","0.46875"
"2050650","0.5","0.5","0.5"
"2060601","0.6875","0.6875","0.6875"
"2060625","0.40625","0.40625","0.40625"
"2060626","0.53125","0.53125","0.53125"
"2060637","0.53125","0.53125","0.53125"
"2060653","0.6875","0.6875","0.6875"
"2060660","0.4375","0.4375","0.4375"
"2070603","0.71875","0.71875","0.71875"
"2070614","0.65625","0.65625","0.65625"
"2070622","0.53125","0.53125","0.53125"
"2070624","0.65625","0.65625","0.65625"
"2070631","0.59375","0.59375","0.59375"
"2070654","0.53125","0.53125","0.53125"
"2080611","0.59375","0.59375","0.59375"
"2080628","0.71875","0.71875","0.71875"
"2080634","0.71875","0.71875","0.71875"
"2080640","0.65625","0.65625","0.65625"
"2080663","0.75","0.75","0.75"
"2080664","0.53125","0.53125","0.53125"
"2090622","0.6875","0.6875","0.6875"
"2090623","0.5625","0.53125","0.59375"
"2090632","0.5625","0.5625","0.5625"
"2090646","0.59375","0.59375","0.59375"
"2090648","0.59375","0.59375","0.59375"
"2100600","0.71875","0.71875","0.71875"
"2100613","0.53125","0.53125","0.53125"
"2100625","0.625","0.625","0.625"
"2100631","0.71875","0.71875","0.71875"
"2100655","0.6875","0.6875","0.6875"
"2100658","0.4375","0.4375","0.4375"
"2110604","0.46875","0.46875","0.46875"
"2110614","0.53125","0.53125","0.53125"
"2110621","0.8125","0.8125","0.8125"
"2110633","0.53125","0.53125","0.53125"
"2110644","0.53125","0.53125","0.53125"
"2110664","0.71875","0.71875","0.71875"
"2120612","0.78125","0.78125","0.78125"
"2120647","0.375","0.375","0.375"
"2120656","0.71875","0.71875","0.71875"
"2120657","0.65625","0.65625","0.65625"
"2120660","0.5625","0.5625","0.5625"
"2120674","0.71875","0.71875","0.71875"
"2130630","0.625","0.625","0.625"
"2130641","0.625","0.625","0.625"
"2130651","0.625","0.625","0.625"
"2130679","0.53125","0.53125","0.53125"
"2130680","0.6875","0.6875","0.6875"
"2130718","0.6875","0.6875","0.6875"
"2140606","0.5625","0.5625","0.5625"
"2140608","0.40625","0.40625","0.40625"
"2140623","0.59375","0.59375","0.59375"
"2140645","0.71875","0.71875","0.71875"
"2140654","0.5","0.5","0.5"
"2140664","0.71875","0.71875","0.71875"
"2150612","0.75","0.75","0.75"
"2150616","0.65625","0.65625","0.65625"
"2150620","0.8125","0.8125","0.8125"
"2150627","0.65625","0.65625","0.65625"
"2150641","0.5","0.5","0.5"
"2150657","0.71875","0.71875","0.71875"
"2160618","0.71875","0.71875","0.71875"
"2160632","0.59375","0.59375","0.59375"
"2160633","0.75","0.75","0.75"
"2160645","0.6875","0.6875","0.6875"
"2160660","0.65625","0.65625","0.65625"
"2160665","0.625","0.625","0.625"
"2170603","0.4375","0.4375","0.4375"
"2170607","0.625","0.625","0.625"
"2170643","0.5","0.5","0.5"
"2170650","0.53125","0.53125","0.53125"
"2170653","0.46875","0.46875","0.46875"
"2170664","0.8125","0.8125","0.8125"
"2180600","0.65625","0.65625","0.65625"
"2180620","0.65625","0.65625","0.65625"
"2180622","0.5625","0.5625","0.5625"
"2180635","0.6875","0.6875","0.6875"
"2180644","0.59375","0.59375","0.59375"
"2180657","0.4375","0.4375","0.4375"
"2190600","0.46875","0.46875","0.46875"
"2190615","0.78125","0.78125","0.78125"
"2190633","0.5625","0.5625","0.5625"
"2190635","0.78125","0.78125","0.78125"
"2190641","0.75","0.75","0.75"
"2190658","0.6875","0.6875","0.6875"
"2200604","0.40625","0.40625","0.40625"
"2200625","0.546875","0.53125","0.5625"
"2200662","0.625","0.625","0.625"
"2200664","0.71875","0.71875","0.71875"
"2200681","0.5625","0.5625","0.5625"
"2210609","0.625","0.625","0.625"
"2210613","0.625","0.625","0.625"
"2210638","0.59375","0.59375","0.59375"
"2210642","0.6875","0.6875","0.6875"
"2210644","0.65625","0.65625","0.65625"
"2210651","0.59375","0.59375","0.59375"
"2220602","0.65625","0.65625","0.65625"
"2220615","0.5","0.5","0.5"
"2220622","0.6875","0.6875","0.6875"
"2220635","0.6875","0.6875","0.6875"
"2220643","0.65625","0.65625","0.65625"
"2220649","0.53125","0.53125","0.53125"
"2230606","0.71875","0.71875","0.71875"
"2230616","0.65625","0.65625","0.65625"
"2230622","0.375","0.375","0.375"
"2230632","0.59375","0.59375","0.59375"
"2230640","0.75","0.75","0.75"
"2230642","0.5625","0.5625","0.5625"
"2240617","0.75","0.75","0.75"
"2240621","0.59375","0.59375","0.59375"
"2240627","0.40625","0.40625","0.40625"
"2240644","0.625","0.625","0.625"
"2240679","0.53125","0.53125","0.53125"
"2240684","0.53125","0.53125","0.53125"
"2250600","0.625","0.625","0.625"
"2250625","0.5","0.5","0.5"
"2250628","0.625","0.625","0.625"
"2250629","0.6875","0.6875","0.6875"
"2250669","0.40625","0.40625","0.40625"
"2250678","0.65625","0.65625","0.65625"
"2260602","0.5625","0.5625","0.5625"
"2260610","0.71875","0.71875","0.71875"
"2260620","0.625","0.625","0.625"
"2260634","0.65625","0.65625","0.65625"
"2260641","0.65625","0.65625","0.65625"
"2260653","0.65625","0.65625","0.65625"
"2270608","0.59375","0.59375","0.59375"
"2270621","0.5","0.5","0.5"
"2270625","0.53125","0.53125","0.53125"
"2270635","0.59375","0.59375","0.59375"
"2270643","0.8125","0.8125","0.8125"
"2270649","0.5625","0.5625","0.5625"
"2280600","0.71875","0.71875","0.71875"
"2280611","0.65625","0.65625","0.65625"
"2280642","0.578125","0.46875","0.6875"
"2280651","0.625","0.625","0.625"
"2280654","0.75","0.75","0.75"
"2290610","0.59375","0.59375","0.59375"
"2290615","0.59375","0.59375","0.59375"
"2290627","0.5","0.5","0.5"
"2290629","0.53125","0.53125","0.53125"
"2290635","0.59375","0.59375","0.59375"
"2290674","0.53125","0.53125","0.53125"
"2300602","0.59375","0.59375","0.59375"
"2300618","0.6875","0.6875","0.6875"
"2300619","0.625","0.625","0.625"
"2300625","0.59375","0.59375","0.59375"
"2300641","0.5625","0.5625","0.5625"
"2300656","0.5","0.5","0.5"
"2310605","0.5625","0.5625","0.5625"
"2310612","0.5","0.5","0.5"
"2310628","0.75","0.75","0.75"
"2310634","0.65625","0.65625","0.65625"
"2310644","0.6875","0.6875","0.6875"
"2310648","0.75","0.75","0.75"
"2320615","0.5625","0.5625","0.5625"
"2320624","0.65625","0.65625","0.65625"
"2320625","0.75","0.75","0.75"
"2320634","0.5625","0.5625","0.5625"
"2320644","0.71875","0.71875","0.71875"
"2320655","0.65625","0.65625","0.65625"
"2330602","0.75","0.75","0.75"
"2330624","0.578125","0.5625","0.59375"
"2330627","0.625","0.625","0.625"
"2330629","0.59375","0.59375","0.59375"
"2330645","0.59375","0.59375","0.59375"
"2340600","0.65625","0.65625","0.65625"
"2340610","0.59375","0.59375","0.59375"
"2340614","0.65625","0.65625","0.65625"
"2340618","0.53125","0.53125","0.53125"
"2340628","0.59375","0.59375","0.59375"
"2340632","0.84375","0.84375","0.84375"
"2350600","0.5625","0.5625","0.5625"
"2350629","0.5625","0.5625","0.5625"
"2350645","0.625","0.625","0.625"
"2350655","0.625","0.625","0.625"
"2350657","0.46875","0.46875","0.46875"
"2350662","0.59375","0.59375","0.59375"
"2360610","0.65625","0.5","0.8125"
"2360614","0.59375","0.59375","0.59375"
"2360621","0.5625","0.5625","0.5625"
"2360636","0.5625","0.5625","0.5625"
"2360672","0.46875","0.46875","0.46875"
"2370604","0.5625","0.5625","0.5625"
"2370605","0.625","0.625","0.625"
"2370615","0.5625","0.5625","0.5625"
"2370635","0.625","0.625","0.625"
"2370638","0.5625","0.5625","0.5625"
"2370642","0.71875","0.71875","0.71875"
"2380616","0.46875","0.46875","0.46875"
"2380639","0.625","0.625","0.625"
"2380649","0.6875","0.6875","0.6875"
"2380654","0.5625","0.5625","0.5625"
"2380657","0.78125","0.78125","0.78125"
"2380677","0.625","0.625","0.625"
"2390609","0.71875","0.71875","0.71875"
"2390619","0.5","0.5","0.5"
"2390648","0.75","0.71875","0.78125"
"2390653","0.625","0.625","0.625"
"2390662","0.6875","0.6875","0.6875"
"2400602","0.46875","0.46875","0.46875"
