"Step","Group: protoss_5_vs_5_ACORM_WM - win_rate","Group: protoss_5_vs_5_ACORM_WM - win_rate__MIN","Group: protoss_5_vs_5_ACORM_WM - win_rate__MAX"
"1450641","0.53125","0.53125","0.53125"
"1450654","0.75","0.75","0.75"
"1450670","0.4375","0.4375","0.4375"
"1460612","0.5625","0.5625","0.5625"
"1460618","0.5625","0.5625","0.5625"
"1460652","0.6875","0.6875","0.6875"
"1460659","0.65625","0.65625","0.65625"
"1460666","0.75","0.75","0.75"
"1470608","0.5625","0.5625","0.5625"
"1470610","0.59375","0.59375","0.59375"
"1470625","0.6875","0.6875","0.6875"
"1470646","0.75","0.75","0.75"
"1470659","0.5","0.5","0.5"
"1480609","0.75","0.75","0.75"
"1480618","0.5625","0.5625","0.5625"
"1480628","0.625","0.625","0.625"
"1480641","0.5","0.5","0.5"
"1480649","0.59375","0.59375","0.59375"
"1490626","0.5625","0.5625","0.5625"
"1490627","0.53125","0.53125","0.53125"
"1490652","0.59375","0.59375","0.59375"
"1490655","0.59375","0.59375","0.59375"
"1490666","0.5625","0.5625","0.5625"
"1500621","0.40625","0.40625","0.40625"
"1500630","0.8125","0.8125","0.8125"
"1500662","0.6875","0.6875","0.6875"
"1500675","0.625","0.625","0.625"
"1500680","0.59375","0.59375","0.59375"
"1510602","0.46875","0.46875","0.46875"
"1510606","0.46875","0.46875","0.46875"
"1510636","0.5","0.5","0.5"
"1510645","0.625","0.625","0.625"
"1510671","0.5625","0.5625","0.5625"
"1520610","0.5625","0.5625","0.5625"
"1520611","0.5","0.5","0.5"
"1520614","0.65625","0.65625","0.65625"
"1520624","0.65625","0.65625","0.65625"
"1520661","0.65625","0.65625","0.65625"
"1530601","0.625","0.625","0.625"
"1530613","0.65625","0.65625","0.65625"
"1530614","0.71875","0.71875","0.71875"
"1530641","0.625","0.625","0.625"
"1530673","0.4375","0.4375","0.4375"
"1540603","0.5","0.5","0.5"
"1540621","0.6875","0.6875","0.6875"
"1540630","0.6875","0.6875","0.6875"
"1540653","0.46875","0.46875","0.46875"
"1540660","0.78125","0.78125","0.78125"
"1550608","0.59375","0.59375","0.59375"
"1550616","0.625","0.59375","0.65625"
"1550621","0.625","0.625","0.625"
"1550639","0.53125","0.53125","0.53125"
"1560613","0.65625","0.59375","0.71875"
"1560651","0.625","0.625","0.625"
"1560659","0.71875","0.71875","0.71875"
"1560681","0.8125","0.8125","0.8125"
"1570612","0.59375","0.59375","0.59375"
"1570617","0.4375","0.4375","0.4375"
"1570621","0.5","0.5","0.5"
"1570629","0.625","0.625","0.625"
"1570636","0.53125","0.53125","0.53125"
"1580613","0.59375","0.59375","0.59375"
"1580621","0.53125","0.53125","0.53125"
"1580626","0.5","0.5","0.5"
"1580645","0.71875","0.71875","0.71875"
"1580650","0.59375","0.59375","0.59375"
"1590603","0.53125","0.4375","0.625"
"1590621","0.5625","0.5625","0.5625"
"1590622","0.75","0.75","0.75"
"1590643","0.53125","0.53125","0.53125"
"1600610","0.53125","0.53125","0.53125"
"1600623","0.53125","0.53125","0.53125"
"1600631","0.65625","0.65625","0.65625"
"1600656","0.65625","0.65625","0.65625"
"1600661","0.46875","0.46875","0.46875"
"1610601","0.53125","0.53125","0.53125"
"1610625","0.4375","0.4375","0.4375"
"1610649","0.53125","0.53125","0.53125"
"1610653","0.5625","0.5625","0.5625"
"1610659","0.65625","0.65625","0.65625"
"1620635","0.5625","0.5625","0.5625"
"1620652","0.71875","0.71875","0.71875"
"1620654","0.53125","0.53125","0.53125"
"1620657","0.59375","0.59375","0.59375"
"1620673","0.59375","0.59375","0.59375"
"1630614","0.59375","0.59375","0.59375"
"1630633","0.78125","0.78125","0.78125"
"1630643","0.671875","0.625","0.71875"
"1630647","0.5","0.5","0.5"
"1640600","0.625","0.625","0.625"
"1640603","0.5625","0.5625","0.5625"
"1640604","0.5","0.5","0.5"
"1640617","0.34375","0.34375","0.34375"
"1640621","0.4375","0.4375","0.4375"
"1650603","0.625","0.625","0.625"
"1650626","0.65625","0.65625","0.65625"
"1650641","0.6875","0.6875","0.6875"
"1650642","0.71875","0.71875","0.71875"
"1650649","0.65625","0.65625","0.65625"
"1660609","0.53125","0.53125","0.53125"
"1660621","0.4375","0.4375","0.4375"
"1660623","0.6875","0.6875","0.6875"
"1660624","0.5625","0.5625","0.5625"
"1660659","0.59375","0.59375","0.59375"
"1670604","0.6875","0.65625","0.71875"
"1670630","0.5625","0.5625","0.5625"
"1670658","0.75","0.75","0.75"
"1670663","0.59375","0.59375","0.59375"
"1680602","0.625","0.625","0.625"
"1680614","0.375","0.375","0.375"
"1680620","0.6875","0.6875","0.6875"
"1680632","0.59375","0.59375","0.59375"
"1680679","0.59375","0.59375","0.59375"
"1690619","0.53125","0.53125","0.53125"
"1690621","0.65625","0.65625","0.65625"
"1690625","0.46875","0.46875","0.46875"
"1690649","0.65625","0.65625","0.65625"
"1690650","0.625","0.625","0.625"
"1700600","0.6875","0.6875","0.6875"
"1700601","0.5625","0.5625","0.5625"
"1700613","0.59375","0.59375","0.59375"
"1700633","0.53125","0.53125","0.53125"
"1700641","0.65625","0.65625","0.65625"
"1710610","0.75","0.75","0.75"
"1710617","0.65625","0.65625","0.65625"
"1710619","0.40625","0.40625","0.40625"
"1710627","0.625","0.625","0.625"
"1710640","0.65625","0.65625","0.65625"
"1720623","0.625","0.625","0.625"
"1720627","0.53125","0.53125","0.53125"
"1720632","0.6875","0.6875","0.6875"
"1720656","0.46875","0.46875","0.46875"
"1720663","0.5","0.5","0.5"
"1730602","0.6875","0.6875","0.6875"
"1730603","0.65625","0.65625","0.65625"
"1730607","0.5625","0.5625","0.5625"
"1730621","0.625","0.625","0.625"
"1730624","0.5625","0.5625","0.5625"
"1740603","0.65625","0.65625","0.65625"
"1740610","0.625","0.625","0.625"
"1740623","0.40625","0.40625","0.40625"
"1740631","0.59375","0.59375","0.59375"
"1740680","0.65625","0.65625","0.65625"
"1750620","0.59375","0.59375","0.59375"
"1750623","0.71875","0.71875","0.71875"
"1750634","0.625","0.625","0.625"
"1750645","0.5","0.5","0.5"
"1750674","0.46875","0.46875","0.46875"
"1760608","0.65625","0.65625","0.65625"
"1760627","0.5625","0.5625","0.5625"
"1760632","0.5","0.5","0.5"
"1760633","0.53125","0.53125","0.53125"
"1760636","0.53125","0.53125","0.53125"
"1770604","0.59375","0.59375","0.59375"
"1770617","0.78125","0.78125","0.78125"
"1770618","0.5","0.5","0.5"
"1770626","0.5","0.5","0.5"
"1770636","0.5","0.5","0.5"
"1780600","0.75","0.75","0.75"
"1780602","0.5","0.5","0.5"
"1780623","0.5625","0.5625","0.5625"
"1780633","0.65625","0.65625","0.65625"
"1780649","0.71875","0.71875","0.71875"
"1790617","0.625","0.625","0.625"
"1790633","0.625","0.625","0.625"
"1790637","0.5625","0.5625","0.5625"
"1790657","0.5625","0.5625","0.5625"
"1790668","0.71875","0.71875","0.71875"
"1800600","0.625","0.625","0.625"
"1800626","0.6875","0.6875","0.6875"
"1800636","0.65625","0.65625","0.65625"
"1800660","0.65625","0.65625","0.65625"
"1800661","0.6875","0.6875","0.6875"
"1810625","0.65625","0.65625","0.65625"
"1810628","0.59375","0.59375","0.59375"
"1810648","0.59375","0.59375","0.59375"
"1810656","0.75","0.75","0.75"
"1810672","0.6875","0.6875","0.6875"
"1820609","0.65625","0.65625","0.65625"
"1820627","0.59375","0.59375","0.59375"
"1820642","0.375","0.375","0.375"
"1820663","0.46875","0.46875","0.46875"
"1820665","0.71875","0.71875","0.71875"
"1830617","0.5625","0.5625","0.5625"
"1830641","0.59375","0.59375","0.59375"
"1830650","0.5","0.5","0.5"
"1830656","0.65625","0.65625","0.65625"
"1830681","0.6875","0.6875","0.6875"
"1840606","0.8125","0.8125","0.8125"
"1840640","0.5","0.5","0.5"
"1840644","0.5625","0.5625","0.5625"
"1840664","0.71875","0.71875","0.71875"
"1840668","0.5625","0.5625","0.5625"
"1850607","0.75","0.75","0.75"
"1850613","0.4375","0.4375","0.4375"
"1850619","0.46875","0.46875","0.46875"
"1850625","0.5625","0.5625","0.5625"
"1850632","0.46875","0.46875","0.46875"
"1860603","0.5625","0.5625","0.5625"
"1860604","0.5625","0.5625","0.5625"
"1860605","0.65625","0.65625","0.65625"
"1860627","0.40625","0.40625","0.40625"
"1860640","0.5","0.5","0.5"
"1870614","0.59375","0.59375","0.59375"
"1870615","0.53125","0.53125","0.53125"
"1870617","0.625","0.625","0.625"
"1870633","0.625","0.625","0.625"
"1870648","0.34375","0.34375","0.34375"
"1880624","0.453125","0.4375","0.46875"
"1880625","0.6875","0.6875","0.6875"
"1880657","0.65625","0.65625","0.65625"
"1880700","0.5","0.5","0.5"
"1890606","0.6875","0.6875","0.6875"
"1890612","0.65625","0.65625","0.65625"
"1890616","0.65625","0.65625","0.65625"
"1890646","0.6875","0.6875","0.6875"
"1890653","0.5","0.5","0.5"
"1900618","0.625","0.625","0.625"
"1900624","0.53125","0.53125","0.53125"
"1900625","0.609375","0.59375","0.625"
"1900627","0.75","0.75","0.75"
"1910602","0.625","0.625","0.625"
"1910620","0.53125","0.53125","0.53125"
"1910629","0.78125","0.78125","0.78125"
"1910638","0.5625","0.5625","0.5625"
"1910642","0.625","0.625","0.625"
"1920625","0.8125","0.8125","0.8125"
"1920633","0.71875","0.71875","0.71875"
"1920654","0.625","0.625","0.625"
"1920661","0.65625","0.65625","0.65625"
"1920688","0.65625","0.65625","0.65625"
"1930603","0.46875","0.46875","0.46875"
"1930621","0.6875","0.6875","0.6875"
"1930628","0.78125","0.78125","0.78125"
"1930631","0.59375","0.59375","0.59375"
"1930632","0.5625","0.5625","0.5625"
"1940602","0.5625","0.5625","0.5625"
"1940613","0.46875","0.46875","0.46875"
"1940636","0.65625","0.65625","0.65625"
"1940651","0.5","0.5","0.5"
"1940662","0.75","0.75","0.75"
"1950612","0.65625","0.65625","0.65625"
"1950614","0.75","0.75","0.75"
"1950647","0.59375","0.59375","0.59375"
"1950651","0.6875","0.6875","0.6875"
"1950665","0.8125","0.8125","0.8125"
"1960612","0.65625","0.65625","0.65625"
"1960614","0.625","0.625","0.625"
"1960637","0.6875","0.6875","0.6875"
"1960643","0.5","0.5","0.5"
"1960654","0.59375","0.59375","0.59375"
"1970605","0.6875","0.6875","0.6875"
"1970606","0.59375","0.59375","0.59375"
"1970613","0.59375","0.59375","0.59375"
"1970644","0.625","0.625","0.625"
"1970647","0.625","0.625","0.625"
"1980605","0.53125","0.53125","0.53125"
"1980616","0.65625","0.65625","0.65625"
"1980617","0.625","0.625","0.625"
"1980624","0.75","0.75","0.75"
"1980645","0.46875","0.46875","0.46875"
"1990610","0.75","0.75","0.75"
"1990624","0.5625","0.5625","0.5625"
"1990649","0.65625","0.65625","0.65625"
"1990650","0.5625","0.5625","0.5625"
"1990653","0.59375","0.59375","0.59375"
"2000609","0.59375","0.59375","0.59375"
"2000618","0.59375","0.59375","0.59375"
"2000622","0.65625","0.65625","0.65625"
"2000651","0.53125","0.53125","0.53125"
"2000662","0.65625","0.65625","0.65625"
