"Step","Group: zerg_5_vs_5_QMIX - win_rate","Group: zerg_5_vs_5_QMIX - win_rate__MIN","Group: zerg_5_vs_5_QMIX - win_rate__MAX"
"2490015","0.125","0.125","0.125"
"2490021","0.21875","0.21875","0.21875"
"2490039","0.28125","0.28125","0.28125"
"2500005","0.3125","0.3125","0.3125"
"2500008","0.3125","0.3125","0.3125"
"2500013","0.171875","0.125","0.21875"
"2500014","0.3125","0.3125","0.3125"
"2500016","0.1875","0.1875","0.1875"
"2510012","0.3125","0.3125","0.3125"
"2510021","0.265625","0.21875","0.3125"
"2510024","0.28125","0.28125","0.28125"
"2510029","0.21875","0.21875","0.21875"
"2510045","0.25","0.25","0.25"
"2520000","0.25","0.25","0.25"
"2520005","0.15625","0.15625","0.15625"
"2520006","0.21875","0.125","0.3125"
"2520013","0.125","0.125","0.125"
"2520036","0.15625","0.15625","0.15625"
"2530003","0.28125","0.28125","0.28125"
"2530009","0.28125","0.28125","0.28125"
"2530010","0.21875","0.21875","0.21875"
"2530020","0.125","0.125","0.125"
"2530021","0.125","0.125","0.125"
"2530040","0.1875","0.1875","0.1875"
"2540000","0.28125","0.28125","0.28125"
"2540010","0.25","0.25","0.25"
"2540012","0.25","0.25","0.25"
"2540016","0.15625","0.15625","0.15625"
"2540022","0.21875","0.21875","0.21875"
"2540035","0.21875","0.21875","0.21875"
"2550000","0.09375","0.09375","0.09375"
"2550008","0.25","0.25","0.25"
"2550010","0.375","0.375","0.375"
"2550015","0.4375","0.4375","0.4375"
"2550017","0.25","0.25","0.25"
"2550024","0.3125","0.3125","0.3125"
"2560001","0.21875","0.21875","0.21875"
"2560014","0.21875","0.21875","0.21875"
"2560015","0.1875","0.1875","0.1875"
"2560018","0.15625","0.15625","0.15625"
"2560026","0.1875","0.1875","0.1875"
"2560044","0.21875","0.21875","0.21875"
"2570003","0.3125","0.3125","0.3125"
"2570007","0.21875","0.21875","0.21875"
"2570009","0.28125","0.28125","0.28125"
"2570017","0.15625","0.15625","0.15625"
"2570025","0.15625","0.15625","0.15625"
"2570034","0.1875","0.1875","0.1875"
"2580004","0.25","0.25","0.25"
"2580013","0.3125","0.3125","0.3125"
"2580017","0.34375","0.34375","0.34375"
"2580027","0.25","0.25","0.25"
"2580028","0.28125","0.28125","0.28125"
"2580038","0.28125","0.28125","0.28125"
"2590005","0.1875","0.1875","0.1875"
"2590010","0.25","0.25","0.25"
"2590020","0.3125","0.3125","0.3125"
"2590025","0.21875","0.21875","0.21875"
"2590032","0.21875","0.21875","0.21875"
"2600006","0.28125","0.28125","0.28125"
"2600026","0.28125","0.28125","0.28125"
"2600028","0.28125","0.28125","0.28125"
"2600029","0.3125","0.3125","0.3125"
"2600032","0.1875","0.15625","0.21875"
"2610001","0.25","0.25","0.25"
"2610007","0.1875","0.1875","0.1875"
"2610008","0.28125","0.28125","0.28125"
"2610016","0.15625","0.15625","0.15625"
"2610027","0.21875","0.21875","0.21875"
"2610031","0.21875","0.21875","0.21875"
"2620001","0.3125","0.3125","0.3125"
"2620005","0.28125","0.28125","0.28125"
"2620017","0.28125","0.28125","0.28125"
"2620019","0.25","0.21875","0.28125"
"2620022","0.21875","0.21875","0.21875"
"2630008","0.1875","0.1875","0.1875"
"2630011","0.15625","0.15625","0.15625"
"2630013","0.3125","0.3125","0.3125"
"2630014","0.28125","0.28125","0.28125"
"2630018","0.09375","0.09375","0.09375"
"2630025","0.125","0.125","0.125"
"2640003","0.40625","0.40625","0.40625"
"2640008","0.1875","0.1875","0.1875"
"2640022","0.25","0.25","0.25"
"2640026","0.28125","0.28125","0.28125"
"2640029","0.21875","0.21875","0.21875"
"2640051","0.125","0.125","0.125"
"2650008","0.25","0.25","0.25"
"2650013","0.3125","0.3125","0.3125"
"2650014","0.3125","0.3125","0.3125"
"2650020","0.28125","0.28125","0.28125"
"2650029","0.234375","0.21875","0.25"
"2660001","0.125","0.125","0.125"
"2660003","0.25","0.25","0.25"
"2660010","0.21875","0.21875","0.21875"
"2660023","0.21875","0.21875","0.21875"
"2660026","0.125","0.125","0.125"
"2660027","0.25","0.25","0.25"
"2670002","0.1875","0.1875","0.1875"
"2670013","0.21875","0.21875","0.21875"
"2670014","0.1875","0.1875","0.1875"
"2670018","0.21875","0.21875","0.21875"
"2670025","0.1875","0.1875","0.1875"
"2670037","0.21875","0.21875","0.21875"
"2680005","0.15625","0.15625","0.15625"
"2680014","0.1875","0.1875","0.1875"
"2680027","0.28125","0.28125","0.28125"
"2680028","0.15625","0.15625","0.15625"
"2680029","0.15625","0.15625","0.15625"
"2680033","0.21875","0.21875","0.21875"
"2690014","0.3125","0.3125","0.3125"
"2690015","0.09375","0.09375","0.09375"
"2690021","0.25","0.25","0.25"
"2690026","0.25","0.25","0.25"
"2690027","0.28125","0.28125","0.28125"
"2690042","0.3125","0.3125","0.3125"
"2700001","0.28125","0.25","0.3125"
"2700004","0.53125","0.53125","0.53125"
"2700015","0.28125","0.28125","0.28125"
"2700028","0.28125","0.28125","0.28125"
"2700048","0.21875","0.21875","0.21875"
"2710005","0.3125","0.3125","0.3125"
"2710016","0.09375","0.09375","0.09375"
"2710020","0.296875","0.25","0.34375"
"2710023","0.203125","0.125","0.28125"
"2720000","0.375","0.375","0.375"
"2720006","0.1875","0.1875","0.1875"
"2720019","0.25","0.25","0.25"
"2720021","0.28125","0.28125","0.28125"
"2720030","0.21875","0.21875","0.21875"
"2720045","0.25","0.25","0.25"
"2730001","0.28125","0.21875","0.34375"
"2730009","0.21875","0.21875","0.21875"
"2730015","0.21875","0.21875","0.21875"
"2730019","0.171875","0.15625","0.1875"
"2740000","0.3125","0.3125","0.3125"
"2740005","0.28125","0.28125","0.28125"
"2740006","0.15625","0.15625","0.15625"
"2740017","0.03125","0.03125","0.03125"
"2740019","0.28125","0.28125","0.28125"
"2740032","0.15625","0.15625","0.15625"
"2750003","0.25","0.25","0.25"
"2750004","0.28125","0.28125","0.28125"
"2750014","0.3125","0.3125","0.3125"
"2750015","0.1875","0.1875","0.1875"
"2750030","0.28125","0.28125","0.28125"
"2750031","0.21875","0.21875","0.21875"
"2760006","0.1875","0.1875","0.1875"
"2760007","0.21875","0.21875","0.21875"
"2760013","0.375","0.375","0.375"
"2760023","0.1875","0.1875","0.1875"
"2760025","0.3125","0.3125","0.3125"
"2760028","0.3125","0.3125","0.3125"
"2770007","0.1875","0.1875","0.1875"
"2770011","0.34375","0.34375","0.34375"
"2770014","0.40625","0.40625","0.40625"
"2770015","0.25","0.25","0.25"
"2770032","0.03125","0.03125","0.03125"
"2770044","0.1875","0.1875","0.1875"
"2780018","0.125","0.125","0.125"
"2780019","0.21875","0.21875","0.21875"
"2780023","0.203125","0.1875","0.21875"
"2780031","0.15625","0.15625","0.15625"
"2780042","0.25","0.25","0.25"
"2790009","0.21875","0.21875","0.21875"
"2790014","0.25","0.25","0.25"
"2790021","0.375","0.375","0.375"
"2790022","0.21875","0.21875","0.21875"
"2790023","0.28125","0.28125","0.28125"
"2790044","0.375","0.375","0.375"
"2800004","0.15625","0.15625","0.15625"
"2800008","0.21875","0.21875","0.21875"
"2800015","0.21875","0.21875","0.21875"
"2800021","0.28125","0.28125","0.28125"
"2800033","0.28125","0.28125","0.28125"
"2800035","0.46875","0.46875","0.46875"
"2810005","0.21875","0.21875","0.21875"
"2810010","0.3125","0.3125","0.3125"
"2810014","0.15625","0.15625","0.15625"
"2810016","0.34375","0.34375","0.34375"
"2810034","0.375","0.375","0.375"
"2820000","0.1875","0.1875","0.1875"
"2820006","0.375","0.375","0.375"
"2820014","0.25","0.25","0.25"
"2820015","0.21875","0.21875","0.21875"
"2820023","0.09375","0.09375","0.09375"
"2820033","0.25","0.25","0.25"
"2830000","0.28125","0.28125","0.28125"
"2830005","0.1875","0.1875","0.1875"
"2830011","0.21875","0.21875","0.21875"
"2830017","0.3125","0.3125","0.3125"
"2830034","0.15625","0.15625","0.15625"
"2830035","0.15625","0.15625","0.15625"
"2840010","0.3125","0.3125","0.3125"
"2840019","0.40625","0.40625","0.40625"
"2840020","0.25","0.25","0.25"
"2840022","0.40625","0.40625","0.40625"
"2840045","0.1875","0.1875","0.1875"
"2850000","0.28125","0.28125","0.28125"
"2850007","0.28125","0.28125","0.28125"
"2850022","0.21875","0.21875","0.21875"
"2850024","0.21875","0.21875","0.21875"
"2850025","0.21875","0.125","0.3125"
"2860001","0.3125","0.3125","0.3125"
"2860006","0.125","0.125","0.125"
"2860013","0.1875","0.1875","0.1875"
"2860019","0.5625","0.5625","0.5625"
"2860029","0.34375","0.34375","0.34375"
"2860031","0.40625","0.40625","0.40625"
"2870001","0.3125","0.3125","0.3125"
"2870007","0.359375","0.34375","0.375"
"2870023","0.1875","0.1875","0.1875"
"2870033","0.234375","0.21875","0.25"
"2880000","0.34375","0.34375","0.34375"
"2880005","0.1875","0.1875","0.1875"
"2880006","0.15625","0.15625","0.15625"
"2880010","0.25","0.25","0.25"
"2880026","0.28125","0.28125","0.28125"
"2880035","0.3125","0.3125","0.3125"
"2890000","0.21875","0.21875","0.21875"
"2890004","0.375","0.375","0.375"
"2890014","0.28125","0.28125","0.28125"
"2890015","0.3125","0.3125","0.3125"
"2890032","0.375","0.375","0.375"
"2890040","0.40625","0.40625","0.40625"
"2900002","0.3125","0.3125","0.3125"
"2900010","0.28125","0.28125","0.28125"
"2900012","0.1875","0.1875","0.1875"
"2900016","0.21875","0.21875","0.21875"
"2900033","0.1875","0.1875","0.1875"
"2900035","0.3125","0.3125","0.3125"
"2910005","0.28125","0.28125","0.28125"
"2910014","0.25","0.25","0.25"
"2910024","0.1875","0.1875","0.1875"
"2910028","0.21875","0.21875","0.21875"
"2910031","0.25","0.25","0.25"
"2910048","0.1875","0.1875","0.1875"
"2920015","0.28125","0.28125","0.28125"
"2920020","0.375","0.375","0.375"
"2920024","0.28125","0.28125","0.28125"
"2920025","0.1875","0.1875","0.1875"
"2920032","0.296875","0.21875","0.375"
"2930005","0.296875","0.25","0.34375"
"2930019","0.21875","0.21875","0.21875"
"2930020","0.25","0.25","0.25"
"2930040","0.34375","0.34375","0.34375"
"2930049","0.25","0.25","0.25"
"2940001","0.25","0.25","0.25"
"2940010","0.25","0.25","0.25"
"2940012","0.21875","0.21875","0.21875"
"2940019","0.40625","0.40625","0.40625"
"2940023","0.15625","0.15625","0.15625"
"2940029","0.21875","0.21875","0.21875"
"2950000","0.21875","0.1875","0.25"
"2950005","0.1875","0.1875","0.1875"
"2950012","0.1875","0.1875","0.1875"
"2950021","0.375","0.375","0.375"
"2950023","0.1875","0.1875","0.1875"
"2960004","0.28125","0.28125","0.28125"
"2960010","0.4375","0.4375","0.4375"
"2960011","0.25","0.1875","0.3125"
"2960020","0.28125","0.28125","0.28125"
"2960026","0.3125","0.3125","0.3125"
"2970003","0.25","0.25","0.25"
"2970012","0.21875","0.21875","0.21875"
"2970016","0.40625","0.40625","0.40625"
"2970017","0.21875","0.21875","0.21875"
"2970026","0.34375","0.34375","0.34375"
"2970027","0.34375","0.34375","0.34375"
"2980002","0.3125","0.3125","0.3125"
"2980004","0.28125","0.28125","0.28125"
"2980005","0.0625","0.0625","0.0625"
"2980018","0.375","0.375","0.375"
"2980033","0.25","0.25","0.25"
"2980053","0.25","0.25","0.25"
"2990002","0.25","0.25","0.25"
"2990007","0.1875","0.1875","0.1875"
"2990012","0.1875","0.1875","0.1875"
"2990014","0.3125","0.3125","0.3125"
"2990033","0.25","0.25","0.25"
"2990045","0.3125","0.3125","0.3125"
"3000009","0.15625","0.15625","0.15625"
"3000010","0.3125","0.3125","0.3125"
"3000021","0.25","0.25","0.25"
"3000022","0.1875","0.1875","0.1875"
"3000024","0.25","0.25","0.25"
"3000040","0.125","0.125","0.125"
