"Step","Group: zerg_5_vs_5_QMIX - win_rate","Group: zerg_5_vs_5_QMIX - win_rate__MIN","Group: zerg_5_vs_5_QMIX - win_rate__MAX"
"1260015","0.3125","0.3125","0.3125"
"1260022","0.1875","0.1875","0.1875"
"1260042","0.28125","0.28125","0.28125"
"1270004","0.21875","0.21875","0.21875"
"1270006","0.25","0.25","0.25"
"1270011","0.21875","0.1875","0.25"
"1270032","0.25","0.25","0.25"
"1270043","0.1875","0.1875","0.1875"
"1280003","0.125","0.125","0.125"
"1280007","0.3125","0.25","0.375"
"1280010","0.3125","0.3125","0.3125"
"1280012","0.21875","0.21875","0.21875"
"1280020","0.21875","0.21875","0.21875"
"1290000","0.25","0.25","0.25"
"1290006","0.15625","0.15625","0.15625"
"1290018","0.125","0.125","0.125"
"1290024","0.15625","0.15625","0.15625"
"1290029","0.0625","0.0625","0.0625"
"1290032","0.1875","0.1875","0.1875"
"1300003","0.21875","0.21875","0.21875"
"1300004","0.34375","0.34375","0.34375"
"1300014","0.28125","0.28125","0.28125"
"1300016","0.25","0.25","0.25"
"1300025","0.3125","0.3125","0.3125"
"1300037","0.15625","0.15625","0.15625"
"1310007","0.203125","0.15625","0.25"
"1310014","0.15625","0.15625","0.15625"
"1310025","0.40625","0.40625","0.40625"
"1310033","0.21875","0.21875","0.21875"
"1310039","0.25","0.25","0.25"
"1320007","0.25","0.25","0.25"
"1320020","0.1875","0.125","0.25"
"1320023","0.15625","0.15625","0.15625"
"1320040","0.28125","0.28125","0.28125"
"1320044","0.1875","0.1875","0.1875"
"1330013","0.28125","0.28125","0.28125"
"1330015","0.15625","0.15625","0.15625"
"1330016","0.34375","0.34375","0.34375"
"1330017","0.28125","0.28125","0.28125"
"1330025","0.15625","0.15625","0.15625"
"1330026","0.03125","0.03125","0.03125"
"1340001","0.09375","0.09375","0.09375"
"1340004","0.28125","0.28125","0.28125"
"1340017","0.3125","0.3125","0.3125"
"1340022","0.125","0.125","0.125"
"1340034","0.328125","0.1875","0.46875"
"1350001","0.28125","0.28125","0.28125"
"1350006","0.1875","0.1875","0.1875"
"1350015","0.375","0.375","0.375"
"1350025","0.1875","0.1875","0.1875"
"1350032","0.34375","0.34375","0.34375"
"1350037","0.3125","0.3125","0.3125"
"1360021","0.25","0.25","0.25"
"1360022","0.125","0.125","0.125"
"1360023","0.40625","0.40625","0.40625"
"1360027","0.15625","0.15625","0.15625"
"1360038","0.25","0.25","0.25"
"1360054","0.15625","0.15625","0.15625"
"1370007","0.1875","0.1875","0.1875"
"1370026","0.09375","0.09375","0.09375"
"1370035","0.125","0.125","0.125"
"1370037","0.28125","0.28125","0.28125"
"1370044","0.21875","0.21875","0.21875"
"1370045","0.15625","0.15625","0.15625"
"1380003","0.15625","0.15625","0.15625"
"1380014","0.21875","0.21875","0.21875"
"1380016","0.28125","0.28125","0.28125"
"1380036","0.09375","0.09375","0.09375"
"1380051","0.25","0.25","0.25"
"1380055","0.25","0.25","0.25"
"1390018","0.125","0.125","0.125"
"1390021","0.1875","0.15625","0.21875"
"1390022","0.21875","0.21875","0.21875"
"1390026","0.25","0.25","0.25"
"1390034","0.28125","0.28125","0.28125"
"1400007","0.40625","0.40625","0.40625"
"1400020","0.1875","0.1875","0.1875"
"1400021","0.25","0.25","0.25"
"1400025","0.15625","0.15625","0.15625"
"1400038","0.25","0.25","0.25"
"1400053","0.125","0.125","0.125"
"1410000","0.34375","0.34375","0.34375"
"1410003","0.21875","0.21875","0.21875"
"1410005","0.25","0.25","0.25"
"1410029","0.1875","0.1875","0.1875"
"1410038","0.21875","0.21875","0.21875"
"1410043","0.25","0.25","0.25"
"1420008","0.09375","0.09375","0.09375"
"1420009","0.296875","0.15625","0.4375"
"1420013","0.15625","0.15625","0.15625"
"1420019","0.125","0.125","0.125"
"1420021","0.3125","0.3125","0.3125"
"1430008","0.25","0.25","0.25"
"1430009","0.21875","0.21875","0.21875"
"1430018","0.21875","0.21875","0.21875"
"1430024","0.15625","0.15625","0.15625"
"1430028","0.125","0.125","0.125"
"1430041","0.3125","0.3125","0.3125"
"1440000","0.15625","0.15625","0.15625"
"1440002","0.15625","0.15625","0.15625"
"1440011","0.25","0.25","0.25"
"1440023","0.21875","0.1875","0.25"
"1440031","0.1875","0.1875","0.1875"
"1450003","0.1875","0.1875","0.1875"
"1450008","0.1875","0.1875","0.1875"
"1450013","0.25","0.25","0.25"
"1450015","0.1875","0.1875","0.1875"
"1450018","0.21875","0.21875","0.21875"
"1450023","0.28125","0.28125","0.28125"
"1460000","0.25","0.25","0.25"
"1460010","0.0625","0.0625","0.0625"
"1460012","0.25","0.25","0.25"
"1460025","0.1875","0.1875","0.1875"
"1460027","0.15625","0.15625","0.15625"
"1460030","0.125","0.125","0.125"
"1470000","0.25","0.25","0.25"
"1470009","0.125","0.125","0.125"
"1470029","0.25","0.25","0.25"
"1470040","0.15625","0.15625","0.15625"
"1470042","0.21875","0.21875","0.21875"
"1470054","0.21875","0.21875","0.21875"
"1480012","0.25","0.25","0.25"
"1480013","0.1875","0.1875","0.1875"
"1480014","0.25","0.25","0.25"
"1480017","0.25","0.25","0.25"
"1480021","0.21875","0.21875","0.21875"
"1480029","0.21875","0.21875","0.21875"
"1490011","0.25","0.25","0.25"
"1490013","0.1875","0.1875","0.1875"
"1490014","0.28125","0.28125","0.28125"
"1490019","0.265625","0.21875","0.3125"
"1490027","0.125","0.125","0.125"
"1500004","0.09375","0.09375","0.09375"
"1500005","0.1875","0.1875","0.1875"
"1500009","0.15625","0.15625","0.15625"
"1500013","0.34375","0.34375","0.34375"
"1500040","0.28125","0.28125","0.28125"
"1510001","0.1875","0.1875","0.1875"
"1510002","0.25","0.25","0.25"
"1510003","0.21875","0.21875","0.21875"
"1510014","0.1875","0.1875","0.1875"
"1510031","0.25","0.25","0.25"
"1510046","0.25","0.25","0.25"
"1520007","0.21875","0.21875","0.21875"
"1520008","0.25","0.25","0.25"
"1520010","0.3125","0.3125","0.3125"
"1520014","0.125","0.125","0.125"
"1520019","0.21875","0.21875","0.21875"
"1520033","0.125","0.125","0.125"
"1530005","0.125","0.125","0.125"
"1530012","0.1875","0.1875","0.1875"
"1530022","0.28125","0.28125","0.28125"
"1530023","0.125","0.125","0.125"
"1530028","0.3125","0.3125","0.3125"
"1540014","0.171875","0.125","0.21875"
"1540023","0.125","0.125","0.125"
"1540028","0.34375","0.34375","0.34375"
"1540035","0.3125","0.3125","0.3125"
"1540056","0.15625","0.15625","0.15625"
"1550007","0.21875","0.21875","0.21875"
"1550011","0.21875","0.21875","0.21875"
"1550020","0.25","0.21875","0.28125"
"1550038","0.15625","0.15625","0.15625"
"1550052","0.21875","0.21875","0.21875"
"1560000","0.1875","0.1875","0.1875"
"1560010","0.21875","0.21875","0.21875"
"1560011","0.15625","0.15625","0.15625"
"1560014","0.20833333333333334","0.1875","0.25"
"1570003","0.21875","0.21875","0.21875"
"1570010","0.1875","0.1875","0.1875"
"1570016","0.21875","0.21875","0.21875"
"1570017","0.171875","0.15625","0.1875"
"1570034","0.21875","0.21875","0.21875"
"1580009","0.21875","0.21875","0.21875"
"1580011","0.25","0.25","0.25"
"1580013","0.34375","0.34375","0.34375"
"1580015","0.125","0.125","0.125"
"1580032","0.28125","0.28125","0.28125"
"1580066","0.25","0.25","0.25"
"1590007","0.28125","0.28125","0.28125"
"1590010","0.28125","0.28125","0.28125"
"1590019","0.125","0.125","0.125"
"1590021","0.15625","0.15625","0.15625"
"1590023","0.125","0.125","0.125"
"1590029","0.3125","0.3125","0.3125"
"1600015","0.1875","0.1875","0.1875"
"1600016","0.25","0.25","0.25"
"1600022","0.375","0.375","0.375"
"1600024","0.21875","0.21875","0.21875"
"1600025","0.21875","0.21875","0.21875"
"1600029","0.21875","0.21875","0.21875"
"1610005","0.1875","0.1875","0.1875"
"1610018","0.15625","0.15625","0.15625"
"1610021","0.25","0.25","0.25"
"1610025","0.125","0.125","0.125"
"1610030","0.34375","0.34375","0.34375"
"1610041","0.125","0.125","0.125"
"1620003","0.22916666666666666","0.15625","0.28125"
"1620008","0.1875","0.1875","0.1875"
"1620025","0.34375","0.34375","0.34375"
"1620028","0.25","0.25","0.25"
"1630002","0.1875","0.1875","0.1875"
"1630012","0.15625","0.15625","0.15625"
"1630014","0.15625","0.15625","0.15625"
"1630017","0.09375","0.09375","0.09375"
"1630028","0.15625","0.15625","0.15625"
"1630031","0.1875","0.1875","0.1875"
"1640003","0.34375","0.34375","0.34375"
"1640007","0.125","0.125","0.125"
"1640008","0.125","0.125","0.125"
"1640014","0.15625","0.15625","0.15625"
"1640016","0.125","0.125","0.125"
"1640019","0.15625","0.15625","0.15625"
"1650001","0.28125","0.28125","0.28125"
"1650005","0.1875","0.1875","0.1875"
"1650019","0.09375","0.09375","0.09375"
"1650027","0.28125","0.28125","0.28125"
"1650028","0.15625","0.15625","0.15625"
"1650029","0.15625","0.15625","0.15625"
"1660015","0.15625","0.15625","0.15625"
"1660023","0.125","0.125","0.125"
"1660034","0.1875","0.1875","0.1875"
"1660039","0.21875","0.21875","0.21875"
"1660042","0.125","0.125","0.125"
"1660045","0.0625","0.0625","0.0625"
"1670002","0.28125","0.28125","0.28125"
"1670008","0.15625","0.15625","0.15625"
"1670021","0.1875","0.1875","0.1875"
"1670023","0.296875","0.25","0.34375"
"1670029","0.1875","0.1875","0.1875"
"1680012","0.203125","0.125","0.28125"
"1680013","0.125","0.125","0.125"
"1680025","0.28125","0.28125","0.28125"
"1680032","0.28125","0.28125","0.28125"
"1680033","0.375","0.375","0.375"
"1690014","0.25","0.25","0.25"
"1690020","0.25","0.25","0.25"
"1690029","0.1875","0.1875","0.1875"
"1690043","0.3125","0.3125","0.3125"
"1690044","0.34375","0.34375","0.34375"
"1690046","0.09375","0.09375","0.09375"
"1700003","0.28125","0.28125","0.28125"
"1700006","0.15625","0.15625","0.15625"
"1700014","0.21875","0.21875","0.21875"
"1700024","0.25","0.25","0.25"
"1700027","0.25","0.25","0.25"
"1710005","0.34375","0.34375","0.34375"
"1710007","0.25","0.25","0.25"
"1710020","0.125","0.125","0.125"
"1710024","0.203125","0.1875","0.21875"
"1710037","0.21875","0.21875","0.21875"
"1720000","0.171875","0.09375","0.25"
"1720013","0.1875","0.1875","0.1875"
"1720019","0.25","0.25","0.25"
"1720030","0.21875","0.21875","0.21875"
"1730006","0.125","0.125","0.125"
"1730007","0.1875","0.1875","0.1875"
"1730010","0.1875","0.1875","0.1875"
"1730011","0.3125","0.3125","0.3125"
"1730013","0.25","0.25","0.25"
"1730032","0.25","0.25","0.25"
"1740004","0.21875","0.21875","0.21875"
"1740005","0.1875","0.1875","0.1875"
"1740011","0.34375","0.34375","0.34375"
"1740013","0.28125","0.28125","0.28125"
"1740014","0.21875","0.21875","0.21875"
"1740038","0.09375","0.09375","0.09375"
"1750005","0.34375","0.34375","0.34375"
"1750006","0.1875","0.1875","0.1875"
"1750008","0.25","0.25","0.25"
"1750018","0.3125","0.3125","0.3125"
"1750025","0.4375","0.4375","0.4375"
"1750054","0.125","0.125","0.125"
"1760001","0.15625","0.15625","0.15625"
"1760004","0.21875","0.21875","0.21875"
"1760011","0.28125","0.28125","0.28125"
"1760012","0.25","0.25","0.25"
"1760018","0.21875","0.21875","0.21875"
"1760020","0.28125","0.28125","0.28125"
"1770000","0.3125","0.3125","0.3125"
"1770003","0.125","0.125","0.125"
"1770014","0.28125","0.28125","0.28125"
"1770016","0.1875","0.1875","0.1875"
"1770023","0.25","0.25","0.25"
"1770034","0.3125","0.3125","0.3125"
"1780003","0.3125","0.3125","0.3125"
"1780011","0.15625","0.15625","0.15625"
"1780023","0.34375","0.34375","0.34375"
"1780024","0.34375","0.34375","0.34375"
"1780025","0.1875","0.1875","0.1875"
"1780039","0.40625","0.40625","0.40625"
"1790002","0.125","0.125","0.125"
"1790007","0.21875","0.21875","0.21875"
"1790008","0.1875","0.1875","0.1875"
"1790013","0.28125","0.28125","0.28125"
"1790026","0.15625","0.15625","0.15625"
"1790057","0.25","0.25","0.25"
"1800009","0.21875","0.21875","0.21875"
"1800012","0.1875","0.1875","0.1875"
"1800014","0.34375","0.34375","0.34375"
"1800015","0.3125","0.3125","0.3125"
"1800024","0.21875","0.21875","0.21875"
"1800027","0.15625","0.15625","0.15625"
"1810011","0.3125","0.3125","0.3125"
"1810017","0.09375","0.09375","0.09375"
"1810018","0.0625","0.0625","0.0625"
"1810027","0.25","0.25","0.25"
"1810032","0.3125","0.3125","0.3125"
"1810067","0.125","0.125","0.125"
"1820005","0.25","0.25","0.25"
"1820014","0.125","0.125","0.125"
"1820016","0.1875","0.0625","0.3125"
"1820043","0.25","0.25","0.25"
"1820057","0.25","0.25","0.25"
"1830016","0.1875","0.1875","0.1875"
"1830018","0.125","0.125","0.125"
"1830024","0.25","0.21875","0.28125"
"1830025","0.1875","0.1875","0.1875"
"1830040","0.34375","0.34375","0.34375"
"1840014","0.09375","0.09375","0.09375"
"1840015","0.25","0.25","0.25"
"1840020","0.28125","0.1875","0.375"
"1840022","0.21875","0.21875","0.21875"
"1840030","0.09375","0.09375","0.09375"
"1850005","0.3125","0.3125","0.3125"
"1850007","0.125","0.125","0.125"
"1850011","0.09375","0.09375","0.09375"
"1850015","0.3125","0.3125","0.3125"
"1850016","0.21875","0.21875","0.21875"
"1850051","0.1875","0.1875","0.1875"
"1860001","0.21875","0.21875","0.21875"
"1860006","0.3125","0.3125","0.3125"
"1860015","0.125","0.125","0.125"
"1860016","0.125","0.125","0.125"
"1860018","0.21875","0.21875","0.21875"
"1860025","0.1875","0.1875","0.1875"
"1870003","0.21875","0.21875","0.21875"
"1870010","0.15625","0.15625","0.15625"
"1870014","0.21875","0.21875","0.21875"
"1870027","0.03125","0.03125","0.03125"
"1870029","0.21875","0.125","0.3125"
"1880000","0.21875","0.21875","0.21875"
"1880010","0.375","0.375","0.375"
"1880014","0.21875","0.21875","0.21875"
"1880017","0.25","0.25","0.25"
"1880027","0.1875","0.1875","0.1875"
"1880054","0.125","0.125","0.125"
"1890001","0.09375","0.09375","0.09375"
"1890002","0.15625","0.15625","0.15625"
"1890015","0.25","0.21875","0.28125"
"1890026","0.1875","0.1875","0.1875"
"1890033","0.21875","0.21875","0.21875"
"1900000","0.28125","0.28125","0.28125"
"1900002","0.1875","0.1875","0.1875"
"1900006","0.21875","0.1875","0.25"
"1900016","0.25","0.25","0.25"
"1900025","0.3125","0.3125","0.3125"
"1910005","0.3125","0.3125","0.3125"
"1910017","0.25","0.25","0.25"
"1910020","0.3125","0.3125","0.3125"
"1910025","0.21875","0.21875","0.21875"
"1910027","0.15625","0.15625","0.15625"
"1910052","0.21875","0.21875","0.21875"
"1920000","0.125","0.125","0.125"
"1920002","0.15625","0.15625","0.15625"
"1920003","0.28125","0.28125","0.28125"
"1920016","0.21875","0.21875","0.21875"
"1920023","0.375","0.375","0.375"
"1920034","0.34375","0.34375","0.34375"
"1930004","0.25","0.25","0.25"
"1930013","0.15625","0.15625","0.15625"
"1930014","0.25","0.25","0.25"
"1930034","0.21875","0.21875","0.21875"
"1930048","0.34375","0.34375","0.34375"
"1930051","0.15625","0.15625","0.15625"
"1940005","0.3125","0.3125","0.3125"
"1940011","0.28125","0.28125","0.28125"
"1940013","0.09375","0.09375","0.09375"
"1940020","0.25","0.25","0.25"
"1940027","0.1875","0.1875","0.1875"
"1940046","0.1875","0.1875","0.1875"
"1950003","0.203125","0.125","0.28125"
"1950007","0.21875","0.21875","0.21875"
"1950011","0.34375","0.34375","0.34375"
"1950028","0.3125","0.3125","0.3125"
"1950038","0.28125","0.28125","0.28125"
"1960000","0.25","0.25","0.25"
"1960005","0.3125","0.3125","0.3125"
"1960009","0.3125","0.3125","0.3125"
"1960011","0.3125","0.3125","0.3125"
"1960025","0.125","0.125","0.125"
"1960032","0.3125","0.3125","0.3125"
"1970002","0.1875","0.1875","0.1875"
"1970008","0.25","0.25","0.25"
"1970014","0.125","0.125","0.125"
"1970019","0.1875","0.1875","0.1875"
"1970035","0.15625","0.15625","0.15625"
"1980005","0.3125","0.3125","0.3125"
"1980007","0.21875","0.21875","0.21875"
"1980010","0.4375","0.4375","0.4375"
"1980019","0.1875","0.1875","0.1875"
"1980027","0.25","0.25","0.25"
"1980032","0.21875","0.21875","0.21875"
"1990003","0.34375","0.34375","0.34375"
"1990010","0.28125","0.28125","0.28125"
"1990012","0.28125","0.28125","0.28125"
"1990020","0.28125","0.28125","0.28125"
"1990036","0.1875","0.1875","0.1875"
"1990041","0.28125","0.28125","0.28125"
"2000005","0.09375","0.09375","0.09375"
"2000006","0.21875","0.21875","0.21875"
"2000011","0.21875","0.21875","0.21875"
"2000012","0.1875","0.1875","0.1875"
"2000027","0.265625","0.25","0.28125"
"2010000","0.1875","0.1875","0.1875"
"2010007","0.21875","0.21875","0.21875"
"2010014","0.3125","0.3125","0.3125"
"2010021","0.25","0.25","0.25"
"2010025","0.3125","0.3125","0.3125"
"2010038","0.21875","0.21875","0.21875"
"2020003","0.1875","0.1875","0.1875"
"2020004","0.1875","0.1875","0.1875"
"2020006","0.125","0.125","0.125"
"2020011","0.1875","0.1875","0.1875"
"2020017","0.09375","0.09375","0.09375"
"2020026","0.21875","0.21875","0.21875"
"2030007","0.125","0.125","0.125"
"2030017","0.1875","0.1875","0.1875"
"2030025","0.25","0.25","0.25"
"2030026","0.25","0.21875","0.28125"
"2030032","0.34375","0.34375","0.34375"
"2040003","0.375","0.375","0.375"
"2040013","0.3125","0.3125","0.3125"
"2040017","0.25","0.25","0.25"
"2040026","0.28125","0.28125","0.28125"
"2040028","0.25","0.25","0.25"
"2040045","0.40625","0.40625","0.40625"
"2050001","0.3125","0.3125","0.3125"
"2050007","0.0625","0.0625","0.0625"
"2050009","0.3125","0.3125","0.3125"
"2050022","0.25","0.25","0.25"
"2050026","0.15625","0.15625","0.15625"
"2050032","0.34375","0.34375","0.34375"
"2060015","0.15625","0.15625","0.15625"
"2060017","0.25","0.21875","0.28125"
"2060026","0.28125","0.28125","0.28125"
"2060037","0.15625","0.15625","0.15625"
"2070002","0.09375","0.09375","0.09375"
"2070008","0.125","0.125","0.125"
"2070013","0.40625","0.40625","0.40625"
"2070014","0.25","0.25","0.25"
"2070020","0.3125","0.3125","0.3125"
"2070037","0.25","0.25","0.25"
"2080000","0.25","0.25","0.25"
"2080003","0.1875","0.1875","0.1875"
"2080011","0.21875","0.21875","0.21875"
"2080018","0.34375","0.34375","0.34375"
"2080027","0.28125","0.28125","0.28125"
"2090000","0.1875","0.1875","0.1875"
"2090012","0.1875","0.1875","0.1875"
"2090013","0.1875","0.1875","0.1875"
"2090016","0.28125","0.28125","0.28125"
"2090024","0.1875","0.1875","0.1875"
"2090029","0.15625","0.15625","0.15625"
"2100000","0.28125","0.28125","0.28125"
"2100006","0.09375","0.09375","0.09375"
"2100011","0.25","0.25","0.25"
"2100021","0.28125","0.28125","0.28125"
"2100023","0.21875","0.21875","0.21875"
"2100043","0.25","0.25","0.25"
"2110018","0.234375","0.21875","0.25"
"2110020","0.28125","0.28125","0.28125"
"2110022","0.34375","0.34375","0.34375"
"2110024","0.21875","0.21875","0.21875"
"2110033","0.28125","0.28125","0.28125"
"2120001","0.28125","0.28125","0.28125"
"2120002","0.21875","0.21875","0.21875"
"2120009","0.28125","0.28125","0.28125"
"2120016","0.0625","0.0625","0.0625"
"2120019","0.375","0.375","0.375"
"2120020","0.15625","0.15625","0.15625"
"2130001","0.3125","0.3125","0.3125"
"2130005","0.15625","0.15625","0.15625"
"2130020","0.21875","0.21875","0.21875"
"2130028","0.15625","0.15625","0.15625"
"2130032","0.171875","0.125","0.21875"
"2140001","0.15625","0.15625","0.15625"
"2140023","0.15625","0.15625","0.15625"
"2140033","0.1875","0.1875","0.1875"
"2140037","0.1875","0.1875","0.1875"
"2140040","0.21875","0.21875","0.21875"
"2150004","0.3125","0.3125","0.3125"
"2150008","0.09375","0.09375","0.09375"
"2150015","0.1875","0.1875","0.1875"
"2150017","0.28125","0.28125","0.28125"
"2150018","0.3125","0.3125","0.3125"
"2150022","0.3125","0.3125","0.3125"
"2160001","0.21875","0.21875","0.21875"
"2160002","0.28125","0.28125","0.28125"
"2160009","0.25","0.25","0.25"
"2160014","0.34375","0.34375","0.34375"
"2160017","0.25","0.25","0.25"
"2160035","0.28125","0.28125","0.28125"
"2170001","0.1875","0.1875","0.1875"
"2170006","0.28125","0.28125","0.28125"
"2170012","0.28125","0.28125","0.28125"
"2170016","0.28125","0.28125","0.28125"
"2170021","0.15625","0.15625","0.15625"
"2170047","0.3125","0.3125","0.3125"
"2180002","0.28125","0.28125","0.28125"
"2180011","0.1875","0.1875","0.1875"
"2180022","0.25","0.25","0.25"
"2180023","0.28125","0.28125","0.28125"
"2180024","0.25","0.25","0.25"
"2180025","0.40625","0.40625","0.40625"
"2190006","0.1875","0.1875","0.1875"
"2190010","0.3125","0.3125","0.3125"
"2190013","0.28125","0.28125","0.28125"
"2190016","0.15625","0.15625","0.15625"
"2190027","0.25","0.25","0.25"
"2190035","0.15625","0.15625","0.15625"
"2200015","0.4375","0.4375","0.4375"
"2200016","0.28125","0.28125","0.28125"
"2200021","0.15625","0.15625","0.15625"
"2200025","0.21875","0.21875","0.21875"
"2200028","0.28125","0.28125","0.28125"
"2200036","0.09375","0.09375","0.09375"
"2210005","0.25","0.25","0.25"
"2210007","0.3125","0.3125","0.3125"
"2210009","0.09375","0.09375","0.09375"
"2210018","0.28125","0.28125","0.28125"
"2210033","0.3125","0.3125","0.3125"
"2210036","0.28125","0.28125","0.28125"
"2220000","0.25","0.25","0.25"
"2220001","0.28125","0.28125","0.28125"
"2220003","0.140625","0.125","0.15625"
"2220004","0.375","0.375","0.375"
"2220045","0.40625","0.40625","0.40625"
"2230004","0.3125","0.3125","0.3125"
"2230009","0.21875","0.21875","0.21875"
"2230011","0.15625","0.15625","0.15625"
"2230015","0.1875","0.1875","0.1875"
"2230016","0.09375","0.09375","0.09375"
"2230023","0.34375","0.34375","0.34375"
"2240002","0.40625","0.40625","0.40625"
"2240003","0.28125","0.28125","0.28125"
"2240007","0.28125","0.28125","0.28125"
"2240016","0.28125","0.25","0.3125"
"2240019","0.125","0.125","0.125"
"2250000","0.1875","0.1875","0.1875"
"2250009","0.25","0.25","0.25"
"2250015","0.125","0.125","0.125"
"2250020","0.25","0.25","0.25"
"2250027","0.1875","0.1875","0.1875"
"2250071","0.125","0.125","0.125"
"2260001","0.125","0.125","0.125"
"2260013","0.375","0.375","0.375"
"2260024","0.3125","0.3125","0.3125"
"2260027","0.125","0.125","0.125"
"2260028","0.15625","0.15625","0.15625"
"2260033","0.3125","0.3125","0.3125"
"2270001","0.125","0.125","0.125"
"2270003","0.1875","0.1875","0.1875"
"2270008","0.28125","0.28125","0.28125"
"2270017","0.1875","0.1875","0.1875"
"2270018","0.3125","0.3125","0.3125"
"2270030","0.34375","0.34375","0.34375"
"2280006","0.25","0.25","0.25"
"2280008","0.1875","0.1875","0.1875"
"2280020","0.25","0.25","0.25"
"2280024","0.21875","0.21875","0.21875"
"2280025","0.28125","0.28125","0.28125"
"2290005","0.15625","0.09375","0.21875"
"2290008","0.21875","0.21875","0.21875"
"2290014","0.15625","0.15625","0.15625"
"2290024","0.21875","0.21875","0.21875"
"2290044","0.34375","0.34375","0.34375"
"2300002","0.25","0.25","0.25"
"2300014","0.25","0.25","0.25"
"2300018","0.1875","0.1875","0.1875"
"2300023","0.21875","0.21875","0.21875"
"2300029","0.28125","0.28125","0.28125"
"2300038","0.28125","0.28125","0.28125"
"2310009","0.1875","0.1875","0.1875"
"2310010","0.125","0.125","0.125"
"2310019","0.25","0.25","0.25"
"2310022","0.3125","0.3125","0.3125"
"2310025","0.21875","0.21875","0.21875"
"2310031","0.1875","0.1875","0.1875"
"2320005","0.28125","0.28125","0.28125"
"2320020","0.1875","0.1875","0.1875"
"2320021","0.21875","0.21875","0.21875"
"2320024","0.21875","0.21875","0.21875"
"2320032","0.28125","0.28125","0.28125"
"2320041","0.34375","0.34375","0.34375"
"2330001","0.25","0.25","0.25"
"2330005","0.25","0.25","0.25"
"2330009","0.15625","0.15625","0.15625"
"2330024","0.3125","0.3125","0.3125"
"2330026","0.28125","0.21875","0.34375"
"2340013","0.25","0.25","0.25"
"2340015","0.34375","0.34375","0.34375"
"2340023","0.1875","0.1875","0.1875"
"2340027","0.1875","0.1875","0.1875"
"2340028","0.46875","0.46875","0.46875"
"2340032","0.15625","0.15625","0.15625"
"2350006","0.3125","0.3125","0.3125"
"2350008","0.15625","0.15625","0.15625"
"2350010","0.375","0.375","0.375"
"2350021","0.28125","0.28125","0.28125"
"2350024","0.3125","0.3125","0.3125"
"2350029","0.34375","0.34375","0.34375"
"2360006","0.15625","0.15625","0.15625"
"2360007","0.3125","0.3125","0.3125"
"2360015","0.125","0.125","0.125"
"2360033","0.21875","0.21875","0.21875"
"2360035","0.1875","0.1875","0.1875"
"2360038","0.375","0.375","0.375"
"2370003","0.234375","0.15625","0.3125"
"2370011","0.28125","0.28125","0.28125"
"2370022","0.125","0.125","0.125"
"2370026","0.28125","0.28125","0.28125"
"2370036","0.28125","0.28125","0.28125"
"2380012","0.21875","0.21875","0.21875"
"2380018","0.234375","0.21875","0.25"
"2380024","0.28125","0.28125","0.28125"
"2380030","0.0625","0.0625","0.0625"
"2380032","0.09375","0.09375","0.09375"
"2390001","0.25","0.25","0.25"
"2390008","0.3125","0.3125","0.3125"
"2390013","0.21875","0.21875","0.21875"
"2390021","0.125","0.125","0.125"
"2390022","0.25","0.25","0.25"
"2390036","0.21875","0.21875","0.21875"
"2400006","0.1875","0.1875","0.1875"
"2400015","0.21875","0.21875","0.21875"
"2400016","0.25","0.25","0.25"
"2400019","0.1875","0.1875","0.1875"
"2400030","0.25","0.25","0.25"
"2400032","0.40625","0.40625","0.40625"
"2410003","0.28125","0.28125","0.28125"
"2410004","0.3125","0.3125","0.3125"
"2410006","0.125","0.125","0.125"
"2410007","0.15625","0.15625","0.15625"
"2410008","0.28125","0.28125","0.28125"
"2410027","0.09375","0.09375","0.09375"
"2420004","0.3125","0.3125","0.3125"
"2420014","0.09375","0.09375","0.09375"
"2420019","0.34375","0.34375","0.34375"
"2420020","0.34375","0.34375","0.34375"
"2420022","0.3125","0.3125","0.3125"
"2420029","0.28125","0.28125","0.28125"
"2430004","0.21875","0.21875","0.21875"
"2430005","0.1875","0.1875","0.1875"
"2430010","0.09375","0.09375","0.09375"
"2430014","0.09375","0.09375","0.09375"
"2430016","0.25","0.25","0.25"
"2430021","0.25","0.25","0.25"
"2440002","0.21875","0.21875","0.21875"
"2440009","0.34375","0.34375","0.34375"
"2440011","0.3125","0.3125","0.3125"
"2440013","0.1875","0.1875","0.1875"
"2440015","0.25","0.25","0.25"
"2440017","0.25","0.25","0.25"
"2450007","0.296875","0.1875","0.40625"
"2450010","0.125","0.125","0.125"
"2450017","0.34375","0.34375","0.34375"
"2450019","0.28125","0.28125","0.28125"
"2450028","0.1875","0.1875","0.1875"
"2460001","0.25","0.25","0.25"
"2460007","0.28125","0.28125","0.28125"
"2460013","0.21875","0.21875","0.21875"
"2460020","0.25","0.25","0.25"
"2460022","0.25","0.25","0.25"
"2460028","0.1875","0.1875","0.1875"
"2470002","0.25","0.21875","0.28125"
"2470021","0.21875","0.21875","0.21875"
"2470026","0.125","0.125","0.125"
"2470029","0.171875","0.09375","0.25"
"2480007","0.21875","0.21875","0.21875"
"2480012","0.28125","0.28125","0.28125"
"2480013","0.3125","0.3125","0.3125"
"2480017","0.25","0.25","0.25"
"2480018","0.21875","0.21875","0.21875"
"2480032","0.375","0.375","0.375"
"2490006","0.25","0.25","0.25"
"2490007","0.21875","0.21875","0.21875"
"2490011","0.125","0.125","0.125"
