"Step","Group: zerg_5_vs_5_ACORM - win_rate","Group: zerg_5_vs_5_ACORM - win_rate__MIN","Group: zerg_5_vs_5_ACORM - win_rate__MAX"
"1280605","0.34375","0.34375","0.34375"
"1280618","0.46875","0.46875","0.46875"
"1280623","0.484375","0.46875","0.5"
"1280625","0.46875","0.46875","0.46875"
"1280633","0.28125","0.28125","0.28125"
"1290600","0.40625","0.40625","0.40625"
"1290604","0.4375","0.4375","0.4375"
"1290608","0.53125","0.53125","0.53125"
"1290609","0.46875","0.46875","0.46875"
"1290610","0.53125","0.53125","0.53125"
"1290629","0.5625","0.5625","0.5625"
"1300604","0.40625","0.40625","0.40625"
"1300607","0.3125","0.3125","0.3125"
"1300613","0.34375","0.34375","0.34375"
"1300619","0.40625","0.40625","0.40625"
"1300625","0.40625","0.40625","0.40625"
"1300638","0.46875","0.46875","0.46875"
"1310622","0.4375","0.375","0.5"
"1310626","0.4375","0.4375","0.4375"
"1310627","0.40625","0.40625","0.40625"
"1310632","0.34375","0.34375","0.34375"
"1310648","0.375","0.375","0.375"
"1320605","0.34375","0.34375","0.34375"
"1320609","0.453125","0.375","0.53125"
"1320611","0.4375","0.4375","0.4375"
"1320615","0.625","0.625","0.625"
"1320619","0.53125","0.53125","0.53125"
"1330608","0.34375","0.34375","0.34375"
"1330611","0.375","0.375","0.375"
"1330623","0.40625","0.40625","0.40625"
"1330637","0.5","0.5","0.5"
"1330638","0.4375","0.4375","0.4375"
"1340600","0.34375","0.34375","0.34375"
"1340603","0.59375","0.59375","0.59375"
"1340613","0.46875","0.46875","0.46875"
"1340616","0.3125","0.28125","0.34375"
"1340630","0.46875","0.46875","0.46875"
"1350603","0.375","0.375","0.375"
"1350604","0.40625","0.40625","0.40625"
"1350605","0.375","0.375","0.375"
"1350617","0.5","0.5","0.5"
"1350626","0.4375","0.4375","0.4375"
"1350632","0.3125","0.3125","0.3125"
"1360603","0.40625","0.40625","0.40625"
"1360611","0.375","0.375","0.375"
"1360614","0.21875","0.21875","0.21875"
"1360619","0.5","0.5","0.5"
"1360625","0.4375","0.4375","0.4375"
"1360642","0.34375","0.34375","0.34375"
"1370606","0.375","0.375","0.375"
"1370608","0.375","0.375","0.375"
"1370615","0.375","0.375","0.375"
"1370624","0.375","0.375","0.375"
"1370631","0.46875","0.46875","0.46875"
"1370637","0.53125","0.53125","0.53125"
"1380605","0.46875","0.46875","0.46875"
"1380610","0.53125","0.53125","0.53125"
"1380614","0.59375","0.59375","0.59375"
"1380622","0.46875","0.46875","0.46875"
"1380623","0.28125","0.28125","0.28125"
"1380624","0.5","0.5","0.5"
"1390602","0.40625","0.40625","0.40625"
"1390606","0.4375","0.4375","0.4375"
"1390614","0.375","0.375","0.375"
"1390616","0.4375","0.4375","0.4375"
"1390628","0.40625","0.40625","0.40625"
"1390640","0.46875","0.46875","0.46875"
"1400608","0.53125","0.53125","0.53125"
"1400610","0.1875","0.1875","0.1875"
"1400612","0.34375","0.34375","0.34375"
"1400623","0.34375","0.34375","0.34375"
"1400626","0.46875","0.46875","0.46875"
"1400644","0.3125","0.3125","0.3125"
"1410600","0.375","0.375","0.375"
"1410616","0.5","0.5","0.5"
"1410622","0.375","0.375","0.375"
"1410627","0.375","0.28125","0.46875"
"1420604","0.375","0.375","0.375"
"1420606","0.4375","0.4375","0.4375"
"1420610","0.4375","0.4375","0.4375"
"1420612","0.40625","0.40625","0.40625"
"1420613","0.375","0.375","0.375"
"1420631","0.3125","0.3125","0.3125"
"1430601","0.40625","0.40625","0.40625"
"1430607","0.25","0.25","0.25"
"1430617","0.40625","0.40625","0.40625"
"1430624","0.28125","0.28125","0.28125"
"1430626","0.65625","0.65625","0.65625"
"1430629","0.4375","0.4375","0.4375"
"1440612","0.53125","0.53125","0.53125"
"1440614","0.28125","0.28125","0.28125"
"1440615","0.375","0.375","0.375"
"1440618","0.46875","0.46875","0.46875"
"1440620","0.5","0.5","0.5"
"1440629","0.4375","0.4375","0.4375"
"1450600","0.46875","0.46875","0.46875"
"1450601","0.375","0.375","0.375"
"1450602","0.40625","0.40625","0.40625"
"1450610","0.4375","0.4375","0.4375"
"1450611","0.40625","0.40625","0.40625"
"1450626","0.4375","0.4375","0.4375"
"1460608","0.46875","0.46875","0.46875"
"1460614","0.40625","0.40625","0.40625"
"1460615","0.46875","0.46875","0.46875"
"1460620","0.40625","0.40625","0.40625"
"1460632","0.4375","0.3125","0.5625"
"1470605","0.53125","0.53125","0.53125"
"1470612","0.46875","0.46875","0.46875"
"1470617","0.25","0.25","0.25"
"1470618","0.4375","0.4375","0.4375"
"1470623","0.375","0.375","0.375"
"1470628","0.40625","0.40625","0.40625"
"1480601","0.5625","0.5625","0.5625"
"1480609","0.28125","0.28125","0.28125"
"1480613","0.4375","0.4375","0.4375"
"1480619","0.4375","0.4375","0.4375"
"1480627","0.5","0.5","0.5"
"1480635","0.40625","0.40625","0.40625"
"1490608","0.4375","0.4375","0.4375"
"1490609","0.5","0.5","0.5"
"1490621","0.46875","0.46875","0.46875"
"1490623","0.4375","0.4375","0.4375"
"1490624","0.53125","0.53125","0.53125"
"1490643","0.34375","0.34375","0.34375"
"1500602","0.40625","0.40625","0.40625"
"1500608","0.53125","0.53125","0.53125"
"1500617","0.4375","0.40625","0.46875"
"1500618","0.625","0.625","0.625"
"1500632","0.375","0.375","0.375"
"1510610","0.375","0.375","0.375"
"1510611","0.40625","0.40625","0.40625"
"1510615","0.421875","0.375","0.46875"
"1510622","0.40625","0.40625","0.40625"
"1510623","0.46875","0.46875","0.46875"
"1520600","0.40625","0.40625","0.40625"
"1520609","0.53125","0.53125","0.53125"
"1520620","0.3125","0.3125","0.3125"
"1520624","0.40625","0.40625","0.40625"
"1520630","0.3125","0.3125","0.3125"
"1520637","0.4375","0.4375","0.4375"
"1530600","0.46875","0.46875","0.46875"
"1530601","0.53125","0.53125","0.53125"
"1530602","0.375","0.375","0.375"
"1530603","0.40625","0.40625","0.40625"
"1530607","0.59375","0.59375","0.59375"
"1530628","0.375","0.375","0.375"
"1540600","0.5","0.5","0.5"
"1540610","0.40625","0.40625","0.40625"
"1540616","0.4375","0.40625","0.46875"
"1540621","0.3125","0.3125","0.3125"
"1540641","0.375","0.375","0.375"
"1550604","0.40625","0.40625","0.40625"
"1550605","0.359375","0.28125","0.4375"
"1550624","0.3125","0.3125","0.3125"
"1550634","0.25","0.21875","0.28125"
"1560602","0.375","0.375","0.375"
"1560613","0.40625","0.40625","0.40625"
"1560618","0.40625","0.40625","0.40625"
"1560623","0.3125","0.3125","0.3125"
"1560626","0.40625","0.40625","0.40625"
"1560638","0.5","0.5","0.5"
"1570609","0.46875","0.46875","0.46875"
"1570615","0.34375","0.34375","0.34375"
"1570616","0.53125","0.53125","0.53125"
"1570617","0.484375","0.46875","0.5"
"1570621","0.5625","0.5625","0.5625"
"1580603","0.34375","0.34375","0.34375"
"1580609","0.4375","0.4375","0.4375"
"1580612","0.375","0.375","0.375"
"1580619","0.46875","0.46875","0.46875"
"1580621","0.4375","0.4375","0.4375"
"1580623","0.5","0.5","0.5"
"1590601","0.34375","0.34375","0.34375"
"1590606","0.40625","0.40625","0.40625"
"1590610","0.46875","0.46875","0.46875"
"1590622","0.59375","0.59375","0.59375"
"1590623","0.46875","0.46875","0.46875"
"1590636","0.5","0.5","0.5"
"1600603","0.34375","0.34375","0.34375"
"1600606","0.375","0.375","0.375"
"1600608","0.375","0.375","0.375"
"1600620","0.46875","0.46875","0.46875"
"1600628","0.46875","0.46875","0.46875"
"1600634","0.375","0.375","0.375"
"1610612","0.40625","0.40625","0.40625"
"1610615","0.4375","0.4375","0.4375"
"1610619","0.4375","0.4375","0.4375"
"1610620","0.3125","0.3125","0.3125"
"1610621","0.40625","0.40625","0.40625"
"1610634","0.46875","0.46875","0.46875"
"1620600","0.40625","0.40625","0.40625"
"1620611","0.46875","0.46875","0.46875"
"1620617","0.4375","0.4375","0.4375"
"1620619","0.46875","0.46875","0.46875"
"1620624","0.46875","0.40625","0.53125"
"1630603","0.4166666666666667","0.375","0.5"
"1630604","0.46875","0.46875","0.46875"
"1630612","0.3125","0.3125","0.3125"
"1630648","0.375","0.375","0.375"
"1640601","0.46875","0.4375","0.5"
"1640614","0.71875","0.71875","0.71875"
"1640617","0.375","0.375","0.375"
"1640619","0.1875","0.1875","0.1875"
"1640628","0.4375","0.4375","0.4375"
"1650611","0.3125","0.3125","0.3125"
"1650623","0.375","0.375","0.375"
"1650624","0.3125","0.3125","0.3125"
"1650625","0.46875","0.46875","0.46875"
"1650634","0.53125","0.53125","0.53125"
"1650650","0.3125","0.3125","0.3125"
"1660600","0.40625","0.40625","0.40625"
"1660602","0.3125","0.3125","0.3125"
"1660603","0.46875","0.46875","0.46875"
"1660616","0.4375","0.4375","0.4375"
"1660631","0.5","0.5","0.5"
"1660644","0.40625","0.40625","0.40625"
"1670604","0.40625","0.40625","0.40625"
"1670606","0.28125","0.28125","0.28125"
"1670611","0.5","0.46875","0.53125"
"1670613","0.46875","0.46875","0.46875"
"1670623","0.4375","0.4375","0.4375"
"1680600","0.46875","0.46875","0.46875"
"1680608","0.5","0.5","0.5"
"1680611","0.53125","0.53125","0.53125"
"1680618","0.53125","0.53125","0.53125"
"1680619","0.25","0.25","0.25"
"1680636","0.4375","0.4375","0.4375"
"1690601","0.40625","0.40625","0.40625"
"1690603","0.21875","0.21875","0.21875"
"1690608","0.328125","0.28125","0.375"
"1690619","0.28125","0.28125","0.28125"
"1700604","0.40625","0.40625","0.40625"
"1700608","0.5","0.5","0.5"
"1700613","0.5625","0.5625","0.5625"
"1700621","0.3125","0.3125","0.3125"
"1700622","0.40625","0.40625","0.40625"
"1700628","0.46875","0.46875","0.46875"
"1710607","0.40625","0.40625","0.40625"
"1710611","0.5625","0.5625","0.5625"
"1710616","0.28125","0.28125","0.28125"
"1710624","0.40625","0.40625","0.40625"
"1710626","0.40625","0.40625","0.40625"
"1710639","0.40625","0.40625","0.40625"
"1720601","0.40625","0.40625","0.40625"
"1720605","0.5","0.5","0.5"
"1720608","0.3125","0.3125","0.3125"
"1720613","0.375","0.375","0.375"
"1720615","0.28125","0.28125","0.28125"
"1720629","0.28125","0.28125","0.28125"
"1730609","0.5","0.5","0.5"
"1730611","0.34375","0.34375","0.34375"
"1730614","0.4375","0.4375","0.4375"
"1730615","0.375","0.375","0.375"
"1730616","0.453125","0.34375","0.5625"
"1740602","0.3125","0.25","0.375"
"1740611","0.4375","0.4375","0.4375"
"1740614","0.46875","0.46875","0.46875"
"1740617","0.40625","0.40625","0.40625"
"1740630","0.4375","0.4375","0.4375"
"1750604","0.28125","0.28125","0.28125"
"1750609","0.46875","0.46875","0.46875"
"1750610","0.5625","0.5625","0.5625"
"1750612","0.34375","0.34375","0.34375"
"1750619","0.4375","0.4375","0.4375"
"1750622","0.375","0.375","0.375"
"1760608","0.375","0.375","0.375"
"1760611","0.5","0.5","0.5"
"1760612","0.46875","0.46875","0.46875"
"1760614","0.4375","0.4375","0.4375"
"1760615","0.28125","0.25","0.3125"
"1770605","0.40625","0.40625","0.40625"
"1770607","0.4375","0.4375","0.4375"
"1770610","0.21875","0.21875","0.21875"
"1770611","0.46875","0.46875","0.46875"
"1770615","0.375","0.375","0.375"
"1770624","0.46875","0.46875","0.46875"
"1780608","0.46875","0.46875","0.46875"
"1780610","0.5","0.5","0.5"
"1780617","0.34375","0.34375","0.34375"
"1780628","0.40625","0.34375","0.46875"
"1780636","0.40625","0.40625","0.40625"
"1790600","0.5625","0.5625","0.5625"
"1790601","0.34375","0.34375","0.34375"
"1790605","0.5625","0.5625","0.5625"
"1790607","0.46875","0.46875","0.46875"
"1790614","0.21875","0.21875","0.21875"
"1790627","0.375","0.375","0.375"
"1800608","0.25","0.25","0.25"
"1800617","0.53125","0.53125","0.53125"
"1800620","0.5","0.5","0.5"
"1800621","0.34375","0.34375","0.34375"
"1800624","0.34375","0.34375","0.34375"
"1800629","0.4375","0.4375","0.4375"
"1810601","0.5625","0.5625","0.5625"
"1810607","0.5","0.5","0.5"
"1810608","0.421875","0.34375","0.5"
"1810623","0.46875","0.46875","0.46875"
"1810638","0.34375","0.34375","0.34375"
"1820603","0.4375","0.4375","0.4375"
"1820604","0.375","0.375","0.375"
"1820608","0.28125","0.28125","0.28125"
"1820629","0.4375","0.4375","0.4375"
"1820634","0.53125","0.53125","0.53125"
"1820635","0.40625","0.40625","0.40625"
"1830602","0.34375","0.34375","0.34375"
"1830606","0.4375","0.4375","0.4375"
"1830608","0.4375","0.4375","0.4375"
"1830616","0.4375","0.4375","0.4375"
"1830618","0.40625","0.40625","0.40625"
"1830629","0.46875","0.46875","0.46875"
"1840608","0.40625","0.40625","0.40625"
"1840611","0.40625","0.40625","0.40625"
"1840612","0.34375","0.34375","0.34375"
"1840615","0.5","0.5","0.5"
"1840621","0.59375","0.59375","0.59375"
"1840634","0.5","0.5","0.5"
"1850602","0.25","0.25","0.25"
"1850620","0.546875","0.53125","0.5625"
"1850621","0.46875","0.46875","0.46875"
"1850622","0.46875","0.46875","0.46875"
"1850631","0.4375","0.4375","0.4375"
"1860603","0.296875","0.21875","0.375"
"1860605","0.28125","0.28125","0.28125"
"1860613","0.5","0.5","0.5"
"1860616","0.375","0.375","0.375"
"1860617","0.3125","0.3125","0.3125"
"1870600","0.46875","0.46875","0.46875"
"1870602","0.3125","0.3125","0.3125"
"1870608","0.375","0.375","0.375"
"1870611","0.3125","0.3125","0.3125"
"1870618","0.34375","0.34375","0.34375"
"1870620","0.34375","0.34375","0.34375"
"1880602","0.5","0.5","0.5"
"1880605","0.40625","0.40625","0.40625"
"1880609","0.59375","0.59375","0.59375"
"1880623","0.453125","0.40625","0.5"
"1880625","0.40625","0.40625","0.40625"
"1890600","0.28125","0.28125","0.28125"
"1890607","0.328125","0.3125","0.34375"
"1890608","0.5","0.5","0.5"
"1890623","0.59375","0.59375","0.59375"
"1890626","0.34375","0.34375","0.34375"
"1900606","0.3125","0.3125","0.3125"
"1900607","0.375","0.375","0.375"
"1900610","0.5625","0.5625","0.5625"
"1900615","0.5","0.5","0.5"
"1900616","0.4375","0.4375","0.4375"
"1900622","0.34375","0.34375","0.34375"
"1910606","0.40625","0.375","0.4375"
"1910610","0.34375","0.34375","0.34375"
"1910613","0.40625","0.40625","0.40625"
"1910626","0.53125","0.53125","0.53125"
"1910627","0.625","0.625","0.625"
"1920600","0.53125","0.53125","0.53125"
"1920602","0.34375","0.34375","0.34375"
"1920616","0.40625","0.34375","0.46875"
"1920617","0.4375","0.4375","0.4375"
"1920627","0.34375","0.34375","0.34375"
"1930604","0.5","0.5","0.5"
"1930610","0.46875","0.46875","0.46875"
"1930619","0.3125","0.3125","0.3125"
"1930624","0.375","0.375","0.375"
"1930627","0.25","0.25","0.25"
"1930630","0.4375","0.4375","0.4375"
"1940607","0.375","0.375","0.375"
"1940608","0.5","0.5","0.5"
"1940613","0.625","0.625","0.625"
"1940620","0.25","0.25","0.25"
"1940631","0.375","0.375","0.375"
"1940633","0.34375","0.34375","0.34375"
"1950602","0.375","0.375","0.375"
"1950604","0.46875","0.46875","0.46875"
"1950606","0.34375","0.34375","0.34375"
"1950614","0.46875","0.46875","0.46875"
"1950623","0.59375","0.59375","0.59375"
"1950643","0.4375","0.4375","0.4375"
"1960603","0.46875","0.46875","0.46875"
"1960604","0.40625","0.40625","0.40625"
"1960613","0.4375","0.4375","0.4375"
"1960617","0.34375","0.34375","0.34375"
"1960621","0.5","0.5","0.5"
"1960625","0.625","0.625","0.625"
"1970603","0.375","0.375","0.375"
"1970604","0.34375","0.34375","0.34375"
"1970606","0.59375","0.59375","0.59375"
"1970612","0.34375","0.3125","0.375"
"1970620","0.34375","0.34375","0.34375"
"1980615","0.375","0.375","0.375"
"1980617","0.40625","0.40625","0.40625"
"1980618","0.4375","0.4375","0.4375"
"1980619","0.46875","0.46875","0.46875"
"1980620","0.59375","0.59375","0.59375"
"1980628","0.5625","0.5625","0.5625"
"1990602","0.28125","0.28125","0.28125"
"1990607","0.4375","0.4375","0.4375"
"1990626","0.5","0.5","0.5"
"1990627","0.5","0.5","0.5"
"1990631","0.3125","0.3125","0.3125"
"1990638","0.375","0.375","0.375"
"2000604","0.40625","0.40625","0.40625"
"2000605","0.53125","0.53125","0.53125"
"2000612","0.34375","0.34375","0.34375"
"2000616","0.3125","0.3125","0.3125"
"2000622","0.3125","0.3125","0.3125"
"2000624","0.28125","0.28125","0.28125"
"2010607","0.53125","0.53125","0.53125"
"2010609","0.53125","0.53125","0.53125"
"2010613","0.28125","0.28125","0.28125"
"2010614","0.53125","0.53125","0.53125"
"2010617","0.46875","0.46875","0.46875"
"2010620","0.5","0.5","0.5"
"2020600","0.4375","0.4375","0.4375"
"2020603","0.53125","0.53125","0.53125"
"2020618","0.5","0.5","0.5"
"2020622","0.59375","0.59375","0.59375"
"2020623","0.40625","0.40625","0.40625"
"2020626","0.34375","0.34375","0.34375"
"2030606","0.53125","0.53125","0.53125"
"2030611","0.4375","0.4375","0.4375"
"2030619","0.59375","0.59375","0.59375"
"2030623","0.5625","0.5625","0.5625"
"2030625","0.25","0.25","0.25"
"2030631","0.4375","0.4375","0.4375"
"2040601","0.4375","0.4375","0.4375"
"2040607","0.28125","0.28125","0.28125"
"2040612","0.46875","0.40625","0.53125"
"2040615","0.46875","0.46875","0.46875"
"2040633","0.28125","0.28125","0.28125"
"2050608","0.625","0.625","0.625"
"2050611","0.4375","0.4375","0.4375"
"2050613","0.40625","0.40625","0.40625"
"2050617","0.40625","0.40625","0.40625"
"2050620","0.40625","0.40625","0.40625"
"2050633","0.3125","0.3125","0.3125"
"2060608","0.46875","0.46875","0.46875"
"2060609","0.5","0.5","0.5"
"2060616","0.46875","0.375","0.625"
"2060626","0.375","0.375","0.375"
"2070603","0.34375","0.34375","0.34375"
"2070604","0.4375","0.4375","0.4375"
"2070608","0.375","0.375","0.375"
"2070616","0.375","0.375","0.375"
"2070620","0.40625","0.40625","0.40625"
"2070621","0.40625","0.40625","0.40625"
"2080602","0.5","0.5","0.5"
"2080604","0.5","0.5","0.5"
"2080611","0.5625","0.5625","0.5625"
"2080612","0.34375","0.34375","0.34375"
"2080613","0.59375","0.59375","0.59375"
"2080623","0.5","0.5","0.5"
"2090600","0.3125","0.3125","0.3125"
"2090604","0.53125","0.53125","0.53125"
"2090614","0.34375","0.34375","0.34375"
"2090617","0.21875","0.21875","0.21875"
"2090618","0.375","0.375","0.375"
"2090633","0.40625","0.40625","0.40625"
"2100604","0.59375","0.59375","0.59375"
"2100610","0.71875","0.71875","0.71875"
"2100611","0.28125","0.28125","0.28125"
"2100620","0.4375","0.4375","0.4375"
"2100622","0.375","0.375","0.375"
"2100623","0.46875","0.46875","0.46875"
"2110606","0.46875","0.46875","0.46875"
"2110609","0.46875","0.46875","0.46875"
"2110611","0.53125","0.53125","0.53125"
"2110617","0.5","0.5","0.5"
"2110619","0.4375","0.4375","0.4375"
"2110625","0.5625","0.5625","0.5625"
"2120604","0.4375","0.4375","0.4375"
"2120617","0.625","0.625","0.625"
"2120618","0.3125","0.3125","0.3125"
"2120626","0.53125","0.53125","0.53125"
"2120628","0.4375","0.4375","0.4375"
"2120633","0.59375","0.59375","0.59375"
"2130602","0.453125","0.4375","0.46875"
"2130610","0.25","0.25","0.25"
"2130613","0.4375","0.4375","0.4375"
"2130615","0.53125","0.53125","0.53125"
"2130620","0.5","0.5","0.5"
"2140608","0.5625","0.5625","0.5625"
"2140614","0.71875","0.71875","0.71875"
"2140615","0.5","0.5","0.5"
"2140617","0.46875","0.46875","0.46875"
"2140626","0.53125","0.53125","0.53125"
"2140630","0.53125","0.53125","0.53125"
"2150609","0.5625","0.5625","0.5625"
"2150615","0.4375","0.4375","0.4375"
"2150618","0.46875","0.46875","0.46875"
"2150619","0.375","0.375","0.375"
"2150626","0.453125","0.375","0.53125"
"2160600","0.375","0.375","0.375"
"2160604","0.5","0.5","0.5"
"2160612","0.46875","0.46875","0.46875"
"2160616","0.53125","0.53125","0.53125"
"2160624","0.34375","0.34375","0.34375"
"2160629","0.4375","0.4375","0.4375"
"2170601","0.46875","0.46875","0.46875"
"2170617","0.5625","0.5625","0.5625"
"2170618","0.46875","0.46875","0.46875"
"2170623","0.5","0.5","0.5"
"2170628","0.5625","0.5625","0.5625"
"2170632","0.4375","0.4375","0.4375"
"2180601","0.5","0.5","0.5"
"2180602","0.4375","0.4375","0.4375"
"2180604","0.40625","0.40625","0.40625"
"2180613","0.59375","0.59375","0.59375"
"2180617","0.5625","0.5625","0.5625"
"2180620","0.5","0.5","0.5"
"2190603","0.46875","0.46875","0.46875"
"2190610","0.5","0.5","0.5"
"2190614","0.53125","0.53125","0.53125"
"2190620","0.40625","0.40625","0.40625"
"2190631","0.375","0.375","0.375"
"2200605","0.46875","0.46875","0.46875"
"2200622","0.3125","0.3125","0.3125"
"2200625","0.46875","0.46875","0.46875"
"2200628","0.59375","0.59375","0.59375"
"2200629","0.375","0.375","0.375"
"2200630","0.375","0.375","0.375"
"2210607","0.34375","0.34375","0.34375"
"2210609","0.4375","0.4375","0.4375"
"2210613","0.4375","0.4375","0.4375"
"2210624","0.390625","0.28125","0.5"
"2210630","0.40625","0.40625","0.40625"
"2220600","0.625","0.625","0.625"
"2220604","0.3125","0.28125","0.34375"
"2220608","0.375","0.375","0.375"
"2220619","0.46875","0.46875","0.46875"
"2230600","0.421875","0.34375","0.5"
"2230601","0.53125","0.53125","0.53125"
"2230605","0.46875","0.46875","0.46875"
"2230625","0.53125","0.53125","0.53125"
"2230630","0.59375","0.59375","0.59375"
"2240605","0.375","0.375","0.375"
"2240609","0.40625","0.40625","0.40625"
"2240610","0.59375","0.59375","0.59375"
"2240612","0.25","0.25","0.25"
"2240621","0.4375","0.4375","0.4375"
"2240623","0.5","0.5","0.5"
"2250601","0.5","0.46875","0.53125"
"2250603","0.25","0.25","0.25"
"2250604","0.53125","0.53125","0.53125"
"2250609","0.40625","0.40625","0.40625"
"2250617","0.375","0.375","0.375"
"2260600","0.5625","0.5625","0.5625"
"2260605","0.40625","0.40625","0.40625"
"2260612","0.53125","0.53125","0.53125"
"2260615","0.53125","0.53125","0.53125"
"2260620","0.34375","0.34375","0.34375"
"2260627","0.53125","0.53125","0.53125"
"2270614","0.4375","0.4375","0.4375"
"2270615","0.515625","0.5","0.53125"
"2270623","0.390625","0.375","0.40625"
"2270630","0.40625","0.40625","0.40625"
"2280603","0.5625","0.5625","0.5625"
"2280608","0.53125","0.53125","0.53125"
"2280612","0.625","0.625","0.625"
"2280617","0.5","0.5","0.5"
"2280625","0.625","0.625","0.625"
"2280629","0.375","0.375","0.375"
"2290600","0.46875","0.46875","0.46875"
"2290602","0.4375","0.4375","0.4375"
"2290604","0.4375","0.34375","0.53125"
"2290609","0.40625","0.40625","0.40625"
"2290612","0.65625","0.65625","0.65625"
"2300600","0.53125","0.53125","0.53125"
"2300602","0.46875","0.46875","0.46875"
"2300613","0.34375","0.34375","0.34375"
"2300621","0.53125","0.53125","0.53125"
"2300626","0.4375","0.4375","0.4375"
"2300635","0.46875","0.46875","0.46875"
"2310600","0.3125","0.3125","0.3125"
"2310602","0.375","0.375","0.375"
"2310608","0.4375","0.4375","0.4375"
"2310623","0.4375","0.4375","0.4375"
"2310626","0.40625","0.40625","0.40625"
"2320608","0.46875","0.46875","0.46875"
"2320610","0.5","0.5","0.5"
"2320613","0.34375","0.34375","0.34375"
"2320619","0.5","0.5","0.5"
"2320623","0.53125","0.53125","0.53125"
"2320645","0.5","0.5","0.5"
"2330604","0.5","0.5","0.5"
"2330606","0.4375","0.4375","0.4375"
"2330611","0.5","0.5","0.5"
"2330616","0.40625","0.40625","0.40625"
"2330623","0.53125","0.53125","0.53125"
"2330650","0.59375","0.59375","0.59375"
"2340600","0.34375","0.34375","0.34375"
"2340606","0.5","0.5","0.5"
"2340608","0.34375","0.34375","0.34375"
"2340610","0.5625","0.5625","0.5625"
"2340621","0.5","0.5","0.5"
"2340643","0.4375","0.4375","0.4375"
"2350614","0.4375","0.4375","0.4375"
"2350618","0.4375","0.4375","0.4375"
"2350619","0.5","0.5","0.5"
"2350622","0.46875","0.46875","0.46875"
"2350626","0.4375","0.4375","0.4375"
"2350630","0.375","0.375","0.375"
"2360605","0.59375","0.59375","0.59375"
"2360607","0.3125","0.3125","0.3125"
"2360612","0.46875","0.46875","0.46875"
"2360618","0.53125","0.53125","0.53125"
"2360626","0.5","0.46875","0.53125"
"2370604","0.15625","0.15625","0.15625"
"2370606","0.375","0.375","0.375"
"2370610","0.40625","0.40625","0.40625"
"2370617","0.40625","0.40625","0.40625"
"2370618","0.59375","0.59375","0.59375"
"2370622","0.53125","0.53125","0.53125"
"2380600","0.4375","0.40625","0.46875"
"2380601","0.5","0.5","0.5"
"2380608","0.625","0.625","0.625"
"2380622","0.625","0.625","0.625"
"2380645","0.3125","0.3125","0.3125"
"2390603","0.328125","0.3125","0.34375"
"2390606","0.4375","0.4375","0.4375"
"2390608","0.40625","0.375","0.4375"
"2390627","0.4375","0.4375","0.4375"
"2400604","0.46875","0.46875","0.46875"
"2400606","0.46875","0.46875","0.46875"
"2400611","0.46875","0.46875","0.46875"
"2400614","0.3958333333333333","0.25","0.59375"
"2410602","0.5","0.5","0.5"
"2410606","0.375","0.375","0.375"
"2410612","0.375","0.375","0.375"
"2410615","0.3125","0.3125","0.3125"
"2410627","0.59375","0.59375","0.59375"
"2410636","0.4375","0.4375","0.4375"
"2420600","0.40625","0.40625","0.40625"
"2420609","0.5","0.5","0.5"
"2420612","0.625","0.625","0.625"
"2420619","0.46875","0.46875","0.46875"
"2420621","0.40625","0.40625","0.40625"
"2420640","0.40625","0.40625","0.40625"
"2430600","0.375","0.375","0.375"
"2430602","0.40625","0.40625","0.40625"
"2430607","0.5","0.5","0.5"
"2430610","0.34375","0.34375","0.34375"
"2430611","0.40625","0.40625","0.40625"
"2430616","0.5","0.5","0.5"
"2440604","0.625","0.625","0.625"
"2440614","0.5","0.5","0.5"
"2440615","0.46875","0.46875","0.46875"
"2440619","0.375","0.375","0.375"
"2440622","0.375","0.375","0.375"
"2440625","0.53125","0.53125","0.53125"
"2450602","0.40625","0.40625","0.40625"
"2450603","0.484375","0.4375","0.53125"
"2450608","0.46875","0.46875","0.46875"
"2450616","0.34375","0.34375","0.34375"
"2450628","0.3125","0.3125","0.3125"
"2460601","0.4375","0.4375","0.4375"
"2460609","0.5625","0.5625","0.5625"
"2460611","0.5","0.5","0.5"
"2460617","0.5625","0.5625","0.5625"
"2460618","0.375","0.375","0.375"
"2460637","0.25","0.25","0.25"
"2470600","0.46875","0.46875","0.46875"
"2470602","0.34375","0.34375","0.34375"
"2470605","0.53125","0.46875","0.59375"
"2470617","0.46875","0.46875","0.46875"
"2470622","0.46875","0.46875","0.46875"
"2480609","0.59375","0.59375","0.59375"
"2480612","0.4375","0.4375","0.4375"
"2480615","0.46875","0.3125","0.625"
"2480616","0.40625","0.40625","0.40625"
"2480618","0.25","0.25","0.25"
"2490614","0.5625","0.5625","0.5625"
"2490615","0.40625","0.34375","0.46875"
"2490625","0.40625","0.40625","0.40625"
"2490627","0.46875","0.46875","0.46875"
"2490636","0.5625","0.5625","0.5625"
"2500611","0.5","0.5","0.5"
"2500624","0.40625","0.40625","0.40625"
"2500626","0.34375","0.34375","0.34375"
"2500628","0.546875","0.40625","0.6875"
"2500631","0.40625","0.40625","0.40625"
"2510605","0.5","0.5","0.5"
"2510610","0.375","0.375","0.375"
"2510621","0.4375","0.40625","0.46875"
"2510622","0.4375","0.4375","0.4375"
"2510626","0.46875","0.46875","0.46875"
"2520604","0.40625","0.40625","0.40625"
"2520616","0.59375","0.59375","0.59375"
"2520618","0.53125","0.53125","0.53125"
