"Step","Group: 6h_vs_8z_ACORM_WM - win_rate","Group: 6h_vs_8z_ACORM_WM - win_rate__MIN","Group: 6h_vs_8z_ACORM_WM - win_rate__MAX","Group: 6h_vs_8z_ACORM_WM_ - win_rate","Group: 6h_vs_8z_ACORM_WM_ - win_rate__MIN","Group: 6h_vs_8z_ACORM_WM_ - win_rate__MAX"
"1590225","0.40625","0.40625","0.40625","","",""
"1590233","0.1875","0.1875","0.1875","","",""
"1590242","","","","0.3125","0.3125","0.3125"
"1600220","","","","0.375","0.375","0.375"
"1600223","0.09375","0.09375","0.09375","","",""
"1600231","0.03125","0.03125","0.03125","","",""
"1600253","0.15625","0.15625","0.15625","","",""
"1600264","0.3125","0.3125","0.3125","","",""
"1610222","","","","0.34375","0.34375","0.34375"
"1610244","0.078125","0.03125","0.125","","",""
"1610247","0.0625","0.0625","0.0625","","",""
"1610257","0.3125","0.3125","0.3125","","",""
"1620242","","","","0.34375","0.34375","0.34375"
"1620247","0.0625","0.0625","0.0625","","",""
"1620249","0.375","0.375","0.375","","",""
"1620253","0.125","0.125","0.125","","",""
"1620258","0.09375","0.09375","0.09375","","",""
"1630220","0.28125","0.28125","0.28125","","",""
"1630222","0.09375","0.09375","0.09375","","",""
"1630224","0.1875","0.1875","0.1875","","",""
"1630244","0","0","0","","",""
"1630248","","","","0.25","0.25","0.25"
"1640226","0.34375","0.34375","0.34375","","",""
"1640231","","","","0.5625","0.5625","0.5625"
"1640235","0.15625","0.15625","0.15625","","",""
"1640237","0.0625","0.0625","0.0625","","",""
"1640238","0.09375","0.09375","0.09375","","",""
"1650226","0.15625","0.15625","0.15625","","",""
"1650227","0.0625","0.0625","0.0625","","",""
"1650230","0.125","0.125","0.125","","",""
"1650238","0.34375","0.34375","0.34375","","",""
"1650259","","","","0.21875","0.21875","0.21875"
"1660223","0.125","0.125","0.125","","",""
"1660227","0.0625","0.0625","0.0625","","",""
"1660230","0.03125","0.03125","0.03125","","",""
"1660249","","","","0.28125","0.28125","0.28125"
"1660257","0.28125","0.28125","0.28125","","",""
"1670224","0.15625","0.15625","0.15625","","",""
"1670250","0.125","0.125","0.125","","",""
"1670252","0.125","0.125","0.125","","",""
"1670253","0.15625","0.15625","0.15625","","",""
"1670265","","","","0.5625","0.5625","0.5625"
"1680220","0.21875","0.15625","0.28125","","",""
"1680235","0.09375","0.09375","0.09375","","",""
"1680247","0.1875","0.1875","0.1875","","",""
"1680260","","","","0.375","0.375","0.375"
"1690224","0.21875","0.21875","0.21875","","",""
"1690239","0.09375","0.09375","0.09375","","",""
"1690245","0.25","0.25","0.25","","",""
"1690246","0.09375","0.09375","0.09375","","",""
"1690253","","","","0.21875","0.21875","0.21875"
"1700221","0.125","0.125","0.125","","",""
"1700227","0.375","0.375","0.375","","",""
"1700234","0.125","0.125","0.125","","",""
"1700239","","","","0.34375","0.34375","0.34375"
"1700242","0.09375","0.09375","0.09375","","",""
"1710228","0.5","0.5","0.5","","",""
"1710230","0.09375","0.09375","0.09375","","",""
"1710252","0.25","0.25","0.25","","",""
"1710254","","","","0.375","0.375","0.375"
"1710265","0.125","0.125","0.125","","",""
"1720234","0.1875","0.1875","0.1875","","",""
"1720240","0.15625","0.15625","0.15625","","",""
"1720243","0.15625","0.15625","0.15625","","",""
"1720257","","","","0.4375","0.4375","0.4375"
"1720260","0.09375","0.09375","0.09375","","",""
"1730226","0.125","0.125","0.125","","",""
"1730230","0.09375","0.09375","0.09375","","",""
"1730234","0.46875","0.46875","0.46875","","",""
"1730237","","","","0.3125","0.3125","0.3125"
"1730241","0.0625","0.0625","0.0625","","",""
"1740237","0.1875","0.1875","0.1875","","",""
"1740242","0.15625","0.15625","0.15625","","",""
"1740250","0.21875","0.21875","0.21875","","",""
"1740256","","","","0.25","0.25","0.25"
"1740263","0.15625","0.15625","0.15625","","",""
"1750225","","","","0.5","0.5","0.5"
"1750236","0.40625","0.40625","0.40625","","",""
"1750248","0.15625","0.15625","0.15625","","",""
"1750251","0.15625","0.15625","0.15625","","",""
"1750254","0.15625","0.15625","0.15625","","",""
"1760220","0.09375","0.09375","0.09375","","",""
"1760224","","","","0.46875","0.46875","0.46875"
"1760238","0.28125","0.28125","0.28125","","",""
"1760239","0.25","0.25","0.25","","",""
"1760341","0.21875","0.21875","0.21875","","",""
"1770230","0.15625","0.15625","0.15625","","",""
"1770233","0.234375","0.09375","0.375","","",""
"1770239","","","","0.40625","0.40625","0.40625"
"1770260","0.1875","0.1875","0.1875","","",""
"1780220","0.1875","0.1875","0.1875","","",""
"1780224","0.296875","0.28125","0.3125","","",""
"1780225","","","","0.46875","0.46875","0.46875"
"1780247","0.21875","0.21875","0.21875","","",""
"1790226","0.1875","0.1875","0.1875","","",""
"1790227","0.34375","0.34375","0.34375","","",""
"1790228","0.1875","0.1875","0.1875","","",""
"1790236","0.125","0.125","0.125","","",""
"1790242","","","","0.46875","0.46875","0.46875"
"1800231","0.1875","0.1875","0.1875","","",""
"1800245","0.21875","0.21875","0.21875","","",""
"1800249","","","","0.4375","0.4375","0.4375"
"1800251","0.28125","0.28125","0.28125","","",""
"1810233","0.25","0.25","0.25","","",""
"1810235","0.09375","0.09375","0.09375","","",""
"1810249","","","","0.5625","0.5625","0.5625"
"1810250","0.28125","0.28125","0.28125","","",""
"1810254","0.21875","0.21875","0.21875","","",""
"1820242","0.09375","0.09375","0.09375","","",""
"1820250","0.28125","0.28125","0.28125","","",""
"1820256","0.1875","0.1875","0.1875","","",""
"1820261","0.125","0.125","0.125","0.46875","0.46875","0.46875"
"1830221","","","","0.5625","0.5625","0.5625"
"1830226","0.1875","0.1875","0.1875","","",""
"1830231","0.15625","0.15625","0.15625","","",""
"1830235","0.3125","0.3125","0.3125","","",""
"1830241","0.0625","0.0625","0.0625","","",""
"1840221","0.25","0.25","0.25","","",""
"1840224","0.28125","0.28125","0.28125","","",""
"1840226","0.171875","0.15625","0.1875","","",""
"1840245","","","","0.625","0.625","0.625"
"1850223","0.15625","0.15625","0.15625","","",""
"1850224","0.40625","0.40625","0.40625","","",""
"1850237","0.0625","0.0625","0.0625","","",""
"1850254","","","","0.5","0.5","0.5"
"1850263","0.1875","0.1875","0.1875","","",""
"1860223","0.53125","0.53125","0.53125","","",""
"1860230","0.03125","0.03125","0.03125","","",""
"1860244","0.0625","0.0625","0.0625","","",""
"1860269","0.125","0.125","0.125","","",""
"1860274","","","","0.71875","0.71875","0.71875"
"1870220","","","","0.34375","0.34375","0.34375"
"1870225","0.09375","0.09375","0.09375","","",""
"1870228","0.1875","0.1875","0.1875","","",""
"1870239","0.125","0.125","0.125","","",""
"1870248","0.25","0.25","0.25","","",""
"1880226","0.03125","0.03125","0.03125","","",""
"1880230","","","","0.21875","0.21875","0.21875"
"1880231","0.171875","0.15625","0.1875","","",""
"1880260","0.4375","0.4375","0.4375","","",""
"1890234","0.15625","0.15625","0.15625","","",""
"1890243","0.5625","0.5625","0.5625","","",""
"1890246","","","","0.46875","0.46875","0.46875"
"1890247","0.0625","0.0625","0.0625","","",""
"1890254","0.125","0.125","0.125","","",""
"1900229","0.15625","0.15625","0.15625","","",""
"1900235","0.15625","0.15625","0.15625","","",""
"1900239","0.09375","0.09375","0.09375","","",""
"1900249","","","","0.5","0.5","0.5"
"1900258","0.15625","0.15625","0.15625","","",""
"1910221","","","","0.34375","0.34375","0.34375"
"1910226","0.46875","0.46875","0.46875","","",""
"1910254","0.15625","0.15625","0.15625","","",""
"1910255","0.09375","0.09375","0.09375","","",""
"1910257","0.1875","0.1875","0.1875","","",""
"1920220","0.09375","0.09375","0.09375","","",""
"1920241","0.125","0.125","0.125","","",""
"1920245","0.5625","0.5625","0.5625","","",""
"1920249","0.0625","0.0625","0.0625","","",""
"1920256","","","","0.53125","0.53125","0.53125"
"1930241","0.25","0.25","0.25","","",""
"1930250","0.46875","0.46875","0.46875","","",""
"1930252","0.15625","0.15625","0.15625","","",""
"1930254","0.09375","0.09375","0.09375","","",""
"1930265","","","","0.4375","0.4375","0.4375"
"1940222","0.125","0.125","0.125","","",""
"1940232","0.28125","0.28125","0.28125","","",""
"1940243","","","","0.46875","0.46875","0.46875"
"1940250","0.40625","0.40625","0.40625","","",""
"1940266","0.09375","0.09375","0.09375","","",""
"1950237","0.28125","0.28125","0.28125","","",""
"1950242","0.34375","0.34375","0.34375","","",""
"1950245","0.1875","0.1875","0.1875","","",""
"1950252","","","","0.53125","0.53125","0.53125"
"1950258","0.40625","0.40625","0.40625","","",""
"1960245","0.1875","0.1875","0.1875","","",""
"1960246","0.15625","0.15625","0.15625","","",""
"1960254","0.40625","0.40625","0.40625","","",""
"1960255","","","","0.625","0.625","0.625"
"1960260","0.15625","0.15625","0.15625","","",""
"1970222","0.21875","0.21875","0.21875","","",""
"1970224","","","","0.59375","0.59375","0.59375"
"1970228","0.40625","0.40625","0.40625","","",""
"1970251","0.21875","0.21875","0.21875","","",""
"1970254","0.21875","0.21875","0.21875","","",""
"1980222","0.25","0.25","0.25","","",""
"1980234","0.25","0.25","0.25","","",""
"1980247","","","","0.5","0.5","0.5"
"1980252","0.3125","0.3125","0.3125","","",""
"1980257","0.40625","0.40625","0.40625","","",""
"1990225","0.40625","0.40625","0.40625","","",""
"1990233","0.09375","0.09375","0.09375","","",""
"1990234","0.1875","0.1875","0.1875","","",""
"1990238","0.3125","0.3125","0.3125","","",""
"1990246","","","","0.53125","0.53125","0.53125"
"2000243","0.4375","0.4375","0.4375","","",""
"2000244","0.28125","0.28125","0.28125","","",""
"2000248","","","","0.59375","0.59375","0.59375"
"2000253","0.25","0.25","0.25","","",""
"2000254","0.28125","0.28125","0.28125","","",""
"2010220","0.125","0.125","0.125","","",""
"2010224","0.4375","0.4375","0.4375","","",""
"2010232","0.1875","0.1875","0.1875","","",""
"2010243","","","","0.53125","0.53125","0.53125"
"2010246","0.21875","0.21875","0.21875","","",""
"2020220","0.3125","0.3125","0.3125","","",""
"2020222","0.3125","0.3125","0.3125","","",""
"2020234","","","","0.3125","0.3125","0.3125"
"2020235","0.15625","0.15625","0.15625","","",""
"2020240","0.21875","0.21875","0.21875","","",""
"2030224","0.3125","0.3125","0.3125","","",""
"2030227","0.15625","0.15625","0.15625","","",""
"2030228","","","","0.53125","0.53125","0.53125"
"2030241","0.40625","0.40625","0.40625","","",""
"2030250","0.25","0.25","0.25","","",""
"2040227","0.3125","0.3125","0.3125","","",""
"2040229","","","","0.6875","0.6875","0.6875"
"2040238","0.125","0.125","0.125","","",""
"2040243","0.15625","0.15625","0.15625","","",""
"2040275","0.25","0.25","0.25","","",""
"2050230","0.15625","0.15625","0.15625","","",""
"2050231","","","","0.46875","0.46875","0.46875"
"2050232","0.21875","0.21875","0.21875","","",""
"2050242","0.375","0.375","0.375","","",""
"2050260","0.21875","0.21875","0.21875","","",""
"2060230","0.453125","0.1875","0.71875","","",""
"2060231","0.21875","0.21875","0.21875","","",""
"2060243","0.21875","0.21875","0.21875","","",""
"2060255","","","","0.625","0.625","0.625"
"2070228","0.21875","0.21875","0.21875","","",""
"2070230","0.09375","0.09375","0.09375","","",""
"2070248","","","","0.4375","0.4375","0.4375"
"2070250","0.125","0.125","0.125","","",""
"2070261","0.15625","0.15625","0.15625","","",""
"2080220","0.28125","0.28125","0.28125","","",""
"2080231","0.125","0.125","0.125","","",""
"2080238","0.4375","0.4375","0.4375","","",""
"2080249","","","","0.46875","0.46875","0.46875"
"2080255","0.3125","0.3125","0.3125","","",""
"2090228","0.125","0.125","0.125","","",""
"2090231","0.15625","0.15625","0.15625","","",""
"2090240","0.125","0.125","0.125","","",""
"2090241","0.25","0.25","0.25","","",""
"2090261","","","","0.375","0.375","0.375"
"2100221","0.34375","0.34375","0.34375","","",""
"2100225","0.28125","0.28125","0.28125","","",""
"2100230","","","","0.40625","0.40625","0.40625"
"2100240","0.21875","0.21875","0.21875","","",""
"2100248","0.25","0.25","0.25","","",""
"2110221","","","","0.53125","0.53125","0.53125"
"2110222","0.125","0.125","0.125","","",""
"2110229","0.46875","0.46875","0.46875","","",""
"2110244","0.375","0.375","0.375","","",""
"2110250","0.0625","0.0625","0.0625","","",""
"2120231","0.140625","0.125","0.15625","","",""
"2120247","0.34375","0.34375","0.34375","","",""
"2120253","","","","0.53125","0.53125","0.53125"
"2120260","0.375","0.375","0.375","","",""
"2130231","","","","0.5","0.5","0.5"
"2130233","0.25","0.21875","0.28125","","",""
"2130245","0.3125","0.3125","0.3125","","",""
"2130247","0.1875","0.1875","0.1875","","",""
"2140222","0.21875","0.21875","0.21875","","",""
"2140225","0.1875","0.1875","0.1875","","",""
"2140238","0.1875","0.1875","0.1875","","",""
"2140249","0.1875","0.1875","0.1875","","",""
"2140258","","","","0.53125","0.53125","0.53125"
"2150223","0.25","0.25","0.25","","",""
"2150229","0.15625","0.15625","0.15625","","",""
"2150235","0.25","0.25","0.25","","",""
"2150241","","","","0.3125","0.3125","0.3125"
"2150252","0.53125","0.53125","0.53125","","",""
"2160220","0.15625","0.15625","0.15625","","",""
"2160228","0.53125","0.53125","0.53125","","",""
"2160234","0.3125","0.3125","0.3125","","",""
"2160242","0.46875","0.46875","0.46875","","",""
"2160251","","","","0.59375","0.59375","0.59375"
"2170227","","","","0.34375","0.34375","0.34375"
"2170233","0.25","0.25","0.25","","",""
"2170238","0.375","0.375","0.375","","",""
"2170248","0.3125","0.3125","0.3125","","",""
"2170259","0.4375","0.4375","0.4375","","",""
"2180221","","","","0.5625","0.5625","0.5625"
"2180222","0.3125","0.3125","0.3125","","",""
"2180223","0.15625","0.15625","0.15625","","",""
"2180229","0.21875","0.21875","0.21875","","",""
"2180237","0.53125","0.53125","0.53125","","",""
"2190223","0.15625","0.15625","0.15625","","",""
"2190236","0.21875","0.21875","0.21875","","",""
"2190242","","","","0.5","0.5","0.5"
"2190243","0.21875","0.21875","0.21875","","",""
"2190248","0.5625","0.5625","0.5625","","",""
"2200227","0.5","0.5","0.5","","",""
"2200246","0.125","0.125","0.125","","",""
"2200247","0.1875","0.1875","0.1875","","",""
"2200251","","","","0.46875","0.46875","0.46875"
"2200260","0.40625","0.40625","0.40625","","",""
"2210230","","","","0.4375","0.4375","0.4375"
"2210236","0.25","0.25","0.25","","",""
"2210246","0.1875","0.1875","0.1875","","",""
"2210259","0.125","0.125","0.125","","",""
"2210264","0.59375","0.59375","0.59375","","",""
"2220220","0.0625","0.0625","0.0625","","",""
"2220226","","","","0.625","0.625","0.625"
"2220250","0.1875","0.1875","0.1875","","",""
"2220255","0.375","0.375","0.375","","",""
"2220257","0.65625","0.65625","0.65625","","",""
"2230232","0.125","0.125","0.125","","",""
"2230238","","","","0.5","0.5","0.5"
"2230241","0.5625","0.5625","0.5625","","",""
"2230250","0.25","0.25","0.25","","",""
"2230258","0.25","0.25","0.25","","",""
"2240230","0.21875","0.21875","0.21875","","",""
"2240243","0.4375","0.4375","0.4375","","",""
"2240250","0.28125","0.28125","0.28125","","",""
"2240251","","","","0.65625","0.65625","0.65625"
"2240253","0.28125","0.28125","0.28125","","",""
"2250228","0.21875","0.21875","0.21875","","",""
"2250243","0.59375","0.59375","0.59375","","",""
"2250256","0.15625","0.15625","0.15625","","",""
"2250261","","","","0.5625","0.5625","0.5625"
"2250263","0.28125","0.28125","0.28125","","",""
"2260227","0.28125","0.28125","0.28125","","",""
"2260244","0.1875","0.1875","0.1875","","",""
"2260247","","","","0.46875","0.46875","0.46875"
"2260249","0.15625","0.15625","0.15625","","",""
"2260255","0.25","0.25","0.25","","",""
"2270234","0.25","0.25","0.25","","",""
"2270245","0.21875","0.1875","0.25","","",""
"2270251","0.46875","0.46875","0.46875","","",""
"2270261","","","","0.375","0.375","0.375"
"2280222","0.3125","0.3125","0.3125","","",""
"2280231","","","","0.46875","0.46875","0.46875"
"2280232","0.3125","0.3125","0.3125","","",""
"2280233","0.21875","0.21875","0.21875","","",""
"2280244","0.53125","0.53125","0.53125","","",""
"2290228","0.28125","0.28125","0.28125","","",""
"2290233","0.5","0.5","0.5","","",""
"2290258","","","","0.625","0.625","0.625"
"2290262","0.125","0.125","0.125","","",""
"2290269","0.375","0.375","0.375","","",""
"2300223","0.25","0.25","0.25","","",""
"2300226","0.3125","0.3125","0.3125","","",""
"2300248","","","","0.59375","0.59375","0.59375"
"2300254","0.46875","0.46875","0.46875","","",""
"2300261","0.28125","0.28125","0.28125","","",""
"2310237","0.15625","0.15625","0.15625","","",""
"2310239","","","","0.5625","0.5625","0.5625"
"2310248","0.28125","0.28125","0.28125","","",""
"2310252","0.4375","0.4375","0.4375","","",""
"2310262","0.3125","0.3125","0.3125","","",""
"2320221","0.15625","0.15625","0.15625","","",""
"2320224","0.25","0.25","0.25","","",""
"2320230","","","","0.34375","0.34375","0.34375"
"2320252","0.375","0.375","0.375","","",""
"2320259","0.3125","0.3125","0.3125","","",""
"2330221","0.09375","0.09375","0.09375","","",""
"2330229","0.375","0.375","0.375","","",""
"2330231","0.34375","0.34375","0.34375","","",""
"2330234","0.21875","0.21875","0.21875","","",""
"2330238","","","","0.4375","0.4375","0.4375"
"2340235","0.28125","0.28125","0.28125","","",""
"2340236","0.34375","0.34375","0.34375","","",""
"2340245","0.375","0.375","0.375","","",""
"2340260","0.15625","0.15625","0.15625","","",""
"2340264","","","","0.75","0.75","0.75"
"2350220","0.34375","0.34375","0.34375","","",""
"2350233","0.34375","0.34375","0.34375","","",""
"2350234","0.34375","0.34375","0.34375","","",""
"2350247","0.1875","0.1875","0.1875","","",""
"2350254","","","","0.25","0.25","0.25"
"2360221","0.25","0.25","0.25","","",""
"2360232","0.3125","0.3125","0.3125","","",""
"2360241","0.40625","0.40625","0.40625","","",""
"2360248","","","","0.4375","0.4375","0.4375"
"2360256","0.21875","0.21875","0.21875","","",""
"2370222","0.3125","0.3125","0.3125","","",""
"2370230","0.125","0.125","0.125","","",""
"2370241","0.375","0.375","0.375","","",""
"2370257","0.5","0.5","0.5","","",""
"2370258","","","","0.46875","0.46875","0.46875"
"2380225","","","","0.25","0.25","0.25"
"2380232","0.28125","0.28125","0.28125","","",""
"2380244","0.28125","0.28125","0.28125","","",""
"2380245","0.40625","0.40625","0.40625","","",""
"2380260","0.4375","0.4375","0.4375","","",""
"2390236","0.375","0.375","0.375","0.53125","0.53125","0.53125"
"2390252","0.34375","0.34375","0.34375","","",""
"2390256","0.625","0.625","0.625","","",""
"2390262","0.21875","0.21875","0.21875","","",""
"2400233","","","","0.34375","0.34375","0.34375"
"2400237","0.65625","0.65625","0.65625","","",""
"2400239","0.375","0.375","0.375","","",""
"2400244","0.375","0.375","0.375","","",""
"2400262","0.21875","0.21875","0.21875","","",""
"2410221","0.40625","0.40625","0.40625","","",""
"2410240","","","","0.5","0.5","0.5"
"2410247","0.375","0.375","0.375","","",""
"2410252","0.28125","0.28125","0.28125","","",""
"2410264","0.25","0.25","0.25","","",""
"2420236","","","","0.40625","0.40625","0.40625"
"2420246","0.1875","0.1875","0.1875","","",""
"2420253","0.25","0.25","0.25","","",""
"2420258","0.375","0.375","0.375","","",""
"2420259","0.40625","0.40625","0.40625","","",""
"2430220","0.65625","0.65625","0.65625","","",""
"2430232","","","","0.40625","0.40625","0.40625"
"2430233","0.1875","0.1875","0.1875","","",""
"2430241","0.34375","0.34375","0.34375","","",""
"2430245","0.3125","0.3125","0.3125","","",""
"2440225","0.25","0.25","0.25","","",""
"2440226","","","","0.5","0.5","0.5"
"2440239","0.40625","0.40625","0.40625","","",""
"2440257","0.3125","0.3125","0.3125","","",""
"2440265","0.40625","0.40625","0.40625","","",""
"2450225","0.375","0.375","0.375","","",""
"2450238","0.28125","0.28125","0.28125","","",""
"2450241","0.21875","0.21875","0.21875","","",""
"2450249","","","","0.5625","0.5625","0.5625"
"2450251","0.34375","0.34375","0.34375","","",""
"2460241","","","","0.53125","0.53125","0.53125"
"2460246","0.09375","0.09375","0.09375","","",""
"2460247","0.4375","0.4375","0.4375","","",""
"2460254","0.375","0.375","0.375","","",""
"2460257","0.34375","0.34375","0.34375","","",""
"2470231","0.28125","0.28125","0.28125","","",""
"2470232","","","","0.625","0.625","0.625"
"2470234","0.15625","0.15625","0.15625","","",""
"2470238","0.28125","0.28125","0.28125","","",""
"2470256","0.40625","0.40625","0.40625","","",""
"2480220","0.34375","0.34375","0.34375","","",""
"2480224","0.21875","0.21875","0.21875","","",""
"2480235","0.21875","0.21875","0.21875","","",""
"2480255","","","","0.53125","0.53125","0.53125"
"2480261","0.4375","0.4375","0.4375","","",""
"2490222","0.40625","0.40625","0.40625","","",""
"2490230","0.46875","0.46875","0.46875","","",""
"2490234","0.28125","0.28125","0.28125","","",""
"2490237","","","","0.46875","0.46875","0.46875"
"2490245","0.3125","0.3125","0.3125","","",""
"2500246","0.21875","0.21875","0.21875","","",""
"2500249","0.09375","0.09375","0.09375","","",""
"2500253","","","","0.5625","0.5625","0.5625"
"2500256","0.375","0.375","0.375","","",""
"2500258","0.53125","0.53125","0.53125","","",""
"2510237","0.28125","0.28125","0.28125","","",""
"2510248","","","","0.625","0.625","0.625"
"2510249","0.28125","0.28125","0.28125","","",""
"2510257","0.25","0.25","0.25","","",""
"2510270","0.34375","0.34375","0.34375","","",""
"2520237","0.28125","0.28125","0.28125","","",""
"2520243","0.28125","0.28125","0.28125","","",""
"2520246","","","","0.375","0.375","0.375"
"2520249","0.375","0.375","0.375","","",""
"2520260","0.125","0.125","0.125","","",""
"2530220","0.21875","0.21875","0.21875","","",""
"2530222","0.28125","0.28125","0.28125","","",""
"2530228","","","","0.34375","0.34375","0.34375"
"2530245","0.15625","0.15625","0.15625","","",""
"2530258","0.40625","0.40625","0.40625","","",""
"2540223","0.3125","0.3125","0.3125","","",""
"2540229","0.40625","0.40625","0.40625","","",""
"2540238","0.25","0.25","0.25","","",""
"2540248","","","","0.53125","0.53125","0.53125"
"2540263","0.15625","0.15625","0.15625","","",""
"2550222","0.1875","0.1875","0.1875","","",""
"2550224","0.5","0.5","0.5","","",""
"2550226","","","","0.34375","0.34375","0.34375"
"2550239","0.28125","0.28125","0.28125","","",""
"2550251","0.125","0.125","0.125","","",""
"2560224","0.5625","0.5625","0.5625","","",""
"2560230","0.25","0.25","0.25","","",""
"2560244","","","","0.46875","0.46875","0.46875"
"2560245","0.1875","0.1875","0.1875","","",""
"2560258","0.21875","0.21875","0.21875","","",""
"2570226","","","","0.4375","0.4375","0.4375"
"2570227","0.28125","0.28125","0.28125","","",""
"2570231","0.5","0.5","0.5","","",""
"2570235","0.25","0.25","0.25","","",""
"2570263","0.21875","0.21875","0.21875","","",""
"2580234","0.28125","0.28125","0.28125","","",""
"2580245","0.375","0.375","0.375","0.625","0.625","0.625"
"2580247","0.15625","0.15625","0.15625","","",""
"2580264","0.375","0.375","0.375","","",""
"2590242","0.09375","0.09375","0.09375","","",""
"2590244","0.625","0.625","0.625","","",""
"2590247","0.28125","0.28125","0.28125","","",""
"2590257","0.34375","0.34375","0.34375","","",""
"2590268","","","","0.59375","0.59375","0.59375"
"2600222","0.21875","0.21875","0.21875","","",""
"2600230","0.40625","0.40625","0.40625","","",""
"2600232","","","","0.46875","0.46875","0.46875"
"2600235","0.4375","0.4375","0.4375","","",""
"2600239","0.21875","0.21875","0.21875","","",""
"2610220","0.40625","0.40625","0.40625","","",""
"2610221","0.46875","0.46875","0.46875","","",""
"2610228","","","","0.4375","0.4375","0.4375"
"2610233","0.4375","0.4375","0.4375","","",""
"2610243","0.375","0.375","0.375","","",""
"2620221","0.4375","0.4375","0.4375","","",""
"2620232","","","","0.28125","0.28125","0.28125"
"2620233","0.1875","0.1875","0.1875","","",""
"2620234","0.40625","0.40625","0.40625","","",""
"2620239","0.21875","0.21875","0.21875","","",""
"2630224","0.28125","0.28125","0.28125","","",""
"2630231","0.375","0.375","0.375","","",""
"2630232","0.25","0.25","0.25","","",""
"2630234","0.28125","0.28125","0.28125","","",""
"2630243","","","","0.46875","0.46875","0.46875"
"2640221","0.09375","0.09375","0.09375","","",""
"2640231","0.21875","0.21875","0.21875","","",""
"2640235","0.40625","0.40625","0.40625","","",""
"2640249","0.3125","0.3125","0.3125","","",""
"2640257","","","","0.4375","0.4375","0.4375"
"2650220","0.4375","0.4375","0.4375","","",""
"2650232","0.21875","0.21875","0.21875","","",""
"2650243","0.09375","0.09375","0.09375","0.4375","0.4375","0.4375"
"2650249","0.21875","0.21875","0.21875","","",""
"2660231","","","","0.71875","0.71875","0.71875"
"2660242","0.40625","0.40625","0.40625","","",""
"2660252","0.1875","0.1875","0.1875","","",""
"2660261","0.375","0.375","0.375","","",""
"2660264","0.21875","0.21875","0.21875","","",""
"2670234","","","","0.4375","0.4375","0.4375"
"2670252","0.375","0.375","0.375","","",""
"2670253","0.40625","0.40625","0.40625","","",""
"2670254","0.46875","0.46875","0.46875","","",""
"2670274","0.21875","0.21875","0.21875","","",""
"2680221","","","","0.71875","0.71875","0.71875"
"2680226","0.28125","0.28125","0.28125","","",""
"2680243","0.53125","0.53125","0.53125","","",""
"2680250","0.1875","0.1875","0.1875","","",""
"2680259","0.28125","0.28125","0.28125","","",""
"2690221","0.25","0.25","0.25","","",""
"2690228","","","","0.5625","0.5625","0.5625"
"2690234","0.21875","0.21875","0.21875","","",""
"2690245","0.3125","0.3125","0.3125","","",""
"2690257","0.5","0.5","0.5","","",""
"2700223","0.28125","0.28125","0.28125","","",""
"2700225","0.4375","0.4375","0.4375","0.5","0.5","0.5"
"2700228","0.34375","0.34375","0.34375","","",""
"2700239","0.40625","0.40625","0.40625","","",""
"2710220","0.4375","0.4375","0.4375","","",""
"2710223","0.375","0.375","0.375","","",""
"2710229","","","","0.1875","0.1875","0.1875"
"2710242","0.46875","0.46875","0.46875","","",""
"2710249","0.28125","0.28125","0.28125","","",""
"2720222","0.15625","0.15625","0.15625","","",""
"2720233","0.46875","0.46875","0.46875","","",""
"2720241","","","","0.40625","0.40625","0.40625"
"2720247","0.34375","0.34375","0.34375","","",""
"2720263","0.125","0.125","0.125","","",""
"2730223","0.1875","0.1875","0.1875","","",""
"2730226","","","","0.625","0.625","0.625"
"2730233","0.28125","0.28125","0.28125","","",""
"2730244","0.5","0.5","0.5","","",""
"2730265","0.21875","0.21875","0.21875","","",""
"2740222","0.40625","0.40625","0.40625","","",""
"2740231","0.375","0.375","0.375","","",""
"2740234","","","","0.59375","0.59375","0.59375"
"2740240","0.25","0.25","0.25","","",""
"2740259","0.21875","0.21875","0.21875","","",""
"2750226","0.40625","0.40625","0.40625","0.375","0.375","0.375"
"2750240","0.5625","0.5625","0.5625","","",""
"2750242","0.34375","0.34375","0.34375","","",""
"2750260","0.34375","0.34375","0.34375","","",""
"2760220","0.34375","0.34375","0.34375","","",""
"2760242","0.28125","0.28125","0.28125","","",""
"2760244","0.28125","0.28125","0.28125","","",""
"2760245","0.40625","0.40625","0.40625","","",""
"2760254","","","","0.25","0.25","0.25"
"2770246","0.34375","0.34375","0.34375","","",""
"2770247","0.3125","0.3125","0.3125","","",""
"2770252","","","","0.375","0.375","0.375"
"2770264","0.265625","0.25","0.28125","","",""
"2780224","0.28125","0.28125","0.28125","","",""
"2780231","0.59375","0.59375","0.59375","","",""
"2780238","0.34375","0.34375","0.34375","","",""
"2780250","","","","0.53125","0.53125","0.53125"
"2780255","0.1875","0.1875","0.1875","","",""
"2790222","0.34375","0.34375","0.34375","","",""
"2790240","0.46875","0.46875","0.46875","","",""
"2790243","0.3125","0.3125","0.3125","","",""
"2790249","0.3125","0.3125","0.3125","","",""
"2790260","","","","0.34375","0.34375","0.34375"
"2800222","0.46875","0.46875","0.46875","","",""
"2800227","0.3125","0.3125","0.3125","","",""
"2800232","0.5","0.5","0.5","","",""
"2800245","0.28125","0.28125","0.28125","","",""
"2800251","","","","0.5","0.5","0.5"
