"Step","Group: 6h_vs_8z_QMIX - win_rate","Group: 6h_vs_8z_QMIX - win_rate__MIN","Group: 6h_vs_8z_QMIX - win_rate__MAX"
"2200011","0","0","0"
"2200015","0","0","0"
"2200016","0","0","0"
"2200018","0","0","0"
"2210002","0","0","0"
"2210003","0","0","0"
"2210004","0","0","0"
"2210018","0","0","0"
"2210030","0","0","0"
"2220000","0","0","0"
"2220001","0","0","0"
"2220005","0","0","0"
"2220010","0","0","0"
"2220012","0","0","0"
"2220013","0.03125","0.03125","0.03125"
"2230001","0","0","0"
"2230015","0","0","0"
"2230016","0.03125","0.03125","0.03125"
"2230017","0","0","0"
"2230019","0","0","0"
"2230024","0","0","0"
"2240000","0","0","0"
"2240003","0","0","0"
"2240009","0","0","0"
"2240015","0","0","0"
"2240023","0","0","0"
"2240032","0","0","0"
"2250006","0","0","0"
"2250007","0","0","0"
"2250009","0","0","0"
"2250013","0","0","0"
"2250020","0","0","0"
"2260006","0","0","0"
"2260007","0","0","0"
"2260010","0","0","0"
"2260015","0","0","0"
"2260022","0","0","0"
"2270002","0","0","0"
"2270005","0","0","0"
"2270008","0","0","0"
"2270021","0","0","0"
"2270022","0","0","0"
"2270028","0","0","0"
"2280000","0","0","0"
"2280007","0","0","0"
"2280016","0","0","0"
"2280017","0","0","0"
"2280020","0","0","0"
"2290003","0","0","0"
"2290008","0","0","0"
"2290009","0","0","0"
"2290019","0","0","0"
"2300001","0","0","0"
"2300005","0","0","0"
"2300007","0","0","0"
"2300008","0","0","0"
"2300013","0","0","0"
"2300019","0","0","0"
"2310002","0","0","0"
"2310009","0","0","0"
"2310012","0","0","0"
"2310015","0","0","0"
"2310018","0","0","0"
"2310024","0","0","0"
"2320005","0","0","0"
"2320011","0","0","0"
"2320018","0","0","0"
"2320020","0","0","0"
"2330000","0","0","0"
"2330004","0","0","0"
"2330012","0","0","0"
"2330019","0","0","0"
"2330020","0","0","0"
"2330026","0","0","0"
"2340004","0","0","0"
"2340012","0","0","0"
"2340015","0","0","0"
"2340022","0","0","0"
"2340023","0","0","0"
"2340025","0","0","0"
"2350001","0","0","0"
"2350009","0","0","0"
"2350016","0","0","0"
"2350020","0","0","0"
"2350026","0","0","0"
"2350027","0","0","0"
"2360000","0","0","0"
"2360006","0","0","0"
"2360009","0","0","0"
"2360011","0","0","0"
"2360014","0","0","0"
"2360022","0","0","0"
"2370008","0","0","0"
"2370010","0","0","0"
"2370017","0","0","0"
"2370018","0","0","0"
"2370019","0","0","0"
"2370020","0","0","0"
"2380001","0","0","0"
"2380004","0","0","0"
"2380007","0","0","0"
"2380017","0","0","0"
"2380018","0","0","0"
"2380021","0","0","0"
"2390007","0","0","0"
"2390011","0","0","0"
"2390012","0","0","0"
"2390014","0","0","0"
"2390017","0","0","0"
"2390032","0","0","0"
"2400004","0","0","0"
"2400005","0","0","0"
"2400014","0","0","0"
"2400023","0","0","0"
"2400025","0","0","0"
"2410001","0","0","0"
"2410008","0","0","0"
"2410014","0","0","0"
"2410017","0","0","0"
"2410019","0","0","0"
"2410021","0","0","0"
"2420000","0","0","0"
"2420005","0","0","0"
"2420007","0","0","0"
"2420012","0","0","0"
"2420016","0","0","0"
"2420023","0","0","0"
"2430000","0","0","0"
"2430011","0","0","0"
"2430017","0","0","0"
"2430019","0","0","0"
"2430025","0","0","0"
"2440007","0","0","0"
"2440009","0","0","0"
"2440018","0","0","0"
"2440020","0","0","0"
"2450007","0","0","0"
"2450009","0","0","0"
"2450012","0","0","0"
"2450018","0","0","0"
"2450021","0","0","0"
"2450025","0","0","0"
"2460002","0","0","0"
"2460006","0","0","0"
"2460008","0","0","0"
"2460015","0","0","0"
"2460024","0","0","0"
"2460025","0","0","0"
"2470007","0","0","0"
"2470008","0","0","0"
"2470009","0","0","0"
"2470011","0","0","0"
"2470015","0","0","0"
"2470016","0","0","0"
"2480000","0","0","0"
"2480005","0","0","0"
"2480011","0","0","0"
"2480016","0","0","0"
"2480019","0","0","0"
"2480022","0","0","0"
"2490000","0","0","0"
"2490001","0","0","0"
"2490002","0","0","0"
"2490016","0","0","0"
"2490025","0","0","0"
"2500005","0","0","0"
"2500009","0","0","0"
"2500012","0","0","0"
"2500023","0","0","0"
"2500024","0","0","0"
"2500026","0","0","0"
"2510006","0","0","0"
"2510011","0","0","0"
"2510018","0","0","0"
"2510019","0","0","0"
"2510021","0","0","0"
"2520004","0","0","0"
"2520016","0","0","0"
"2520020","0","0","0"
"2520024","0","0","0"
"2530001","0","0","0"
"2530002","0","0","0"
"2530003","0","0","0"
"2530004","0","0","0"
"2530011","0","0","0"
"2530016","0","0","0"
"2540005","0","0","0"
"2540009","0","0","0"
"2540019","0","0","0"
"2540021","0","0","0"
"2540024","0","0","0"
"2540025","0","0","0"
"2550003","0","0","0"
"2550004","0","0","0"
"2550005","0","0","0"
"2550014","0","0","0"
"2550018","0","0","0"
"2550020","0","0","0"
"2560000","0","0","0"
"2560004","0","0","0"
"2560016","0","0","0"
"2560018","0","0","0"
"2560025","0","0","0"
"2570001","0","0","0"
"2570003","0","0","0"
"2570008","0","0","0"
"2570016","0","0","0"
"2570019","0","0","0"
"2570028","0","0","0"
"2580001","0","0","0"
"2580017","0","0","0"
"2580018","0","0","0"
"2580021","0","0","0"
"2580025","0","0","0"
"2590001","0","0","0"
"2590006","0","0","0"
"2590011","0","0","0"
"2590020","0","0","0"
"2590023","0","0","0"
"2600001","0","0","0"
"2600008","0","0","0"
"2600014","0","0","0"
"2600022","0","0","0"
"2600024","0","0","0"
"2600033","0","0","0"
"2610013","0","0","0"
"2610014","0","0","0"
"2610015","0","0","0"
"2610016","0","0","0"
"2610023","0","0","0"
"2610030","0","0","0"
"2620001","0","0","0"
"2620003","0","0","0"
"2620010","0","0","0"
"2620012","0","0","0"
"2620020","0","0","0"
"2620022","0","0","0"
"2630000","0","0","0"
"2630012","0","0","0"
"2630016","0","0","0"
"2630021","0","0","0"
"2630024","0","0","0"
"2630030","0","0","0"
"2640001","0","0","0"
"2640003","0","0","0"
"2640004","0","0","0"
"2640016","0","0","0"
"2640017","0","0","0"
"2650000","0","0","0"
"2650011","0","0","0"
"2650018","0","0","0"
"2650022","0","0","0"
"2650023","0","0","0"
"2650028","0","0","0"
"2660012","0","0","0"
"2660014","0","0","0"
"2660017","0","0","0"
"2660020","0","0","0"
"2660021","0","0","0"
"2660023","0","0","0"
"2670000","0","0","0"
"2670013","0","0","0"
"2670015","0","0","0"
"2670016","0","0","0"
"2670023","0","0","0"
"2670028","0","0","0"
"2680008","0","0","0"
"2680009","0","0","0"
"2680015","0","0","0"
"2680018","0","0","0"
"2680021","0","0","0"
"2680029","0","0","0"
"2690001","0","0","0"
"2690011","0","0","0"
"2690019","0","0","0"
"2690024","0","0","0"
"2700000","0","0","0"
"2700002","0","0","0"
"2700003","0","0","0"
"2700004","0","0","0"
"2700018","0","0","0"
"2710005","0","0","0"
"2710011","0","0","0"
"2710017","0","0","0"
"2710019","0","0","0"
"2710023","0","0","0"
"2710031","0","0","0"
"2720003","0","0","0"
"2720012","0","0","0"
"2720022","0","0","0"
"2720023","0","0","0"
"2730002","0","0","0"
"2730003","0","0","0"
"2730013","0","0","0"
"2730018","0","0","0"
"2730021","0","0","0"
"2730022","0","0","0"
"2740007","0","0","0"
"2740008","0","0","0"
"2740013","0","0","0"
"2740018","0","0","0"
"2740025","0","0","0"
"2750002","0","0","0"
"2750004","0","0","0"
"2750007","0","0","0"
"2750011","0","0","0"
"2750016","0","0","0"
"2760003","0","0","0"
"2760012","0","0","0"
"2760016","0","0","0"
"2760019","0","0","0"
"2760022","0","0","0"
"2760024","0","0","0"
"2770000","0","0","0"
"2770005","0","0","0"
"2770006","0","0","0"
"2770010","0","0","0"
"2770022","0","0","0"
"2770027","0","0","0"
"2780002","0","0","0"
"2780003","0","0","0"
"2780015","0","0","0"
"2780020","0","0","0"
"2780021","0","0","0"
"2790002","0","0","0"
"2790013","0","0","0"
"2790016","0","0","0"
"2790022","0","0","0"
"2800009","0","0","0"
"2800010","0","0","0"
"2800012","0","0","0"
"2800013","0","0","0"
"2800021","0","0","0"
"2800023","0","0","0"
"2810004","0","0","0"
"2810009","0","0","0"
"2810011","0","0","0"
"2810015","0","0","0"
"2810019","0","0","0"
"2810022","0","0","0"
"2820003","0","0","0"
"2820006","0","0","0"
"2820008","0","0","0"
"2820013","0","0","0"
"2820018","0","0","0"
"2820022","0","0","0"
"2830000","0","0","0"
"2830001","0","0","0"
"2830009","0","0","0"
"2830018","0","0","0"
"2830020","0","0","0"
"2830023","0","0","0"
"2840003","0","0","0"
"2840005","0","0","0"
"2840009","0","0","0"
"2840014","0","0","0"
"2840015","0","0","0"
"2840023","0","0","0"
"2850002","0","0","0"
"2850004","0","0","0"
"2850005","0","0","0"
"2850015","0","0","0"
"2850017","0","0","0"
"2850022","0","0","0"
"2860008","0","0","0"
"2860010","0","0","0"
"2860012","0","0","0"
"2860016","0","0","0"
"2860021","0","0","0"
"2870007","0","0","0"
"2870008","0","0","0"
"2870016","0","0","0"
"2870017","0","0","0"
"2870018","0","0","0"
"2870023","0","0","0"
"2880009","0","0","0"
"2880010","0","0","0"
"2880011","0","0","0"
"2880012","0","0","0"
"2880014","0","0","0"
"2880018","0","0","0"
"2890005","0","0","0"
"2890008","0","0","0"
"2890013","0","0","0"
"2890019","0","0","0"
"2890021","0","0","0"
"2890023","0","0","0"
"2900011","0","0","0"
"2900017","0","0","0"
"2900022","0","0","0"
"2900024","0","0","0"
"2900027","0","0","0"
"2910002","0","0","0"
"2910003","0","0","0"
"2910005","0","0","0"
"2910011","0","0","0"
"2910014","0","0","0"
"2910016","0","0","0"
"2920005","0","0","0"
"2920012","0","0","0"
"2920017","0","0","0"
"2920020","0","0","0"
"2920022","0","0","0"
"2930008","0","0","0"
"2930012","0","0","0"
"2930014","0","0","0"
"2930020","0","0","0"
"2930022","0","0","0"
"2930024","0","0","0"
"2940002","0","0","0"
"2940008","0","0","0"
"2940014","0","0","0"
"2940021","0","0","0"
"2940023","0","0","0"
"2940025","0","0","0"
"2950010","0","0","0"
"2950011","0","0","0"
"2950013","0","0","0"
"2950016","0","0","0"
"2950017","0","0","0"
"2950023","0","0","0"
"2960005","0","0","0"
"2960009","0","0","0"
"2960016","0","0","0"
"2960021","0","0","0"
"2960026","0","0","0"
"2960030","0","0","0"
"2970002","0","0","0"
"2970006","0","0","0"
"2970015","0","0","0"
"2970023","0","0","0"
"2970024","0","0","0"
"2980004","0","0","0"
"2980010","0","0","0"
"2980012","0","0","0"
"2980016","0","0","0"
"2980019","0","0","0"
"2980024","0","0","0"
"2990001","0","0","0"
"2990011","0","0","0"
"2990018","0","0","0"
"2990026","0","0","0"
"2990088","0","0","0"
"3000006","0","0","0"
"3000007","0","0","0"
"3000009","0","0","0"
"3000014","0","0","0"
"3000015","0","0","0"
