"Step","Group: MMM2_QMIX - win_rate","Group: MMM2_QMIX - win_rate__MIN","Group: MMM2_QMIX - win_rate__MAX"
"1480020","0","0","0"
"1480022","0.3125","0.3125","0.3125"
"1480036","0.1875","0.1875","0.1875"
"1480055","0.21875","0.21875","0.21875"
"1480060","0.0625","0.0625","0.0625"
"1490029","0.4375","0.4375","0.4375"
"1490043","0.3125","0.3125","0.3125"
"1490057","0.15625","0.15625","0.15625"
"1490068","0.15625","0.15625","0.15625"
"1490117","0.03125","0.03125","0.03125"
"1490122","0.09375","0.09375","0.09375"
"1500009","0.03125","0.03125","0.03125"
"1500018","0.28125","0.28125","0.28125"
"1500027","0.3125","0.3125","0.3125"
"1500032","0.25","0.25","0.25"
"1500062","0.3125","0.3125","0.3125"
"1500113","0.09375","0.09375","0.09375"
"1510008","0.21875","0.21875","0.21875"
"1510010","0.03125","0.03125","0.03125"
"1510024","0.21875","0.21875","0.21875"
"1510054","0.71875","0.71875","0.71875"
"1510060","0.34375","0.34375","0.34375"
"1510157","0.59375","0.59375","0.59375"
"1520005","0.59375","0.59375","0.59375"
"1520055","0.25","0.25","0.25"
"1520113","0.125","0.125","0.125"
"1520119","0.125","0.125","0.125"
"1520144","0.53125","0.53125","0.53125"
"1520177","0.28125","0.28125","0.28125"
"1530005","0","0","0"
"1530026","0.5","0.5","0.5"
"1530031","0.34375","0.34375","0.34375"
"1530041","0.4375","0.4375","0.4375"
"1530045","0.1875","0.1875","0.1875"
"1530099","0.21875","0.21875","0.21875"
"1540003","0.3125","0.3125","0.3125"
"1540029","0.3125","0.3125","0.3125"
"1540031","0.625","0.625","0.625"
"1540045","0.0625","0.0625","0.0625"
"1540086","0.25","0.25","0.25"
"1540126","0.28125","0.28125","0.28125"
"1550014","0.21875","0.21875","0.21875"
"1550018","0.5625","0.5625","0.5625"
"1550037","0.34375","0.34375","0.34375"
"1550043","0.40625","0.40625","0.40625"
"1550063","0.28125","0.28125","0.28125"
"1550140","0.21875","0.21875","0.21875"
"1560002","0.15625","0.15625","0.15625"
"1560008","0.421875","0.40625","0.4375"
"1560016","0.3125","0.3125","0.3125"
"1560019","0.4375","0.4375","0.4375"
"1560045","0.03125","0.03125","0.03125"
"1570017","0.5","0.5","0.5"
"1570023","0.375","0.375","0.375"
"1570028","0.25","0.25","0.25"
"1570034","0.25","0.25","0.25"
"1570037","0.125","0.125","0.125"
"1570061","0.5","0.5","0.5"
"1580008","0.125","0.125","0.125"
"1580019","0.21875","0.21875","0.21875"
"1580030","0.40625","0.40625","0.40625"
"1580039","0.125","0.125","0.125"
"1580076","0.53125","0.53125","0.53125"
"1580128","0.5","0.5","0.5"
"1590003","0.46875","0.46875","0.46875"
"1590010","0.53125","0.53125","0.53125"
"1590030","0.15625","0.15625","0.15625"
"1590031","0.125","0.125","0.125"
"1590061","0.15625","0.15625","0.15625"
"1590136","0.125","0.125","0.125"
"1600005","0.5","0.5","0.5"
"1600022","0.28125","0.28125","0.28125"
"1600029","0.375","0.375","0.375"
"1600034","0.25","0.25","0.25"
"1600038","0.84375","0.84375","0.84375"
"1600044","0.03125","0.03125","0.03125"
"1610002","0.09375","0.09375","0.09375"
"1610008","0.6875","0.6875","0.6875"
"1610015","0.375","0.375","0.375"
"1610027","0.15625","0.15625","0.15625"
"1610046","0.625","0.625","0.625"
"1610064","0.21875","0.21875","0.21875"
"1620010","0.40625","0.40625","0.40625"
"1620019","0.0625","0.0625","0.0625"
"1620030","0.84375","0.84375","0.84375"
"1620033","0.40625","0.40625","0.40625"
"1620044","0.15625","0.15625","0.15625"
"1620081","0.0625","0.0625","0.0625"
"1630000","0.84375","0.84375","0.84375"
"1630001","0.53125","0.53125","0.53125"
"1630006","0.09375","0.09375","0.09375"
"1630007","0.59375","0.59375","0.59375"
"1630033","0.1875","0.1875","0.1875"
"1630169","0.3125","0.3125","0.3125"
"1640001","0.5625","0.5625","0.5625"
"1640002","0.125","0.125","0.125"
"1640004","0.3125","0.3125","0.3125"
"1640043","0.03125","0.03125","0.03125"
"1640046","0.40625","0.40625","0.40625"
"1640050","0.59375","0.59375","0.59375"
"1650015","0.28125","0.28125","0.28125"
"1650016","0.03125","0.03125","0.03125"
"1650034","0.71875","0.71875","0.71875"
"1650048","0.5625","0.5625","0.5625"
"1650061","0.125","0.125","0.125"
"1650073","0.4375","0.4375","0.4375"
"1660016","0.21875","0.21875","0.21875"
"1660028","0.4375","0.4375","0.4375"
"1660034","0.40625","0.40625","0.40625"
"1660036","0.3125","0.3125","0.3125"
"1660046","0.03125","0.03125","0.03125"
"1660067","0.53125","0.53125","0.53125"
"1670013","0.375","0.375","0.375"
"1670032","0.6875","0.6875","0.6875"
"1670033","0.28125","0.28125","0.28125"
"1670047","0.71875","0.71875","0.71875"
"1670056","0.1875","0.1875","0.1875"
"1670072","0.125","0.125","0.125"
"1680017","0.21875","0.21875","0.21875"
"1680034","0.5625","0.5625","0.5625"
"1680035","0.09375","0.09375","0.09375"
"1680043","0.625","0.625","0.625"
"1680047","0.34375","0.34375","0.34375"
"1680152","0.34375","0.34375","0.34375"
"1690025","0.78125","0.78125","0.78125"
"1690028","0.1875","0.1875","0.1875"
"1690044","0.15625","0.15625","0.15625"
"1690049","0.46875","0.46875","0.46875"
"1690052","0.34375","0.25","0.4375"
"1700018","0.34375","0.34375","0.34375"
"1700022","0.5","0.5","0.5"
"1700023","0.03125","0.03125","0.03125"
"1700034","0.71875","0.71875","0.71875"
"1700066","0.1875","0.1875","0.1875"
"1700122","0.15625","0.15625","0.15625"
"1710019","0.15625","0.15625","0.15625"
"1710028","0.25","0.25","0.25"
"1710033","0.25","0.25","0.25"
"1710034","0.46875","0.46875","0.46875"
"1710042","0.625","0.625","0.625"
"1710058","0.15625","0.15625","0.15625"
"1720001","0.28125","0.28125","0.28125"
"1720016","0.625","0.625","0.625"
"1720032","0.1875","0.1875","0.1875"
"1720053","0.40625","0.40625","0.40625"
"1720065","0.0625","0.0625","0.0625"
"1720120","0.21875","0.21875","0.21875"
"1730024","0.34375","0.34375","0.34375"
"1730026","0.28125","0.28125","0.28125"
"1730042","0.21875","0.21875","0.21875"
"1730043","0.34375","0.34375","0.34375"
"1730048","0.1875","0.1875","0.1875"
"1730056","0.65625","0.65625","0.65625"
"1740003","0.28125","0.28125","0.28125"
"1740014","0.34375","0.34375","0.34375"
"1740029","0.5625","0.5625","0.5625"
"1740033","0.15625","0.15625","0.15625"
"1740048","0.25","0.25","0.25"
"1740081","0.21875","0.21875","0.21875"
"1750012","0.4375","0.25","0.625"
"1750030","0.34375","0.34375","0.34375"
"1750038","0.40625","0.40625","0.40625"
"1750057","0.375","0.375","0.375"
"1750069","0.125","0.125","0.125"
"1760017","0.1875","0.1875","0.1875"
"1760022","0.4375","0.4375","0.4375"
"1760029","0.375","0.375","0.375"
"1760057","0.25","0.25","0.25"
"1760064","0.21875","0.21875","0.21875"
"1760073","0.5625","0.5625","0.5625"
"1770006","0.375","0.375","0.375"
"1770033","0.75","0.75","0.75"
"1770046","0.03125","0.03125","0.03125"
"1770071","0.1875","0.1875","0.1875"
"1770147","0.28125","0.28125","0.28125"
"1770157","0.15625","0.15625","0.15625"
"1780039","0.625","0.625","0.625"
"1780040","0.25","0.25","0.25"
"1780048","0.1875","0.1875","0.1875"
"1780062","0.1875","0.1875","0.1875"
"1780165","0.15625","0.15625","0.15625"
"1780169","0.40625","0.40625","0.40625"
"1790038","0.21875","0.21875","0.21875"
"1790039","0.359375","0.28125","0.4375"
"1790051","0.53125","0.53125","0.53125"
"1790062","0.125","0.125","0.125"
"1790171","0.21875","0.21875","0.21875"
"1800010","0.6875","0.6875","0.6875"
"1800017","0.25","0.25","0.25"
"1800034","0.28125","0.1875","0.375"
"1800050","0.6875","0.6875","0.6875"
"1800176","0.125","0.125","0.125"
"1810003","0.5625","0.5625","0.5625"
"1810008","0.28125","0.28125","0.28125"
"1810029","0.625","0.625","0.625"
"1810030","0.1875","0.1875","0.1875"
"1810035","0.375","0.375","0.375"
"1810054","0.15625","0.15625","0.15625"
"1820028","0.65625","0.65625","0.65625"
"1820036","0.28125","0.28125","0.28125"
"1820040","0.1875","0.1875","0.1875"
"1820049","0.625","0.625","0.625"
"1820052","0.15625","0.15625","0.15625"
"1820055","0.40625","0.40625","0.40625"
"1830012","0.71875","0.71875","0.71875"
"1830016","0.5625","0.5625","0.5625"
"1830020","0.21875","0.21875","0.21875"
"1830036","0.46875","0.46875","0.46875"
"1830049","0.125","0.125","0.125"
"1830057","0.75","0.75","0.75"
"1840012","0.28125","0.28125","0.28125"
"1840016","0.375","0.375","0.375"
"1840019","0.3125","0.3125","0.3125"
"1840029","0.25","0.25","0.25"
"1840047","0.65625","0.65625","0.65625"
"1840091","0.46875","0.46875","0.46875"
"1850001","0.375","0.375","0.375"
"1850012","0.25","0.25","0.25"
"1850026","0.84375","0.84375","0.84375"
"1850029","0.3125","0.3125","0.3125"
"1850044","0.1875","0.1875","0.1875"
"1850049","0.40625","0.40625","0.40625"
"1860003","0.28125","0.28125","0.28125"
"1860005","0.5","0.5","0.5"
"1860021","0.46875","0.46875","0.46875"
"1860031","0.125","0.125","0.125"
"1860056","0.40625","0.40625","0.40625"
"1860076","0.25","0.25","0.25"
"1870003","0.75","0.75","0.75"
"1870012","0.5","0.5","0.5"
"1870014","0.34375","0.34375","0.34375"
"1870051","0.03125","0.03125","0.03125"
"1870055","0.4375","0.4375","0.4375"
"1870068","0.59375","0.59375","0.59375"
"1880015","0.4375","0.4375","0.4375"
"1880021","0.1875","0.1875","0.1875"
"1880037","0.40625","0.40625","0.40625"
"1880042","0.625","0.625","0.625"
"1880058","0.3125","0.3125","0.3125"
"1880102","0.5","0.5","0.5"
"1890000","0.3125","0.3125","0.3125"
"1890039","0.34375","0.34375","0.34375"
"1890045","0.5625","0.5625","0.5625"
"1890053","0.453125","0.4375","0.46875"
"1890077","0.4375","0.4375","0.4375"
"1900006","0.78125","0.78125","0.78125"
"1900019","0.5","0.5","0.5"
"1900021","0.3125","0.3125","0.3125"
"1900024","0.5625","0.5625","0.5625"
"1900055","0.53125","0.53125","0.53125"
"1900062","0.3125","0.3125","0.3125"
"1910002","0.28125","0.28125","0.28125"
"1910008","0.625","0.625","0.625"
"1910043","0.65625","0.65625","0.65625"
"1910052","0.375","0.375","0.375"
"1910057","0.25","0.25","0.25"
"1910076","0.375","0.375","0.375"
"1920001","0.375","0.375","0.375"
"1920003","0.21875","0.21875","0.21875"
"1920011","0.375","0.375","0.375"
"1920012","0.5","0.5","0.5"
"1920056","0.5","0.5","0.5"
"1920057","0.53125","0.53125","0.53125"
"1930010","0.375","0.375","0.375"
"1930023","0.5625","0.5625","0.5625"
"1930024","0.40625","0.40625","0.40625"
"1930051","0.09375","0.09375","0.09375"
"1930052","0.59375","0.59375","0.59375"
"1930074","0.5","0.5","0.5"
"1940008","0.46875","0.46875","0.46875"
"1940022","0.34375","0.34375","0.34375"
"1940034","0.15625","0.15625","0.15625"
"1940042","0.28125","0.28125","0.28125"
"1940049","0.34375","0.34375","0.34375"
"1940074","0.53125","0.53125","0.53125"
"1950003","0.375","0.375","0.375"
"1950021","0.40625","0.40625","0.40625"
"1950023","0.3125","0.3125","0.3125"
"1950043","0.625","0.625","0.625"
"1950062","0.65625","0.65625","0.65625"
"1950153","0.40625","0.40625","0.40625"
"1960005","0.40625","0.40625","0.40625"
"1960008","0.25","0.25","0.25"
"1960022","0.6875","0.6875","0.6875"
"1960031","0.375","0.375","0.375"
"1960039","0.40625","0.40625","0.40625"
"1960103","0.40625","0.40625","0.40625"
"1970001","0.125","0.125","0.125"
"1970010","0.375","0.375","0.375"
"1970022","0.125","0.125","0.125"
"1970027","0.3125","0.3125","0.3125"
"1970041","0.5","0.5","0.5"
"1970043","0.34375","0.34375","0.34375"
"1980002","0.46875","0.46875","0.46875"
"1980011","0.21875","0.21875","0.21875"
"1980059","0.34375","0.34375","0.34375"
"1980060","0.59375","0.59375","0.59375"
"1980066","0.4375","0.4375","0.4375"
"1980134","0.0625","0.0625","0.0625"
"1990006","0.25","0.25","0.25"
"1990010","0.1875","0.1875","0.1875"
"1990025","0.25","0.25","0.25"
"1990042","0.78125","0.78125","0.78125"
"1990047","0.375","0.375","0.375"
"1990060","0.40625","0.40625","0.40625"
"2000013","0.1875","0.1875","0.1875"
"2000019","0.40625","0.40625","0.40625"
"2000025","0.75","0.75","0.75"
"2000042","0.28125","0.28125","0.28125"
"2000067","0.65625","0.65625","0.65625"
"2000128","0.375","0.375","0.375"
