"Step","Group: MMM2_ACORM - win_rate","Group: MMM2_ACORM - win_rate__MIN","Group: MMM2_ACORM - win_rate__MAX"
"1480226","0.84375","0.84375","0.84375"
"1480230","0.78125","0.78125","0.78125"
"1480233","0.875","0.875","0.875"
"1480273","0.90625","0.90625","0.90625"
"1490221","0.78125","0.78125","0.78125"
"1490226","0.84375","0.84375","0.84375"
"1490249","0.84375","0.84375","0.84375"
"1490256","0.84375","0.84375","0.84375"
"1490275","0.9375","0.9375","0.9375"
"1500238","0.875","0.875","0.875"
"1500253","0.90625","0.90625","0.90625"
"1500261","0.78125","0.78125","0.78125"
"1500276","0.8125","0.8125","0.8125"
"1500298","0.9375","0.9375","0.9375"
"1510225","0.96875","0.96875","0.96875"
"1510226","0.875","0.875","0.875"
"1510232","0.9375","0.9375","0.9375"
"1510256","0.78125","0.78125","0.78125"
"1510270","0.78125","0.78125","0.78125"
"1520227","0.96875","0.96875","0.96875"
"1520240","0.890625","0.875","0.90625"
"1520252","0.8125","0.8125","0.8125"
"1520262","0.9375","0.9375","0.9375"
"1530224","0.90625","0.90625","0.90625"
"1530244","0.6875","0.6875","0.6875"
"1530263","0.90625","0.90625","0.90625"
"1530267","0.90625","0.90625","0.90625"
"1530388","0.84375","0.84375","0.84375"
"1540242","0.90625","0.90625","0.90625"
"1540247","0.84375","0.84375","0.84375"
"1540256","0.875","0.875","0.875"
"1540266","0.78125","0.78125","0.78125"
"1540273","0.65625","0.65625","0.65625"
"1550221","0.875","0.875","0.875"
"1550224","0.875","0.875","0.875"
"1550235","0.90625","0.90625","0.90625"
"1550245","0.96875","0.96875","0.96875"
"1550280","0.71875","0.71875","0.71875"
"1560241","0.90625","0.90625","0.90625"
"1560244","0.78125","0.78125","0.78125"
"1560256","0.875","0.875","0.875"
"1560266","0.96875","0.96875","0.96875"
"1560362","0.78125","0.78125","0.78125"
"1570230","0.8125","0.8125","0.8125"
"1570252","0.90625","0.90625","0.90625"
"1570253","0.84375","0.84375","0.84375"
"1570276","0.875","0.875","0.875"
"1570321","0.90625","0.90625","0.90625"
"1580236","0.96875","0.96875","0.96875"
"1580240","0.90625","0.90625","0.90625"
"1580242","0.71875","0.71875","0.71875"
"1580252","0.9375","0.9375","0.9375"
"1580268","0.84375","0.84375","0.84375"
"1590246","0.9375","0.9375","0.9375"
"1590256","0.8125","0.8125","0.8125"
"1590277","0.9375","0.9375","0.9375"
"1590356","0.828125","0.78125","0.875"
"1600246","0.90625","0.90625","0.90625"
"1600257","0.78125","0.78125","0.78125"
"1600261","0.796875","0.71875","0.875"
"1600275","0.875","0.875","0.875"
"1610245","0.8125","0.8125","0.8125"
"1610251","0.9375","0.9375","0.9375"
"1610252","0.875","0.875","0.875"
"1610253","0.71875","0.71875","0.71875"
"1610395","0.84375","0.84375","0.84375"
"1620223","0.90625","0.90625","0.90625"
"1620240","0.9375","0.9375","0.9375"
"1620242","0.90625","0.90625","0.90625"
"1620245","0.78125","0.78125","0.78125"
"1620261","0.9375","0.9375","0.9375"
"1630244","0.90625","0.90625","0.90625"
"1630252","0.8125","0.8125","0.8125"
"1630282","0.84375","0.84375","0.84375"
"1630284","0.875","0.875","0.875"
"1630387","0.96875","0.96875","0.96875"
"1640234","0.8125","0.8125","0.8125"
"1640235","0.875","0.875","0.875"
"1640261","0.8125","0.8125","0.8125"
"1640264","0.90625","0.90625","0.90625"
"1640296","0.8125","0.8125","0.8125"
"1650239","0.78125","0.78125","0.78125"
"1650244","0.921875","0.90625","0.9375"
"1650266","0.90625","0.90625","0.90625"
"1650395","0.75","0.75","0.75"
"1660243","0.90625","0.90625","0.90625"
"1660256","0.875","0.875","0.875"
"1660261","0.90625","0.90625","0.90625"
"1660265","0.96875","0.96875","0.96875"
"1660343","0.90625","0.90625","0.90625"
"1670243","0.75","0.75","0.75"
"1670252","0.71875","0.71875","0.71875"
"1670257","0.875","0.875","0.875"
"1670271","0.75","0.75","0.75"
"1670374","0.96875","0.96875","0.96875"
"1680239","0.9375","0.9375","0.9375"
"1680241","0.875","0.8125","0.9375"
"1680251","0.84375","0.84375","0.84375"
"1680260","0.75","0.75","0.75"
"1690221","0.75","0.71875","0.78125"
"1690225","0.78125","0.78125","0.78125"
"1690233","0.90625","0.90625","0.90625"
"1690307","0.78125","0.78125","0.78125"
"1700220","0.8125","0.8125","0.8125"
"1700227","0.8125","0.8125","0.8125"
"1700230","0.8125","0.8125","0.8125"
"1700257","0.875","0.875","0.875"
"1700399","0.75","0.75","0.75"
"1710234","0.84375","0.84375","0.84375"
"1710240","0.78125","0.78125","0.78125"
"1710259","0.875","0.875","0.875"
"1710265","0.96875","0.96875","0.96875"
"1710326","0.71875","0.71875","0.71875"
"1720224","0.90625","0.90625","0.90625"
"1720231","0.71875","0.71875","0.71875"
"1720246","0.78125","0.78125","0.78125"
"1720263","0.90625","0.90625","0.90625"
"1720369","1","1","1"
"1730234","0.875","0.875","0.875"
"1730244","0.78125","0.78125","0.78125"
"1730267","0.84375","0.84375","0.84375"
"1730274","0.78125","0.78125","0.78125"
"1730322","0.84375","0.84375","0.84375"
"1740220","0.9375","0.9375","0.9375"
"1740241","0.90625","0.90625","0.90625"
"1740260","0.875","0.875","0.875"
"1740262","0.9375","0.9375","0.9375"
"1740264","0.8125","0.8125","0.8125"
"1750238","0.90625","0.90625","0.90625"
"1750240","0.875","0.875","0.875"
"1750258","0.71875","0.71875","0.71875"
"1750264","0.859375","0.78125","0.9375"
"1760222","0.78125","0.78125","0.78125"
"1760234","0.65625","0.65625","0.65625"
"1760241","0.875","0.875","0.875"
"1760258","0.71875","0.71875","0.71875"
"1760340","0.9375","0.9375","0.9375"
"1770239","0.53125","0.53125","0.53125"
"1770262","0.71875","0.71875","0.71875"
"1770263","0.8125","0.8125","0.8125"
"1770266","0.9375","0.9375","0.9375"
"1770384","0.8125","0.8125","0.8125"
"1780226","0.78125","0.78125","0.78125"
"1780230","0.875","0.875","0.875"
"1780255","0.75","0.75","0.75"
"1780261","0.84375","0.84375","0.84375"
"1780370","0.53125","0.53125","0.53125"
"1790234","0.78125","0.78125","0.78125"
"1790255","0.90625","0.90625","0.90625"
"1790257","0.75","0.75","0.75"
"1790260","0.8125","0.8125","0.8125"
"1790290","0.875","0.875","0.875"
"1800239","0.78125","0.78125","0.78125"
"1800254","0.75","0.75","0.75"
"1800267","0.5625","0.5625","0.5625"
"1800269","0.90625","0.90625","0.90625"
"1800313","0.875","0.875","0.875"
"1810224","0.8125","0.8125","0.8125"
"1810239","0.8125","0.8125","0.8125"
"1810247","0.875","0.875","0.875"
"1810262","0.875","0.875","0.875"
"1810270","0.78125","0.78125","0.78125"
"1820221","0.5625","0.5625","0.5625"
"1820225","0.875","0.875","0.875"
"1820257","0.78125","0.78125","0.78125"
"1820262","0.90625","0.90625","0.90625"
"1820377","1","1","1"
"1830228","0.5625","0.5625","0.5625"
"1830233","0.5625","0.5625","0.5625"
"1830234","0.9375","0.9375","0.9375"
"1830242","0.875","0.875","0.875"
"1830247","0.8125","0.8125","0.8125"
"1840232","0.6875","0.6875","0.6875"
"1840241","0.8125","0.8125","0.8125"
"1840250","0.65625","0.65625","0.65625"
"1840252","0.875","0.875","0.875"
"1840267","0.8125","0.8125","0.8125"
"1850228","0.84375","0.84375","0.84375"
"1850240","0.53125","0.53125","0.53125"
"1850244","0.84375","0.84375","0.84375"
"1850247","0.78125","0.78125","0.78125"
"1850249","0.90625","0.90625","0.90625"
"1860225","0.78125","0.78125","0.78125"
"1860238","0.65625","0.65625","0.65625"
"1860255","0.75","0.75","0.75"
"1860258","0.96875","0.96875","0.96875"
"1860326","0.875","0.875","0.875"
"1870226","0.96875","0.96875","0.96875"
"1870229","0.84375","0.84375","0.84375"
"1870249","0.90625","0.90625","0.90625"
"1870250","0.8125","0.8125","0.8125"
"1870275","0.84375","0.84375","0.84375"
"1880222","0.90625","0.90625","0.90625"
"1880236","0.875","0.875","0.875"
"1880247","0.9375","0.9375","0.9375"
"1880271","0.84375","0.84375","0.84375"
"1880391","0.9375","0.9375","0.9375"
"1890244","0.84375","0.84375","0.84375"
"1890249","0.75","0.75","0.75"
"1890252","0.875","0.875","0.875"
"1890263","0.875","0.875","0.875"
"1890285","1","1","1"
"1900224","0.90625","0.90625","0.90625"
"1900238","0.90625","0.90625","0.90625"
"1900271","0.84375","0.84375","0.84375"
"1900299","0.84375","0.84375","0.84375"
"1900358","0.9375","0.9375","0.9375"
"1910225","0.875","0.875","0.875"
"1910226","0.9375","0.9375","0.9375"
"1910243","0.96875","0.96875","0.96875"
"1910254","0.96875","0.96875","0.96875"
"1910262","0.84375","0.84375","0.84375"
"1920223","0.78125","0.78125","0.78125"
"1920231","0.9375","0.9375","0.9375"
"1920251","0.9375","0.9375","0.9375"
"1920253","0.9375","0.9375","0.9375"
"1920289","0.96875","0.96875","0.96875"
"1930239","0.90625","0.90625","0.90625"
"1930255","0.96875","0.96875","0.96875"
"1930262","0.6875","0.6875","0.6875"
"1930265","0.9375","0.9375","0.9375"
"1930274","0.96875","0.96875","0.96875"
"1940221","1","1","1"
"1940238","0.78125","0.78125","0.78125"
"1940249","0.9375","0.9375","0.9375"
"1940254","0.90625","0.90625","0.90625"
"1940374","0.78125","0.78125","0.78125"
"1950231","0.84375","0.84375","0.84375"
"1950238","0.6875","0.6875","0.6875"
"1950239","0.90625","0.90625","0.90625"
"1950258","0.625","0.625","0.625"
"1950261","0.8125","0.8125","0.8125"
"1960238","0.78125","0.78125","0.78125"
"1960242","0.625","0.625","0.625"
"1960249","0.90625","0.90625","0.90625"
"1960265","0.96875","0.96875","0.96875"
"1960274","0.9375","0.9375","0.9375"
"1970223","0.90625","0.90625","0.90625"
"1970229","0.96875","0.96875","0.96875"
"1970237","0.875","0.875","0.875"
"1970247","0.90625","0.90625","0.90625"
"1970263","0.75","0.75","0.75"
"1980227","0.75","0.75","0.75"
"1980228","0.65625","0.65625","0.65625"
"1980259","0.9375","0.9375","0.9375"
"1980264","0.9375","0.9375","0.9375"
"1980392","0.9375","0.9375","0.9375"
"1990234","0.859375","0.84375","0.875"
"1990247","0.78125","0.78125","0.78125"
"1990255","0.78125","0.78125","0.78125"
"1990361","0.9375","0.9375","0.9375"
"2000234","0.71875","0.71875","0.71875"
"2000249","0.90625","0.90625","0.90625"
"2000252","0.84375","0.84375","0.84375"
"2000256","0.96875","0.96875","0.96875"
"2000269","0.875","0.875","0.875"
