"Step","Group: terran_5_vs_5_ACORM_WM - win_rate","Group: terran_5_vs_5_ACORM_WM - win_rate__MIN","Group: terran_5_vs_5_ACORM_WM - win_rate__MAX"
"1450625","0.71875","0.71875","0.71875"
"1450639","0.5","0.5","0.5"
"1450654","0.46875","0.46875","0.46875"
"1460612","0.71875","0.71875","0.71875"
"1460619","0.65625","0.65625","0.65625"
"1460625","0.65625","0.65625","0.65625"
"1460630","0.625","0.625","0.625"
"1460631","0.5","0.5","0.5"
"1470607","0.625","0.625","0.625"
"1470613","0.5625","0.5625","0.5625"
"1470621","0.59375","0.59375","0.59375"
"1470629","0.84375","0.84375","0.84375"
"1470705","0.71875","0.71875","0.71875"
"1480612","0.625","0.625","0.625"
"1480617","0.625","0.625","0.625"
"1480625","0.4375","0.4375","0.4375"
"1480639","0.5625","0.5625","0.5625"
"1480660","0.6875","0.6875","0.6875"
"1490615","0.71875","0.71875","0.71875"
"1490629","0.5625","0.5625","0.5625"
"1490631","0.5","0.5","0.5"
"1490635","0.75","0.75","0.75"
"1490699","0.53125","0.53125","0.53125"
"1500617","0.59375","0.59375","0.59375"
"1500635","0.5625","0.5","0.625"
"1500651","0.625","0.625","0.625"
"1500662","0.5625","0.5625","0.5625"
"1510613","0.5625","0.5625","0.5625"
"1510640","0.6875","0.6875","0.6875"
"1510644","0.59375","0.59375","0.59375"
"1510646","0.59375","0.59375","0.59375"
"1510658","0.8125","0.8125","0.8125"
"1520613","0.625","0.625","0.625"
"1520630","0.6875","0.6875","0.6875"
"1520635","0.5625","0.5625","0.5625"
"1520640","0.75","0.75","0.75"
"1520642","0.6875","0.6875","0.6875"
"1530615","0.5625","0.5625","0.5625"
"1530616","0.625","0.625","0.625"
"1530624","0.75","0.75","0.75"
"1530626","0.5625","0.5625","0.5625"
"1530645","0.4375","0.4375","0.4375"
"1540608","0.65625","0.65625","0.65625"
"1540620","0.625","0.625","0.625"
"1540623","0.6875","0.6875","0.6875"
"1540634","0.65625","0.65625","0.65625"
"1540697","0.625","0.625","0.625"
"1550632","0.75","0.75","0.75"
"1550634","0.71875","0.71875","0.71875"
"1550655","0.53125","0.53125","0.53125"
"1550666","0.59375","0.59375","0.59375"
"1550708","0.6875","0.6875","0.6875"
"1560610","0.65625","0.65625","0.65625"
"1560618","0.5625","0.5625","0.5625"
"1560620","0.625","0.625","0.625"
"1560622","0.75","0.75","0.75"
"1560632","0.78125","0.78125","0.78125"
"1570630","0.5625","0.5625","0.5625"
"1570634","0.625","0.625","0.625"
"1570638","0.59375","0.59375","0.59375"
"1570642","0.5625","0.5625","0.5625"
"1570662","0.71875","0.71875","0.71875"
"1580601","0.6875","0.6875","0.6875"
"1580630","0.71875","0.71875","0.71875"
"1580638","0.5625","0.5625","0.5625"
"1580642","0.71875","0.71875","0.71875"
"1580648","0.59375","0.59375","0.59375"
"1590600","0.59375","0.59375","0.59375"
"1590605","0.5625","0.5625","0.5625"
"1590609","0.625","0.625","0.625"
"1590618","0.6875","0.6875","0.6875"
"1590645","0.625","0.625","0.625"
"1600604","0.625","0.625","0.625"
"1600607","0.5625","0.5625","0.5625"
"1600610","0.4375","0.4375","0.4375"
"1600617","0.8125","0.8125","0.8125"
"1600631","0.59375","0.59375","0.59375"
"1610609","0.71875","0.71875","0.71875"
"1610613","0.5","0.5","0.5"
"1610615","0.71875","0.71875","0.71875"
"1610619","0.59375","0.59375","0.59375"
"1610627","0.6875","0.6875","0.6875"
"1620629","0.6875","0.6875","0.6875"
"1620634","0.59375","0.59375","0.59375"
"1620640","0.8125","0.8125","0.8125"
"1620646","0.75","0.75","0.75"
"1620664","0.5625","0.5625","0.5625"
"1630606","0.53125","0.53125","0.53125"
"1630621","0.78125","0.78125","0.78125"
"1630624","0.65625","0.65625","0.65625"
"1630655","0.65625","0.65625","0.65625"
"1630667","0.59375","0.59375","0.59375"
"1640606","0.40625","0.40625","0.40625"
"1640612","0.84375","0.84375","0.84375"
"1640657","0.6875","0.6875","0.6875"
"1640660","0.53125","0.53125","0.53125"
"1640671","0.53125","0.53125","0.53125"
"1650616","0.65625","0.65625","0.65625"
"1650624","0.40625","0.40625","0.40625"
"1650632","0.6875","0.6875","0.6875"
"1650641","0.65625","0.65625","0.65625"
"1650673","0.59375","0.59375","0.59375"
"1660610","0.6875","0.6875","0.6875"
"1660611","0.5625","0.5625","0.5625"
"1660638","0.625","0.625","0.625"
"1660640","0.75","0.75","0.75"
"1660676","0.8125","0.8125","0.8125"
"1670606","0.78125","0.78125","0.78125"
"1670621","0.75","0.75","0.75"
"1670623","0.65625","0.65625","0.65625"
"1670648","0.71875","0.71875","0.71875"
"1670669","0.59375","0.59375","0.59375"
"1680606","0.65625","0.65625","0.65625"
"1680608","0.75","0.75","0.75"
"1680621","0.65625","0.65625","0.65625"
"1680625","0.75","0.75","0.75"
"1680637","0.28125","0.28125","0.28125"
"1690609","0.59375","0.59375","0.59375"
"1690625","0.6875","0.6875","0.6875"
"1690628","0.65625","0.65625","0.65625"
"1690649","0.46875","0.46875","0.46875"
"1690654","0.65625","0.65625","0.65625"
"1700613","0.46875","0.46875","0.46875"
"1700626","0.59375","0.59375","0.59375"
"1700631","0.53125","0.53125","0.53125"
"1700633","0.6875","0.6875","0.6875"
"1700639","0.6875","0.6875","0.6875"
"1710600","0.59375","0.59375","0.59375"
"1710608","0.625","0.625","0.625"
"1710613","0.71875","0.6875","0.75"
"1710641","0.625","0.625","0.625"
"1720609","0.6875","0.6875","0.6875"
"1720610","0.5","0.5","0.5"
"1720617","0.53125","0.5","0.5625"
"1720635","0.71875","0.71875","0.71875"
"1730615","0.53125","0.53125","0.53125"
"1730623","0.65625","0.65625","0.65625"
"1730637","0.46875","0.46875","0.46875"
"1730655","0.8125","0.8125","0.8125"
"1730668","0.65625","0.65625","0.65625"
"1740600","0.625","0.625","0.625"
"1740610","0.71875","0.71875","0.71875"
"1740612","0.6875","0.6875","0.6875"
"1740620","0.65625","0.65625","0.65625"
"1740635","0.6875","0.6875","0.6875"
"1750621","0.75","0.75","0.75"
"1750636","0.578125","0.53125","0.625"
"1750653","0.5","0.5","0.5"
"1750748","0.6875","0.6875","0.6875"
"1760605","0.46875","0.46875","0.46875"
"1760608","0.625","0.625","0.625"
"1760622","0.59375","0.59375","0.59375"
"1760627","0.5625","0.5625","0.5625"
"1760798","0.625","0.625","0.625"
"1770604","0.625","0.625","0.625"
"1770610","0.65625","0.65625","0.65625"
"1770627","0.5","0.5","0.5"
"1770628","0.5","0.5","0.5"
"1770670","0.625","0.625","0.625"
"1780615","0.5625","0.5625","0.5625"
"1780621","0.75","0.75","0.75"
"1780639","0.59375","0.59375","0.59375"
"1780650","0.71875","0.71875","0.71875"
"1780754","0.65625","0.65625","0.65625"
"1790611","0.40625","0.40625","0.40625"
"1790622","0.625","0.625","0.625"
"1790628","0.609375","0.5625","0.65625"
"1790646","0.65625","0.65625","0.65625"
"1800603","0.625","0.625","0.625"
"1800614","0.6875","0.6875","0.6875"
"1800617","0.71875","0.71875","0.71875"
"1800654","0.8125","0.8125","0.8125"
"1800662","0.53125","0.53125","0.53125"
"1810610","0.59375","0.59375","0.59375"
"1810613","0.5625","0.5625","0.5625"
"1810615","0.625","0.625","0.625"
"1810649","0.625","0.625","0.625"
"1810670","0.65625","0.65625","0.65625"
"1820602","0.625","0.625","0.625"
"1820607","0.78125","0.78125","0.78125"
"1820609","0.59375","0.59375","0.59375"
"1820625","0.625","0.625","0.625"
"1820707","0.6875","0.6875","0.6875"
"1830600","0.71875","0.71875","0.71875"
"1830607","0.5625","0.5625","0.5625"
"1830617","0.71875","0.71875","0.71875"
"1830640","0.6875","0.6875","0.6875"
"1830709","0.59375","0.59375","0.59375"
"1840604","0.625","0.625","0.625"
"1840615","0.65625","0.65625","0.65625"
"1840621","0.71875","0.71875","0.71875"
"1840642","0.671875","0.625","0.71875"
"1850606","0.625","0.625","0.625"
"1850608","0.59375","0.59375","0.59375"
"1850613","0.5625","0.5625","0.5625"
"1850632","0.53125","0.53125","0.53125"
"1850634","0.71875","0.71875","0.71875"
"1860606","0.78125","0.78125","0.78125"
"1860610","0.65625","0.65625","0.65625"
"1860619","0.5625","0.5625","0.5625"
"1860632","0.6875","0.6875","0.6875"
"1860768","0.59375","0.59375","0.59375"
"1870601","0.59375","0.59375","0.59375"
"1870604","0.71875","0.71875","0.71875"
"1870607","0.65625","0.65625","0.65625"
"1870611","0.78125","0.78125","0.78125"
"1870615","0.625","0.625","0.625"
"1880607","0.5","0.5","0.5"
"1880629","0.40625","0.40625","0.40625"
"1880630","0.59375","0.59375","0.59375"
"1880635","0.59375","0.59375","0.59375"
"1880641","0.65625","0.65625","0.65625"
"1890602","0.65625","0.65625","0.65625"
"1890628","0.59375","0.59375","0.59375"
"1890631","0.5625","0.5625","0.5625"
"1890637","0.71875","0.71875","0.71875"
"1890646","0.59375","0.59375","0.59375"
"1900601","0.625","0.625","0.625"
"1900624","0.5625","0.5625","0.5625"
"1900625","0.53125","0.53125","0.53125"
"1900634","0.65625","0.65625","0.65625"
"1900691","0.625","0.625","0.625"
"1910613","0.75","0.75","0.75"
"1910634","0.71875","0.71875","0.71875"
"1910636","0.78125","0.78125","0.78125"
"1910637","0.625","0.625","0.625"
"1910640","0.59375","0.59375","0.59375"
"1920601","0.5","0.5","0.5"
"1920620","0.625","0.625","0.625"
"1920622","0.71875","0.71875","0.71875"
"1920623","0.625","0.625","0.625"
"1920639","0.5","0.5","0.5"
"1930600","0.625","0.625","0.625"
"1930610","0.625","0.625","0.625"
"1930630","0.84375","0.84375","0.84375"
"1930634","0.46875","0.46875","0.46875"
"1930638","0.65625","0.65625","0.65625"
"1940616","0.5625","0.5625","0.5625"
"1940628","0.8125","0.8125","0.8125"
"1940638","0.6875","0.6875","0.6875"
"1940657","0.6875","0.6875","0.6875"
"1940662","0.75","0.75","0.75"
"1950606","0.6875","0.6875","0.6875"
"1950615","0.5625","0.5625","0.5625"
"1950622","0.5","0.5","0.5"
"1950652","0.46875","0.46875","0.46875"
"1950693","0.59375","0.59375","0.59375"
"1960603","0.71875","0.6875","0.75"
"1960637","0.65625","0.65625","0.65625"
"1960643","0.625","0.625","0.625"
"1960646","0.5625","0.5625","0.5625"
"1970602","0.53125","0.53125","0.53125"
"1970604","0.5625","0.5625","0.5625"
"1970618","0.71875","0.71875","0.71875"
"1970630","0.65625","0.625","0.6875"
"1980614","0.59375","0.59375","0.59375"
"1980625","0.59375","0.59375","0.59375"
"1980629","0.65625","0.65625","0.65625"
"1980643","0.65625","0.65625","0.65625"
"1980682","0.59375","0.59375","0.59375"
"1990602","0.71875","0.71875","0.71875"
"1990621","0.65625","0.65625","0.65625"
"1990625","0.75","0.75","0.75"
"1990627","0.59375","0.59375","0.59375"
"1990656","0.5","0.5","0.5"
"2000602","0.6875","0.6875","0.6875"
"2000621","0.75","0.75","0.75"
"2000625","0.6875","0.6875","0.6875"
"2000635","0.65625","0.65625","0.65625"
"2000663","0.625","0.625","0.625"
