"Step","Group: terran_5_vs_5_QMIX - win_rate","Group: terran_5_vs_5_QMIX - win_rate__MIN","Group: terran_5_vs_5_QMIX - win_rate__MAX"
"1470025","0.21875","0.21875","0.21875"
"1470061","0.28125","0.28125","0.28125"
"1480002","0.375","0.375","0.375"
"1480012","0.46875","0.46875","0.46875"
"1480032","0.28125","0.28125","0.28125"
"1480052","0.28125","0.28125","0.28125"
"1480055","0.40625","0.40625","0.40625"
"1490008","0.4375","0.4375","0.4375"
"1490048","0.25","0.25","0.25"
"1490059","0.34375","0.34375","0.34375"
"1490060","0.53125","0.53125","0.53125"
"1490156","0.53125","0.53125","0.53125"
"1500015","0.375","0.375","0.375"
"1500034","0.4375","0.4375","0.4375"
"1500042","0.53125","0.53125","0.53125"
"1500065","0.375","0.375","0.375"
"1500084","0.375","0.375","0.375"
"1510000","0.25","0.25","0.25"
"1510001","0.28125","0.28125","0.28125"
"1510015","0.40625","0.40625","0.40625"
"1510036","0.40625","0.40625","0.40625"
"1510048","0.375","0.375","0.375"
"1520015","0.390625","0.375","0.40625"
"1520034","0.3125","0.3125","0.3125"
"1520038","0.3125","0.3125","0.3125"
"1520065","0.4375","0.4375","0.4375"
"1530017","0.3125","0.3125","0.3125"
"1530046","0.5","0.5","0.5"
"1530106","0.5","0.5","0.5"
"1530119","0.40625","0.3125","0.5"
"1540000","0.5","0.5","0.5"
"1540004","0.40625","0.40625","0.40625"
"1540013","0.375","0.28125","0.46875"
"1540067","0.28125","0.28125","0.28125"
"1550001","0.4375","0.4375","0.4375"
"1550037","0.625","0.625","0.625"
"1550043","0.5625","0.5625","0.5625"
"1550044","0.375","0.375","0.375"
"1550069","0.5","0.5","0.5"
"1560005","0.40625","0.40625","0.40625"
"1560016","0.3125","0.3125","0.3125"
"1560021","0.53125","0.53125","0.53125"
"1560034","0.46875","0.46875","0.46875"
"1560037","0.40625","0.40625","0.40625"
"1570029","0.359375","0.25","0.46875"
"1570031","0.46875","0.46875","0.46875"
"1570043","0.53125","0.53125","0.53125"
"1570062","0.46875","0.46875","0.46875"
"1580003","0.375","0.375","0.375"
"1580019","0.40625","0.40625","0.40625"
"1580021","0.5","0.5","0.5"
"1580032","0.53125","0.53125","0.53125"
"1580079","0.5625","0.5625","0.5625"
"1590013","0.5625","0.5625","0.5625"
"1590016","0.75","0.75","0.75"
"1590030","0.375","0.375","0.375"
"1590066","0.28125","0.28125","0.28125"
"1590067","0.4375","0.4375","0.4375"
"1600015","0.25","0.25","0.25"
"1600025","0.34375","0.34375","0.34375"
"1600030","0.4375","0.4375","0.4375"
"1600044","0.3125","0.3125","0.3125"
"1600052","0.4375","0.4375","0.4375"
"1610001","0.28125","0.28125","0.28125"
"1610038","0.40625","0.375","0.4375"
"1610039","0.28125","0.28125","0.28125"
"1610067","0.53125","0.53125","0.53125"
"1620007","0.4375","0.4375","0.4375"
"1620011","0.34375","0.34375","0.34375"
"1620023","0.1875","0.1875","0.1875"
"1620033","0.375","0.375","0.375"
"1620038","0.53125","0.53125","0.53125"
"1630002","0.4375","0.4375","0.4375"
"1630023","0.53125","0.53125","0.53125"
"1630026","0.5","0.5","0.5"
"1630045","0.53125","0.53125","0.53125"
"1630050","0.4375","0.4375","0.4375"
"1640000","0.4375","0.4375","0.4375"
"1640005","0.59375","0.59375","0.59375"
"1640010","0.3125","0.3125","0.3125"
"1640025","0.3125","0.3125","0.3125"
"1640039","0.375","0.375","0.375"
"1650007","0.390625","0.375","0.40625"
"1650027","0.4375","0.4375","0.4375"
"1650031","0.5","0.5","0.5"
"1650054","0.375","0.375","0.375"
"1660006","0.4375","0.4375","0.4375"
"1660020","0.4375","0.4375","0.4375"
"1660022","0.53125","0.53125","0.53125"
"1660036","0.375","0.375","0.375"
"1660061","0.46875","0.46875","0.46875"
"1670001","0.40625","0.40625","0.40625"
"1670018","0.375","0.375","0.375"
"1670032","0.34375","0.34375","0.34375"
"1670067","0.46875","0.46875","0.46875"
"1670158","0.375","0.375","0.375"
"1680018","0.34375","0.34375","0.34375"
"1680037","0.4375","0.4375","0.4375"
"1680039","0.46875","0.46875","0.46875"
"1680055","0.3125","0.3125","0.3125"
"1680064","0.53125","0.53125","0.53125"
"1690003","0.4375","0.4375","0.4375"
"1690011","0.34375","0.34375","0.34375"
"1690047","0.375","0.375","0.375"
"1690052","0.375","0.375","0.375"
"1690077","0.40625","0.40625","0.40625"
"1700015","0.390625","0.28125","0.5"
"1700020","0.3125","0.3125","0.3125"
"1700025","0.53125","0.53125","0.53125"
"1700055","0.5","0.5","0.5"
"1710012","0.40625","0.40625","0.40625"
"1710015","0.4375","0.4375","0.4375"
"1710039","0.4375","0.4375","0.4375"
"1710050","0.4375","0.4375","0.4375"
"1710070","0.3125","0.3125","0.3125"
"1720004","0.4375","0.4375","0.4375"
"1720009","0.5","0.5","0.5"
"1720011","0.375","0.375","0.375"
"1720012","0.4375","0.4375","0.4375"
"1720027","0.4375","0.4375","0.4375"
"1730018","0.40625","0.40625","0.40625"
"1730019","0.375","0.375","0.375"
"1730020","0.40625","0.34375","0.46875"
"1730034","0.4375","0.4375","0.4375"
"1740005","0.4375","0.4375","0.4375"
"1740019","0.34375","0.34375","0.34375"
"1740035","0.4375","0.4375","0.4375"
"1740041","0.375","0.375","0.375"
"1740110","0.28125","0.28125","0.28125"
"1750017","0.5625","0.5625","0.5625"
"1750030","0.3125","0.3125","0.3125"
"1750034","0.390625","0.34375","0.4375"
"1750040","0.4375","0.4375","0.4375"
"1760001","0.25","0.25","0.25"
"1760020","0.375","0.34375","0.40625"
"1760026","0.53125","0.53125","0.53125"
"1760031","0.53125","0.53125","0.53125"
"1770013","0.4375","0.4375","0.4375"
"1770016","0.34375","0.34375","0.34375"
"1770024","0.21875","0.21875","0.21875"
"1770042","0.40625","0.40625","0.40625"
"1770055","0.3125","0.3125","0.3125"
"1780012","0.53125","0.53125","0.53125"
"1780013","0.53125","0.53125","0.53125"
"1780028","0.4375","0.4375","0.4375"
"1780084","0.375","0.375","0.375"
"1780104","0.46875","0.46875","0.46875"
"1790011","0.28125","0.28125","0.28125"
"1790019","0.34375","0.34375","0.34375"
"1790035","0.53125","0.4375","0.625"
"1790065","0.21875","0.21875","0.21875"
"1800007","0.375","0.375","0.375"
"1800020","0.46875","0.46875","0.46875"
"1800023","0.40625","0.40625","0.40625"
"1800024","0.40625","0.40625","0.40625"
"1800040","0.28125","0.28125","0.28125"
"1810008","0.3125","0.3125","0.3125"
"1810031","0.390625","0.34375","0.4375"
"1810035","0.53125","0.53125","0.53125"
"1810042","0.4375","0.4375","0.4375"
"1820012","0.5625","0.5625","0.5625"
"1820021","0.46875","0.46875","0.46875"
"1820026","0.28125","0.28125","0.28125"
"1820029","0.34375","0.34375","0.34375"
"1820032","0.40625","0.40625","0.40625"
"1830023","0.53125","0.53125","0.53125"
"1830028","0.4375","0.4375","0.4375"
"1830042","0.3125","0.3125","0.3125"
"1830044","0.375","0.375","0.375"
"1830137","0.4375","0.4375","0.4375"
"1840000","0.375","0.375","0.375"
"1840017","0.625","0.625","0.625"
"1840055","0.4375","0.4375","0.4375"
"1840100","0.4375","0.4375","0.4375"
"1840115","0.4375","0.4375","0.4375"
"1850002","0.21875","0.21875","0.21875"
"1850009","0.375","0.375","0.375"
"1850017","0.25","0.25","0.25"
"1850023","0.3125","0.3125","0.3125"
"1850030","0.28125","0.28125","0.28125"
"1860007","0.4375","0.4375","0.4375"
"1860008","0.34375","0.34375","0.34375"
"1860012","0.3125","0.3125","0.3125"
"1860033","0.4375","0.4375","0.4375"
"1860072","0.3125","0.3125","0.3125"
"1870003","0.46875","0.46875","0.46875"
"1870024","0.40625","0.40625","0.40625"
"1870036","0.46875","0.46875","0.46875"
"1870062","0.5","0.5","0.5"
"1870127","0.375","0.375","0.375"
"1880000","0.25","0.25","0.25"
"1880005","0.3125","0.3125","0.3125"
"1880011","0.375","0.375","0.375"
"1880025","0.40625","0.40625","0.40625"
"1880030","0.4375","0.4375","0.4375"
"1890016","0.3125","0.3125","0.3125"
"1890017","0.5625","0.5625","0.5625"
"1890019","0.34375","0.34375","0.34375"
"1890023","0.34375","0.34375","0.34375"
"1890081","0.46875","0.46875","0.46875"
"1900013","0.3125","0.3125","0.3125"
"1900021","0.53125","0.53125","0.53125"
"1900026","0.34375","0.34375","0.34375"
"1900037","0.375","0.375","0.375"
"1900043","0.5","0.5","0.5"
"1910000","0.46875","0.46875","0.46875"
"1910004","0.46875","0.46875","0.46875"
"1910018","0.3125","0.3125","0.3125"
"1910089","0.46875","0.46875","0.46875"
"1910093","0.46875","0.46875","0.46875"
"1920002","0.3125","0.3125","0.3125"
"1920025","0.34375","0.34375","0.34375"
"1920029","0.46875","0.46875","0.46875"
"1920037","0.4375","0.4375","0.4375"
"1920051","0.5","0.5","0.5"
"1930004","0.3125","0.3125","0.3125"
"1930011","0.328125","0.21875","0.4375"
"1930017","0.21875","0.21875","0.21875"
"1930030","0.34375","0.34375","0.34375"
"1940005","0.6875","0.6875","0.6875"
"1940006","0.34375","0.34375","0.34375"
"1940017","0.5","0.5","0.5"
"1940036","0.5","0.5","0.5"
"1940043","0.3125","0.3125","0.3125"
"1950005","0.375","0.375","0.375"
"1950011","0.53125","0.53125","0.53125"
"1950016","0.375","0.375","0.375"
"1950034","0.46875","0.46875","0.46875"
"1950053","0.5","0.5","0.5"
"1960006","0.40625","0.40625","0.40625"
"1960020","0.375","0.375","0.375"
"1960023","0.5625","0.5625","0.5625"
"1960024","0.375","0.375","0.375"
"1960028","0.4375","0.4375","0.4375"
"1970011","0.21875","0.21875","0.21875"
"1970015","0.4375","0.4375","0.4375"
"1970020","0.375","0.375","0.375"
"1970027","0.375","0.375","0.375"
"1970031","0.4375","0.4375","0.4375"
"1980000","0.5","0.5","0.5"
"1980004","0.375","0.375","0.375"
"1980016","0.28125","0.28125","0.28125"
"1980041","0.4375","0.4375","0.4375"
"1980101","0.46875","0.46875","0.46875"
"1990005","0.46875","0.46875","0.46875"
"1990009","0.53125","0.53125","0.53125"
"1990013","0.46875","0.46875","0.46875"
"1990041","0.375","0.375","0.375"
"1990056","0.4375","0.4375","0.4375"
"2000004","0.34375","0.34375","0.34375"
"2000006","0.5","0.5","0.5"
"2000030","0.4375","0.4375","0.4375"
"2000036","0.375","0.375","0.375"
"2000041","0.34375","0.34375","0.34375"
