"Step","Group: terran_5_vs_5_ACORM - win_rate","Group: terran_5_vs_5_ACORM - win_rate__MIN","Group: terran_5_vs_5_ACORM - win_rate__MAX"
"1240697","0.53125","0.53125","0.53125"
"1250604","0.59375","0.59375","0.59375"
"1250605","0.65625","0.65625","0.65625"
"1250610","0.65625","0.65625","0.65625"
"1250626","0.59375","0.59375","0.59375"
"1250631","0.578125","0.5625","0.59375"
"1260603","0.5","0.5","0.5"
"1260611","0.53125","0.53125","0.53125"
"1260621","0.5625","0.5625","0.5625"
"1260639","0.640625","0.59375","0.6875"
"1260659","0.78125","0.78125","0.78125"
"1270617","0.53125","0.53125","0.53125"
"1270626","0.53125","0.53125","0.53125"
"1270632","0.5","0.5","0.5"
"1270636","0.4375","0.4375","0.4375"
"1270637","0.6875","0.6875","0.6875"
"1270665","0.59375","0.59375","0.59375"
"1280615","0.5","0.5","0.5"
"1280619","0.625","0.625","0.625"
"1280651","0.53125","0.53125","0.53125"
"1280654","0.59375","0.59375","0.59375"
"1280659","0.625","0.625","0.625"
"1280677","0.625","0.625","0.625"
"1290600","0.453125","0.28125","0.625"
"1290612","0.625","0.625","0.625"
"1290644","0.5625","0.5625","0.5625"
"1290652","0.6875","0.6875","0.6875"
"1290666","0.625","0.625","0.625"
"1300604","0.53125","0.53125","0.53125"
"1300610","0.6875","0.6875","0.6875"
"1300626","0.5","0.5","0.5"
"1300628","0.59375","0.59375","0.59375"
"1300631","0.59375","0.59375","0.59375"
"1300716","0.65625","0.65625","0.65625"
"1310602","0.65625","0.65625","0.65625"
"1310604","0.5625","0.5625","0.5625"
"1310619","0.65625","0.65625","0.65625"
"1310627","0.53125","0.53125","0.53125"
"1310631","0.46875","0.46875","0.46875"
"1310703","0.5625","0.5625","0.5625"
"1320613","0.78125","0.78125","0.78125"
"1320619","0.671875","0.625","0.71875"
"1320621","0.625","0.625","0.625"
"1320638","0.5625","0.5625","0.5625"
"1320647","0.5625","0.5625","0.5625"
"1330617","0.625","0.625","0.625"
"1330626","0.625","0.625","0.625"
"1330638","0.625","0.625","0.625"
"1330642","0.46875","0.46875","0.46875"
"1330654","0.5","0.5","0.5"
"1330657","0.78125","0.78125","0.78125"
"1340618","0.53125","0.53125","0.53125"
"1340625","0.625","0.625","0.625"
"1340631","0.6875","0.6875","0.6875"
"1340635","0.46875","0.46875","0.46875"
"1340644","0.53125","0.53125","0.53125"
"1340652","0.6875","0.6875","0.6875"
"1350619","0.65625","0.65625","0.65625"
"1350627","0.5625","0.5625","0.5625"
"1350636","0.5625","0.5625","0.5625"
"1350645","0.46875","0.46875","0.46875"
"1350650","0.625","0.625","0.625"
"1350658","0.53125","0.53125","0.53125"
"1360611","0.625","0.625","0.625"
"1360622","0.65625","0.65625","0.65625"
"1360626","0.5625","0.5625","0.5625"
"1360632","0.65625","0.65625","0.65625"
"1360634","0.625","0.625","0.625"
"1360679","0.46875","0.46875","0.46875"
"1370606","0.59375","0.59375","0.59375"
"1370610","0.59375","0.59375","0.59375"
"1370616","0.671875","0.65625","0.6875"
"1370617","0.5625","0.5625","0.5625"
"1370645","0.53125","0.53125","0.53125"
"1380601","0.53125","0.53125","0.53125"
"1380619","0.65625","0.65625","0.65625"
"1380620","0.8125","0.8125","0.8125"
"1380629","0.6875","0.6875","0.6875"
"1380650","0.5","0.5","0.5"
"1380653","0.6875","0.6875","0.6875"
"1390602","0.8125","0.8125","0.8125"
"1390606","0.71875","0.71875","0.71875"
"1390631","0.59375","0.59375","0.59375"
"1390633","0.46875","0.46875","0.46875"
"1390642","0.6875","0.6875","0.6875"
"1390784","0.5","0.5","0.5"
"1400611","0.65625","0.65625","0.65625"
"1400612","0.65625","0.65625","0.65625"
"1400616","0.71875","0.71875","0.71875"
"1400651","0.53125","0.53125","0.53125"
"1400665","0.65625","0.65625","0.65625"
"1400683","0.5625","0.5625","0.5625"
"1410617","0.625","0.625","0.625"
"1410623","0.5","0.5","0.5"
"1410625","0.5625","0.5625","0.5625"
"1410635","0.8125","0.8125","0.8125"
"1410655","0.625","0.625","0.625"
"1410723","0.53125","0.53125","0.53125"
"1420608","0.53125","0.53125","0.53125"
"1420609","0.640625","0.625","0.65625"
"1420614","0.46875","0.46875","0.46875"
"1420633","0.6875","0.6875","0.6875"
"1420643","0.65625","0.65625","0.65625"
"1430603","0.6875","0.6875","0.6875"
"1430604","0.59375","0.46875","0.71875"
"1430615","0.625","0.625","0.625"
"1430619","0.71875","0.71875","0.71875"
"1430636","0.65625","0.65625","0.65625"
"1440612","0.65625","0.65625","0.65625"
"1440616","0.6875","0.6875","0.6875"
"1440620","0.625","0.625","0.625"
"1440631","0.625","0.625","0.625"
"1440635","0.46875","0.46875","0.46875"
"1440636","0.65625","0.65625","0.65625"
"1450603","0.625","0.625","0.625"
"1450617","0.71875","0.71875","0.71875"
"1450622","0.59375","0.59375","0.59375"
"1450623","0.6875","0.6875","0.6875"
"1450632","0.4375","0.4375","0.4375"
"1450664","0.625","0.625","0.625"
"1460601","0.5","0.5","0.5"
"1460615","0.5625","0.5625","0.5625"
"1460616","0.59375","0.59375","0.59375"
"1460620","0.5625","0.5625","0.5625"
"1460626","0.59375","0.59375","0.59375"
"1460640","0.6875","0.6875","0.6875"
"1470600","0.625","0.5","0.75"
"1470631","0.59375","0.59375","0.59375"
"1470639","0.5","0.5","0.5"
"1470640","0.5","0.5","0.5"
"1470699","0.65625","0.65625","0.65625"
"1480611","0.515625","0.375","0.65625"
"1480625","0.6875","0.6875","0.6875"
"1480628","0.59375","0.59375","0.59375"
"1480644","0.65625","0.65625","0.65625"
"1480675","0.71875","0.71875","0.71875"
"1490624","0.6875","0.6875","0.6875"
"1490642","0.625","0.625","0.625"
"1490643","0.75","0.75","0.75"
"1490651","0.46875","0.46875","0.46875"
"1490674","0.59375","0.59375","0.59375"
"1490689","0.65625","0.65625","0.65625"
"1500613","0.625","0.625","0.625"
"1500625","0.6875","0.6875","0.6875"
"1500630","0.5625","0.5625","0.5625"
"1500634","0.625","0.625","0.625"
"1500654","0.53125","0.53125","0.53125"
"1500678","0.78125","0.78125","0.78125"
"1510608","0.6875","0.6875","0.6875"
"1510609","0.53125","0.53125","0.53125"
"1510619","0.59375","0.59375","0.59375"
"1510624","0.59375","0.59375","0.59375"
"1510631","0.5625","0.5625","0.5625"
"1510632","0.5625","0.5625","0.5625"
"1520607","0.6875","0.6875","0.6875"
"1520611","0.5","0.40625","0.59375"
"1520630","0.59375","0.59375","0.59375"
"1520643","0.5625","0.5625","0.5625"
"1520656","0.71875","0.71875","0.71875"
"1530603","0.65625","0.65625","0.65625"
"1530612","0.59375","0.59375","0.59375"
"1530615","0.625","0.625","0.625"
"1530616","0.5625","0.5625","0.5625"
"1530629","0.78125","0.78125","0.78125"
"1530635","0.65625","0.65625","0.65625"
"1540601","0.4375","0.4375","0.4375"
"1540612","0.59375","0.59375","0.59375"
"1540618","0.59375","0.59375","0.59375"
"1540626","0.6875","0.6875","0.6875"
"1540635","0.5625","0.5625","0.5625"
"1540640","0.59375","0.59375","0.59375"
"1550609","0.5","0.5","0.5"
"1550614","0.6875","0.6875","0.6875"
"1550616","0.65625","0.65625","0.65625"
"1550617","0.625","0.625","0.625"
"1550618","0.84375","0.84375","0.84375"
"1550655","0.59375","0.59375","0.59375"
"1560600","0.6875","0.6875","0.6875"
"1560601","0.71875","0.71875","0.71875"
"1560611","0.53125","0.53125","0.53125"
"1560617","0.5625","0.5625","0.5625"
"1560625","0.625","0.625","0.625"
"1560636","0.5","0.5","0.5"
"1570615","0.625","0.625","0.625"
"1570627","0.625","0.625","0.625"
"1570631","0.578125","0.5625","0.59375"
"1570690","0.65625","0.65625","0.65625"
"1570748","0.65625","0.65625","0.65625"
"1580612","0.75","0.75","0.75"
"1580614","0.65625","0.65625","0.65625"
"1580629","0.71875","0.71875","0.71875"
"1580634","0.65625","0.65625","0.65625"
"1580714","0.5","0.5","0.5"
"1580718","0.71875","0.71875","0.71875"
"1590607","0.71875","0.71875","0.71875"
"1590610","0.59375","0.59375","0.59375"
"1590613","0.71875","0.71875","0.71875"
"1590617","0.625","0.625","0.625"
"1590632","0.53125","0.53125","0.53125"
"1590636","0.53125","0.53125","0.53125"
"1600612","0.59375","0.59375","0.59375"
"1600614","0.71875","0.71875","0.71875"
"1600615","0.71875","0.71875","0.71875"
"1600616","0.5","0.5","0.5"
"1600619","0.625","0.625","0.625"
"1600683","0.53125","0.53125","0.53125"
"1610608","0.6875","0.6875","0.6875"
"1610614","0.59375","0.59375","0.59375"
"1610620","0.59375","0.59375","0.59375"
"1610629","0.5625","0.5625","0.5625"
"1610631","0.75","0.75","0.75"
"1610647","0.59375","0.59375","0.59375"
"1620612","0.59375","0.59375","0.59375"
"1620614","0.71875","0.71875","0.71875"
"1620624","0.625","0.625","0.625"
"1620631","0.625","0.625","0.625"
"1620642","0.75","0.75","0.75"
"1620687","0.75","0.75","0.75"
"1630619","0.59375","0.59375","0.59375"
"1630620","0.59375","0.59375","0.59375"
"1630631","0.625","0.625","0.625"
"1630643","0.5625","0.5625","0.5625"
"1630650","0.65625","0.65625","0.65625"
"1630696","0.59375","0.59375","0.59375"
"1640618","0.71875","0.71875","0.71875"
"1640626","0.5","0.5","0.5"
"1640632","0.6875","0.6875","0.6875"
"1640638","0.84375","0.84375","0.84375"
"1640640","0.625","0.625","0.625"
"1640659","0.65625","0.65625","0.65625"
"1650605","0.59375","0.59375","0.59375"
"1650606","0.65625","0.65625","0.65625"
"1650612","0.6875","0.6875","0.6875"
"1650650","0.625","0.625","0.625"
"1650663","0.625","0.625","0.625"
"1650729","0.625","0.625","0.625"
"1660618","0.59375","0.59375","0.59375"
"1660628","0.59375","0.59375","0.59375"
"1660639","0.78125","0.78125","0.78125"
"1660645","0.625","0.625","0.625"
"1660652","0.59375","0.59375","0.59375"
"1660671","0.625","0.625","0.625"
"1670601","0.53125","0.53125","0.53125"
"1670609","0.4375","0.4375","0.4375"
"1670619","0.71875","0.71875","0.71875"
"1670621","0.625","0.625","0.625"
"1670629","0.5625","0.5625","0.5625"
"1670634","0.59375","0.59375","0.59375"
"1680616","0.5625","0.5625","0.5625"
"1680626","0.75","0.75","0.75"
"1680636","0.625","0.625","0.625"
"1680648","0.5625","0.5625","0.5625"
"1680694","0.65625","0.65625","0.65625"
"1680749","0.53125","0.53125","0.53125"
"1690607","0.84375","0.84375","0.84375"
"1690612","0.625","0.625","0.625"
"1690615","0.53125","0.53125","0.53125"
"1690621","0.59375","0.59375","0.59375"
"1690627","0.625","0.625","0.625"
"1690636","0.59375","0.59375","0.59375"
"1700605","0.5625","0.5625","0.5625"
"1700607","0.625","0.625","0.625"
"1700617","0.5","0.5","0.5"
"1700620","0.71875","0.71875","0.71875"
"1700623","0.609375","0.53125","0.6875"
"1710606","0.71875","0.71875","0.71875"
"1710621","0.5625","0.5625","0.5625"
"1710627","0.65625","0.65625","0.65625"
"1710630","0.53125","0.53125","0.53125"
"1710645","0.65625","0.65625","0.65625"
"1710650","0.6875","0.6875","0.6875"
"1720610","0.625","0.625","0.625"
"1720615","0.75","0.75","0.75"
"1720629","0.625","0.625","0.625"
"1720642","0.625","0.625","0.625"
"1720655","0.6875","0.6875","0.6875"
"1720674","0.5625","0.5625","0.5625"
"1730606","0.625","0.625","0.625"
"1730618","0.6875","0.6875","0.6875"
"1730636","0.625","0.625","0.625"
"1730641","0.46875","0.46875","0.46875"
"1730644","0.65625","0.65625","0.65625"
"1730666","0.6875","0.6875","0.6875"
"1740615","0.71875","0.71875","0.71875"
"1740616","0.65625","0.65625","0.65625"
"1740631","0.5625","0.5625","0.5625"
"1740657","0.53125","0.53125","0.53125"
"1740672","0.53125","0.53125","0.53125"
"1740775","0.5625","0.5625","0.5625"
"1750601","0.625","0.625","0.625"
"1750602","0.65625","0.65625","0.65625"
"1750621","0.53125","0.53125","0.53125"
"1750638","0.625","0.625","0.625"
"1750639","0.65625","0.65625","0.65625"
"1750661","0.6875","0.6875","0.6875"
"1760600","0.6875","0.6875","0.6875"
"1760608","0.53125","0.53125","0.53125"
"1760614","0.625","0.625","0.625"
"1760615","0.59375","0.59375","0.59375"
"1760639","0.625","0.625","0.625"
"1760673","0.90625","0.90625","0.90625"
"1770607","0.71875","0.71875","0.71875"
"1770608","0.71875","0.71875","0.71875"
"1770610","0.71875","0.71875","0.71875"
"1770622","0.65625","0.65625","0.65625"
"1770627","0.65625","0.65625","0.65625"
"1770651","0.75","0.75","0.75"
"1780607","0.59375","0.59375","0.59375"
"1780611","0.53125","0.53125","0.53125"
"1780613","0.71875","0.71875","0.71875"
"1780622","0.625","0.625","0.625"
"1780640","0.65625","0.65625","0.65625"
"1780642","0.65625","0.65625","0.65625"
"1790600","0.5625","0.5625","0.5625"
"1790617","0.6875","0.6875","0.6875"
"1790620","0.625","0.625","0.625"
"1790628","0.625","0.625","0.625"
"1790636","0.78125","0.78125","0.78125"
"1790710","0.5625","0.5625","0.5625"
"1800616","0.53125","0.53125","0.53125"
"1800617","0.625","0.625","0.625"
"1800624","0.65625","0.65625","0.65625"
"1800626","0.5625","0.5625","0.5625"
"1800629","0.71875","0.71875","0.71875"
"1800672","0.59375","0.59375","0.59375"
"1810601","0.46875","0.46875","0.46875"
"1810606","0.625","0.625","0.625"
"1810621","0.6875","0.6875","0.6875"
"1810630","0.75","0.75","0.75"
"1810638","0.625","0.625","0.625"
"1810686","0.625","0.625","0.625"
"1820602","0.703125","0.625","0.78125"
"1820614","0.46875","0.46875","0.46875"
"1820634","0.75","0.75","0.75"
"1820641","0.625","0.625","0.625"
"1820663","0.59375","0.59375","0.59375"
"1830617","0.78125","0.78125","0.78125"
"1830622","0.59375","0.59375","0.59375"
"1830626","0.40625","0.40625","0.40625"
"1830629","0.65625","0.65625","0.65625"
"1830631","0.53125","0.53125","0.53125"
"1830635","0.625","0.625","0.625"
"1840604","0.5625","0.5625","0.5625"
"1840609","0.46875","0.46875","0.46875"
"1840610","0.625","0.625","0.625"
"1840638","0.5","0.5","0.5"
"1840654","0.71875","0.71875","0.71875"
"1840669","0.625","0.625","0.625"
"1850606","0.65625","0.65625","0.65625"
"1850608","0.75","0.75","0.75"
"1850617","0.671875","0.65625","0.6875"
"1850637","0.625","0.625","0.625"
"1850670","0.625","0.625","0.625"
"1860601","0.53125","0.53125","0.53125"
"1860607","0.71875","0.71875","0.71875"
"1860621","0.6875","0.6875","0.6875"
"1860629","0.59375","0.59375","0.59375"
"1860630","0.59375","0.59375","0.59375"
"1860643","0.4375","0.4375","0.4375"
"1870603","0.625","0.625","0.625"
"1870609","0.46875","0.46875","0.46875"
"1870614","0.5625","0.5625","0.5625"
"1870626","0.59375","0.59375","0.59375"
"1870655","0.625","0.625","0.625"
"1870662","0.875","0.875","0.875"
"1880615","0.75","0.75","0.75"
"1880625","0.5625","0.5625","0.5625"
"1880638","0.5625","0.5625","0.5625"
"1880641","0.53125","0.53125","0.53125"
"1880644","0.75","0.75","0.75"
"1880663","0.65625","0.65625","0.65625"
"1890602","0.59375","0.59375","0.59375"
"1890614","0.6875","0.6875","0.6875"
"1890631","0.59375","0.59375","0.59375"
"1890634","0.71875","0.71875","0.71875"
"1890643","0.6875","0.6875","0.6875"
"1890676","0.46875","0.46875","0.46875"
"1900603","0.625","0.625","0.625"
"1900614","0.5625","0.5625","0.5625"
"1900619","0.59375","0.59375","0.59375"
"1900626","0.65625","0.65625","0.65625"
"1900628","0.65625","0.65625","0.65625"
"1900634","0.8125","0.8125","0.8125"
"1910605","0.625","0.625","0.625"
"1910621","0.5625","0.5625","0.5625"
"1910622","0.59375","0.59375","0.59375"
"1910626","0.625","0.625","0.625"
"1910636","0.59375","0.59375","0.59375"
"1910655","0.65625","0.65625","0.65625"
"1920603","0.65625","0.65625","0.65625"
"1920616","0.59375","0.59375","0.59375"
"1920617","0.625","0.625","0.625"
"1920655","0.65625","0.65625","0.65625"
"1920660","0.78125","0.78125","0.78125"
"1920685","0.4375","0.4375","0.4375"
"1930604","0.65625","0.65625","0.65625"
"1930605","0.6875","0.6875","0.6875"
"1930621","0.6875","0.625","0.75"
"1930622","0.6875","0.6875","0.6875"
"1930627","0.5625","0.5625","0.5625"
"1940609","0.53125","0.53125","0.53125"
"1940614","0.6875","0.6875","0.6875"
"1940616","0.84375","0.84375","0.84375"
"1940631","0.65625","0.65625","0.65625"
"1940649","0.625","0.625","0.625"
"1940679","0.71875","0.71875","0.71875"
"1950622","0.65625","0.65625","0.65625"
"1950635","0.625","0.625","0.625"
"1950636","0.5625","0.5625","0.5625"
"1950648","0.71875","0.71875","0.71875"
"1950658","0.71875","0.71875","0.71875"
"1950672","0.5","0.5","0.5"
"1960608","0.59375","0.59375","0.59375"
"1960617","0.625","0.625","0.625"
"1960625","0.5","0.5","0.5"
"1960631","0.625","0.625","0.625"
"1960633","0.65625","0.65625","0.65625"
"1960657","0.75","0.75","0.75"
"1970604","0.65625","0.65625","0.65625"
"1970608","0.59375","0.59375","0.59375"
"1970624","0.65625","0.65625","0.65625"
"1970627","0.6875","0.6875","0.6875"
"1970629","0.71875","0.71875","0.71875"
"1970641","0.5","0.5","0.5"
"1980605","0.6875","0.6875","0.6875"
"1980610","0.75","0.75","0.75"
"1980622","0.59375","0.59375","0.59375"
"1980641","0.71875","0.71875","0.71875"
"1980645","0.65625","0.65625","0.65625"
"1980673","0.65625","0.65625","0.65625"
"1990604","0.53125","0.53125","0.53125"
"1990606","0.6875","0.6875","0.6875"
"1990622","0.6875","0.6875","0.6875"
"1990637","0.65625","0.65625","0.65625"
"1990652","0.5625","0.5625","0.5625"
"1990655","0.625","0.625","0.625"
"2000601","0.5","0.5","0.5"
"2000616","0.5","0.5","0.5"
"2000619","0.625","0.625","0.625"
"2000623","0.46875","0.46875","0.46875"
"2000636","0.875","0.875","0.875"
"2000646","0.8125","0.8125","0.8125"
"2010612","0.6875","0.6875","0.6875"
"2010617","0.625","0.625","0.625"
"2010639","0.71875","0.71875","0.71875"
"2010643","0.5625","0.5625","0.5625"
"2010645","0.65625","0.65625","0.65625"
"2010694","0.625","0.625","0.625"
"2020600","0.65625","0.65625","0.65625"
"2020614","0.5625","0.5625","0.5625"
"2020615","0.5","0.5","0.5"
"2020619","0.8125","0.8125","0.8125"
"2020639","0.65625","0.65625","0.65625"
"2020683","0.75","0.75","0.75"
"2030619","0.625","0.625","0.625"
"2030620","0.46875","0.46875","0.46875"
"2030627","0.46875","0.46875","0.46875"
"2030630","0.53125","0.53125","0.53125"
"2030633","0.6875","0.6875","0.6875"
"2030649","0.5625","0.5625","0.5625"
"2040618","0.75","0.75","0.75"
"2040624","0.6875","0.6875","0.6875"
"2040630","0.59375","0.59375","0.59375"
"2040639","0.6875","0.6875","0.6875"
"2040650","0.71875","0.71875","0.71875"
"2040663","0.65625","0.65625","0.65625"
"2050602","0.625","0.625","0.625"
"2050606","0.75","0.75","0.75"
"2050610","0.65625","0.65625","0.65625"
"2050652","0.8125","0.8125","0.8125"
"2050677","0.65625","0.65625","0.65625"
"2060610","0.65625","0.65625","0.65625"
"2060623","0.8125","0.8125","0.8125"
"2060627","0.5","0.5","0.5"
"2060640","0.78125","0.78125","0.78125"
"2070600","0.625","0.625","0.625"
"2070620","0.625","0.625","0.625"
"2070636","0.71875","0.71875","0.71875"
"2070639","0.625","0.625","0.625"
"2080603","0.75","0.75","0.75"
"2080630","0.6875","0.6875","0.6875"
"2090601","0.625","0.625","0.625"
