"Step","Group: 27m_vs_30m_ACORM_WM - win_rate","Group: 27m_vs_30m_ACORM_WM - win_rate__MIN","Group: 27m_vs_30m_ACORM_WM - win_rate__MAX"
"1810760","0.875","0.875","0.875"
"1810770","0.78125","0.78125","0.78125"
"1810773","0.625","0.625","0.625"
"1820277","0.75","0.75","0.75"
"1820754","0.8125","0.78125","0.84375"
"1820786","0.3125","0.3125","0.3125"
"1830280","0.625","0.625","0.625"
"1830750","0.5625","0.5625","0.5625"
"1830763","0.71875","0.71875","0.71875"
"1830775","0.9375","0.9375","0.9375"
"1840258","0.84375","0.84375","0.84375"
"1840767","0.71875","0.71875","0.71875"
"1840784","0.9375","0.9375","0.9375"
"1840789","0.84375","0.84375","0.84375"
"1850246","0.8125","0.8125","0.8125"
"1850755","0.71875","0.71875","0.71875"
"1850757","0.8125","0.8125","0.8125"
"1850765","0.8125","0.8125","0.8125"
"1860252","0.71875","0.71875","0.71875"
"1860758","0.9375","0.9375","0.9375"
"1860775","0.625","0.625","0.625"
"1860792","0.6875","0.6875","0.6875"
"1870224","0.84375","0.84375","0.84375"
"1870750","0.78125","0.78125","0.78125"
"1870754","0.875","0.875","0.875"
"1870779","0.59375","0.59375","0.59375"
"1880242","0.78125","0.78125","0.78125"
"1880761","0.75","0.75","0.75"
"1880764","0.875","0.875","0.875"
"1880783","0.8125","0.8125","0.8125"
"1890241","0.78125","0.78125","0.78125"
"1890750","0.40625","0.40625","0.40625"
"1890752","0.65625","0.65625","0.65625"
"1890760","0.75","0.75","0.75"
"1900227","0.84375","0.84375","0.84375"
"1900756","0.84375","0.84375","0.84375"
"1900780","0.75","0.75","0.75"
"1900783","0.71875","0.71875","0.71875"
"1910232","0.78125","0.78125","0.78125"
"1910753","0.8125","0.8125","0.8125"
"1910759","0.625","0.625","0.625"
"1910774","0.71875","0.71875","0.71875"
"1920243","0.6875","0.6875","0.6875"
"1920759","0.5625","0.5625","0.5625"
"1920775","0.8125","0.8125","0.8125"
"1920789","0.8125","0.8125","0.8125"
"1930253","0.78125","0.78125","0.78125"
"1930756","0.796875","0.75","0.84375"
"1930837","0.90625","0.90625","0.90625"
"1940228","0.75","0.75","0.75"
"1940750","0.96875","0.96875","0.96875"
"1940774","0.59375","0.59375","0.59375"
"1940789","0.71875","0.71875","0.71875"
"1950230","0.71875","0.71875","0.71875"
"1950763","0.71875","0.5625","0.875"
"1950769","0.6875","0.6875","0.6875"
"1960238","0.78125","0.78125","0.78125"
"1960753","0.59375","0.59375","0.59375"
"1960795","0.875","0.875","0.875"
"1960929","0.75","0.75","0.75"
"1970237","0.75","0.75","0.75"
"1970767","0.71875","0.71875","0.71875"
"1970771","0.71875","0.71875","0.71875"
"1970783","0.6875","0.6875","0.6875"
"1980235","0.84375","0.84375","0.84375"
"1980766","0.75","0.75","0.75"
"1980781","0.8125","0.8125","0.8125"
"1980904","0.90625","0.90625","0.90625"
"1990249","0.875","0.875","0.875"
"1990758","0.8125","0.8125","0.8125"
"1990760","0.6875","0.6875","0.6875"
"1990787","0.8125","0.8125","0.8125"
"2000255","0.875","0.875","0.875"
"2000757","0.9375","0.9375","0.9375"
"2000763","0.53125","0.53125","0.53125"
"2000764","0.8125","0.8125","0.8125"
