Wall time,Step,Value
1726235356.2331579,301,0.0
1726235447.2089689,10446,0.0
1726235566.9341266,20696,0.0
1726235673.4942296,30718,0.0
1726235779.532983,40824,0.0
1726235888.0057893,50955,0.0
1726235994.7091544,61136,0.0
1726236102.8675473,71257,0.0
1726236212.2437763,81345,0.0
1726236315.6176362,91467,0.0
1726236422.2573152,101593,0.0
1726236523.515833,111597,0.0
1726236625.2210994,121686,0.0
1726236730.9480898,132027,0.0
1726236832.8382466,142190,0.0
1726236937.165251,152302,0.0
1726237042.8428524,162442,0.0
1726237152.0451434,172445,0.0
1726237261.0613382,182667,0.0
1726237368.7021453,192848,0.0
1726237479.1541202,202909,0.0
1726237590.1490831,213029,0.0
1726237699.1503162,223238,0.0
1726237816.9284606,233295,0.0
1726237933.692408,243453,0.0
1726238051.8618898,253649,0.0
1726238167.0491936,263665,0.0
1726238282.6742063,273802,0.0
1726238400.455666,283894,0.0
1726238520.3242579,294132,0.0
1726238639.0711255,304153,0.0
1726238760.6494935,314352,0.0
1726238878.5957623,324514,0.0
1726239001.6442204,334868,0.0
1726239121.9745197,344960,0.0
1726239252.2304943,355278,0.0
1726239366.685542,365284,0.0
1726239492.1109328,375588,0.0
1726239618.480677,385832,0.0
1726239742.6873543,396193,0.0
1726239868.1379502,406621,0.0
1726239986.7489483,416854,0.0
1726240104.427531,427373,0.0
1726240226.6693552,437584,0.0
1726240346.2287161,447700,0.0
1726240479.1225076,457763,0.0
1726240597.1214366,467801,0.0
1726240736.711715,477828,0.0
1726240853.2478354,487981,0.0
1726240971.2431016,498051,0.0
1726241092.454408,508250,0.0
1726241210.2950048,518349,0.0
1726241328.520172,528395,0.0
1726241446.4763415,538592,0.0
1726241563.202782,548666,0.0
1726241679.3347764,558726,0.0
1726241795.8872316,568859,0.0031250000465661287
1726241909.2447455,578912,0.00657894741743803
1726242025.245243,589114,0.006756756920367479
1726242139.0243044,599404,0.0
1726242256.3290462,609492,0.0
1726242372.210085,619748,0.01923076994717121
1726242483.8077762,629875,0.021739130839705467
1726242593.3392248,639985,0.02083333395421505
1726242698.7227101,650181,0.017045455053448677
1726242815.5991032,660356,0.029999999329447746
1726242929.0360303,670402,0.03804347664117813
1726243041.5636954,680587,0.03804347664117813
1726243163.0792024,690802,0.032407406717538834
1726243283.7589266,701147,0.02500000037252903
1726243384.5364685,711280,0.02380952425301075
1726243492.8362005,721379,0.009259259328246117
1726243608.2484796,731504,0.04032257944345474
1726243723.0530694,741967,0.0625
1726243840.9225724,752318,0.05645161122083664
1726243955.5688105,762518,0.022058824077248573
1726244066.9478827,772538,0.02500000037252903
1726244186.877466,782741,0.04779411852359772
1726244305.7465112,792770,0.04296875
1726244430.9957993,803088,0.0416666679084301
1726244544.7218254,813238,0.034090910106897354
1726244660.320842,823284,0.04296875
1726244772.3255801,833590,0.03999999910593033
1726244886.1233861,843734,0.05000000074505806
1726245005.9969323,854365,0.04500000178813934
1726245125.5299566,864540,0.014999999664723873
1726245237.8416412,874559,0.0555555559694767
1726245355.9117548,884786,0.052419353276491165
1726245466.0956447,894901,0.022727273404598236
1726245588.9981086,905194,0.009615384973585606
1726245715.902269,915567,0.005681818351149559
1726245834.91397,925908,0.028846153989434242
1726245953.115272,936354,0.0357142873108387
1726246066.2512057,946534,0.04032257944345474
1726246183.487528,956788,0.03125
1726246298.0757446,967031,0.0517241396009922
1726246416.581754,977108,0.032258063554763794
1726246536.9399173,987321,0.015625
1726246652.4769528,997533,0.05416666716337204
1726246773.1248467,1007675,0.09375
1726246886.3491595,1017836,0.10096153616905212
1726246998.4764833,1028044,0.054999999701976776
1726247097.239682,1038118,0.03947368264198303
1726247203.7044518,1048468,0.0535714291036129
1726247304.5310001,1058507,0.07386363297700882
1726247409.5711448,1068753,0.0535714291036129
1726247511.6017992,1078916,0.0535714291036129
1726247619.145961,1089043,0.06521739065647125
1726247729.378904,1099187,0.06499999761581421
1726247838.0887713,1109194,0.0714285746216774
1726247949.6433914,1119489,0.11413043737411499
1726248055.8932772,1129804,0.07386363297700882
1726248159.3206737,1140374,0.06578947603702545
1726248267.1717029,1150615,0.125
1726248374.3588924,1161325,0.04374999925494194
1726248471.00067,1171751,0.046875
1726248570.7977226,1182133,0.05624999850988388
1726248656.7648592,1192318,0.01923076994717121
1726248756.6550233,1202939,0.015625
1726248854.9705844,1213571,0.022058824077248573
1726248950.976833,1223914,0.0
1726249041.3685136,1234068,0.015625
1726249140.8615508,1244069,0.1041666641831398
1726249246.1875858,1254090,0.0595238097012043
1726249355.827254,1264438,0.032608695328235626
1726249469.3123138,1274602,0.0416666679084301
1726249587.1569006,1284649,0.0517241396009922
1726249692.875497,1294846,0.0677083358168602
1726249806.8232787,1304854,0.07083333283662796
1726249928.5567822,1315155,0.11249999701976776
1726250055.6099257,1325475,0.0625
1726250180.0436378,1335669,0.0732758641242981
1726250310.0815265,1345674,0.1160714253783226
1726250430.8771322,1355947,0.1465517282485962
1726250561.7289584,1366272,0.10000000149011612
1726250682.0575054,1376505,0.1071428582072258
1726250801.3154888,1386742,0.09134615212678909
1726250911.5565622,1396994,0.14814814925193787
1726251022.727483,1407374,0.1369047611951828
1726251129.7368762,1417493,0.14204545319080353
1726251233.4301534,1427753,0.1306818127632141
1726251333.752148,1437954,0.10625000298023224
1726251438.6907952,1448050,0.1428571492433548
1726251548.2397256,1458506,0.10795454680919647
1726251660.1580303,1468870,0.1041666641831398
1726251773.0144963,1479077,0.1586538404226303
1726251885.4472268,1489362,0.12068965286016464
1726252001.660704,1499710,0.10080645233392715
1726252115.982277,1509823,0.13750000298023224
1726252226.0300941,1520050,0.2142857164144516
1726252337.8190384,1530209,0.21875
1726252451.172183,1540289,0.1875
1726252559.5958738,1550390,0.08620689809322357
1726252676.945769,1560601,0.11363636702299118
1726252789.6872084,1570845,0.14919355511665344
1726252902.4875448,1580954,0.18333333730697632
1726253017.2241485,1591435,0.22413793206214905
1726253129.2145169,1601745,0.1850000023841858
1726253241.3559308,1611980,0.1145833358168602
1726253353.696901,1622113,0.12037037312984467
1726253466.2763057,1632174,0.1607142835855484
1726253574.134974,1642307,0.1822916716337204
1726253679.6394627,1652514,0.19565217196941376
1726253786.7025125,1662740,0.21195651590824127
1726253896.2863548,1672746,0.2740384638309479
1726254005.1593053,1682895,0.3050000071525574
1726254117.6800144,1693117,0.3166666626930237
1726254234.9562516,1703231,0.22083333134651184
1726254346.6489944,1713297,0.1875
1726254460.1296399,1723440,0.21759259700775146
1726254576.997938,1733834,0.19907407462596893
1726254690.0245361,1743842,0.15625
1726254807.3285074,1754093,0.22580644488334656
1726254921.777028,1764331,0.1875
1726255039.3284378,1774612,0.1875
1726255154.724724,1784834,0.22413793206214905
1726255287.9567785,1795155,0.25
1726255413.1452298,1805350,0.2163461595773697
1726255530.2486858,1815393,0.1607142835855484
1726255639.9081504,1825893,0.09090909361839294
1726255742.7110345,1836090,0.20394736528396606
1726255861.0096002,1846641,0.20108695328235626
1726255973.9470203,1856688,0.23369565606117249
1726256073.5240633,1866803,0.21710526943206787
1726256175.3267164,1877112,0.2678571343421936
1726256281.9663725,1887402,0.3100000023841858
1726256390.9886942,1897753,0.15625
1726256505.0132108,1908071,0.15217390656471252
1726256608.896793,1918108,0.21195651590824127
1726256709.0732677,1928132,0.22826087474822998
1726256815.7132227,1938604,0.28999999165534973
1726256920.1060367,1948703,0.3478260934352875
1726257028.3399336,1958966,0.390625
1726257136.6342769,1969035,0.3072916567325592
1726257243.6118128,1979228,0.4010416567325592
1726257353.3680367,1989688,0.3011363744735718
1726257461.0855956,2000217,0.26875001192092896
1726257571.0320823,2010862,0.27840909361839294
1726257676.8513215,2020952,0.32065218687057495
1726257788.4829311,2031652,0.3050000071525574
1726257896.9319532,2041871,0.25
1726258011.7478144,2052065,0.31896552443504333
1726258122.5016313,2062185,0.3100000023841858
1726258238.0246718,2072372,0.33467742800712585
