Wall time,Step,Value
1727978022.6939332,49,0.0
1727978908.3422658,10075,0.0
1727980054.328092,20099,0.0
1727981357.8316314,30116,0.0
1727982749.6072657,40120,0.0
1727984041.3915732,50137,0.0
1727985320.2045105,60140,0.0
1727986495.9573092,70153,0.0
1727987682.9947903,80157,0.0
1727988985.0406036,90157,0.0
1727990335.7384934,100167,0.0
1727991706.9952266,110180,0.0
1727992987.4856858,120202,0.0
1727994135.8645754,130229,0.0
1727995508.5907993,140249,0.0
1727996960.9661834,150270,0.0
1727998356.7619553,160285,0.0
1727999764.0010998,170299,0.0
1728001154.3609192,180304,0.0
1728002511.4581726,190307,0.0
1728003864.2090914,200312,0.0
1728005338.7526364,210324,0.0
1728006631.0468874,220337,0.0
1728007911.1872177,230343,0.0
1728009146.391794,240343,0.0
1728010235.0677962,250344,0.0
1728011257.1872976,260360,0.0
1728012279.7412467,270369,0.0
1728013289.1614537,280379,0.0
1728014285.1790397,290383,0.0
1728015287.9267986,300393,0.0
1728016283.2750812,310414,0.0
1728017277.5645201,320418,0.0
1728018269.2346885,330437,0.0
1728019254.0104187,340441,0.0
1728020280.278095,350457,0.0
1728021306.0239687,360468,0.0
1728022329.841355,370475,0.0
1728023402.3755603,380485,0.0
1728024401.1768298,390486,0.0
1728025416.6211288,400499,0.0
1728026461.4758582,410503,0.0
1728027524.2270124,420511,0.0
1728028580.372612,430521,0.0
1728029587.8050163,440527,0.0
1728030620.2895956,450529,0.0
1728031629.7849462,460537,0.0
1728032621.7381504,470545,0.0
1728033612.6768553,480548,0.0
1728034596.383211,490566,0.0
1728035577.3474474,500571,0.0
1728036555.9597147,510584,0.0
1728037530.831151,520594,0.0
1728038499.1944804,530607,0.0
1728039541.6125762,540615,0.0
1728040551.8543122,550623,0.0
1728041563.8635702,560630,0.0
1728042572.4032552,570632,0.0
1728043580.960194,580652,0.0
1728044592.7430973,590658,0.0
1728045602.7938666,600663,0.0
1728046594.6691892,610672,0.0
1728047582.9621017,620676,0.0
1728048572.936991,630677,0.0
1728049563.2073746,640697,0.0
1728050515.727177,650712,0.0
1728051475.6164289,660717,0.0
1728052423.4458573,670728,0.0
1728053371.447893,680739,0.0
1728054315.3923361,690749,0.0
1728055269.4831972,700763,0.0
1728056214.512682,710785,0.0
1728057172.2989218,720789,0.0
1728058138.0567055,730809,0.0
1728059112.3776002,740819,0.0
1728060096.0242624,750831,0.0
1728061069.4850252,760837,0.0
1728062045.0606174,770855,0.0
1728063029.5067844,780855,0.0
1728064013.0328794,790875,0.0
1728064989.5393324,800886,0.0
1728065966.192109,810887,0.0
1728066999.1690392,820901,0.0
1728068055.5510716,830903,0.0
1728069078.716488,840910,0.0
1728070082.0091684,850911,0.0
1728071114.0837727,860932,0.0
1728072148.2959075,870935,0.0
1728073167.6710098,880948,0.0
1728074193.0772254,890957,0.0
1728075246.029521,900972,0.0
1728076250.161326,910988,0.0
1728077250.9583588,921004,0.0
1728078234.9223728,931008,0.0
1728079206.6073973,941014,0.0
1728080186.74341,951033,0.0
1728081170.931257,961043,0.0
1728082146.9997618,971055,0.0
1728083132.5450804,981063,0.0
1728084112.9272783,991067,0.0
1728085095.9680371,1001081,0.0
1728086082.6842332,1011101,0.0
1728087067.2973208,1021108,0.0
1728088049.6928108,1031114,0.0
1728089025.8199663,1041116,0.0
1728090005.236028,1051126,0.0
1728090987.027552,1061144,0.0
1728091968.19481,1071158,0.0
1728092955.9759803,1081174,0.0
1728093939.531814,1091192,0.0
1728094919.2242324,1101211,0.0
1728095899.197222,1111230,0.0
1728096878.9090028,1121253,0.0
1728097841.1833496,1131272,0.0
1728098817.521277,1141283,0.0
1728099795.1576362,1151287,0.0
1728100778.9460135,1161300,0.0
1728101766.948742,1171321,0.0
1728102754.0434408,1181343,0.0
1728103742.127573,1191360,0.0
1728104743.3146448,1201363,0.0
1728105733.6961539,1211383,0.0
1728106718.3280473,1221402,0.0
1728107698.7811847,1231406,0.0
1728108683.361256,1241420,0.0
1728109675.5241702,1251438,0.0
1728110671.1211314,1261453,0.0
1728111658.6791816,1271464,0.0
1728112641.4222558,1281470,0.0
1728113630.2034054,1291488,0.0
1728114618.1738582,1301503,0.0
1728115604.0169716,1311522,0.0
1728116598.5518546,1321527,0.0
1728117569.7812812,1331528,0.0
1728118531.551282,1341533,0.0
1728119495.4696362,1351555,0.0
1728120457.6935775,1361574,0.0
1728121421.820165,1371578,0.0
1728122383.4688776,1381596,0.0
1728123351.6588674,1391599,0.0
1728124304.1104612,1401620,0.0
1728125258.565498,1411632,0.0
1728126213.567337,1421651,0.0
1728127167.3021753,1431665,0.0
1728128124.0564373,1441676,0.0
1728129093.8525174,1451689,0.0
1728130056.1037347,1461705,0.0
1728131021.9780734,1471716,0.0
1728131989.1502092,1481728,0.0
1728132956.3553758,1491746,0.0
1728133914.717622,1501756,0.0
1728134879.794147,1511766,0.0
1728135845.6471357,1521770,0.0
1728136812.3181298,1531788,0.0
1728137772.8482218,1541793,0.0
1728138743.9686189,1551808,0.0
1728139700.9146192,1561809,0.0
1728140662.7948668,1571826,0.0
1728141656.2943294,1581846,0.0
1728142642.3475316,1591857,0.0
1728143615.3273218,1601864,0.0
1728144583.6900365,1611881,0.0
1728145561.2288787,1621883,0.0
1728146578.859953,1631898,0.0
1728147585.8649206,1641907,0.0
1728148609.9783342,1651919,0.0
1728149613.0716183,1661925,0.0
1728150621.0768962,1671925,0.0
1728151606.6623979,1681929,0.0
1728152609.9474304,1691947,0.0
1728153599.359891,1701967,0.0
1728154591.3143418,1711979,0.0
1728155583.1380856,1721993,0.0
1728156572.1429243,1731993,0.0
1728157560.2452428,1742000,0.0
1728158561.900667,1752005,0.0
1728159573.0217211,1762022,0.0
1728160603.7676818,1772034,0.0
1728161636.7068307,1782049,0.0
1728162647.0996528,1792050,0.0
1728163671.2495272,1802068,0.0
1728164711.7047296,1812083,0.0
1728165745.6744926,1822094,0.0
1728166744.9024382,1832097,0.0
1728167754.9337153,1842117,0.0
1728168781.4713256,1852132,0.0
1728169798.860533,1862149,0.0
1728170794.2702248,1872160,0.0
1728171773.486604,1882176,0.0
1728172764.9027913,1892193,0.0
1728173745.391,1902212,0.0
1728174722.0505946,1912224,0.0
1728175707.1889994,1922227,0.0
1728176710.964549,1932232,0.0
1728177702.1325417,1942249,0.0
1728178693.3253741,1952258,0.0
1728179673.115979,1962274,0.0
1728180685.0583525,1972295,0.0
1728181701.728024,1982304,0.0
1728182716.790309,1992323,0.0
1728183719.5213356,2002323,0.0
1728184714.0720372,2012324,0.0
1728185716.5969718,2022345,0.0
1728186713.0084279,2032362,0.0
1728187702.631397,2042368,0.0
1728188712.0594852,2052382,0.0
