Wall time,Step,Value
1726499674.9239233,35,0.0
1726500032.644944,10065,0.0
1726500387.6725664,20066,0.0
1726500746.9423468,30085,0.0
1726501104.196854,40101,0.0
1726501458.234429,50109,0.0
1726501817.0135615,60109,0.0
1726502165.2864165,70149,0.0
1726502518.0401719,80187,0.0
1726502885.8226652,90226,0.0
1726503250.9542918,100250,0.0
1726503611.492312,110274,0.0
1726503993.760014,120287,0.0
1726504351.1098893,130317,0.0
1726504722.8437316,140323,0.0
1726505094.2622545,150348,0.0
1726505473.389252,160376,0.0
1726505835.130068,170401,0.0
1726506192.3422742,180430,0.0
1726506541.6594362,190439,0.0
1726506902.4696522,200501,0.0
1726507245.83331,210549,0.0
1726507604.7621202,220554,0.0
1726507983.8128688,230562,0.0
1726508355.3420825,240584,0.0
1726508743.4938178,250644,0.0
1726509141.9396894,260663,0.0
1726509548.413554,270686,0.0
1726509969.515106,280784,0.0
1726510367.342047,290800,0.0
1726510757.9667327,300828,0.0
1726511145.254671,310850,0.0
1726511524.8721292,320880,0.0
1726511884.240064,330886,0.0
1726512260.248143,340912,0.0
1726512674.9147968,350919,0.0
1726513011.974065,361082,0.0
1726513372.9356508,371084,0.0
1726513716.149075,381105,0.0
1726514085.6838155,391243,0.0
1726514467.7728426,401271,0.0
1726514836.1295612,411285,0.0
1726515161.2206712,421293,0.0
1726515473.9669645,431320,0.0
1726515819.5306876,441323,0.0
1726516120.4669986,451490,0.0
1726516382.8002107,461610,0.0
1726516650.389188,471633,0.0
1726516915.1489496,481795,0.0
1726517205.1049871,491808,0.0
1726517452.811877,501821,0.0
1726517721.9910052,511850,0.0
1726517975.2032156,521868,0.0
1726518248.685705,531937,0.0
1726518531.7894797,541954,0.0
1726518776.5188484,552076,0.0
1726519033.361829,562088,0.0
1726519298.407325,572115,0.008547008968889713
1726519569.326863,582182,0.0
1726519851.4317698,592194,0.0
1726520107.9466941,602231,0.0
1726520363.84623,612236,0.0
1726520598.6218343,622341,0.0
1726520856.3510048,632370,0.0
1726521146.081585,642478,0.0
1726521416.25118,652494,0.0
1726521699.783903,662525,0.0
1726521983.1317718,672666,0.0
1726522237.3917313,682739,0.008403361774981022
1726522550.375747,692912,0.0
1726522855.059702,703049,0.005747126415371895
1726523125.4324846,713107,0.0
1726523382.7149978,723210,0.0
1726523678.1792178,733217,0.0
1726523945.8131459,743256,0.0
1726524232.90578,753434,0.0
1726524563.3725185,763458,0.0
1726524899.208548,773512,0.004739336669445038
1726525268.4606555,783529,0.0
1726525595.40216,793531,0.004999999888241291
1726525967.0877824,803620,0.008474576286971569
1726526314.8682613,813646,0.004587155766785145
1726526701.8405788,823747,0.023904383182525635
1726527096.4469695,833755,0.011952191591262817
1726527469.6083264,843765,0.03765690326690674
1726527855.0802221,853769,0.012345679104328156
1726528225.871152,863908,0.02083333395421505
1726528576.5011063,873987,0.0181818176060915
1726528911.6675124,884012,0.03365384787321091
1726529241.5616155,894172,0.009950248524546623
1726529594.0915523,904210,0.032407406717538834
1726529971.414881,914242,0.03719008341431618
1726530324.4611804,924348,0.05309734493494034
1726530703.2105067,934357,0.027888447046279907
1726531104.5577292,944361,0.04411764815449715
1726531465.4059536,954369,0.03333333507180214
1726531848.7764964,964499,0.046875
1726532223.5299487,974533,0.02723735384643078
1726532595.5375555,984689,0.030534351244568825
1726532976.97246,994694,0.033582091331481934
1726533343.105819,1004700,0.0235294122248888
1726533716.998536,1014706,0.02734375
1726534080.1335418,1024723,0.062240663915872574
1726534448.3788211,1034748,0.03952569141983986
1726534793.365652,1044757,0.03478260710835457
1726535135.6015272,1054790,0.08810572326183319
1726535469.10603,1064793,0.06976744532585144
1726535822.5102715,1074798,0.09504131972789764
1726536164.287818,1084818,0.07239819318056107
1726536498.5254812,1094840,0.044247787445783615
1726536825.4040217,1104869,0.14479638636112213
1726537156.484878,1114891,0.11711711436510086
1726537472.6729934,1124930,0.08252426981925964
1726537805.070927,1134938,0.06726457178592682
1726538132.65841,1144940,0.08095238357782364
1726538470.6485915,1154950,0.11304347962141037
1726538809.4204698,1165026,0.09130434691905975
1726539158.1172357,1175106,0.07594936341047287
1726539479.8080873,1185113,0.0717703327536583
1726539826.2943206,1195124,0.09545454382896423
1726540169.347736,1205127,0.036036036908626556
1726540531.9060843,1215132,0.07851240038871765
1726540881.4438038,1225175,0.14977973699569702
1726541234.1977959,1235195,0.190265491604805
1726541587.8577805,1245227,0.1266375482082367
1726541951.5097861,1255338,0.14977973699569702
1726542282.6503956,1265351,0.1111111119389534
1726542599.781938,1275351,0.1071428582072258
1726542928.3260536,1285378,0.09313725680112839
1726543249.7437959,1295388,0.11675126850605011
1726543535.9992855,1305417,0.1320754736661911
1726543848.0884674,1315433,0.11695906519889832
