"Step","Group: 27m_vs_30m_ACORM - win_rate","Group: 27m_vs_30m_ACORM - win_rate__MIN","Group: 27m_vs_30m_ACORM - win_rate__MAX"
"1830615","0.6875","0.6875","0.6875"
"1830630","0.75","0.75","0.75"
"1830632","0.625","0.625","0.625"
"1830638","0.53125","0.53125","0.53125"
"1840602","0.84375","0.84375","0.84375"
"1840607","0.78125","0.78125","0.78125"
"1840631","0.625","0.625","0.625"
"1840635","0.40625","0.40625","0.40625"
"1850621","0.8125","0.8125","0.8125"
"1850636","0.75","0.75","0.75"
"1850638","0.90625","0.90625","0.90625"
"1850653","0.53125","0.53125","0.53125"
"1860605","0.59375","0.59375","0.59375"
"1860613","0.6875","0.6875","0.6875"
"1860628","0.5625","0.5625","0.5625"
"1860634","0.84375","0.84375","0.84375"
"1870607","0.5","0.5","0.5"
"1870611","0.78125","0.78125","0.78125"
"1870617","0.96875","0.96875","0.96875"
"1870629","0.71875","0.71875","0.71875"
"1880605","0.78125","0.78125","0.78125"
"1880639","0.8125","0.8125","0.8125"
"1880641","0.875","0.875","0.875"
"1880735","0.5","0.5","0.5"
"1890620","0.8125","0.8125","0.8125"
"1890628","0.59375","0.59375","0.59375"
"1890631","0.90625","0.90625","0.90625"
"1890634","0.90625","0.90625","0.90625"
"1900633","0.78125","0.78125","0.78125"
"1900634","0.75","0.75","0.75"
"1900638","0.71875","0.71875","0.71875"
"1900742","0.78125","0.78125","0.78125"
"1910602","0.90625","0.90625","0.90625"
"1910607","0.78125","0.78125","0.78125"
"1910629","0.8125","0.8125","0.8125"
"1910705","0.65625","0.65625","0.65625"
"1920603","0.84375","0.84375","0.84375"
"1920610","0.875","0.875","0.875"
"1920614","0.8125","0.8125","0.8125"
"1920644","0.875","0.875","0.875"
"1930600","0.71875","0.71875","0.71875"
"1930604","0.875","0.875","0.875"
"1930615","0.84375","0.84375","0.84375"
"1930646","0.875","0.875","0.875"
"1940606","0.625","0.625","0.625"
"1940630","0.734375","0.5625","0.90625"
"1940645","0.84375","0.84375","0.84375"
"1950608","0.875","0.875","0.875"
"1950620","0.71875","0.71875","0.71875"
"1950621","0.8125","0.8125","0.8125"
"1950692","0.75","0.75","0.75"
"1960600","0.75","0.75","0.75"
"1960604","0.84375","0.84375","0.84375"
"1960624","0.78125","0.78125","0.78125"
"1960631","0.71875","0.71875","0.71875"
"1970615","0.75","0.75","0.75"
"1970616","0.78125","0.78125","0.78125"
"1970627","0.875","0.875","0.875"
"1970628","0.75","0.75","0.75"
"1980606","0.875","0.875","0.875"
"1980618","0.90625","0.90625","0.90625"
"1980623","0.78125","0.78125","0.78125"
"1980629","0.6875","0.6875","0.6875"
"1990615","0.78125","0.78125","0.78125"
"1990625","0.78125","0.78125","0.78125"
"1990630","0.8125","0.8125","0.8125"
"1990762","0.90625","0.90625","0.90625"
"2000601","0.90625","0.90625","0.90625"
"2000608","0.875","0.875","0.875"
"2000623","0.9375","0.9375","0.9375"
"2000625","0.84375","0.84375","0.84375"
"2010606","0.8125","0.8125","0.8125"
"2010614","0.84375","0.84375","0.84375"
"2010624","0.875","0.875","0.875"
"2010640","0.6875","0.6875","0.6875"
"2020621","0.84375","0.84375","0.84375"
"2020631","0.78125","0.78125","0.78125"
"2020664","0.84375","0.84375","0.84375"
"2020665","1","1","1"
"2030601","0.90625","0.90625","0.90625"
"2030604","0.875","0.875","0.875"
"2030615","0.84375","0.84375","0.84375"
"2030627","0.75","0.75","0.75"
"2040603","0.75","0.75","0.75"
"2040610","0.75","0.75","0.75"
"2040622","0.78125","0.78125","0.78125"
"2040631","0.96875","0.96875","0.96875"
"2050617","0.84375","0.84375","0.84375"
"2050631","0.8125","0.6875","0.9375"
"2050637","0.875","0.875","0.875"
"2060606","0.8125","0.8125","0.8125"
"2060615","0.90625","0.90625","0.90625"
"2060625","0.65625","0.65625","0.65625"
"2060632","0.84375","0.84375","0.84375"
"2070612","0.9375","0.9375","0.9375"
"2070616","0.8125","0.8125","0.8125"
"2070631","0.625","0.625","0.625"
"2070635","0.84375","0.84375","0.84375"
"2080622","0.78125","0.78125","0.78125"
"2080624","0.84375","0.84375","0.84375"
"2080625","0.90625","0.90625","0.90625"
"2080639","0.84375","0.84375","0.84375"
"2090603","0.875","0.875","0.875"
"2090616","0.8125","0.8125","0.8125"
"2090618","0.65625","0.65625","0.65625"
"2090627","0.78125","0.78125","0.78125"
"2100600","0.875","0.875","0.875"
"2100608","0.8125","0.8125","0.8125"
"2100610","0.78125","0.78125","0.78125"
"2100760","0.78125","0.78125","0.78125"
"2110602","0.6875","0.6875","0.6875"
"2110607","0.96875","0.96875","0.96875"
"2110610","0.8125","0.8125","0.8125"
"2110743","0.5625","0.5625","0.5625"
"2120625","0.78125","0.78125","0.78125"
"2120627","0.78125","0.78125","0.78125"
"2120634","0.875","0.875","0.875"
"2120747","0.65625","0.65625","0.65625"
"2130609","0.75","0.75","0.75"
"2130626","0.84375","0.84375","0.84375"
"2130628","0.8125","0.8125","0.8125"
"2130649","0.625","0.625","0.625"
"2140610","0.84375","0.84375","0.84375"
"2140614","0.75","0.75","0.75"
"2140635","0.8125","0.8125","0.8125"
"2140656","0.9375","0.9375","0.9375"
"2150607","0.75","0.75","0.75"
"2150614","0.84375","0.84375","0.84375"
"2150623","0.6875","0.6875","0.6875"
"2150702","0.84375","0.84375","0.84375"
"2160622","0.8125","0.8125","0.8125"
"2160626","0.84375","0.84375","0.84375"
"2160630","0.90625","0.90625","0.90625"
"2160648","0.625","0.625","0.625"
"2170605","0.96875","0.96875","0.96875"
"2170614","0.75","0.75","0.75"
"2170630","0.9375","0.9375","0.9375"
"2170766","0.84375","0.84375","0.84375"
"2180629","0.78125","0.78125","0.78125"
"2180632","0.75","0.75","0.75"
"2180633","0.84375","0.84375","0.84375"
"2180637","0.90625","0.90625","0.90625"
"2190601","0.75","0.75","0.75"
"2190626","0.90625","0.90625","0.90625"
"2190630","0.8125","0.8125","0.8125"
"2190663","0.875","0.875","0.875"
"2200613","0.84375","0.84375","0.84375"
"2200625","0.9375","0.9375","0.9375"
"2200635","0.9375","0.9375","0.9375"
"2200756","0.71875","0.71875","0.71875"
"2210602","0.96875","0.96875","0.96875"
"2210616","0.84375","0.84375","0.84375"
"2210625","0.71875","0.71875","0.71875"
"2210639","0.84375","0.84375","0.84375"
"2220605","0.9375","0.9375","0.9375"
"2220619","0.875","0.875","0.875"
"2220625","0.84375","0.75","0.9375"
"2230610","0.84375","0.84375","0.84375"
"2230615","0.78125","0.78125","0.78125"
"2230620","0.84375","0.84375","0.84375"
"2230631","0.84375","0.84375","0.84375"
"2240600","0.84375","0.84375","0.84375"
"2240613","0.84375","0.84375","0.84375"
"2240627","0.75","0.75","0.75"
"2240729","0.8125","0.8125","0.8125"
"2250611","0.8125","0.8125","0.8125"
"2250626","0.71875","0.71875","0.71875"
"2250632","0.84375","0.84375","0.84375"
"2250638","0.9375","0.9375","0.9375"
"2260612","0.90625","0.875","0.9375"
"2260625","0.71875","0.71875","0.71875"
"2260631","0.90625","0.90625","0.90625"
"2270609","0.6875","0.6875","0.6875"
"2270611","0.8125","0.8125","0.8125"
"2270613","0.8125","0.8125","0.8125"
"2270637","0.75","0.75","0.75"
"2280602","0.625","0.625","0.625"
"2280605","0.75","0.75","0.75"
"2280614","0.84375","0.84375","0.84375"
"2280618","0.84375","0.84375","0.84375"
"2290602","0.84375","0.84375","0.84375"
"2290614","0.8125","0.8125","0.8125"
"2290627","0.9375","0.9375","0.9375"
"2290644","0.90625","0.90625","0.90625"
"2300607","0.875","0.875","0.875"
"2300609","0.84375","0.84375","0.84375"
"2300620","0.71875","0.71875","0.71875"
"2300712","0.75","0.75","0.75"
"2310610","0.90625","0.90625","0.90625"
"2310612","0.875","0.875","0.875"
"2310619","0.875","0.875","0.875"
"2310623","0.625","0.625","0.625"
"2320605","0.78125","0.78125","0.78125"
"2320612","0.96875","0.96875","0.96875"
"2320632","0.8125","0.8125","0.8125"
"2320665","0.65625","0.65625","0.65625"
"2330613","0.84375","0.84375","0.84375"
"2330629","0.9375","0.9375","0.9375"
"2330632","0.84375","0.84375","0.84375"
"2330670","0.78125","0.78125","0.78125"
"2340616","0.90625","0.90625","0.90625"
"2340619","0.9375","0.9375","0.9375"
"2340762","0.8125","0.8125","0.8125"
"2350628","0.84375","0.84375","0.84375"
"2350637","0.84375","0.84375","0.84375"
"2350751","0.8125","0.8125","0.8125"
"2360619","0.6875","0.6875","0.6875"
"2360636","0.5625","0.5625","0.5625"
"2370615","0.75","0.75","0.75"
"2370618","0.78125","0.78125","0.78125"
"2380624","0.84375","0.84375","0.84375"
"2380627","0.875","0.875","0.875"
"2390628","0.78125","0.78125","0.78125"
"2390682","0.8125","0.8125","0.8125"
"2400616","0.96875","0.96875","0.96875"
"2400634","0.8125","0.8125","0.8125"
"2410611","0.90625","0.90625","0.90625"
"2410630","0.71875","0.71875","0.71875"
"2420621","0.75","0.75","0.75"
"2420626","0.9375","0.9375","0.9375"
"2430620","0.875","0.875","0.875"
"2430777","0.90625","0.90625","0.90625"
"2440602","0.75","0.75","0.75"
"2440635","0.6875","0.6875","0.6875"
"2450601","0.84375","0.84375","0.84375"
"2450680","0.78125","0.78125","0.78125"
"2460621","0.84375","0.84375","0.84375"
"2460643","0.875","0.875","0.875"
"2470629","0.90625","0.90625","0.90625"
"2470640","0.90625","0.90625","0.90625"
"2480606","0.6875","0.6875","0.6875"
"2480608","0.96875","0.96875","0.96875"
"2490609","0.78125","0.78125","0.78125"
"2490617","0.9375","0.9375","0.9375"
"2500610","0.71875","0.71875","0.71875"
"2500621","0.875","0.875","0.875"
"2510605","0.5625","0.5625","0.5625"
"2510607","0.71875","0.71875","0.71875"
"2520602","0.375","0.375","0.375"
"2520727","0.8125","0.8125","0.8125"
"2530614","0.78125","0.78125","0.78125"
"2530617","0.90625","0.90625","0.90625"
"2540616","0.90625","0.90625","0.90625"
"2540626","0.71875","0.71875","0.71875"
"2550631","0.75","0.75","0.75"
"2550641","0.78125","0.78125","0.78125"
"2560613","0.84375","0.84375","0.84375"
"2560628","0.96875","0.96875","0.96875"
"2570627","0.9375","0.9375","0.9375"
"2570638","0.90625","0.90625","0.90625"
"2580622","0.90625","0.90625","0.90625"
"2580637","0.75","0.75","0.75"
"2590612","0.90625","0.90625","0.90625"
"2590624","0.75","0.75","0.75"
"2600618","0.8125","0.8125","0.8125"
"2600633","0.96875","0.96875","0.96875"
"2610612","0.90625","0.90625","0.90625"
"2610621","0.84375","0.84375","0.84375"
"2620630","0.84375","0.84375","0.84375"
"2620631","0.96875","0.96875","0.96875"
"2630621","0.9375","0.9375","0.9375"
"2630627","0.875","0.875","0.875"
"2640607","0.625","0.625","0.625"
"2640629","0.90625","0.90625","0.90625"
"2650611","0.8125","0.8125","0.8125"
"2650672","0.75","0.75","0.75"
"2660606","0.875","0.875","0.875"
"2660608","0.6875","0.6875","0.6875"
"2670636","0.84375","0.84375","0.84375"
"2670772","0.875","0.875","0.875"
"2680622","0.6875","0.6875","0.6875"
"2680629","0.8125","0.8125","0.8125"
"2690601","0.78125","0.78125","0.78125"
"2690608","0.71875","0.71875","0.71875"
"2700603","0.75","0.75","0.75"
"2700628","0.8125","0.8125","0.8125"
"2710605","0.78125","0.78125","0.78125"
"2710623","0.9375","0.9375","0.9375"
"2720601","0.875","0.875","0.875"
"2720697","0.9375","0.9375","0.9375"
"2730614","0.9375","0.9375","0.9375"
"2730747","0.96875","0.96875","0.96875"
"2740608","0.875","0.875","0.875"
"2740618","0.90625","0.90625","0.90625"
"2750608","0.9375","0.9375","0.9375"
"2750610","0.96875","0.96875","0.96875"
"2760607","0.84375","0.84375","0.84375"
"2760613","0.71875","0.71875","0.71875"
"2770608","0.90625","0.90625","0.90625"
"2770612","0.9375","0.9375","0.9375"
"2780604","1","1","1"
"2780631","0.8125","0.8125","0.8125"
"2790733","0.8125","0.8125","0.8125"
"2790746","0.90625","0.90625","0.90625"
"2800606","0.9375","0.9375","0.9375"
"2800626","0.96875","0.96875","0.96875"
"2810607","0.875","0.875","0.875"
"2810612","0.96875","0.96875","0.96875"
"2820619","0.78125","0.78125","0.78125"
"2820646","0.9375","0.9375","0.9375"
"2830613","0.875","0.875","0.875"
"2830616","0.90625","0.90625","0.90625"
"2840600","0.84375","0.84375","0.84375"
"2840601","0.96875","0.96875","0.96875"
"2850609","0.84375","0.84375","0.84375"
"2850626","0.875","0.875","0.875"
"2860606","0.8125","0.8125","0.8125"
"2860612","0.875","0.875","0.875"
"2870617","0.96875","0.96875","0.96875"
"2870622","0.78125","0.78125","0.78125"
"2880627","0.9375","0.9375","0.9375"
"2880744","0.84375","0.84375","0.84375"
"2890608","0.9375","0.9375","0.9375"
"2890620","0.875","0.875","0.875"
"2900612","0.9375","0.9375","0.9375"
"2900626","0.84375","0.84375","0.84375"
"2910623","0.65625","0.65625","0.65625"
"2910641","0.96875","0.96875","0.96875"
"2920608","0.84375","0.84375","0.84375"
"2920620","0.8125","0.8125","0.8125"
"2930630","0.8125","0.8125","0.8125"
"2930765","0.84375","0.84375","0.84375"
"2940601","0.875","0.875","0.875"
"2940633","0.9375","0.9375","0.9375"
"2950601","0.96875","0.96875","0.96875"
"2950638","0.71875","0.71875","0.71875"
"2960601","0.71875","0.71875","0.71875"
"2960617","0.875","0.875","0.875"
"2970619","0.8125","0.8125","0.8125"
"2970633","0.875","0.875","0.875"
"2980600","0.8125","0.8125","0.8125"
"2980636","0.78125","0.78125","0.78125"
"2990600","0.875","0.875","0.875"
"2990607","0.84375","0.84375","0.84375"
"3000607","0.71875","0.71875","0.71875"
"3000622","0.8125","0.8125","0.8125"
